Date of occurrence,Sea area of occurrence,State Reporting,Competent authority,Casualty Report Nr.,Occurrence severity,Latitude,Longitude,Third party/other damage,Time (LT) of occurrence,Lives lost Occurrence-Total,People Injured Occurrence-Total,Port of accident,Investigation Status,Directive 2009/18,National location,Missing people Occurrence - Total,Loss / damage to ship or equipment,Did the ship sink?,Pollution (bunkers),Pollution (cargo),Place on board,Ship operation,Poll. quantity/bunker,Poll. quantity/cargo,Ship’s routeing,Voyage segment,Cargo damage,IMO number,Name of ship,Ship / craft type,Port of departure,Port of destination,Occurrence with ship(s),Deviation (CE),Occurrence with person(s),Release of pollutants in the air
2011-12-22,Inland waters - River,United Kingdom,United Kingdom - MAIB,99/2012,Less Serious,53°41' N,0°26' W,No,04:16,0,0,UNITED KINGDOM - Hull,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Ship,Normal service - In passage,0,0,Unknown,Unknown,Unknown,,,Cargo ship - Solid Cargo - General Cargo,Unknown,UNITED KINGDOM - Barrow Haven,Grounding/stranding - Power,,,Unknown
2011-12-22,Inland waters - River,United Kingdom,United Kingdom - MAIB,99/2012,Less Serious,53°41' N,0°26' W,No,04:16,0,0,UNITED KINGDOM - Hull,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Ship,Normal service - In passage,0,0,Unknown,Unknown,Unknown,,,Cargo ship - Solid Cargo - General Cargo,Unknown,UNITED KINGDOM - Barrow Haven,Grounding/stranding,,,Unknown
2011-12-22,Inland waters - River,United Kingdom,United Kingdom - MAIB,99/2012,Less Serious,53°41' N,0°26' W,No,04:16,0,0,UNITED KINGDOM - Hull,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Bridge - Other space,Normal service - Under pilotage,0,0,No routeing system,Unknown,Unknown,,,Cargo ship - Solid Cargo - General Cargo,Unknown,UNITED KINGDOM - Barrow Haven,Grounding/stranding - Power,,,Unknown
2011-12-22,Inland waters - River,United Kingdom,United Kingdom - MAIB,99/2012,Less Serious,53°41' N,0°26' W,No,04:16,0,0,UNITED KINGDOM - Hull,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Bridge - Other space,Normal service - Under pilotage,0,0,No routeing system,Unknown,Unknown,,,Cargo ship - Solid Cargo - General Cargo,Unknown,UNITED KINGDOM - Barrow Haven,Grounding/stranding,,,Unknown
2011-12-22,Inland waters - River,United Kingdom,United Kingdom - MAIB,99/2012,Less Serious,53°41' N,0°26' W,No,04:16,0,0,UNITED KINGDOM - Hull,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Bridge - Other space,Normal service - Under pilotage,0,0,Unknown,Unknown,Unknown,,,Cargo ship - Solid Cargo - General Cargo,Unknown,UNITED KINGDOM - Barrow Haven,Grounding/stranding - Power,,,Unknown
2011-12-22,Inland waters - River,United Kingdom,United Kingdom - MAIB,99/2012,Less Serious,53°41' N,0°26' W,No,04:16,0,0,UNITED KINGDOM - Hull,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Bridge - Other space,Normal service - Under pilotage,0,0,Unknown,Unknown,Unknown,,,Cargo ship - Solid Cargo - General Cargo,Unknown,UNITED KINGDOM - Barrow Haven,Grounding/stranding,,,Unknown
2011-12-22,Inland waters - River,United Kingdom,United Kingdom - MAIB,99/2012,Less Serious,53°41' N,0°26' W,No,04:16,0,0,UNITED KINGDOM - Hull,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Bridge - Other space,Normal service - Berthing,0,0,No routeing system,Unknown,Unknown,,,Cargo ship - Solid Cargo - General Cargo,Unknown,UNITED KINGDOM - Barrow Haven,Grounding/stranding - Power,,,Unknown
2011-12-22,Inland waters - River,United Kingdom,United Kingdom - MAIB,99/2012,Less Serious,53°41' N,0°26' W,No,04:16,0,0,UNITED KINGDOM - Hull,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Bridge - Other space,Normal service - Berthing,0,0,No routeing system,Unknown,Unknown,,,Cargo ship - Solid Cargo - General Cargo,Unknown,UNITED KINGDOM - Barrow Haven,Grounding/stranding,,,Unknown
2011-12-22,Inland waters - River,United Kingdom,United Kingdom - MAIB,99/2012,Less Serious,53°41' N,0°26' W,No,04:16,0,0,UNITED KINGDOM - Hull,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Bridge - Other space,Normal service - Berthing,0,0,Unknown,Unknown,Unknown,,,Cargo ship - Solid Cargo - General Cargo,Unknown,UNITED KINGDOM - Barrow Haven,Grounding/stranding - Power,,,Unknown
2011-12-22,Inland waters - River,United Kingdom,United Kingdom - MAIB,99/2012,Less Serious,53°41' N,0°26' W,No,04:16,0,0,UNITED KINGDOM - Hull,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Bridge - Other space,Normal service - Berthing,0,0,Unknown,Unknown,Unknown,,,Cargo ship - Solid Cargo - General Cargo,Unknown,UNITED KINGDOM - Barrow Haven,Grounding/stranding,,,Unknown
2011-12-22,Inland waters - River,United Kingdom,United Kingdom - MAIB,99/2012,Less Serious,53°41' N,0°26' W,No,04:16,0,0,UNITED KINGDOM - Hull,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Bridge - Other space,Normal service - In passage,0,0,No routeing system,Unknown,Unknown,,,Cargo ship - Solid Cargo - General Cargo,Unknown,UNITED KINGDOM - Barrow Haven,Grounding/stranding - Power,,,Unknown
2011-12-22,Inland waters - River,United Kingdom,United Kingdom - MAIB,99/2012,Less Serious,53°41' N,0°26' W,No,04:16,0,0,UNITED KINGDOM - Hull,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Bridge - Other space,Normal service - In passage,0,0,No routeing system,Unknown,Unknown,,,Cargo ship - Solid Cargo - General Cargo,Unknown,UNITED KINGDOM - Barrow Haven,Grounding/stranding,,,Unknown
2011-12-22,Inland waters - River,United Kingdom,United Kingdom - MAIB,99/2012,Less Serious,53°41' N,0°26' W,No,04:16,0,0,UNITED KINGDOM - Hull,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Bridge - Other space,Normal service - In passage,0,0,Unknown,Unknown,Unknown,,,Cargo ship - Solid Cargo - General Cargo,Unknown,UNITED KINGDOM - Barrow Haven,Grounding/stranding - Power,,,Unknown
2011-12-22,Inland waters - River,United Kingdom,United Kingdom - MAIB,99/2012,Less Serious,53°41' N,0°26' W,No,04:16,0,0,UNITED KINGDOM - Hull,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Bridge - Other space,Normal service - In passage,0,0,Unknown,Unknown,Unknown,,,Cargo ship - Solid Cargo - General Cargo,Unknown,UNITED KINGDOM - Barrow Haven,Grounding/stranding,,,Unknown
2011-12-23,Internal waters - Channel; river,Spain,Spain - CIAIM,2/2012,Very serious,42°36' N,8°48' W,No,23:35,1,1,SPAIN - Villagarcía de Arousa,Finished,Yes,Spain - Atlántico - Galicia,,No damage,No,No,No,Ship - Bulbous,Normal service - Under pilotage,0,0,Pilotage area,Arrival,No,9483671,NORDIC STANI,Cargo ship - Solid Cargo - Container Ship,SPAIN - Bilbao,SPAIN - Villagarcía de Arousa,Collision - With other ship,,,No
2011-12-23,Internal waters - Channel; river,Spain,Spain - CIAIM,2/2012,Very serious,42°36' N,8°48' W,No,23:35,1,1,SPAIN - Villagarcía de Arousa,Finished,Yes,Spain - Atlántico - Galicia,,Material damage,No,No,No,Bridge - Wheelhouse,Other,0,0,Pilotage area,Arrival,No,,PRÁCTICOS AROSA DOS,Service ship - Other,SPAIN - Villagarcía de Arousa,SPAIN - Villagarcía de Arousa,Collision - With other ship,,,No
2011-12-23,Internal waters - Channel; river,Spain,Spain - CIAIM,2/2012,Very serious,42°36' N,8°48' W,No,23:35,1,1,SPAIN - Villagarcía de Arousa,Finished,Yes,Spain - Atlántico - Galicia,,Material damage,No,No,No,Ship - Other,Other,0,0,Pilotage area,Arrival,No,,PRÁCTICOS AROSA DOS,Service ship - Other,SPAIN - Villagarcía de Arousa,SPAIN - Villagarcía de Arousa,Collision - With other ship,,,No
2012-01-06,Internal waters - Port area,Malta,Malta - MSIU,114/2012,Less Serious,12°3.05' S,77°0.43' W,No,09:20,,,PERU - Callao,Not Investigated,Yes,,,No damage,No,No,No,Engine department - Engine room,Normal service - Alongside,,,,Arrival,,,,Cargo ship - Solid Cargo - Bulk Carrier,PERU - Callao,GERMANY - Brunsbuttel,Loss of control - Loss of propulsion power,,,No
2012-01-06,High sea - Within EEZ,Germany,Germany - BSU,94/2012,Less Serious,54°19' N,7°17' E,No,07:35,,,None,Not Investigated,Yes,Germany - Nordsee / AWZ,,No damage,No,No,Yes,Cargo and tank areas - Open deck cargo space,Normal service - In passage,0,,In a traffic lane,Transit,,,,Cargo ship - Solid Cargo - Container Ship,GERMANY - Hamburg,BELGIUM - Zeebrugge,Loss of control - Loss of containment,,,No
2012-01-04,Territorial sea,Malta,Malta - MSIU,50/2012,Serious,1°11' N,103°50.41' E,No,21:04,,,None,Finished,Yes,,,Material damage,No,No,No,Ship - Deck - Forecastle deck,Normal service - In passage,,,Deep-water route,Transit,No,9500716,SEEB,Cargo ship - Liquid Cargo - Oil tanker - Crude oil,IRAN; ISLAMIC REPUBLIC OF - Kharg Island,SINGAPORE - Singapore,Collision - With other ship,,,No
2012-01-04,Territorial sea,Malta,Malta - MSIU,50/2012,Serious,1°11' N,103°50.41' E,No,21:04,,,None,Finished,Yes,,,Material damage,No,No,No,Ship - Deck - Forecastle deck,Normal service - In passage,,,In a traffic lane,Transit,No,9500716,SEEB,Cargo ship - Liquid Cargo - Oil tanker - Crude oil,IRAN; ISLAMIC REPUBLIC OF - Kharg Island,SINGAPORE - Singapore,Collision - With other ship,,,No
2012-01-04,Territorial sea,Malta,Malta - MSIU,50/2012,Serious,1°11' N,103°50.41' E,No,21:04,,,None,Finished,Yes,,,Material damage,No,No,No,Cargo and tank areas - Cofferdam/void space,Normal service - In passage,,,Deep-water route,Transit,No,9500716,SEEB,Cargo ship - Liquid Cargo - Oil tanker - Crude oil,IRAN; ISLAMIC REPUBLIC OF - Kharg Island,SINGAPORE - Singapore,Collision - With other ship,,,No
2012-01-04,Territorial sea,Malta,Malta - MSIU,50/2012,Serious,1°11' N,103°50.41' E,No,21:04,,,None,Finished,Yes,,,Material damage,No,No,No,Cargo and tank areas - Cofferdam/void space,Normal service - In passage,,,In a traffic lane,Transit,No,9500716,SEEB,Cargo ship - Liquid Cargo - Oil tanker - Crude oil,IRAN; ISLAMIC REPUBLIC OF - Kharg Island,SINGAPORE - Singapore,Collision - With other ship,,,No
2012-01-04,Territorial sea,Malta,Malta - MSIU,50/2012,Serious,1°11' N,103°50.41' E,No,21:04,,,None,Finished,Yes,,,Material damage,No,No,No,Ship - Over side,Normal service - In passage,,,Deep-water route,Transit,No,9500716,SEEB,Cargo ship - Liquid Cargo - Oil tanker - Crude oil,IRAN; ISLAMIC REPUBLIC OF - Kharg Island,SINGAPORE - Singapore,Collision - With other ship,,,No
2012-01-04,Territorial sea,Malta,Malta - MSIU,50/2012,Serious,1°11' N,103°50.41' E,No,21:04,,,None,Finished,Yes,,,Material damage,No,No,No,Ship - Over side,Normal service - In passage,,,In a traffic lane,Transit,No,9500716,SEEB,Cargo ship - Liquid Cargo - Oil tanker - Crude oil,IRAN; ISLAMIC REPUBLIC OF - Kharg Island,SINGAPORE - Singapore,Collision - With other ship,,,No
2012-01-04,Territorial sea,Malta,Malta - MSIU,50/2012,Serious,1°11' N,103°50.41' E,No,21:04,,,None,Finished,Yes,,,Material damage,No,Yes,No,Cargo and tank areas - Tanks - Bunker tank,Normal service - In passage,50,,Crossing TSS,Transit,Yes,9251157,KOTA TENAGA,Cargo ship - Solid Cargo - Container Ship,INDONESIA - Pasir Panjang,INDIA - Kolkata (ex Calcutta),Collision - With other ship,,,No
2012-01-04,Territorial sea,Malta,Malta - MSIU,50/2012,Serious,1°11' N,103°50.41' E,No,21:04,,,None,Finished,Yes,,,Material damage,No,Yes,No,Cargo and tank areas - Tanks - Bunker tank,Normal service - In passage,50,,Crossing TSS,Transit,Yes,9251157,KOTA TENAGA,Cargo ship - Solid Cargo - Container Ship,INDONESIA - Pasir Panjang,INDIA - Kolkata (ex Calcutta),Loss of control - Loss of containment,,,No
2012-01-11,Territorial sea,Sweden,Sweden - SHK,131/2012,Less Serious,56°43.1' N,16°29.5' E,No,02:00,,,,Not Investigated,Yes,Sweden - Kalmarsund,,No damage,No,No,No,Cargo and tank areas - Tanks - Ballast tank,Normal service - In passage,0,0,No routeing system,Mid-water,,,,Cargo ship - Solid Cargo - General Cargo,SWEDEN - Monsteras,Unknown,Grounding/stranding - Power,,,No
2012-01-05,Internal waters - Channel; river,Malta,Malta - MSIU,61/2012,Less Serious,46°43.28' N,31°56.3' E,No,09:17,,,UKRAINE - Other,Not Investigated,Yes,,,Material damage,No,No,No,Ship - Other,Normal service - Manoeuvring,,,,Arrival,,,,Cargo ship - Solid Cargo - Bulk Carrier,UKRAINE - Nikolayev,UKRAINE - Other,Grounding/stranding - Power,,,No
2011-12-22,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,25/2012,Less Serious,17°40' S,168°30' E,No,16:00,0,1,VANUATU - Other,Not Investigated,Yes,,,No damage,No,No,No,Ship - Stairs/ladders,Normal service - Alongside,0,0,Unknown,Unknown,Unknown,,,Passenger ship - Only passenger - International,VANUATU - Other,VANUATU - Santo,,Slipping - Stumbling and falling - Fall of persons - Fall of person - to a lower level,Accident,Unknown
2011-12-22,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,25/2012,Less Serious,17°40' S,168°30' E,No,16:00,0,1,VANUATU - Other,Not Investigated,Yes,,,No damage,No,No,No,Ship - Deck - Freeboard deck,Normal service - Alongside,0,0,Unknown,Unknown,Unknown,,,Passenger ship - Only passenger - International,VANUATU - Other,VANUATU - Santo,,Slipping - Stumbling and falling - Fall of persons - Fall of person - to a lower level,Accident,Unknown
2011-12-31,High sea - n/a,United Kingdom,United Kingdom - MAIB,901/2012,Less Serious,57°1.2' N,2°51.3' E,No,18:46,0,1,,Not Investigated,Yes,,,No damage,No,No,No,Ship - Unknown,Normal service,0,0,Unknown,Unknown,Unknown,,,Service ship - Offshore supply ship,Unknown,Unknown,,Breakage; bursting; splitting; slipping; fall; collapse of Material Agent - Other,Accident,Unknown
2011-12-31,High sea - n/a,United Kingdom,United Kingdom - MAIB,901/2012,Less Serious,57°1.2' N,2°51.3' E,No,18:46,0,1,,Not Investigated,Yes,,,No damage,No,No,No,Ship - Unknown,Other,0,0,Unknown,Unknown,Unknown,,,Service ship - Offshore supply ship,Unknown,Unknown,,Breakage; bursting; splitting; slipping; fall; collapse of Material Agent - Other,Accident,Unknown
2011-12-31,High sea - n/a,United Kingdom,United Kingdom - MAIB,901/2012,Less Serious,57°1.2' N,2°51.3' E,No,18:46,0,1,,Not Investigated,Yes,,,No damage,No,No,No,Ship - Unknown,Normal service - Loading,0,0,Unknown,Unknown,Unknown,,,Service ship - Offshore supply ship,Unknown,Unknown,,Breakage; bursting; splitting; slipping; fall; collapse of Material Agent - Other,Accident,Unknown
2012-01-20,Territorial sea,United Kingdom,United Kingdom - MAIB,12/9087/MAIBUK,Less Serious,50°40.8' N,0°20.5' E,No,17:04,0,0,,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Engine department - Engine room,Normal service - In passage,0,0,Unknown,Unknown,Unknown,,,Cargo ship - Solid Cargo - General Cargo,Unknown,Unknown,Loss of control,,,Unknown
2012-01-10,Internal waters - Port area,Iceland,Iceland - ICETRA,2019/009865,Serious,66°11.741' N,15°20.381' W,,01:00,0,1,ICELAND - Thorshofn,Not Investigated,Yes,Iceland,,,,No,No,Ship - Other,Normal service - Alongside,0.000,0.000,,Anchored or alongside,,,,Fishing vessel,ICELAND - Thorshofn,ICELAND - Thorshofn,,Breakage; bursting; splitting; slipping; fall; collapse of Material Agent - Slip; fall; collapse of Material Agent - on the same level,Accident,
2012-01-06,High sea - Within EEZ,Germany,Germany - BSU,95/2012,Less Serious,53°54.22' N,6°58.27' E,No,11:30,,,None,Not Investigated,Yes,Germany - Nordsee / AWZ,,Material damage,No,Yes,Yes,Engine department - Engine room,Normal service - In passage,0.3,,In a traffic lane,Transit,,,,Cargo ship - Solid Cargo - Container Ship,BELGIUM - Antwerpen,GERMANY - Bremerhaven,Loss of control - Loss of containment,,,No
2011-12-17,Internal waters - Port area,Spain,Spain - CIAIM,670/2014,Serious,38°59.671' N,0°9.373' W,No,12:40,0,0,SPAIN - Gandía,Not Investigated,Yes,Spain - Mediterráneo - Valencia,,Material damage,No,No,No,Ship - Propeller/rudder/thruster,Normal service - Berthing,0,0,No routeing system,Arrival,No,,,Cargo ship - Solid Cargo - General Cargo,Unknown,SPAIN - Gandía,Loss of control - Loss of propulsion power,,,No
2012-01-02,High sea - n/a,United Kingdom,United Kingdom - MAIB,13/2012,Less Serious,55°23' N,1°10' W,No,15:56,0,1,,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Accommodation - Stairway/Ladders,Fishing - Towing fishing gear,0,0,Unknown,Unknown,Unknown,,,Fishing vessel - Trawler - Other trawler,Unknown,Unknown,,Slipping - Stumbling and falling - Fall of persons - Fall of person - to a lower level,Accident,Unknown
2012-01-02,High sea - n/a,United Kingdom,United Kingdom - MAIB,13/2012,Less Serious,55°23' N,1°10' W,No,15:56,0,1,,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Accommodation - Cabin space - crew,Fishing - Towing fishing gear,0,0,Unknown,Unknown,Unknown,,,Fishing vessel - Trawler - Other trawler,Unknown,Unknown,,Slipping - Stumbling and falling - Fall of persons - Fall of person - to a lower level,Accident,Unknown
2011-12-16,High sea - n/a,United Kingdom,United Kingdom - MAIB,597/2012,Marine incident,50°35' N,0°36' E,No,06:39,0,0,,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Engine department - Engine room,Normal service - In passage,0,0,In a traffic lane,Unknown,Unknown,,,Cargo ship - Solid Cargo - General Cargo,BELGIUM - Antwerpen,COTE D'IVOIRE - Abidjan,Loss of control - Loss of electrical power,,,Unknown
2011-12-16,High sea - n/a,United Kingdom,United Kingdom - MAIB,597/2012,Marine incident,50°35' N,0°36' E,No,06:39,0,0,,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Engine department - Engine room,Normal service - In passage,0,0,Unknown,Unknown,Unknown,,,Cargo ship - Solid Cargo - General Cargo,BELGIUM - Antwerpen,COTE D'IVOIRE - Abidjan,Loss of control - Loss of electrical power,,,Unknown
2011-12-16,High sea - n/a,United Kingdom,United Kingdom - MAIB,597/2012,Marine incident,50°35' N,0°36' E,No,06:39,0,0,,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Ship - Other,Normal service - In passage,0,0,In a traffic lane,Unknown,Unknown,,,Cargo ship - Solid Cargo - General Cargo,BELGIUM - Antwerpen,COTE D'IVOIRE - Abidjan,Loss of control - Loss of electrical power,,,Unknown
2011-12-16,High sea - n/a,United Kingdom,United Kingdom - MAIB,597/2012,Marine incident,50°35' N,0°36' E,No,06:39,0,0,,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Ship - Other,Normal service - In passage,0,0,Unknown,Unknown,Unknown,,,Cargo ship - Solid Cargo - General Cargo,BELGIUM - Antwerpen,COTE D'IVOIRE - Abidjan,Loss of control - Loss of electrical power,,,Unknown
2012-01-05,Internal waters - Port area,Netherlands,Netherlands - DSB,1244/2012,Serious,59°7' N,11°23' E,No,13:23,,1,,Not Investigated,Yes,,,,,,,Engine department - Workshop / stores,Normal service - Alongside,,,,Anchored or alongside,,,,Service ship - Special purpose ship,NORWAY - Halden,,,Deviation by overflow; overturn; leak; flow; vaporisation; emission - Gaseous state - vaporisation; aerosol formation; gas formation,Accident,
2011-12-17,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,1439/2011,Less Serious,50°9' N,5°2' W,No,15:05,0,0,UNITED KINGDOM - Falmouth,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Bridge - Other space,Normal service,0,0,No routeing system,Unknown,Unknown,,,Cargo ship - Liquid Cargo - Chemical tanker,UNITED KINGDOM - Falmouth,Unknown,Grounding/stranding - Power,,,Unknown
2011-12-17,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,1439/2011,Less Serious,50°9' N,5°2' W,No,15:05,0,0,UNITED KINGDOM - Falmouth,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Bridge - Other space,Normal service,0,0,No routeing system,Unknown,Unknown,,,Cargo ship - Liquid Cargo - Chemical tanker,UNITED KINGDOM - Falmouth,Unknown,Grounding/stranding,,,Unknown
2011-12-17,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,1439/2011,Less Serious,50°9' N,5°2' W,No,15:05,0,0,UNITED KINGDOM - Falmouth,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Bridge - Other space,Normal service,0,0,Unknown,Unknown,Unknown,,,Cargo ship - Liquid Cargo - Chemical tanker,UNITED KINGDOM - Falmouth,Unknown,Grounding/stranding - Power,,,Unknown
2011-12-17,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,1439/2011,Less Serious,50°9' N,5°2' W,No,15:05,0,0,UNITED KINGDOM - Falmouth,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Bridge - Other space,Normal service,0,0,Unknown,Unknown,Unknown,,,Cargo ship - Liquid Cargo - Chemical tanker,UNITED KINGDOM - Falmouth,Unknown,Grounding/stranding,,,Unknown
2011-12-17,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,1439/2011,Less Serious,50°9' N,5°2' W,No,15:05,0,0,UNITED KINGDOM - Falmouth,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Bridge - Other space,Normal service - In passage,0,0,No routeing system,Unknown,Unknown,,,Cargo ship - Liquid Cargo - Chemical tanker,UNITED KINGDOM - Falmouth,Unknown,Grounding/stranding - Power,,,Unknown
2011-12-17,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,1439/2011,Less Serious,50°9' N,5°2' W,No,15:05,0,0,UNITED KINGDOM - Falmouth,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Bridge - Other space,Normal service - In passage,0,0,No routeing system,Unknown,Unknown,,,Cargo ship - Liquid Cargo - Chemical tanker,UNITED KINGDOM - Falmouth,Unknown,Grounding/stranding,,,Unknown
2011-12-17,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,1439/2011,Less Serious,50°9' N,5°2' W,No,15:05,0,0,UNITED KINGDOM - Falmouth,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Bridge - Other space,Normal service - In passage,0,0,Unknown,Unknown,Unknown,,,Cargo ship - Liquid Cargo - Chemical tanker,UNITED KINGDOM - Falmouth,Unknown,Grounding/stranding - Power,,,Unknown
