Date of occurrence,Sea area of occurrence,State Reporting,Competent authority,Casualty Report Nr.,Occurrence severity,Latitude,Longitude,Third party/other damage,Time (LT) of occurrence,Lives lost Occurrence-Total,People Injured Occurrence-Total,Port of accident,Investigation Status,Directive 2009/18,National location,Missing people Occurrence - Total,Loss / damage to ship or equipment,Did the ship sink?,Pollution (bunkers),Pollution (cargo),Place on board,Ship operation,Poll. quantity/bunker,Poll. quantity/cargo,Ship’s routeing,Voyage segment,Cargo damage,IMO number,Name of ship,Ship / craft type,Port of departure,Port of destination,Occurrence with ship(s),Deviation (CE),Occurrence with person(s),Release of pollutants in the air
2024-03-13,Internal waters - Port area,Germany,Germany - BSU,2024/003019,Marine incident,53°52.73' N,10°41.4' E,,10:10,0,0,GERMANY - Lubeck,Not Investigated,Yes,Germany - Ostsee / Hafen,0,Minor damage (less than material damage),No,No,No,Ship - Bow - Port - Above the waterline,Normal service - Berthing,0.000,0.000,Pilotage area,Arrival,No,,,Cargo ship - Solid Cargo - General Cargo,Unknown,GERMANY - Lubeck,Contact - Shore object,,,No
2024-01-04,High sea - Outside EEZ,Netherlands,Netherlands - DSB,2024/000877,Less Serious,1°53.798' S,117°56.074' E,,12:00,0,0,,Not Investigated,Yes,,0,,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.000,0.000,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - General Cargo,Unknown,Unknown,Loss of control - Loss of propulsion power,,,n/a
2023-12-28,Internal waters - Port area,France,France - BEAmer,2023/006425,Less Serious,50°43.509' N,1°37.25' E,,09:30,0,0,FRANCE - Boulogne-sur-Mer,Not Investigated,Yes,,0,,No,No,No,Engine department - Engine room,Normal service - Berthing,0.000,0.000,Unknown,Anchored or alongside,Unknown,,,Fishing vessel,FRANCE - Boulogne-sur-Mer,FRANCE - Boulogne-sur-Mer,Flooding/Foundering - Flooding - Progressive,,,n/a
2024-03-03,High sea - Within EEZ,Norway,Norway - NSIA,2024/001390,Less Serious,54°30' N,15°10' W,,21:00,0,1,,Not Investigated,Yes,,0,,,,,Ship - Deck - Other,Fishing - Fishing,,,Unknown,Mid-water,,,,Fishing vessel,UNITED KINGDOM - Lerwick,NORWAY - Maloy,,Body movement without any physical stress (generally leading to an external injury) - Being caught or carried away; by something or by momentum,Accident,
2024-01-17,High sea - Within EEZ,Germany,Germany - BSU,2024/000538,Marine incident,53°58.41' N,8°3.312' E,,21:31,0,0,,Not Investigated,Yes,Germany - Nordsee / Mündungsgebiet Elbe,0,No damage,No,No,No,Engine department - Engine room,Normal service - Manoeuvring,0.000,0.000,Pilotage area,Mid-water,No,,,Cargo ship - Solid Cargo - General Cargo,Unknown,Unknown,Loss of control - Loss of propulsion power,,,No
2023-12-24,High sea - Within EEZ,Malta,Malta - MSIU,2023/006364,Serious,5°58.1' N,96°38.8' E,No,09:15,0,1,,Not Investigated,Yes,,0,No damage,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.000,0.000,No routeing system,Transit,No,,,Cargo ship - Liquid Cargo - Liquified gas tanker - LNG - Type 2G,SINGAPORE - Singapore,MAURITIUS - Port Louis,,Body movement without any physical stress (generally leading to an external injury) - Being caught or carried away; by something or by momentum,Accident,
2024-01-30,Territorial sea,Spain,Spain - CIAIM,2024/000627,Serious,39°41.25' N,0°10.49' W,No,20:00,0,0,,Not Investigated,Yes,Spain - Mediterráneo - Valencia,0,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.000,0.000,No routeing system,Mid-water,No,,,Passenger ship - Only passenger - Domestic - Class A,Unknown,SPAIN - Valencia,Loss of control - Loss of propulsion power,,,No
2024-01-09,Territorial sea,Netherlands,Netherlands - DSB,2024/001438,Serious,53°30.4' N,6°4.68' E,,02:30,0,0,,Not Investigated,Yes,,0,,No,No,No,Ship - Hull - Under waterline,Normal service - In passage - Displacement mode,0.000,0.000,No routeing system,Mid-water,No,,,Fishing vessel - Dredger,GERMANY - Busum,NETHERLANDS - Lauwersoog,Grounding/stranding - Power,,,n/a
2024-01-09,Internal waters - Port area,Sweden,Sweden - SHK,2024/000829,Less Serious,59°20.73' N,18°7.9' E,,11:30,0,1,SWEDEN - Stockholm,Not Investigated,Yes,,0,,n/a,No,No,Ship - Deck - Forecastle deck,Normal service - Berthing,0.000,0.000,No routeing system,Arrival,n/a,,,Inland waterway vessel - Passenger,SWEDEN - Stockholm,SWEDEN - Stockholm,Contact - Shore object,,,n/a
2024-02-19,Territorial sea,Greece,Greece - HBMCI,2024/001147,Marine incident,36°35.939' N,27°54.564' E,,16:00,0,1,,Not Investigated,Yes,Greece - Rodos Sea,0,,,No,No,Engine department - Engine room,Normal service - In passage - Non-displacement mode,0.000,0.000,No routeing system,Mid-water,,,,Passenger ship - Passenger and Ro-Ro cargo - Domestic - Class A,GREECE - Rhodes,GREECE - Symi,,Body movement without any physical stress (generally leading to an external injury) - Uncoordinated movements; spurious or untimely actions,Accident,
2024-02-05,Internal waters - Port area,Germany,Germany - BSU,2024/001266,Less Serious,53°31.04' N,9°57.073' E,No,06:00,0,0,GERMANY - Hamburg,Not Investigated,Yes,Germany - Elbe / Hafen,0,Minor damage (less than material damage),No,No,No,Ship - Bow - Port - Above the waterline,Normal service - Berthing,0.000,0.000,Pilotage area,Arrival,No,,,Cargo ship - Solid Cargo - General Cargo,Unknown,GERMANY - Hamburg,Loss of control - Loss of directional control,,,No
2024-02-05,Internal waters - Port area,Germany,Germany - BSU,2024/001266,Less Serious,53°31.04' N,9°57.073' E,No,06:00,0,0,GERMANY - Hamburg,Not Investigated,Yes,Germany - Elbe / Hafen,0,Minor damage (less than material damage),No,No,No,Ship - Bow - Port - Above the waterline,Normal service - Berthing,0.000,0.000,Pilotage area,Arrival,No,,,Cargo ship - Solid Cargo - General Cargo,Unknown,GERMANY - Hamburg,Contact - Shore object,,,No
2024-01-18,Internal waters - Archipelago fairway,Norway,Norway - NSIA,2024/000508,Less Serious,,,,21:15,0,1,,Not Investigated,Yes,,0,,,,,Accommodation - Alleyway,Normal service - In passage - Transitional mode,,,Unknown,Mid-water,,,,Passenger ship - Passenger and Ro-Ro cargo,NORWAY - Other,NORWAY - Other,,Body movement under or with physical stress (generally leading to an internal injury) - Treading badly; twisting leg or ankle; slipping without falling,Accident,
2023-12-28,High sea - Within EEZ,Netherlands,Netherlands - DSB,2024/000794,Less Serious,51°41.29' N,1°47.24' E,,21:27,0,0,,Not Investigated,Yes,,0,,No,No,No,Ship - Hull - Above waterline,Normal service - In passage - Displacement mode,0.000,0.000,No routeing system,Departure,No,,,Cargo ship - Solid Cargo - General Cargo,Unknown,Unknown,Collision - With other ship,,,No
2023-12-28,High sea - Within EEZ,Netherlands,Netherlands - DSB,2024/000794,Less Serious,51°41.29' N,1°47.24' E,,21:27,0,0,,Not Investigated,Yes,,0,,,,,,,,,,,No,,,Cargo ship - Liquid Cargo - Liquified gas tanker - LNG,,,Collision - With other ship,,,No
2024-01-24,Inland waters - Channel,Germany,Germany - BSU,2024/000844,Less Serious,54°11.322' N,9°31.059' E,,03:35,0,0,,Not Investigated,Yes,Germany - NOK / Strecke Brunsbüttel - Breiholz,0,Minor damage (less than material damage),No,No,No,Engine department - Engine room,Normal service - Manoeuvring,0.000,0.000,Pilotage area,Transit,No,,,Cargo ship - Solid Cargo - General Cargo,NETHERLANDS - Flushing East (Sloehaven),SWEDEN - Jatterson,Loss of control - Loss of propulsion power,,,No
2024-01-24,Inland waters - Channel,Germany,Germany - BSU,2024/000844,Less Serious,54°11.322' N,9°31.059' E,,03:35,0,0,,Not Investigated,Yes,Germany - NOK / Strecke Brunsbüttel - Breiholz,0,Minor damage (less than material damage),No,No,No,Engine department - Engine room,Normal service - Manoeuvring,0.000,0.000,Pilotage area,Transit,No,,,Cargo ship - Solid Cargo - General Cargo,NETHERLANDS - Flushing East (Sloehaven),SWEDEN - Jatterson,Contact - Shore object,,,No
2024-01-29,High sea - Within EEZ,Germany,Germany - BSU,2024/000963,Marine incident,54°4.9' N,7°45.7' E,No,18:30,0,0,,Not Investigated,Yes,Germany - Nordsee / Mündungsgebiet Elbe,0,Minor damage (less than material damage),No,No,No,Ship - Deck - Forecastle deck,Normal service - At anchor,0.000,0.000,Pilotage area,Anchored or alongside,No,,,Cargo ship - Solid Cargo - Bulk Carrier,UNITED STATES - US - New Orleans,GERMANY - Hamburg,Damage / loss of equipment,,,No
2024-01-29,High sea - Within EEZ,Germany,Germany - BSU,2024/000963,Marine incident,54°4.9' N,7°45.7' E,No,18:30,0,0,,Not Investigated,Yes,Germany - Nordsee / Mündungsgebiet Elbe,0,Minor damage (less than material damage),No,No,No,Cargo and tank areas - Chain locker,Normal service - At anchor,0.000,0.000,Pilotage area,Anchored or alongside,No,,,Cargo ship - Solid Cargo - Bulk Carrier,UNITED STATES - US - New Orleans,GERMANY - Hamburg,Damage / loss of equipment,,,No
2024-01-12,Internal waters - Other,Denmark,Denmark - DMAIB,2024/000227,Serious,55°28.7' N,8°23.8' E,,18:47,0,0,DENMARK - Esbjerg,Not Investigated,Yes,,0,No damage,No,No,No,Ship - Keel,Normal service - Manoeuvring,0.000,0.000,No routeing system,Departure,No,,,Service ship - Tug (Towing/Pushing),DENMARK - Esbjerg,DENMARK - Esbjerg,Grounding/stranding - Power,,,No
2024-02-24,High sea - Within EEZ,Netherlands,Netherlands - DSB,2024/001742,Less Serious,53°31.6' N,5°28.2' W,,21:30,0,0,,Not Investigated,Yes,,0,,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.000,0.000,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - General Cargo,Unknown,Unknown,Loss of control - Loss of propulsion power,,,n/a
2024-02-14,Internal waters - Port area,Germany,Germany - BSU,2024/001440,Marine incident,53°53.4' N,10°46.5' E,,20:24,0,0,GERMANY - Travemunde,Not Investigated,Yes,Germany - Ostsee / Hafen,0,No damage,No,Yes,No,Ship - Deck - Main deck,Normal service - Alongside,50.00,0.000,Pilotage area,Anchored or alongside,No,,,Cargo ship - Solid Cargo - General Cargo,GERMANY - Travemunde,GERMANY - Travemunde,Damage / loss of equipment,,,No
2024-02-14,Internal waters - Port area,Germany,Germany - BSU,2024/001440,Marine incident,53°53.4' N,10°46.5' E,,20:24,0,0,GERMANY - Travemunde,Not Investigated,Yes,Germany - Ostsee / Hafen,0,No damage,No,Yes,No,Cargo and tank areas - Tanks - Bunker tank,Normal service - Alongside,50.00,0.000,Pilotage area,Anchored or alongside,No,,,Cargo ship - Solid Cargo - General Cargo,GERMANY - Travemunde,GERMANY - Travemunde,Damage / loss of equipment,,,No
2023-12-27,High sea - Within EEZ,Ireland,Ireland - MCIB,2024/001470,Marine incident,51°50' N,8°15' W,,07:10,0,0,,Not Investigated,Yes,Ireland,0,,No,No,No,Engine department - Engine room,Unknown,0.000,0.000,Unknown,Arrival,No,,,Cargo ship - Solid Cargo - General Cargo,LATVIA - Riga,IRELAND - Cork; Cork,Grounding/stranding - Power,,,No
2024-02-17,Internal waters - Port area,Cyprus,Cyprus - MAIC,2024/001446,Less Serious,53°26.433' N,3°0.535' W,,07:32,0,0,UNITED KINGDOM - Liverpool,Not Investigated,Yes,,0,Minor damage (less than material damage),No,No,No,Engine department - Other,Normal service - Shifting berth,0.000,0.000,Unknown,Departure,No,,,Passenger ship - Passenger and Ro-Ro cargo,UNITED KINGDOM - Liverpool,UNITED KINGDOM - Holyhead,Damage / loss of equipment,,,No
2024-01-16,Internal waters - Archipelago fairway,Norway,Norway - NSIA,2024/000561,Less Serious,,,,13:00,0,1,,Not Investigated,Yes,,0,,,,,Accommodation - Cabin space - crew,Normal service - In passage - Transitional mode,,,Unknown,Mid-water,,,,Passenger ship - Passenger and Ro-Ro cargo,NORWAY - Other,NORWAY - Other,,Body movement under or with physical stress (generally leading to an internal injury) - Pushing; pulling,Accident,
2024-03-03,Inland waters - River,Luxembourg,Luxembourg - AET,2024/000948,Less Serious,39°26.23' N,75°32.3' W,No,09:30,0,0,,Not Investigated,Yes,,0,No damage,No,No,No,Ship - Hull - Under waterline,Normal service - In passage - Transitional mode,0.000,0.000,Unknown,Transit,No,,,Cargo ship - Solid Cargo - Bulk Carrier,Unknown,Unknown,Grounding/stranding - Power,,,No
2024-03-07,Internal waters - Port area,Malta,Malta - MSIU,2024/001120,Less Serious,25°4.9' N,77°20.35' W,Material damage - With operational consequences,06:06,0,0,BAHAMAS - Nassau,Not Investigated,Yes,,0,Minor damage (less than material damage),No,No,n/a,Ship - Quarter - Aft - Port - Above the waterline,Normal service - Berthing,0.000,0,Pilotage area,Arrival,n/a,,,Passenger ship - Only passenger - International,UNITED STATES - US - Port Canaveral,BAHAMAS - Nassau,Contact - Shore object,,,No
2024-03-07,Internal waters - Port area,Malta,Malta - MSIU,2024/001120,Less Serious,25°4.9' N,77°20.35' W,Material damage - With operational consequences,06:06,0,0,BAHAMAS - Nassau,Not Investigated,Yes,,0,Minor damage (less than material damage),No,No,n/a,Ship - Quarter - Aft - Port - Above the waterline,Normal service - Manoeuvring,0.000,0,Pilotage area,Arrival,n/a,,,Passenger ship - Only passenger - International,UNITED STATES - US - Port Canaveral,BAHAMAS - Nassau,Contact - Shore object,,,No
2024-03-07,Internal waters - Port area,Malta,Malta - MSIU,2024/001120,Less Serious,25°4.9' N,77°20.35' W,Material damage - With operational consequences,06:06,0,0,BAHAMAS - Nassau,Not Investigated,Yes,,0,Minor damage (less than material damage),No,No,n/a,Ship - Quarter - Aft - Port - Above the waterline,Normal service - Under pilotage,0.000,0,Pilotage area,Arrival,n/a,,,Passenger ship - Only passenger - International,UNITED STATES - US - Port Canaveral,BAHAMAS - Nassau,Contact - Shore object,,,No
2024-03-07,Internal waters - Port area,Malta,Malta - MSIU,2024/001120,Less Serious,25°4.9' N,77°20.35' W,Material damage - With operational consequences,06:06,0,0,BAHAMAS - Nassau,Not Investigated,Yes,,0,Minor damage (less than material damage),No,No,n/a,Cargo and tank areas - Cofferdam/void space,Normal service - Berthing,0.000,0,Pilotage area,Arrival,n/a,,,Passenger ship - Only passenger - International,UNITED STATES - US - Port Canaveral,BAHAMAS - Nassau,Contact - Shore object,,,No
2024-03-07,Internal waters - Port area,Malta,Malta - MSIU,2024/001120,Less Serious,25°4.9' N,77°20.35' W,Material damage - With operational consequences,06:06,0,0,BAHAMAS - Nassau,Not Investigated,Yes,,0,Minor damage (less than material damage),No,No,n/a,Cargo and tank areas - Cofferdam/void space,Normal service - Manoeuvring,0.000,0,Pilotage area,Arrival,n/a,,,Passenger ship - Only passenger - International,UNITED STATES - US - Port Canaveral,BAHAMAS - Nassau,Contact - Shore object,,,No
2024-03-07,Internal waters - Port area,Malta,Malta - MSIU,2024/001120,Less Serious,25°4.9' N,77°20.35' W,Material damage - With operational consequences,06:06,0,0,BAHAMAS - Nassau,Not Investigated,Yes,,0,Minor damage (less than material damage),No,No,n/a,Cargo and tank areas - Cofferdam/void space,Normal service - Under pilotage,0.000,0,Pilotage area,Arrival,n/a,,,Passenger ship - Only passenger - International,UNITED STATES - US - Port Canaveral,BAHAMAS - Nassau,Contact - Shore object,,,No
2024-02-04,High sea - Within EEZ,Luxembourg,Luxembourg - AET,2024/000644,Less Serious,24°50.47' S,14°7.58' E,No,07:00,0,0,,Not Investigated,Yes,,0,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Unknown,0.000,0.000,Unknown,Transit,No,,,Service ship - Special purpose ship,NAMIBIA - Walvis Bay,Unknown,Fire/Explosion - Explosion,,,No
2024-01-17,High sea - Within EEZ,Iceland,Iceland - ICETRA,2024/003875,Serious,65°7.104' N,24°14.81' W,No,01:00,0,1,,Not Investigated,Yes,Iceland,0,,,No,No,Ship - Deck - Forecastle deck,Fishing - Fishing,0.000,0.000,Inshore traffic zone,Mid-water,,,,Fishing vessel - Multipurpose - Seiner-Handliner,ICELAND - Olafsvik,ICELAND - Olafsvik,,Body movement without any physical stress (generally leading to an external injury) - Being caught or carried away; by something or by momentum,Accident,
2023-12-24,Territorial sea,Sweden,Sweden - SHK,2024/000826,Less Serious,58°16.587' N,11°17.067' E,,07:55,0,0,,Not Investigated,Yes,,0,,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.000,0.000,No routeing system,Mid-water,n/a,,,Cargo ship - Liquid Cargo - Liquified gas tanker - LPG,POLAND - Gdansk,SWEDEN - Brofjorden,Loss of control - Loss of propulsion power,,,n/a
2024-02-05,Internal waters - Port area,Denmark,Denmark - DMAIB,2024/000653,Less Serious,54°56.318' N,10°42.19' E,,19:25,0,1,DENMARK - Rudkobing,Not Investigated,Yes,,0,Material damage - Affecting marine infrastructure or other ship,No,No,No,Ship - Over side - Starboard - Above the waterline,Normal service - Unberthing,0.000,0.000,No routeing system,Departure,No,,,Passenger ship - Passenger and Ro-Ro cargo,DENMARK - Rudkobing,DENMARK - Marstal,Contact - Shore object,,,No
2024-01-16,Internal waters - Port area,Norway,Norway - NSIA,2024/000438,Less Serious,60°15.366' N,5°14.409' E,,15:30,0,0,,Not Investigated,Yes,,0,,No,,,Cargo and tank areas - Tanks - Forepeak tank,Normal service - Embarking/disembarking people,,,Unknown,Anchored or alongside,No,,,Passenger ship - Passenger and Ro-Ro cargo,NORWAY - Other,NORWAY - Other,Contact - Shore object,,,No
2024-03-15,Territorial sea,Portugal,Portugal - GAMA,2024/002355,Marine incident,51°48.39' N,3°22.26' E,No,07:08,0,0,,Not Investigated,Yes,,0,No damage,No,No,No,Bridge - Other space,Normal service - In passage - Displacement mode,0.000,0.000,No routeing system,Transit,No,,,Cargo ship - Solid Cargo - Container Ship,NETHERLANDS - Rotterdam,BELGIUM - Antwerpen,Loss of control - Loss of directional control,,,No
2024-02-13,High sea - Outside EEZ,Netherlands,Netherlands - DSB,2024/001064,Serious,56°21' N,18°38.8' E,,04:30,0,0,,Not Investigated,Yes,,0,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.000,0.000,No routeing system,Transit,No,,,Cargo ship - Solid Cargo - General Cargo,Unknown,Unknown,Loss of control - Loss of propulsion power,,,No
2024-01-27,Internal waters - Port area,Norway,Norway - NSIA,2024/000657,Less Serious,59°46.815' N,5°30.11' E,,10:00,0,0,,Not Investigated,Yes,,0,,No,,,Ship - Hull - Above waterline,Normal service - Bunkering operations - Bunkering,,,Unknown,Anchored or alongside,No,,,Passenger ship - Only passenger,NORWAY - Leirvik,Unknown,Contact - Shore object,,,No
2024-01-21,Internal waters - Port area,Germany,Germany - BSU,2024/001696,Serious,53°59.5' N,11°22.4' E,No,23:04,0,0,GERMANY - Timmendorf (Poel),Not Investigated,Yes,Germany - Ostsee / Hafen,0,Minor damage (less than material damage),No,No,No,Ship - Keel,Normal service - Manoeuvring,0.000,0.000,No routeing system,Arrival,No,,,Service ship - Pilot boat,GERMANY - Timmendorf (Poel),GERMANY - Timmendorf (Poel),Grounding/stranding - Power,,,No
2024-03-05,Territorial sea,Netherlands,Netherlands - DSB,2024/002650,Less Serious,52°2.36' N,3°50.54' E,,20:30,0,0,,Not Investigated,Yes,,0,,n/a,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.000,0.000,Pilotage area,Mid-water,n/a,,,Cargo ship - Solid Cargo - Ro-Ro Cargo,NETHERLANDS - Rotterdam,UNITED KINGDOM - London,Loss of control - Loss of propulsion power,,,n/a
2024-02-12,Internal waters - Channel; river,Sweden,Sweden - SHK,2024/000872,Less Serious,58°20.099' N,12°21.482' E,,18:55,0,0,,Not Investigated,Yes,,0,,No,No,No,Ship - Propeller/rudder/thruster,Normal service - Manoeuvring,0.000,0.000,No routeing system,Transit,n/a,,,Cargo ship - Solid Cargo - General Cargo,SWEDEN - Gruvon,NETHERLANDS - Amsterdam,Loss of control - Loss of directional control,,,No
2024-02-10,High sea - Within EEZ,Netherlands,Netherlands - DSB,2024/001544,Serious,44°8.095' N,5°8.892' W,,13:45,0,1,,Not Investigated,Yes,,0,,,No,No,Engine department - Workshop / stores,Normal service - In passage - Displacement mode,0.000,0.000,No routeing system,Mid-water,,,,Cargo ship - Solid Cargo - General Cargo,Unknown,SPAIN - Ferrol,,Body movement without any physical stress (generally leading to an external injury) - Being caught or carried away; by something or by momentum,Accident,
2024-01-28,High sea - Within EEZ,Malta,Malta - MSIU,2024/000956,Very serious,22°42' N,97°11' W,No,12:24,1,0,,Finished,Yes,,0,Minor damage (less than material damage),No,No,No,Pump room - Pump room,Normal service - Cleaning/washing,0.000,0.000,No routeing system,Transit,No,9758789,Chemical Hunter,Cargo ship - Liquid Cargo - Chemical tanker - Type 2,MEXICO - Altamira,UNITED STATES - US - New Orleans,Loss of control - Loss of containment,,,No
2024-01-28,High sea - Within EEZ,Malta,Malta - MSIU,2024/000956,Very serious,22°42' N,97°11' W,No,12:24,1,0,,Finished,Yes,,0,Minor damage (less than material damage),No,No,No,Pump room - Pump room,Normal service - In passage - Displacement mode,0.000,0.000,No routeing system,Transit,No,9758789,Chemical Hunter,Cargo ship - Liquid Cargo - Chemical tanker - Type 2,MEXICO - Altamira,UNITED STATES - US - New Orleans,Loss of control - Loss of containment,,,No
2024-01-19,Territorial sea,Malta,Malta - MSIU,2024/000636,Less Serious,35°49.12' N,14°35.79' E,No,03:01,0,0,,Not Investigated,Yes,Malta,0,Minor damage (less than material damage),No,No,No,Ship - Deck - Forecastle deck,Normal service - At anchor,0.000,0,No routeing system,Anchored or alongside,No,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,Unknown,GIBRALTAR - Gibraltar,Damage / loss of equipment,,,No
2024-02-12,High sea - Within EEZ,Malta,Malta - MSIU,2024/000641,Less Serious,43°7' N,4°55' E,No,06:30,0,0,,Not Investigated,Yes,,0,No damage,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.000,0.000,No routeing system,Transit,No,,,Cargo ship - Solid Cargo - Container Ship,FRANCE - Fos-sur-Mer,SPAIN - Valencia,Loss of control - Loss of containment,,,No
2024-03-08,Internal waters - Port area,Italy,Italy - DIGIFEMA,2024/001152,Less Serious,38°26' N,15°54' E,,15:00,0,0,ITALY - Gioia Tauro,Not Investigated,Yes,Italy - Gioia Tauro,0,,,No,No,Ship - Unknown,Fishing - Fishing,0.000,0.000,Unknown,Arrival,,,,Fishing vessel - Other,ITALY - Gioia Tauro,ITALY - Gioia Tauro,,Body movement under or with physical stress (generally leading to an internal injury) - Other,Accident,
2024-03-03,Internal waters - Archipelago fairway,Norway,Norway - NSIA,2024/001207,Less Serious,,,,06:30,0,1,,Not Investigated,Yes,,0,,,,,N.A.,Special service - Fish farm operation,,,Unknown,Anchored or alongside,,,,Service ship - Special purpose ship,Unknown,Unknown,,Breakage; bursting; splitting; slipping; fall; collapse of Material Agent - Other,Accident,
2024-02-02,Territorial sea,Netherlands,Netherlands - DSB,2024/001526,Serious,51°50.161' N,4°1.665' E,,07:30,0,0,,Not Investigated,Yes,,0,,No,No,No,Ship - Hull - Under waterline,Special service - Under tow/push,0.000,0.000,No routeing system,Mid-water,No,,,Fishing vessel,Unknown,Unknown,Grounding/stranding - Drift,,,n/a
2023-12-23,Internal waters - Port area,Germany,Germany - BSU,2024/000236,Less Serious,54°19.023' N,10°8.37' E,,10:30,0,0,GERMANY - Kiel,Not Investigated,Yes,Germany - Ostsee / Hafen,0,,No,No,No,Ship - Deck - Other,Normal service - Alongside,0.000,0.000,Pilotage area,Anchored or alongside,No,,,Passenger ship - Passenger and Ro-Ro cargo,GERMANY - Kiel,GERMANY - Kiel,Damage / loss of equipment,,,No
2024-01-03,Internal waters - Archipelago fairway,Norway,Norway - NSIA,2024/000419,Marine incident,66°1' N,12°35' E,,14:03,0,0,,Not Investigated,Yes,,0,,No,,,Engine department - Engine room,Normal service - In passage - Transitional mode,,,Unknown,Mid-water,No,,,Passenger ship - Only passenger,NORWAY - Sandnessjoen,NORWAY - Other,Fire/Explosion - Fire,,,n/a
2023-12-30,Internal waters - Channel; river,Germany,Germany - BSU,2024/000233,Marine incident,53°53.574' N,9°8.617' E,,13:11,0,0,,Not Investigated,Yes,Germany - NOK / Schleuse Brunsbüttel,0,Minor damage (less than material damage),No,No,No,Ship - Bow - Port - Above the waterline,Normal service - Under pilotage,0.000,0.000,Pilotage area,Transit,No,,,Cargo ship - Solid Cargo - General Cargo,Unknown,GERMANY - Kiel,Contact - Shore object,,,No
2023-12-30,Internal waters - Channel; river,Germany,Germany - BSU,2024/000233,Marine incident,53°53.574' N,9°8.617' E,,13:11,0,0,,Not Investigated,Yes,Germany - NOK / Schleuse Brunsbüttel,0,Minor damage (less than material damage),No,No,No,Ship - Bow - Port - Above the waterline,Normal service - Under pilotage,0.000,0.000,Two-way route,Transit,No,,,Cargo ship - Solid Cargo - General Cargo,Unknown,GERMANY - Kiel,Contact - Shore object,,,No
2024-02-27,Internal waters - Port area,Italy,Italy - DIGIFEMA,2024/000917,Less Serious,42°0.243' N,15°0.406' E,,21:30,0,0,ITALY - Termoli,Not Investigated,Yes,Italy - Termoli,0,,No,No,No,Bridge - Other space,Normal service - Moored,0.000,0.000,Unknown,Arrival,Yes,,,Fishing vessel - Other,ITALY - Termoli,ITALY - Termoli,Collision - With other ship,,,No
2024-02-27,Internal waters - Port area,Italy,Italy - DIGIFEMA,2024/000917,Less Serious,42°0.243' N,15°0.406' E,,21:30,0,0,ITALY - Termoli,Not Investigated,Yes,Italy - Termoli,0,,No,,,Ship - Other,Normal service - Moored,,,Unknown,Arrival,Yes,,,Fishing vessel - Other,ITALY - Termoli,ITALY - Termoli,Collision - With other ship,,,No
2024-03-02,High sea - Within EEZ,France,France - BEAmer,2024/000914,Less Serious,45°17.2' N,1°26.5' W,,07:35,0,1,,Not Investigated,Yes,France - SRR ETEL,0,,,No,No,Ship - Deck - Main deck,Fishing - Fishing,0.000,0.000,Deep-water route,Mid-water,,,,Fishing vessel - Gillnetter,FRANCE - Marennes,FRANCE - Marennes,,Breakage; bursting; splitting; slipping; fall; collapse of Material Agent - Slip; fall; collapse of Material Agent - from above (falling on the victim),Accident,
2024-01-23,High sea - Within EEZ,Belgium,Belgium - FEBIMA,2024/000714,Less Serious,51°23' N,2°19' E,,02:30,0,0,,Not Investigated,Yes,,0,,,No,No,Ship - Deck - Working deck (fishing boat),Unknown,0.000,0.000,Unknown,Unknown,,,,Fishing vessel,Unknown,NETHERLANDS - Vlissingen,,Slipping - Stumbling and falling - Fall of persons - Other,Accident,
2024-01-10,Internal waters - Port area,Norway,Norway - NSIA,2024/000722,Less Serious,,,,18:55,0,1,,Not Investigated,Yes,,0,,,,,Cargo and tank areas - Cargo hold,Normal service - Loading - Shore-to-ship,,,Unknown,Anchored or alongside,,,,Passenger ship - Only passenger,NORWAY - Bodo,NORWAY - Bodo,,Body movement under or with physical stress (generally leading to an internal injury) - Pushing; pulling,Accident,
2024-01-10,Internal waters - Port area,Norway,Norway - NSIA,2024/000722,Less Serious,,,,18:55,0,1,,Not Investigated,Yes,,0,,,,,Cargo and tank areas - Cargo hold,Normal service - Unloading - Ship-to-shore,,,Unknown,Anchored or alongside,,,,Passenger ship - Only passenger,NORWAY - Bodo,NORWAY - Bodo,,Body movement under or with physical stress (generally leading to an internal injury) - Pushing; pulling,Accident,
2024-03-03,Internal waters - Port area,Germany,Germany - BSU,2024/003017,Marine incident,54°22.15' N,10°6.69' E,,17:45,0,0,GERMANY - Kiel,Not Investigated,Yes,Germany - NOK / Hafen,0,,No,No,No,Engine department - Reefer plant room,Normal service - In passage - Transitional mode,0.000,0.000,Pilotage area,Transit,No,,,Cargo ship - Solid Cargo - General Cargo,FINLAND - Rahja,UNITED KINGDOM - Hull,Loss of control - Loss of containment,,,No
