Date of occurrence,Sea area of occurrence,State Reporting,Competent authority,Casualty Report Nr.,Occurrence severity,Latitude,Longitude,Third party/other damage,Time (LT) of occurrence,Lives lost Occurrence-Total,People Injured Occurrence-Total,Port of accident,Investigation Status,Directive 2009/18,National location,Missing people Occurrence - Total,Loss / damage to ship or equipment,Did the ship sink?,Pollution (bunkers),Pollution (cargo),Place on board,Ship operation,Poll. quantity/bunker,Poll. quantity/cargo,Ship’s routeing,Voyage segment,Cargo damage,IMO number,Name of ship,Ship / craft type,Port of departure,Port of destination,Occurrence with ship(s),Deviation (CE),Occurrence with person(s),Release of pollutants in the air
2015-12-05,High sea - Within EEZ,Malta,Malta - MSIU,1469/2016,Serious,51°22.2' N,2°8.5' E,No,00:04,0,0,None,Finished,Yes,,,Material damage,No,No,No,Ship - Deck - Forecastle deck,Normal service - In passage,0,0,Leaving or approaching TSS,Transit,No,9104158,MARAKI,Cargo ship - Solid Cargo - Bulk Carrier,UKRAINE - Nikolayev,NETHERLANDS - Amsterdam,Collision - With other ship,,,No
2015-12-05,High sea - Within EEZ,Malta,Malta - MSIU,1469/2016,Serious,51°22.2' N,2°8.5' E,No,00:04,0,0,None,Finished,Yes,,,Material damage,No,No,No,Ship - Over side,Normal service - In passage,0,0,Leaving or approaching TSS,Transit,No,9104158,MARAKI,Cargo ship - Solid Cargo - Bulk Carrier,UKRAINE - Nikolayev,NETHERLANDS - Amsterdam,Collision - With other ship,,,No
2015-12-05,High sea - Within EEZ,Malta,Malta - MSIU,1469/2016,Serious,51°22.2' N,2°8.5' E,No,00:04,0,0,None,Finished,Yes,,,Material damage,No,No,No,Ship - Deck - Poop deck,Normal service - In passage,0,0,Leaving or approaching TSS,Transit,No,9277838,IVORY ARROW,Cargo ship - Solid Cargo - Other,BELGIUM - Antwerpen,EGYPT - El Suweis (= Suez),Collision - With other ship,,,No
2015-12-05,High sea - Within EEZ,Malta,Malta - MSIU,1469/2016,Serious,51°22.2' N,2°8.5' E,No,00:04,0,0,None,Finished,Yes,,,Material damage,No,No,No,Ship - Over side,Normal service - In passage,0,0,Leaving or approaching TSS,Transit,No,9277838,IVORY ARROW,Cargo ship - Solid Cargo - Other,BELGIUM - Antwerpen,EGYPT - El Suweis (= Suez),Collision - With other ship,,,No
2015-11-03,Territorial sea,Norway,Norway - NMD,4200/2015,Marine incident,59°3.75' N,5°54.51' E,No,08:24,0,0,,Not Investigated,Yes,Norway - Rogaland,,No damage,No,No,No,Ship - Other,Normal service - In passage - Displacement mode,0,0,No routeing system,Transit,No,,,Passenger ship - Passenger and Ro-Ro cargo,Unknown,Unknown,Grounding/stranding - Power,,,No
2015-11-04,High sea - Within EEZ,France,France - BEAmer,188/2016,Serious,50°2.5' N,2°30' W,No,12:51,0,0,None,Not Investigated,Yes,France - SRR JOBOURG,,No damage,No,n/a,n/a,Ship - Propeller/rudder/thruster,Fishing - Towing fishing gear,,,Leaving or approaching TSS,Mid-water,n/a,,,Fishing vessel - Trawler - Stern,FRANCE - Cherbourg,FRANCE - Cherbourg,Loss of control - Loss of propulsion power,,,No
2015-09-30,Internal waters - Channel; river,Germany,Germany - BSU,4040/2015,Less Serious,54°8.88' N,9°21.49' E,No,03:45,0,0,GERMANY - Fischerhutte,Not Investigated,Yes,Germany - NOK / Strecke Brunsbüttel - Breiholz,,Material damage,No,No,No,Ship - Deck - Other,Normal service - In passage - Displacement mode,0,0,Inshore traffic zone,Transit,No,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,GERMANY - Hamburg,DENMARK - Aarhus,Collision - With other ship,,,No
2015-09-30,Internal waters - Channel; river,Germany,Germany - BSU,4040/2015,Less Serious,54°8.88' N,9°21.49' E,No,03:45,0,0,GERMANY - Fischerhutte,Not Investigated,Yes,Germany - NOK / Strecke Brunsbüttel - Breiholz,,Material damage,No,No,No,Ship - Over side,Normal service - In passage - Displacement mode,0,0,Inshore traffic zone,Transit,No,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,GERMANY - Hamburg,DENMARK - Aarhus,Collision - With other ship,,,No
2015-09-30,Internal waters - Channel; river,Germany,Germany - BSU,4040/2015,Less Serious,54°8.88' N,9°21.49' E,No,03:45,0,0,GERMANY - Fischerhutte,Not Investigated,Yes,Germany - NOK / Strecke Brunsbüttel - Breiholz,,Material damage,No,No,No,Ship - Deck - Other,Normal service - In passage - Displacement mode,0,0,Inshore traffic zone,Transit,No,,,Cargo ship - Solid Cargo - General Cargo,FINLAND - Tornio (Tornea),NETHERLANDS - Vlissingen,Collision - With other ship,,,No
2015-09-30,Internal waters - Channel; river,Germany,Germany - BSU,4040/2015,Less Serious,54°8.88' N,9°21.49' E,No,03:45,0,0,GERMANY - Fischerhutte,Not Investigated,Yes,Germany - NOK / Strecke Brunsbüttel - Breiholz,,Material damage,No,No,No,Ship - Deck - Other,Normal service - Under pilotage,0,0,Inshore traffic zone,Transit,No,,,Cargo ship - Solid Cargo - General Cargo,FINLAND - Tornio (Tornea),NETHERLANDS - Vlissingen,Collision - With other ship,,,No
2015-11-21,Inland waters - River,Malta,Malta - MSIU,4282/2015,Less Serious,32°5.42' N,81°1.28' W,No,01:45,0,0,None,Not Investigated,Yes,,,No damage,No,No,No,Engine department - Engine room,Normal service - Manoeuvring,0,0,Pilotage area,Departure,No,,,Cargo ship - Solid Cargo - Bulk Carrier,UNITED STATES - US - Savannah,UNITED STATES - US - Baltimore,Damage / loss of equipment,,,No
2015-11-21,Inland waters - River,Malta,Malta - MSIU,4282/2015,Less Serious,32°5.42' N,81°1.28' W,No,01:45,0,0,None,Not Investigated,Yes,,,No damage,No,No,No,Engine department - Engine room,Normal service - Under pilotage,0,0,Pilotage area,Departure,No,,,Cargo ship - Solid Cargo - Bulk Carrier,UNITED STATES - US - Savannah,UNITED STATES - US - Baltimore,Damage / loss of equipment,,,No
2015-09-16,Internal waters - Port area,Germany,Germany - BSU,3294/2015,Less Serious,53°31.831' N,8°34.974' E,No,14:01,0,0,GERMANY - Bremerhaven,Not Investigated,Yes,Germany - Weser / Hafen,,Material damage,No,No,No,Ship - Deck - Boat deck,Normal service - Manoeuvring,0,0,Inshore traffic zone,Departure,No,,,Cargo ship - Solid Cargo - Container Ship,GERMANY - Bremerhaven,GERMANY - Bremerhaven,Damage / loss of equipment,,,No
2015-12-09,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,116/2016,Marine incident,51°26' N,0°44' E,No,13:00,0,0,UNITED KINGDOM - Sheerness,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Ship - Other,Normal service - Berthing,0,0,No routeing system,Arrival,No,,,Cargo ship - Solid Cargo - Ro-Ro Cargo,GERMANY - Emden,UNITED KINGDOM - Sheerness,Contact - Shore object,,,No
2015-10-19,Territorial sea,United Kingdom,United Kingdom - MAIB,3545/2015,Less Serious,58°10.09' N,5°34.05' W,No,10:00,0,0,,Not Investigated,Yes,United Kingdom - Scotland,,No damage,No,No,No,Ship - Propeller/rudder/thruster,Normal service - In passage,0,0,No routeing system,Mid-water,No,,,Fishing vessel - Trawler - Stern,Unknown,UNITED KINGDOM - Lochinver,Loss of control - Loss of propulsion power,,,No
2015-12-05,Internal waters - Port area,Malta,Malta - MSIU,83/2016,Marine incident,19°47.07' N,72°15' W,No,10:30,0,0,None,Not Investigated,Yes,,,No damage,No,No,n/a,Ship - Deck - Boat deck,Normal service - Anchoring,0,,Pilotage area,Anchored or alongside,n/a,,,Passenger ship - Only passenger - International,PUERTO RICO - San Juan,HAITI - Cap-Haitien,Damage / loss of equipment,,,No
2015-11-24,Territorial sea,Norway,Norway - NMD,545/2016,Less Serious,61°7' N,4°47' E,No,10:35,0,0,,Not Investigated,Yes,,,Material damage,No,No,No,Ship - Over side,Normal service - In passage - Displacement mode,0,0,No routeing system,Transit,No,,,Service ship - Other,Unknown,Unknown,Grounding/stranding - Power,,,No
2015-10-29,High sea - Outside EEZ,Norway,Norway - NMD,579/2016,Less Serious,32°31.3' N,150°5.9' E,No,11:45,0,1,,Not Investigated,Yes,,,,,,,Engine department - Engine room,Normal service - In passage - Displacement mode,,,No routeing system,Unknown,,,,Cargo ship - Liquid Cargo - Liquified gas tanker - LNG,Unknown,Unknown,,Loss of control (total or partial) of machine; means of transport or handling equipment; handheld tool; object; animal - Loss of control (total or partial) - of hand-held tool (motorised or not) or of the material being worked by the tool,Accident,
2015-10-31,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,3651/2015,Less Serious,60°8.18' N,1°16.86' W,No,09:00,0,0,UNITED KINGDOM - Scalloway,Not Investigated,Yes,United Kingdom - Scotland,,Material damage,No,No,No,Ship - Bulbous,Normal service - Berthing,0,0,No routeing system,Arrival,No,,,Cargo ship - Solid Cargo - General Cargo,UNITED KINGDOM - Fraserburgh,UNITED KINGDOM - Scalloway,Contact - Shore object,,,No
2015-10-09,Territorial sea,Malta,Malta - MSIU,3553/2015,Less Serious,41°21.2' N,8°53.3' E,No,10:15,0,0,None,Not Investigated,Yes,France,,No damage,No,No,No,Engine department - Engine room,Normal service - In passage,0,0,No routeing system,Transit,No,,,Cargo ship - Solid Cargo - Ro-Ro Cargo,FRANCE - Sete,TURKEY - Izmir (Smyrna),Damage / loss of equipment,,,No
2015-12-10,Internal waters - Port area,Malta,Malta - MSIU,111/2016,Less Serious,34°12.1' N,77°57.4' W,No,21:00,0,0,UNITED STATES - US - Wilmington,Not Investigated,Yes,,,No damage,No,No,No,Ship - Deck - Freeboard deck,Normal service - Alongside,0,0,Pilotage area,Anchored or alongside,No,,,Cargo ship - Solid Cargo - Container Ship,ARGENTINA - Rosario,UNITED STATES - US - Wilmington,Fire/Explosion - Fire,,,No
2015-09-27,High sea - Outside EEZ,Spain,Spain - CIAIM,3711/2015,Very serious,0°39.47' N,57°0.87' E,No,03:30,0,1,,Finished,Yes,,,Loss of ship - Actual loss,Yes,Yes,No,Engine department - Engine room,Normal service - In passage - Displacement mode,100,0,No routeing system,Mid-water,Yes,8719334,CAMPOLIBRE ALAI,Fishing vessel - Seiner - Tuna purse seiners,Unknown,Unknown,Fire/Explosion - Fire,,,No
2015-09-27,High sea - Outside EEZ,Spain,Spain - CIAIM,3711/2015,Very serious,0°39.47' N,57°0.87' E,No,03:30,0,1,,Finished,Yes,,,Loss of ship - Actual loss,Yes,Yes,No,Engine department - Engine room,Normal service - In passage - Displacement mode,100,0,No routeing system,Mid-water,Yes,8719334,CAMPOLIBRE ALAI,Fishing vessel - Seiner - Tuna purse seiners,Unknown,Unknown,Flooding/Foundering - Flooding - Progressive,,,No
2015-09-27,High sea - Outside EEZ,Spain,Spain - CIAIM,3711/2015,Very serious,0°39.47' N,57°0.87' E,No,03:30,0,1,,Finished,Yes,,,Loss of ship - Actual loss,Yes,Yes,No,Engine department - Engine room,Normal service - In passage - Displacement mode,100,0,No routeing system,Mid-water,Yes,8719334,CAMPOLIBRE ALAI,Fishing vessel - Seiner - Tuna purse seiners,Unknown,Unknown,Flooding/Foundering - Foundering,,,No
2015-08-31,Internal waters - Port area,Cyprus,Cyprus - MAIC,3731/2015,Less Serious,44°24.17' N,8°54.59' E,No,09:00,0,0,ITALY - Genoa,Not Investigated,Yes,Italy - Genova,,Material damage,No,No,No,Ship - Over side,Normal service - Berthing,0,0,No routeing system,Anchored or alongside,No,,,Service ship - Multi-purpose,None,None,Contact - Shore object,,,No
2015-11-04,Territorial sea,Malta,Malta - MSIU,4176/2015,Less Serious,36°34.4' N,15°7.7' E,No,06:00,0,0,None,Not Investigated,Yes,Italy,,No damage,No,No,No,Engine department - Engine room,Normal service - In passage,0,0,No routeing system,Transit,No,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,BULGARIA - Varna,SPAIN - Ceuta,Damage / loss of equipment,,,No
2015-09-13,Territorial sea,United Kingdom,United Kingdom - MAIB,3131/2015,Less Serious,53°32.04' N,0°13.02' E,Material damage,04:45,0,0,,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Ship - Propeller/rudder/thruster,Normal service - In passage,0,0,Crossing TSS,Departure,No,,,Cargo ship - Solid Cargo - General Cargo,UNITED KINGDOM - Immingham,BELGIUM - Antwerpen,Contact - Shore object,,,No
2015-09-27,Unknown,Denmark,Denmark - DMA,3821/2015,Less Serious,,,No,05:00,0,1,Unknown,Not Investigated,Yes,,,,,,,Engine department - Engine room,Normal service - Alongside,,,,Unknown,,,,Service ship - Tug (Towing/Pushing),Unknown,Unknown,,Slipping - Stumbling and falling - Fall of persons - Slipping - Stumbling and falling - Fall of person - on the same level,Accident,
2015-09-10,High sea - Outside EEZ,Norway,Norway - NSIA,1730/2016,Serious,43°55.773' N,48°21.709' W,No,15:10,0,0,,Not Investigated,Yes,,,No damage,No,No,Yes,Cargo and tank areas - Tanks - Ballast tank,Normal service - In passage - Transitional mode,0,21.5,Unknown,Transit,No,,,Cargo ship - Solid Cargo - Bulk Carrier,MEXICO - Altamira,Unknown,Loss of control - Loss of containment,,,No
2015-10-27,High sea - Outside EEZ,Greece,Greece - HBMCI,662/2016,Marine incident,25°46' N,116°11' W,No,06:03,0,0,None,Not Investigated,Yes,,,,,,,Ship - Forecastle,Normal service - In passage - Non-displacement mode,,,No routeing system,Mid-water,,,,Cargo ship - Solid Cargo - Bulk Carrier,PANAMA - Balboa,CHINA - Tianjin,,Body movement without any physical stress (generally leading to an external injury) - Uncoordinated movements; spurious or untimely actions,Accident,
2015-11-21,High sea - Within EEZ,Malta,Malta - MSIU,66/2016,Serious,35°38.05' N,11°53.09' E,No,13:45,0,0,None,Not Investigated,Yes,,,Material damage,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0,0,No routeing system,Transit,No,,,Cargo ship - Solid Cargo - General Cargo,ITALY - Piombino,TUNISIA - Zarzis,Damage / loss of equipment,,,No
2015-11-13,Territorial sea,Norway,Norway - NMD,580/2016,Less Serious,63°51' N,8°39' E,No,12:00,0,0,,Not Investigated,Yes,Norway - Vestfold,,Material damage,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0,0,No routeing system,Transit,No,,,Passenger ship - Passenger and general cargo,Unknown,Unknown,Fire/Explosion - Fire,,,No
2015-09-25,Territorial sea,Germany,Germany - BSU,3276/2015,Less Serious,54°7.161' N,8°50.81' E,No,11:00,0,1,None,Not Investigated,Yes,Germany - Nordsee / Mündungsgebiet Eider,,,,,,Ship - Deck - Boat deck,Fishing - Fishing,,,In a traffic lane,Mid-water,,,,Fishing vessel - Dredger,GERMANY - Busum,Unknown,,Slipping - Stumbling and falling - Fall of persons - Slipping - Stumbling and falling - Fall of person - on the same level,Accident,
2015-10-19,High sea - Outside EEZ,Norway,Norway - NMD,3880/2015,Less Serious,,,No,09:30,0,1,,Not Investigated,Yes,,,,,,,Cargo and tank areas - Cargo hold,Normal service - In passage - Displacement mode,,,No routeing system,Transit,,,,Cargo ship - Solid Cargo - Ro-Ro Cargo,Unknown,Unknown,,Slipping - Stumbling and falling - Fall of persons - Slipping - Stumbling and falling - Fall of person - on the same level,Accident,
2015-10-26,Territorial sea,Germany,Germany - BSU,3614/2015,Marine incident,54°21.988' N,8°39.815' E,No,01:30,0,0,,Not Investigated,Yes,Germany - Nordsee / Küstenmeer,,No damage,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0,0,In a traffic lane,Mid-water,No,,,Fishing vessel - Dredger,GERMANY - Busum,GERMANY - Busum,Loss of control - Loss of directional control,,,No
2015-10-13,Internal waters - Port area,Norway,Norway - NMD,3837/2015,Less Serious,62°52.44' N,8°29.15' E,No,06:58,0,0,,Not Investigated,Yes,Norway - Møre og Romsdal,,Material damage,No,No,No,Ship - Over side,Normal service - In passage - Displacement mode,0,0,No routeing system,Departure,No,,,Passenger ship - Passenger and Ro-Ro cargo,NORWAY - Other,Unknown,Grounding/stranding - Power,,,No
2015-10-19,Internal waters - Port area,Greece,Greece - HBMCI,3629/2015,Less Serious,37°26.161' N,24°56.564' E,No,04:00,0,0,GREECE - Syros (Syra),Not Investigated,Yes,Greece - SouthEast Aegean,,Material damage,No,No,No,Ship - Other,Normal service - Alongside,0,0,No routeing system,Anchored or alongside,No,,,Passenger ship - Passenger and Ro-Ro cargo - Domestic - Class B,GREECE - Paros,Unknown,Damage / loss of equipment,,,No
2015-12-04,High sea - n/a,Cyprus,Cyprus - MAIC,203/2016,Marine incident,58°54.03' N,21°8.05' E,No,19:20,0,0,,Not Investigated,Yes,,,No damage,No,No,No,,Normal service - In passage - Displacement mode,0,0,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - General Cargo,LATVIA - Liepaja,FINLAND - Naantali (Nadendal),Capsizing/Listing - Listing,,,No
2015-11-09,High sea - n/a,United Kingdom,United Kingdom - MAIB,3752/2015,Very serious,15°34' S,152°6' E,No,10:51,1,0,,Finished,Yes,,,,,,,Accommodation - Swimming pool,Normal service - In passage - Displacement mode,,,No routeing system,Mid-water,,8521232,PACIFIC DAWN,Passenger ship - Only passenger - International,AUSTRALIA - Brisbane,PAPUA NEW GUINEA - Alotau,,Other,Accident,
2015-10-14,Internal waters - Port area,Netherlands,Netherlands - DSB,3586/2015,Less Serious,,,No,09:30,0,1,GUATEMALA - Puerto Quetzal,Not Investigated,Yes,,,,,,,Accommodation - Stairway/Ladders,Normal service - Alongside,,,Unknown,Anchored or alongside,,,,Passenger ship,GUATEMALA - Puerto Quetzal,Unknown,,Slipping - Stumbling and falling - Fall of persons - Other,Accident,
2015-09-16,High sea - Within EEZ,United Kingdom,United Kingdom - MAIB,3371/2015,Less Serious,55°48.93' N,3°9.34' E,No,06:40,0,1,,Not Investigated,Yes,,,,,,,Accommodation - Cabin space - passengers,Normal service - In passage,,,No routeing system,Mid-water,,,,Passenger ship - Passenger and Ro-Ro cargo - International,UNITED KINGDOM - Hull,BELGIUM - Zeebrugge,,Slipping - Stumbling and falling - Fall of persons - Fall of person - to a lower level,Accident,
2015-08-18,Territorial sea,Denmark,Denmark - DMAIB,2849/2015,Less Serious,56°57.33' N,10°24.47' E,No,20:11,0,0,None,Not Investigated,Yes,Denmark - Skagerrak inden for EEZ: 5745 N – Hanstholm/Lindesnes,,No damage,No,No,No,Cargo and tank areas - Other,Normal service - Manoeuvring,0,0,Recommended route,Arrival,No,,,Cargo ship - Liquid Cargo - Chemical tanker - Type 2,SWEDEN - Goteborg,DENMARK - Aalborg,Loss of control - Loss of directional control,,,No
