Date of occurrence,Sea area of occurrence,State Reporting,Competent authority,Casualty Report Nr.,Occurrence severity,Latitude,Longitude,Third party/other damage,Time (LT) of occurrence,Lives lost Occurrence-Total,People Injured Occurrence-Total,Port of accident,Investigation Status,Directive 2009/18,National location,Missing people Occurrence - Total,Loss / damage to ship or equipment,Did the ship sink?,Pollution (bunkers),Pollution (cargo),Place on board,Ship operation,Poll. quantity/bunker,Poll. quantity/cargo,Ship’s routeing,Voyage segment,Cargo damage,IMO number,Name of ship,Ship / craft type,Port of departure,Port of destination,Occurrence with ship(s),Deviation (CE),Occurrence with person(s),Release of pollutants in the air
2013-12-23,Territorial sea,United Kingdom,United Kingdom - MAIB,14/0231/MAIBUK,Less Serious,51°6' N,1°18' E,No,18:45,0,1,,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Accommodation - Stairway/Ladders,Normal service - In passage,0,0,Inshore traffic zone,Mid-water,No,,,Passenger ship - Passenger and Ro-Ro cargo,FRANCE - Dunkerque,UNITED KINGDOM - Dover,,Slipping - Stumbling and falling - Fall of persons - Fall of person - to a lower level,Accident,Unknown
2013-12-21,High sea - Outside EEZ,United Kingdom,United Kingdom - MAIB,13/1483/MAIBUK,Less Serious,33°35.1' N,123°21.3' E,No,08:20,0,1,,Not Investigated,Yes,,,No damage,No,No,No,Cargo and tank areas - Tanks - Cargo tank,Normal service - In passage,0,0,No routeing system,Transit,No,,,Cargo ship - Solid Cargo - Container Ship,MALAYSIA - Tanjong Pelepas,CHINA - Qingdao (Tsingtao),,Breakage; bursting; splitting; slipping; fall; collapse of Material Agent - Slip; fall; collapse of Material Agent - from above (falling on the victim),Accident,No
2013-12-23,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,13/1471/MAIBUK,Less Serious,54°6' N,3°13' W,No,14:45,0,1,UNITED KINGDOM - Barrow in Furness,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Ship - Deck - Freeboard deck,Normal service - Alongside,0,0,No routeing system,Anchored or alongside,No,,,Service ship - Other,UNITED KINGDOM - Barrow in Furness,UNITED KINGDOM - Barrow in Furness,,Slipping - Stumbling and falling - Fall of persons - Slipping - Stumbling and falling - Fall of person - on the same level,Accident,No
2013-12-16,Territorial sea,Malta,Malta - MSIU,222/2014,Serious,60°31.1' N,27°7.3' E,No,17:25,0,0,None,Not Investigated,Yes,Finland,,Material damage,No,No,No,Cargo and tank areas - Cofferdam/void space,Normal service - Anchoring,0,0,Pilotage area,Arrival,No,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,BELGIUM - Antwerpen,FINLAND - Hamina (Fredrikshamn),Grounding/stranding - Power,,,No
2013-12-16,Territorial sea,Malta,Malta - MSIU,222/2014,Serious,60°31.1' N,27°7.3' E,No,17:25,0,0,None,Not Investigated,Yes,Finland,,Material damage,No,No,No,Cargo and tank areas - Cofferdam/void space,Normal service - Manoeuvring,0,0,Pilotage area,Arrival,No,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,BELGIUM - Antwerpen,FINLAND - Hamina (Fredrikshamn),Grounding/stranding - Power,,,No
2013-12-16,Territorial sea,Malta,Malta - MSIU,222/2014,Serious,60°31.1' N,27°7.3' E,No,17:25,0,0,None,Not Investigated,Yes,Finland,,Material damage,No,No,No,Cargo and tank areas - Cofferdam/void space,Normal service - Under pilotage,0,0,Pilotage area,Arrival,No,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,BELGIUM - Antwerpen,FINLAND - Hamina (Fredrikshamn),Grounding/stranding - Power,,,No
2014-01-03,High sea - Within EEZ,United Kingdom,United Kingdom - MAIB,14/0028/MAIBUK,Less Serious,47°52' N,8°1' W,No,22:45,0,1,,Not Investigated,Yes,,,No damage,No,No,No,Ship - Deck - Freeboard deck,Fishing - Fishing,0,0,Unknown,Mid-water,No,,,Fishing vessel - Gillnetter,SPAIN - La Coruna,Unknown,,Breakage; bursting; splitting; slipping; fall; collapse of Material Agent - Slip; fall; collapse of Material Agent - on the same level,Accident,No
2014-01-03,Territorial sea,France,France - BEAmer,2076/2014,Less Serious,49°49.648' N,6°19.687' W,No,12:00,0,1,None,Not Investigated,Yes,United Kingdom - England,,,,,,Ship - Unknown,Fishing,,,Unknown,Unknown,,,,Fishing vessel - Trawler,FRANCE - St Brieuc,FRANCE - St Brieuc,,Body movement without any physical stress (generally leading to an external injury) - Being caught or carried away; by something or by momentum,Accident,
2014-01-03,Territorial sea,France,France - BEAmer,2076/2014,Less Serious,49°49.648' N,6°19.687' W,No,12:00,0,1,None,Not Investigated,Yes,United Kingdom - England,,,,,,Ship - Deck - Poop deck,Fishing,,,Unknown,Unknown,,,,Fishing vessel - Trawler,FRANCE - St Brieuc,FRANCE - St Brieuc,,Body movement without any physical stress (generally leading to an external injury) - Being caught or carried away; by something or by momentum,Accident,
2014-01-03,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,14/0023/MAIBUK,Marine incident,51°42' N,5°10' W,No,22:30,0,0,UNITED KINGDOM - Milford Haven,Not Investigated,Yes,United Kingdom - Wales,,No damage,No,No,No,Ship - Deck - Forecastle deck,Normal service - Alongside,0,0,Pilotage area,Anchored or alongside,No,,,Service ship - Other,UNITED KINGDOM - Milford Haven,UNITED KINGDOM - Milford Haven,Contact - Shore object,,,No
2013-12-31,Internal waters - Port area,Norway,Norway - NMD,322/2014,Less Serious,58°55.57' N,5°50.49' E,No,14:30,0,1,Unknown,Not Investigated,Yes,,,No damage,No,No,No,Engine department - Control room,Normal service - In passage - Displacement mode,0,0,No routeing system,Unknown,No,,,Service ship,Unknown,Unknown,Contact - Shore object,,,No
2013-12-18,Internal waters - Port area,Germany,Germany - BSU,358/2014,Less Serious,54°39.56' N,9°56.15' E,Material damage,11:51,0,0,GERMANY - Kappeln,Not Investigated,Yes,Germany - Ostsee / Hafen,,No damage,No,No,No,Ship - Other,Special service - Transfer of cargo,0,0,Inshore traffic zone,Mid-water,No,,,Service ship - Tug (Towing/Pushing),GERMANY - Olpenitz,None,Contact - Shore object,,,No
2013-12-18,Internal waters - Port area,Germany,Germany - BSU,358/2014,Less Serious,54°39.56' N,9°56.15' E,Material damage,11:51,0,0,GERMANY - Kappeln,Not Investigated,Yes,Germany - Ostsee / Hafen,,No damage,No,No,No,Ship - Other,Special service - Towing/pushing,0,0,Inshore traffic zone,Mid-water,No,,,Service ship - Tug (Towing/Pushing),GERMANY - Olpenitz,None,Contact - Shore object,,,No
2014-01-06,High sea - Within EEZ,Iceland,Iceland - ICETRA,2019/004603,Serious,66°26' N,18°48' W,,01:00,0,1,,Not Investigated,Yes,Iceland,,,,No,No,Ship - Deck - Shelter deck (fishing boat),Fishing - Gutting/handling/stowing fish,0.000,0.000,No routeing system,Arrival,No,,,Fishing vessel - Trawler - Stern,ICELAND - Saudarkrokur - hofn,ICELAND - Saudarkrokur - hofn,,Loss of control (total or partial) of machine; means of transport or handling equipment; handheld tool; object; animal - Loss of control (total or partial) - of machine (including unwanted start-up) or of the material being worked by the machine,Accident,
2013-12-26,Internal waters - Port area,Cyprus,Cyprus - MAIC,65/2014,Less Serious,21°28.2' N,39°9.27' E,Material damage,16:49,0,0,SAUDI ARABIA - Jeddah (Jiddah),Not Investigated,Yes,,,Material damage,No,No,No,Ship - Over side,Normal service - Manoeuvring,0,0,Pilotage area,Transit,No,,,Cargo ship - Solid Cargo - Bulk Carrier,SAUDI ARABIA - Jeddah (Jiddah),SAUDI ARABIA - Jeddah (Jiddah),Collision - Ship not underway,,,No
2013-12-26,Internal waters - Port area,Cyprus,Cyprus - MAIC,65/2014,Less Serious,21°28.2' N,39°9.27' E,Material damage,16:49,0,0,SAUDI ARABIA - Jeddah (Jiddah),Not Investigated,Yes,,,Material damage,No,No,No,Ship - Over side,Normal service - Alongside,0,0,Pilotage area,Anchored or alongside,No,,,Cargo ship - Solid Cargo - Bulk Carrier,SAUDI ARABIA - Jeddah (Jiddah),Unknown,Collision - With other ship,,,No
2013-12-26,Internal waters - Port area,Cyprus,Cyprus - MAIC,65/2014,Less Serious,21°28.2' N,39°9.27' E,Material damage,16:49,0,0,SAUDI ARABIA - Jeddah (Jiddah),Not Investigated,Yes,,,Material damage,No,No,No,Ship - Over side,Unknown,0,0,Pilotage area,Anchored or alongside,No,,,Cargo ship - Solid Cargo - Bulk Carrier,SAUDI ARABIA - Jeddah (Jiddah),Unknown,Collision - With other ship,,,No
2013-12-26,Internal waters - Port area,Cyprus,Cyprus - MAIC,65/2014,Less Serious,21°28.2' N,39°9.27' E,Material damage,16:49,0,0,SAUDI ARABIA - Jeddah (Jiddah),Not Investigated,Yes,,,Material damage,No,No,No,Ship - Over side,Normal service - Unloading,0,0,Pilotage area,Anchored or alongside,No,,,Cargo ship - Solid Cargo - Bulk Carrier,SAUDI ARABIA - Jeddah (Jiddah),Unknown,Collision - With other ship,,,No
2013-12-22,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,13/1466/MAIBUK,Marine incident,53°44' N,0°20' W,No,19:25,0,0,UNITED KINGDOM - Hull,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Ship - Deck - Freeboard deck,Normal service - Manoeuvring,0,0,No routeing system,Anchored or alongside,No,,,Cargo ship - Solid Cargo - Ro-Ro Cargo,UNITED KINGDOM - Hull,UNITED KINGDOM - Hull,Loss of control - Loss of directional control,,,No
2014-01-04,High sea - Within EEZ,Iceland,Iceland - ICETRA,2019/004569,Serious,66°21' N,23°26' W,,01:00,0,0,,Not Investigated,Yes,Iceland,,No damage,,No,No,Engine department - Engine room,Fishing - Shooting/hauling fishing gear,0.000,0.000,No routeing system,Mid-water,,,,Fishing vessel - Liner,ICELAND - Isafjordur - hofn,ICELAND - Isafjordur - hofn,Flooding/Foundering - Flooding - Massive,,,No
2013-12-22,Territorial sea,Greece,Greece - HBMCI,1977/2015,Less Serious,40°0.2' N,22°38.03' E,No,15:10,0,1,None,Not Investigated,Yes,Greece - Thermaicos,,Material damage,No,No,No,Ship - Other,Fishing - Shooting/hauling fishing gear,0,0,No routeing system,Mid-water,No,,,Fishing vessel - Trawler - Stern,GREECE - Thessaloniki,GREECE - Thessaloniki,Damage / loss of equipment,,,No
2014-01-05,Internal waters - Port area,Denmark,Denmark - DMAIB,1503/2014,Less Serious,55°12.75' N,11°14.64' E,No,23:30,0,1,DENMARK - Stigsnas,Not Investigated,Yes,Denmark - Storebælt: Storebælt VTS; 5510 N - 5535 N,,No damage,No,No,No,,Normal service - Berthing,0,0,No routeing system,Arrival,No,,,Passenger ship - Passenger and Ro-Ro cargo - Domestic - Class D,DENMARK - Agerso,DENMARK - Stigsnas,Contact - Shore object,,,No
2013-12-20,High sea - Outside EEZ,United Kingdom,United Kingdom - MAIB,13/1460/MAIBUK,Less Serious,31°36' S,154°22' E,No,05:30,0,1,,Not Investigated,Yes,,,No damage,No,No,No,Accommodation - Gymnasium,Normal service - In passage,0,0,No routeing system,Mid-water,No,,,Passenger ship - Only passenger - International,AUSTRALIA - Sydney,NEW CALEDONIA - Noumea,,Slipping - Stumbling and falling - Fall of persons - Slipping - Stumbling and falling - Fall of person - on the same level,Accident,No
2014-01-06,Internal waters - Port area,Cyprus,Cyprus - MAIC,216/2014,Less Serious,33°36.43' N,7°36.85' E,No,22:19,0,0,MOROCCO - Casablanca,Not Investigated,Yes,,,No damage,No,No,No,Ship - Bulbous,Normal service,0,0,Pilotage area,Anchored or alongside,No,,,Cargo ship - Solid Cargo - Bulk Carrier,POLAND - Gdansk,MOROCCO - Casablanca,Collision - Ship not underway,,,No
2014-01-06,Internal waters - Port area,Cyprus,Cyprus - MAIC,216/2014,Less Serious,33°36.43' N,7°36.85' E,No,22:19,0,0,MOROCCO - Casablanca,Not Investigated,Yes,,,Material damage,No,No,No,Ship - Over side,Normal service - Alongside,0,0,No routeing system,Anchored or alongside,No,,,Navy ship,Unknown,Unknown,Collision - With other ship,,,No
2013-12-29,Internal waters - Port area,Germany,Germany - BSU,455/2014,Less Serious,34°37.829' S,58°20.414' W,No,13:30,0,0,ARGENTINA - Buenos Aires,Not Investigated,Yes,,,No damage,No,No,No,Ship - Over side,Normal service - Manoeuvring,0,0,In a traffic lane,Arrival,No,,,Cargo ship - Solid Cargo - Container Ship,ARGENTINA - Buenos Aires,URUGUAY - Montevideo,Grounding/stranding - Power,,,No
2013-12-29,Internal waters - Port area,Germany,Germany - BSU,455/2014,Less Serious,34°37.829' S,58°20.414' W,No,13:30,0,0,ARGENTINA - Buenos Aires,Not Investigated,Yes,,,No damage,No,No,No,Ship - Over side,Normal service - Under pilotage,0,0,In a traffic lane,Arrival,No,,,Cargo ship - Solid Cargo - Container Ship,ARGENTINA - Buenos Aires,URUGUAY - Montevideo,Grounding/stranding - Power,,,No
2013-12-29,Internal waters - Port area,Germany,Germany - BSU,455/2014,Less Serious,34°37.829' S,58°20.414' W,No,13:30,0,0,ARGENTINA - Buenos Aires,Not Investigated,Yes,,,No damage,No,No,No,Ship - Over side,Normal service - In passage - Displacement mode,0,0,In a traffic lane,Arrival,No,,,Cargo ship - Solid Cargo - Container Ship,ARGENTINA - Buenos Aires,URUGUAY - Montevideo,Grounding/stranding - Power,,,No
2014-01-01,High sea - Within EEZ,Malta,Malta - MSIU,120/2014,Less Serious,49°53.7' N,3°20.8' W,No,09:40,0,0,None,Not Investigated,Yes,,,No damage,No,No,No,Engine department - Engine room,Normal service - In passage,0,0,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - General Cargo,MOROCCO - Agadir,POLAND - Szczecin,Loss of control - Loss of propulsion power,,,No
2014-01-06,Internal waters - Port area,Italy,Italy - DIGIFEMA,519/2015,Less Serious,39°12.34' N,9°6.36' E,No,17:05,0,0,ITALY - Cagliari,Not Investigated,Yes,Italy - Cagliari,,No damage,No,No,No,Engine department - Engine room,Normal service - Alongside,0,0,In a traffic lane,Arrival,No,,,Passenger ship - Passenger and Ro-Ro cargo - Domestic - Class A,ITALY - Cagliari,ITALY - Napoli,Loss of control - Loss of propulsion power,,,No
2013-12-21,Internal waters - Port area,Netherlands,Netherlands - DSB,2398/2013,Less Serious,42°56.67' N,9°10.89' W,No,00:45,0,0,SPAIN - Corcubión,Not Investigated,Yes,,,No damage,No,No,No,Ship - Over side,Normal service - Manoeuvring,0,0,No routeing system,Arrival,No,,,Cargo ship - Solid Cargo - General Cargo,SPAIN - Bilbao,SPAIN - Corcubión,Grounding/stranding - Power,,,No
2014-01-05,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,2322/2014,Less Serious,6°49' N,58°11' W,Material damage,05:25,0,0,GUYANA - Georgetown,Not Investigated,Yes,,,Material damage,No,No,No,Ship - Over side,Normal service - Manoeuvring,0,0,Pilotage area,Unknown,No,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,Unknown,Unknown,Contact - Shore object,,,No
2013-12-23,Territorial sea,Cyprus,Cyprus - MAIC,59/2014,Less Serious,47°55.52' N,65°49.28' W,No,18:30,0,0,,Not Investigated,Yes,,,Material damage,No,No,No,Engine department - Engine room,Normal service - Anchoring,0,0,No routeing system,Anchored or alongside,No,,,Service ship - Multi-purpose,MEXICO - Manzanillo,CANADA - Belledune,Loss of control - Loss of propulsion power,,,No
2013-12-22,Internal waters - Port area,France,France - BEAmer,7/2014,Serious,43°23.75' N,4°59.7' E,No,15:54,0,2,FRANCE - Other,Not Investigated,Yes,France - SRR LA GARDE,,Material damage,No,No,No,Engine department - Boiler room,Normal service - Alongside,0,0,Pilotage area,Anchored or alongside,No,,,Cargo ship - Liquid Cargo - Chemical tanker,FRANCE - Other,FRANCE - Other,Fire/Explosion - Explosion,,,No
2013-12-22,Internal waters - Port area,France,France - BEAmer,7/2014,Serious,43°23.75' N,4°59.7' E,No,15:54,0,2,FRANCE - Other,Not Investigated,Yes,France - SRR LA GARDE,,Material damage,No,No,No,Engine department - Boiler room,Normal service - Unloading,0,0,Pilotage area,Anchored or alongside,No,,,Cargo ship - Liquid Cargo - Chemical tanker,FRANCE - Other,FRANCE - Other,Fire/Explosion - Explosion,,,No
2013-12-26,Internal waters - Port area,Greece,Greece - HBMCI,217/2014,Less Serious,37°44.623' N,23°25.445' E,No,10:30,0,0,GREECE - Aegina,Not Investigated,Yes,Greece - Saronicos,,Material damage,No,No,No,Ship - Propeller/rudder/thruster,Normal service - In passage - Displacement mode,0,0,No routeing system,Arrival,No,,,Passenger ship - Only passenger - Domestic - Class A,GREECE - Piraeus,GREECE - Aegina,Contact - Floating object - Unknown,,,No
2014-01-07,Internal waters - Port area,Norway,Norway - NMD,353/2014,Less Serious,62°44.1' N,7°10.1' E,No,22:10,0,0,NORWAY - Molde,Not Investigated,Yes,Norway - Møre og Romsdal,,Material damage,No,No,No,Ship,Normal service - Manoeuvring,0,0,No routeing system,Departure,No,,,Passenger ship - Passenger and Ro-Ro cargo - Port or internal waters,NORWAY - Other,NORWAY - Molde,Contact - Shore object,,,No
2013-12-18,Territorial sea,United Kingdom,United Kingdom - MAIB,13/1453/MAIBUK,Less Serious,59°1.23' N,2°57.67' W,No,23:20,0,3,,Not Investigated,Yes,United Kingdom - England,,,n/a,No,No,Ship - Other,Normal service - In passage,0,0,No routeing system,Mid-water,n/a,,,Passenger ship - Passenger and Ro-Ro cargo,UNITED KINGDOM - Other,UNITED KINGDOM - Kirkwall,,Body movement without any physical stress (generally leading to an external injury) - Uncoordinated movements; spurious or untimely actions,Accident,No
2013-12-22,Internal waters - Port area,Germany,Germany - BSU,61/2014,Less Serious,53°53.528' N,9°8.578' E,Material damage,23:05,0,0,GERMANY - Brunsbuttel,Not Investigated,Yes,Germany - NOK / Schleuse Brunsbüttel,,No damage,No,No,No,Ship - Other,Normal service - In passage - Displacement mode,0,0,Inshore traffic zone,Transit,No,,,Cargo ship - Solid Cargo - General Cargo,GERMANY - Bremerhaven,DENMARK - Aalborg,Contact - Shore object,,,No
2013-12-22,Internal waters - Port area,Germany,Germany - BSU,61/2014,Less Serious,53°53.528' N,9°8.578' E,Material damage,23:05,0,0,GERMANY - Brunsbuttel,Not Investigated,Yes,Germany - NOK / Schleuse Brunsbüttel,,No damage,No,No,No,Ship - Other,Normal service - Manoeuvring,0,0,Inshore traffic zone,Transit,No,,,Cargo ship - Solid Cargo - General Cargo,GERMANY - Bremerhaven,DENMARK - Aalborg,Contact - Shore object,,,No
2013-12-22,Internal waters - Port area,Germany,Germany - BSU,61/2014,Less Serious,53°53.528' N,9°8.578' E,Material damage,23:05,0,0,GERMANY - Brunsbuttel,Not Investigated,Yes,Germany - NOK / Schleuse Brunsbüttel,,No damage,No,No,No,Ship - Other,Normal service - Under pilotage,0,0,Inshore traffic zone,Transit,No,,,Cargo ship - Solid Cargo - General Cargo,GERMANY - Bremerhaven,DENMARK - Aalborg,Contact - Shore object,,,No
2013-12-20,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,13/1458/MAIBUK,Serious,53°44' N,0°20' W,Material damage,18:40,0,0,UNITED KINGDOM - Hull,Finished,Yes,United Kingdom - England,,Material damage,No,No,No,Ship - Bulbous,Normal service - Manoeuvring,0,0,No routeing system,Arrival,No,9316024,KEY BORA,Cargo ship - Liquid Cargo - Chemical tanker,NETHERLANDS - Rotterdam,UNITED KINGDOM - Hull,Loss of control - Loss of propulsion power,,,No
2013-12-20,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,13/1458/MAIBUK,Serious,53°44' N,0°20' W,Material damage,18:40,0,0,UNITED KINGDOM - Hull,Finished,Yes,United Kingdom - England,,Material damage,No,No,No,Ship - Bulbous,Normal service - Manoeuvring,0,0,No routeing system,Arrival,No,9316024,KEY BORA,Cargo ship - Liquid Cargo - Chemical tanker,NETHERLANDS - Rotterdam,UNITED KINGDOM - Hull,Contact - Shore object,,,No
2014-01-05,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,14/0022/MAIBUK,Marine incident,54°6' N,3°13' W,No,00:00,0,0,UNITED KINGDOM - Barrow in Furness,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Engine department - Auxiliary engine room,Normal service - Alongside,0,0,No routeing system,Anchored or alongside,No,,,Service ship - Other,UNITED KINGDOM - Barrow in Furness,UNITED KINGDOM - Barrow in Furness,Damage / loss of equipment,,,Unknown
2013-12-24,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,13/1468/MAIBUK,Marine incident,53°44' N,0°20' W,No,00:00,0,0,UNITED KINGDOM - Hull,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Ship - Deck - Freeboard deck,Normal service - Alongside,0,0,No routeing system,Anchored or alongside,No,,,Cargo ship - Solid Cargo - General Cargo,UNITED KINGDOM - Hull,UNITED KINGDOM - Hull,Loss of control - Loss of directional control,,,No
