Date of occurrence,Sea area of occurrence,State Reporting,Competent authority,Casualty Report Nr.,Occurrence severity,Latitude,Longitude,Third party/other damage,Time (LT) of occurrence,Lives lost Occurrence-Total,People Injured Occurrence-Total,Port of accident,Investigation Status,Directive 2009/18,National location,Missing people Occurrence - Total,Loss / damage to ship or equipment,Did the ship sink?,Pollution (bunkers),Pollution (cargo),Place on board,Ship operation,Poll. quantity/bunker,Poll. quantity/cargo,Ship’s routeing,Voyage segment,Cargo damage,IMO number,Name of ship,Ship / craft type,Port of departure,Port of destination,Occurrence with ship(s),Deviation (CE),Occurrence with person(s),Release of pollutants in the air
2017-04-07,High sea - Within EEZ,Portugal,Portugal - GAMA,1705/2017,Serious,1°24.07' N,104°27' E,No,05:50,0,0,,Not Investigated,Yes,,,Material damage,No,No,No,Ship - Deck - Poop deck,Normal service - In passage - Transitional mode,0,0,Leaving or approaching TSS,Transit,No,,,Cargo ship - Solid Cargo - Bulk Carrier,RUSSIAN FEDERATION - Vostochniy; Port,PAKISTAN - Karachi,Collision - With other ship,,,No
2017-05-02,Internal waters - Port area,Cyprus,Cyprus - MAIC,2482/2017,Less Serious,55°25.04' N,13°49.05' E,No,10:50,0,0,SWEDEN - Ystad,Not Investigated,Yes,Sweden,,Material damage,No,No,No,Ship - Other,Normal service - Manoeuvring,0,0,Pilotage area,Arrival,No,,,Passenger ship - Passenger and Ro-Ro cargo,POLAND - Swinoujscie,SWEDEN - Ystad,Contact - Shore object,,,No
2017-03-18,High sea - Within EEZ,Norway,Norway - NMD,4000/2017,Less Serious,,,No,03:20,0,1,,Not Investigated,Yes,Norway - Nordland,,,,,,Ship - Deck - Boat deck,Fishing - Shooting/hauling fishing gear,,,No routeing system,Mid-water,,,,Cargo ship - Solid Cargo,NORWAY - Aalesund,NORWAY - Aalesund,,Breakage; bursting; splitting; slipping; fall; collapse of Material Agent - Slip; fall; collapse of Material Agent - on the same level,Accident,
2017-02-07,Territorial sea,Spain,Spain - CIAIM,1135/2017,Serious,43°40.63' N,5°27.895' W,No,23:25,0,0,None,Not Investigated,Yes,Spain - Atlántico - Asturias,,No damage,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0,0,No routeing system,Transit,No,,,Fishing vessel - Trawler,SPAIN - Gijón,SPAIN - Gijón,Loss of control - Loss of directional control,,,No
2017-02-10,Internal waters - Archipelago fairway,Malta,Malta - MSIU,1290/2017,Serious,3°7.237' N,101°17.625' E,No,04:18,0,1,None,Not Investigated,Yes,,,,,,,Ship - Over side,Normal service - In passage,,,Pilotage area,Transit,,,,Cargo ship - Solid Cargo - Container Ship,SINGAPORE - Singapore,BANGLADESH - Chittagong,,Slipping - Stumbling and falling - Fall of persons - Fall of person - to a lower level,Accident,
2017-02-10,Internal waters - Archipelago fairway,Malta,Malta - MSIU,1290/2017,Serious,3°7.237' N,101°17.625' E,No,04:18,0,1,None,Not Investigated,Yes,,,,,,,Ship - Over side,Normal service - Under pilotage,,,Pilotage area,Transit,,,,Cargo ship - Solid Cargo - Container Ship,SINGAPORE - Singapore,BANGLADESH - Chittagong,,Slipping - Stumbling and falling - Fall of persons - Fall of person - to a lower level,Accident,
2017-03-06,High sea - Within EEZ,France,France - BEAmer,1143/2017,Serious,42°42.99' N,6°27.03' E,No,22:00,0,0,,Finished,Yes,France - SRR LA GARDE,0,Material damage,No,No,No,Bridge - Wheelhouse,Normal service - In passage - Displacement mode,0,0,No routeing system,Mid-water,No,9161948,Jean Nicoli,Passenger ship - Passenger and Ro-Ro cargo,FRANCE - Ajaccio,FRANCE - Marseille,Damage / loss of equipment,,,No
2017-03-06,High sea - Within EEZ,France,France - BEAmer,1143/2017,Serious,42°42.99' N,6°27.03' E,No,22:00,0,0,,Finished,Yes,France - SRR LA GARDE,0,Material damage,No,No,No,Bridge - Wheelhouse,Normal service - In passage - Displacement mode,0,0,No routeing system,Mid-water,No,9161948,Jean Nicoli,Passenger ship - Passenger and Ro-Ro cargo,FRANCE - Ajaccio,FRANCE - Marseille,Flooding/Foundering - Flooding - Massive,,,No
2017-03-06,High sea - Within EEZ,France,France - BEAmer,1143/2017,Serious,42°42.99' N,6°27.03' E,No,22:00,0,0,,Finished,Yes,France - SRR LA GARDE,0,Material damage,No,No,No,Bridge - Wheelhouse,Normal service - In passage - Displacement mode,0,0,No routeing system,Mid-water,No,9161948,Jean Nicoli,Passenger ship - Passenger and Ro-Ro cargo,FRANCE - Ajaccio,FRANCE - Marseille,Loss of control - Loss of propulsion power,,,No
2017-01-24,Territorial sea,Norway,Norway - NMD,2040/2017,Less Serious,,,No,20:20,0,1,,Not Investigated,Yes,,,,,,,Ship - Deck - Freeboard deck,Normal service - Berthing,,,No routeing system,Arrival,,,,Fishing vessel - Trawler,Unknown,Unknown,,Body movement under or with physical stress (generally leading to an internal injury) - Lifting; carrying; standing up,Accident,
2017-02-27,Territorial sea,Spain,Spain - CIAIM,1180/2017,Serious,27°56' N,16°35.13' W,No,19:05,0,0,None,Not Investigated,Yes,Spain - Canarias,,No damage,No,No,No,Engine department - Engine room,Unknown,0,0,No routeing system,Transit,No,,,Fishing vessel - Trawler,SPAIN - Los Cristianos,SENEGAL - Dakar,Loss of control - Loss of directional control,,,No
2017-02-01,Internal waters - Archipelago fairway,Norway,Norway - NMD,2715/2017,Less Serious,68°5.18' N,13°12.18' E,No,23:20,0,0,,Not Investigated,Yes,Norway - Nordland,,No damage,No,No,No,Ship - Over side,Normal service - In passage - Displacement mode,0,0,No routeing system,Transit,No,,,Cargo ship - Solid Cargo - General Cargo,NORWAY - Other,NORWAY - Svolvar,Grounding/stranding - Power,,,No
2017-02-26,Territorial sea,Italy,Italy - DIGIFEMA,426/2018,Less Serious,37°0' N,12°20' E,No,03:00,0,0,,Not Investigated,Yes,Italy - Mazara del Vallo,,Material damage,No,No,No,Ship - Other,Fishing - Fishing,0,0,Unknown,Transit,No,,,Fishing vessel,ITALY - Siracusa,Unknown,Contact - Shore object,,,No
2017-02-17,Repair yard,Cyprus,Cyprus - MAIC,2132/2017,Less Serious,53°33.05' N,8°33.02' E,No,12:05,0,1,,Not Investigated,Yes,Germany - Weser / Hafen,,,,,,,Normal service - Maintenance,,,No routeing system,Anchored or alongside,,,,Passenger ship - Only passenger,GERMANY - Bremerhaven,GERMANY - Bremerhaven,,Breakage; bursting; splitting; slipping; fall; collapse of Material Agent - Breakage; bursting - causing splinters (wood; glass; metal; stone; plastic; others),Accident,
2017-02-20,Territorial sea,Cyprus,Cyprus - MAIC,2330/2017,Serious,62°43.05' N,20°2.09' E,No,19:18,0,0,,Not Investigated,Yes,Finland,,No damage,No,No,No,Engine department - Engine room,Normal service - In passage - Transitional mode,0,0,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - Container Ship,RUSSIAN FEDERATION - Kaliningrad,FINLAND - Kemi/Tornio (Kemi/Tornea),Damage / loss of equipment,,,No
2017-02-14,Territorial sea,United Kingdom,United Kingdom - MAIB,744/2017,Less Serious,51°26.926' N,0°44.489' E,No,20:30,0,1,,Not Investigated,Yes,United Kingdom - England,,,,,,Ship - Deck - Forecastle deck,Normal service - In passage - Displacement mode,,,Unknown,Arrival,,,,Cargo ship - Solid Cargo - General Cargo,Unknown,UNITED KINGDOM - Sheerness,,Body movement under or with physical stress (generally leading to an internal injury) - Pushing; pulling,Accident,
2017-03-07,Internal waters - Port area,Cyprus,Cyprus - MAIC,2307/2017,Less Serious,,,No,08:30,0,1,FRANCE - Fos-sur-Mer,Not Investigated,Yes,France - SRR CORSEN,,,,,,Accommodation - Alleyway,Normal service - Unloading,,,No routeing system,Anchored or alongside,,,,Cargo ship - Liquid Cargo - Oil tanker,None,None,,Other,Accident,
2017-04-01,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,1372/2017,Less Serious,50°58.05' N,1°51.23' E,No,01:15,0,1,FRANCE - Calais,Not Investigated,Yes,France,,,,,,Ship - Stairs/ladders,Normal service - Alongside,,,No routeing system,Anchored or alongside,,,,Passenger ship - Passenger and Ro-Ro cargo - International,UNITED KINGDOM - Dover,FRANCE - Calais,,Slipping - Stumbling and falling - Fall of persons - Fall of person - to a lower level,Accident,
2017-04-01,Internal waters - Port area,Cyprus,Cyprus - MAIC,2423/2017,Serious,68°58.08' N,33°3.4' E,No,15:50,0,1,RUSSIAN FEDERATION - Murmansk,Not Investigated,Yes,,,,,,,Cargo and tank areas - Open deck cargo space,Normal service - Cleaning/washing,,,,Anchored or alongside,,,,Cargo ship - Liquid Cargo - Oil tanker,None,None,,Loss of control (total or partial) of machine; means of transport or handling equipment; handheld tool; object; animal - Loss of control (total or partial) - of object (being carried; moved; handled; etc.),Accident,
2017-01-15,Internal waters - Port area,Croatia,Croatia - AIN,418/2017,Serious,42°57.57' N,16°42.62' E,Material damage,21:30,0,0,CROATIA - Vela Luka (Vallegrande),Finished,Yes,Croatia,,Material damage,Yes,No,n/a,Ship - Other,Normal service - Alongside,0,,Pilotage area,Anchored or alongside,n/a,,unnamed,Recreational craft - Motorboat,None,None,Collision - With other ship,,,No
2017-01-15,Internal waters - Port area,Croatia,Croatia - AIN,418/2017,Serious,42°57.57' N,16°42.62' E,Material damage,21:30,0,0,CROATIA - Vela Luka (Vallegrande),Finished,Yes,Croatia,,Material damage,Yes,No,n/a,Ship - Other,Normal service - Alongside,0,,Pilotage area,Anchored or alongside,n/a,,unnamed,Recreational craft - Motorboat,None,None,Flooding/Foundering - Flooding - Massive,,,No
2017-01-15,Internal waters - Port area,Croatia,Croatia - AIN,418/2017,Serious,42°57.57' N,16°42.62' E,Material damage,21:30,0,0,CROATIA - Vela Luka (Vallegrande),Finished,Yes,Croatia,,Material damage,Yes,No,n/a,Ship - Other,Normal service - Alongside,0,,Pilotage area,Anchored or alongside,n/a,,unnamed,Recreational craft - Motorboat,None,None,Capsizing/Listing - Capsizing,,,No
2017-01-15,Internal waters - Port area,Croatia,Croatia - AIN,418/2017,Serious,42°57.57' N,16°42.62' E,Material damage,21:30,0,0,CROATIA - Vela Luka (Vallegrande),Finished,Yes,Croatia,,Material damage,Yes,No,n/a,Ship - Other,Normal service - Alongside,0,,Pilotage area,Anchored or alongside,n/a,,unnamed,Recreational craft - Motorboat,None,None,Flooding/Foundering - Foundering,,,No
2017-01-15,Internal waters - Port area,Croatia,Croatia - AIN,418/2017,Serious,42°57.57' N,16°42.62' E,Material damage,21:30,0,0,CROATIA - Vela Luka (Vallegrande),Finished,Yes,Croatia,,Material damage,No,No,No,Ship - Forecastle,Normal service - Berthing,0,0,Pilotage area,Arrival,No,9476305,Korčula,Passenger ship - Passenger and Ro-Ro cargo - Domestic - Class B,CROATIA - Split,CROATIA - Vela Luka (Vallegrande),Contact - Shore object,,,No
2017-01-15,Internal waters - Port area,Croatia,Croatia - AIN,418/2017,Serious,42°57.57' N,16°42.62' E,Material damage,21:30,0,0,CROATIA - Vela Luka (Vallegrande),Finished,Yes,Croatia,,Material damage,No,No,No,Ship - Forecastle,Normal service - Berthing,0,0,Pilotage area,Arrival,No,9476305,Korčula,Passenger ship - Passenger and Ro-Ro cargo - Domestic - Class B,CROATIA - Split,CROATIA - Vela Luka (Vallegrande),Collision - Ship not underway,,,No
2017-02-11,High sea - Within EEZ,Malta,Malta - MSIU,1410/2017,Less Serious,43°19.6' N,15°47.5' E,No,11:00,0,0,None,Not Investigated,Yes,,,No damage,No,No,No,Engine department - Engine room,Normal service - In passage,0,0,No routeing system,Transit,No,,,Cargo ship - Solid Cargo - General Cargo,CROATIA - Rijeka,GREECE - Psakhna,Damage / loss of equipment,,,No
2017-01-23,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,367/2017,Marine incident,53°24.091' N,2°59.655' W,No,07:25,0,0,UNITED KINGDOM - Liverpool,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,,Normal service - Manoeuvring,0,0,Pilotage area,Arrival,No,,,Cargo ship - Solid Cargo - Bulk Carrier,IRELAND - Ringaskiddy; Cork,UNITED KINGDOM - Liverpool,Contact - Shore object,,,No
2017-03-06,Territorial sea,Italy,Italy - DIGIFEMA,2055/2017,Serious,42°52.36' N,10°28.23' E,No,08:58,0,0,None,Not Investigated,Yes,Italy - Livorno,,Material damage,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0,0,In a traffic lane,Transit,No,,,Passenger ship - Passenger and Ro-Ro cargo - Domestic - Class C,ITALY - Piombino,ITALY - Portoferraio,Fire/Explosion - Fire,,,No
2017-03-05,Internal waters - Port area,Romania,Romania - CIIATN,1250/2017,Less Serious,44°16.67' N,28°38.59' E,No,11:30,0,0,ROMANIA - Constanta,Not Investigated,Yes,Romania - Constanta,,,No,No,No,Ship - Unknown,Normal service - Manoeuvring,0,0,Unknown,Departure,Unknown,,,Cargo ship - Solid Cargo,TURKEY - Eregli,UNITED STATES - US - Houston,Grounding/stranding,,,No
2017-02-10,Internal waters - Channel; river,United Kingdom,United Kingdom - MAIB,736/2017,Marine incident,53°23.823' N,2°28.537' W,No,15:00,0,0,None,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Bridge - Wheelhouse,Normal service - In passage - Displacement mode,0,0,Pilotage area,Arrival,No,,,Cargo ship - Solid Cargo - General Cargo,UNITED KINGDOM - Lochaline,UNITED KINGDOM - Runcorn,Loss of control - Loss of electrical power,,,No
2017-04-01,Internal waters - Channel; river,Croatia,Croatia - AIN,1381/2017,Serious,43°5.8' N,16°42.9' E,No,14:00,0,0,None,Finished,Yes,Croatia,,Material damage,No,No,n/a,Ship - Keel,Normal service - In passage - Displacement mode,0,0,No routeing system,Transit,No,,Zlatni Žal,Passenger ship - Only passenger - Port or internal waters,CROATIA - Zadar,CROATIA - Dubrovnik,Grounding/stranding - Power,,,No
2017-04-01,Internal waters - Channel; river,Croatia,Croatia - AIN,1381/2017,Serious,43°5.8' N,16°42.9' E,No,14:00,0,0,None,Finished,Yes,Croatia,,Material damage,No,No,n/a,Cargo and tank areas - Tanks - Forepeak tank,Normal service - In passage - Displacement mode,0,0,No routeing system,Transit,No,,Zlatni Žal,Passenger ship - Only passenger - Port or internal waters,CROATIA - Zadar,CROATIA - Dubrovnik,Grounding/stranding - Power,,,No
2017-04-01,Internal waters - Channel; river,Croatia,Croatia - AIN,1381/2017,Serious,43°5.8' N,16°42.9' E,No,14:00,0,0,None,Finished,Yes,Croatia,,Material damage,No,No,n/a,Accommodation - Mess room; dayroom,Normal service - In passage - Displacement mode,0,0,No routeing system,Transit,No,,Zlatni Žal,Passenger ship - Only passenger - Port or internal waters,CROATIA - Zadar,CROATIA - Dubrovnik,Grounding/stranding - Power,,,No
2017-01-24,Internal waters - Port area,Norway,Norway - NSIA,415/2017,Serious,66°27.7' N,13°20.08' E,No,18:30,0,0,NORWAY - Other,Not Investigated,Yes,Norway - Nordland,,Material damage,No,No,No,Ship - Propeller/rudder/thruster,Normal service - Berthing,0,0,No routeing system,Arrival,No,,,Passenger ship - Only passenger - Domestic - Class D,NORWAY - Other,NORWAY - Other,Contact - Shore object,,,No
2017-04-21,Internal waters - Port area,Norway,Norway - NMD,4354/2017,Less Serious,,,No,20:50,0,1,SPAIN - Barcelona,Not Investigated,Yes,Spain - Mediterráneo - Cataluña,,,,,,Ship - Gangway,Normal service - Alongside,,,,Anchored or alongside,,,,Passenger ship - Only passenger - International,SPAIN - Barcelona,ITALY - Venezia,,Body movement under or with physical stress (generally leading to an internal injury) - Lifting; carrying; standing up,Accident,
2017-05-01,High sea - Within EEZ,France,France - BEAmer,1720/2017,Serious,48°27.72' N,6°2.41' W,No,13:26,0,1,None,Not Investigated,Yes,France - SRR CORSEN,,,,,,Ship - Deck - Freeboard deck,Fishing - Fishing,,,Leaving or approaching TSS,Mid-water,,,,Fishing vessel - Trawler - Stern,FRANCE - Le Guilvinec,FRANCE - Le Guilvinec,,Slipping - Stumbling and falling - Fall of persons - Slipping - Stumbling and falling - Fall of person - on the same level,Accident,
2017-02-20,Internal waters - Port area,Italy,Italy - DIGIFEMA,2015/2017,Serious,43°34.304' N,10°18.289' E,No,16:24,0,1,ITALY - Livorno (Leghorn),Not Investigated,Yes,Italy - Livorno,,,,,,Engine department - Engine room,Normal service - Alongside,,,Unknown,Anchored or alongside,,,,Cargo ship - Solid Cargo - Container Ship,Unknown,Unknown,,Loss of control (total or partial) of machine; means of transport or handling equipment; handheld tool; object; animal - Loss of control (total or partial) - of object (being carried; moved; handled; etc.),Accident,
2017-02-28,Internal waters - Port area,Denmark,Denmark - DMA,3139/2017,Less Serious,36°40.443' N,6°37.632' W,No,13:45,0,0,,Not Investigated,Yes,,0,,,,,Ship - Deck - Poop deck,Normal service - Alongside,,,No routeing system,Anchored or alongside,,,,Cargo ship - Liquid Cargo - Chemical tanker,Unknown,Unknown,,Breakage; bursting; splitting; slipping; fall; collapse of Material Agent - Breakage of material - at joint; at seams,Accident,
2017-02-15,Internal waters - Port area,Malta,Malta - MSIU,1296/2017,Less Serious,51°15.62' N,4°20.13' E,No,10:00,0,0,BELGIUM - Antwerpen,Not Investigated,Yes,Belgium,,Material damage,No,No,No,Bridge - Other space,Normal service - Alongside,0,0,Pilotage area,Anchored or alongside,No,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,SPAIN - Huelva,BELGIUM - Antwerpen,Capsizing/Listing - Listing,,,No
2017-02-15,Internal waters - Port area,Malta,Malta - MSIU,1296/2017,Less Serious,51°15.62' N,4°20.13' E,No,10:00,0,0,BELGIUM - Antwerpen,Not Investigated,Yes,Belgium,,Material damage,No,No,No,Bridge - Other space,Normal service - Unloading,0,0,Pilotage area,Anchored or alongside,No,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,SPAIN - Huelva,BELGIUM - Antwerpen,Capsizing/Listing - Listing,,,No
2017-02-15,Internal waters - Port area,Malta,Malta - MSIU,1296/2017,Less Serious,51°15.62' N,4°20.13' E,No,10:00,0,0,BELGIUM - Antwerpen,Not Investigated,Yes,Belgium,,Material damage,No,No,No,Ship - Deck - Boat deck,Normal service - Alongside,0,0,Pilotage area,Anchored or alongside,No,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,SPAIN - Huelva,BELGIUM - Antwerpen,Capsizing/Listing - Listing,,,No
2017-02-15,Internal waters - Port area,Malta,Malta - MSIU,1296/2017,Less Serious,51°15.62' N,4°20.13' E,No,10:00,0,0,BELGIUM - Antwerpen,Not Investigated,Yes,Belgium,,Material damage,No,No,No,Ship - Deck - Boat deck,Normal service - Unloading,0,0,Pilotage area,Anchored or alongside,No,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,SPAIN - Huelva,BELGIUM - Antwerpen,Capsizing/Listing - Listing,,,No
2017-04-03,Internal waters - Archipelago fairway,Norway,Norway - NMD,4217/2017,Less Serious,63°53.162' N,9°45.243' E,No,02:01,0,0,,Not Investigated,Yes,Norway - Sogn og Fjordane,,Material damage,No,No,No,Ship - Propeller/rudder/thruster,Normal service - In passage - Transitional mode,0,0,No routeing system,Mid-water,No,,,Service ship - Tug (Towing/Pushing),NORWAY - Heroya,NORWAY - Floro,Grounding/stranding - Power,,,No
2017-02-24,Territorial sea,Spain,Spain - CIAIM,1321/2017,Serious,42°17.13' N,9°0' W,No,13:02,0,0,None,Not Investigated,Yes,Spain - Atlántico - Galicia,,,No,No,No,Engine department - Engine room,Normal service - In passage,0,0,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - Ro-Ro Cargo,ITALY - Palermo,SENEGAL - Dakar,Loss of control - Loss of propulsion power,,,No
2017-03-08,Territorial sea,France,France - BEAmer,1145/2017,Serious,49°23.09' N,0°14.13' W,No,15:00,0,0,None,Not Investigated,Yes,France - SRR JOBOURG,,Material damage,No,No,No,Engine department - Engine room,Fishing - Towing fishing gear,0,0,No routeing system,Mid-water,No,,,Fishing vessel - Dredger,FRANCE - Ouistreham,FRANCE - Ouistreham,Loss of control - Loss of propulsion power,,,No
2017-01-27,Internal waters - Port area,Norway,Norway - NMD,1751/2017,Less Serious,60°12.67' N,5°32.55' E,No,14:59,0,0,Unknown,Not Investigated,Yes,Norway - Hordaland,,Material damage,No,No,No,Ship - Over side,Normal service - In passage - Displacement mode,0,0,No routeing system,Arrival,No,,,Passenger ship - Passenger and Ro-Ro cargo,Unknown,Unknown,Contact - Shore object,,,No
2017-04-01,Internal waters - Port area,Greece,Greece - HBMCI,1570/2017,Less Serious,37°26.597' N,24°56.606' E,No,07:05,0,0,GREECE - Syros (Syra),Not Investigated,Yes,Greece - SouthWest Aegean,,No damage,No,No,No,,Normal service - Anchoring,0,0,No routeing system,Departure,No,,,Passenger ship - Passenger and Ro-Ro cargo - Domestic - Class B,GREECE - Andros,GREECE - Paros,Damage / loss of equipment,,,No
2017-03-19,Territorial sea,Cyprus,Cyprus - MAIC,2386/2017,Serious,46°10.74' N,123°6.928' W,No,17:10,0,0,,Not Investigated,Yes,,,No damage,No,No,No,Ship - Other,Normal service - Alongside,0,0,No routeing system,Anchored or alongside,No,,,Cargo ship - Solid Cargo - Bulk Carrier,CHINA - Longkou,UNITED STATES - US - Longview,Grounding/stranding - Drift,,,No
2017-02-04,Internal waters - Port area,Gibraltar,Gibraltar - UK - MAICO,2019/008700,Serious,53°57.2' N,6°12.7' W,,16:00,0,0,IRELAND - Dundalk; Dundalk,Not Investigated,Yes,Ireland,,,No,No,No,Ship - Other,Normal service - Anchoring,0.000,0.000,,,,,,Cargo ship - Solid Cargo - General Cargo,POLAND - Gdansk,IRELAND - Dundalk; Dundalk,Damage / loss of equipment,,,No
2017-04-09,Territorial sea,Norway,Norway - NMD,4225/2017,Less Serious,65°42.851' N,11°55.332' E,No,06:06,0,0,,Not Investigated,Yes,Norway - Nordland,,Material damage,No,No,No,Ship - Over side,Normal service - In passage - Displacement mode,0,0,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - General Cargo,NORWAY - Other,NORWAY - Vega,Grounding/stranding - Drift,,,No
2017-01-16,Internal waters - Channel; river,United Kingdom,United Kingdom - MAIB,246/2017,Less Serious,50°50.249' N,0°58.564' W,No,12:48,0,0,,Not Investigated,Yes,United Kingdom - England,,Material damage,No,No,No,Ship - Propeller/rudder/thruster,Normal service - Manoeuvring,0,0,Pilotage area,Departure,No,,,Service ship - Dredger,UNITED KINGDOM - Portsmouth,Unknown,Grounding/stranding - Power,,,No
2017-02-11,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,666/2017,Less Serious,13°6' N,59°38' W,No,11:00,0,1,BARBADOS - Bridgetown,Not Investigated,Yes,,,,,,,Accommodation - Galley spaces,Normal service - Alongside,,,No routeing system,Anchored or alongside,,,,Passenger ship - Only passenger - International,None,None,,Body movement under or with physical stress (generally leading to an internal injury) - Other,Accident,
2017-02-06,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,523/2017,Less Serious,56°1.6' N,3°41.95' W,No,10:00,0,0,UNITED KINGDOM - Grangemouth,Not Investigated,Yes,United Kingdom - Scotland,,Material damage,No,No,No,Ship - Over side,Normal service - Manoeuvring,0,0,Pilotage area,Departure,No,,,Cargo ship - Liquid Cargo - Chemical tanker,UNITED KINGDOM - Grangemouth,DENMARK - Skagen,Loss of control - Loss of propulsion power,,,No
2017-04-09,Internal waters - Channel; river,Germany,Germany - BSU,1872/2017,Marine incident,53°57.01' N,8°37' E,No,16:48,0,0,None,Not Investigated,Yes,Germany - Elbe / Fluss,,No damage,No,No,No,Ship - Unknown,Normal service - Manoeuvring,0,0,No routeing system,Transit,No,,,Cargo ship - Solid Cargo - General Cargo,GERMANY - Rostock,GERMANY - Brake,Contact - Floating object,,,No
2017-02-05,Internal waters - Channel; river,Germany,Germany - BSU,593/2017,Less Serious,54°1.579' N,9°18.3' E,No,02:38,0,0,None,Not Investigated,Yes,Germany - NOK / Strecke Brunsbüttel - Breiholz,,No damage,No,No,No,Engine department - Engine room,Normal service - Manoeuvring,0,0,No routeing system,Transit,No,,,Cargo ship - Solid Cargo - General Cargo,IRELAND - Waterford; Waterford,SWEDEN - Norrkoping,Loss of control - Loss of propulsion power,,,No
2017-01-31,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,488/2017,Marine incident,53°44' N,0°19' W,No,12:00,0,0,UNITED KINGDOM - Hull,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,,Normal service - Manoeuvring,0,0,Pilotage area,Arrival,No,,,Cargo ship - Solid Cargo - General Cargo,Unknown,UNITED KINGDOM - Hull,Contact - Floating object,,,No
2017-04-03,Internal waters - Channel; river,United Kingdom,United Kingdom - MAIB,1385/2017,Marine incident,51°30.52' N,0°5.611' W,No,09:50,0,0,,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Bridge - Wheelhouse,Normal service - In passage,0,0,No routeing system,Mid-water,No,,,Inland waterway vessel - Passenger,UNITED KINGDOM - London,UNITED KINGDOM - London,Loss of control - Loss of propulsion power,,,No
2017-03-14,Territorial sea,Norway,Norway - NMD,3996/2017,Less Serious,,,No,12:00,0,1,,Not Investigated,Yes,Norway - Nordland,,,,,,Ship - Deck - Boat deck,Fishing - Preparing/stowing fishing gear,,,No routeing system,Mid-water,,,,Fishing vessel - Trawler - Stern,NORWAY - Sandnessjoen,NORWAY - Sandnessjoen,,Slipping - Stumbling and falling - Fall of persons - Fall of person - to a lower level,Accident,
2017-03-28,Territorial sea,Greece,Greece - HBMCI,1367/2017,Serious,38°51.131' N,23°1.816' E,No,05:00,0,1,None,Not Investigated,Yes,Greece - NorthWest Aegean,,,,,,Ship - Deck - Bridge deck,Fishing - Fishing,,,No routeing system,Anchored or alongside,,,,Fishing vessel - Seiner - Other seiner,GREECE - Edipsos,GREECE - Edipsos,,Slipping - Stumbling and falling - Fall of persons - Slipping - Stumbling and falling - Fall of person - on the same level,Accident,
2017-04-04,Internal waters - Port area,Belgium,Belgium - FEBIMA,2474/2017,Less Serious,51°20.42' N,4°17.04' E,No,15:00,0,0,BELGIUM - Antwerpen,Not Investigated,Yes,Belgium,,,No,No,No,Ship - Unknown,Normal service - Manoeuvring,0,0,Unknown,Arrival,No,,,Cargo ship - Solid Cargo - General Cargo,Unknown,BELGIUM - Antwerpen,Collision - With other ship,,,No
2017-04-04,Internal waters - Port area,Belgium,Belgium - FEBIMA,2474/2017,Less Serious,51°20.42' N,4°17.04' E,No,15:00,0,0,BELGIUM - Antwerpen,Not Investigated,Yes,Belgium,,,No,No,No,Ship - Unknown,Normal service - Alongside,0,0,No anchoring area,Anchored or alongside,No,,,Service ship - Tug (Towing/Pushing),BELGIUM - Antwerpen,BELGIUM - Antwerpen,Collision - With other ship,,,No
2017-03-25,Internal waters - Port area,Norway,Norway - NMD,4036/2017,Less Serious,,,No,20:15,0,1,NORWAY - Haugesund,Not Investigated,Yes,Norway - Rogaland,,,,,,Ship - Over side,Normal service - Alongside,,,No routeing system,Anchored or alongside,,,,Cargo ship - Solid Cargo - General Cargo,NORWAY - Haugesund,NORWAY - Haugesund,,Slipping - Stumbling and falling - Fall of persons - Fall of person - to a lower level,Accident,
2017-03-24,Internal waters - Port area,Denmark,Denmark - DMAIB,1645/2017,Less Serious,30°37.11' N,122°3.97' E,No,23:05,0,0,CHINA - Shanghai,Not Investigated,Yes,,,No damage,No,No,No,Engine department - Other,Normal service - Alongside,0,0,No routeing system,Anchored or alongside,No,,,Cargo ship - Solid Cargo - Container Ship,None,CHINA - Dagu,Fire/Explosion - Fire,,,No
