Date of occurrence,Sea area of occurrence,State Reporting,Competent authority,Casualty Report Nr.,Occurrence severity,Latitude,Longitude,Third party/other damage,Time (LT) of occurrence,Lives lost Occurrence-Total,People Injured Occurrence-Total,Port of accident,Investigation Status,Directive 2009/18,National location,Missing people Occurrence - Total,Loss / damage to ship or equipment,Did the ship sink?,Pollution (bunkers),Pollution (cargo),Place on board,Ship operation,Poll. quantity/bunker,Poll. quantity/cargo,Ship’s routeing,Voyage segment,Cargo damage,IMO number,Name of ship,Ship / craft type,Port of departure,Port of destination,Occurrence with ship(s),Deviation (CE),Occurrence with person(s),Release of pollutants in the air
2022-02-10,Territorial sea,Spain,Spain - CIAIM,2022/008161,Serious,42°18.2' N,8°50.3' W,,13:30,0,1,,Not Investigated,Yes,Spain - Atlántico - Galicia,,,No,No,No,Ship - Deck - Main deck,Normal service - Alongside,0.000,0.000,,Mid-water,No,,,Fishing vessel - Other,SPAIN - Cangas,SPAIN - Cangas,,Loss of control (total or partial) of machine; means of transport or handling equipment; handheld tool; object; animal - Loss of control (total or partial) - of machine (including unwanted start-up) or of the material being worked by the machine,Accident,No
2022-01-08,Internal waters - Port area,Malta,Malta - MSIU,2022/001581,Less Serious,51°53.25' N,4°22.3' E,No,19:25,0,0,NETHERLANDS - Rotterdam,Not Investigated,Yes,,,Minor damage (less than material damage),No,No,No,Ship - Quarter - Aft - Starboard - Above the waterline,Normal service - Berthing,0,0,Pilotage area,Arrival,No,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,UNITED KINGDOM - Thames Haven,NETHERLANDS - Rotterdam,Damage / loss of equipment,,,No
2022-01-08,Internal waters - Port area,Malta,Malta - MSIU,2022/001581,Less Serious,51°53.25' N,4°22.3' E,No,19:25,0,0,NETHERLANDS - Rotterdam,Not Investigated,Yes,,,Minor damage (less than material damage),No,No,No,Ship - Quarter - Aft - Starboard - Above the waterline,Normal service - Berthing,0,0,Pilotage area,Arrival,No,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,UNITED KINGDOM - Thames Haven,NETHERLANDS - Rotterdam,Contact - Floating object - Other,,,No
2022-01-08,Internal waters - Port area,Malta,Malta - MSIU,2022/001581,Less Serious,51°53.25' N,4°22.3' E,No,19:25,0,0,NETHERLANDS - Rotterdam,Not Investigated,Yes,,,Minor damage (less than material damage),No,No,No,Ship - Quarter - Aft - Starboard - Above the waterline,Normal service - Manoeuvring,0,0,Pilotage area,Arrival,No,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,UNITED KINGDOM - Thames Haven,NETHERLANDS - Rotterdam,Damage / loss of equipment,,,No
2022-01-08,Internal waters - Port area,Malta,Malta - MSIU,2022/001581,Less Serious,51°53.25' N,4°22.3' E,No,19:25,0,0,NETHERLANDS - Rotterdam,Not Investigated,Yes,,,Minor damage (less than material damage),No,No,No,Ship - Quarter - Aft - Starboard - Above the waterline,Normal service - Manoeuvring,0,0,Pilotage area,Arrival,No,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,UNITED KINGDOM - Thames Haven,NETHERLANDS - Rotterdam,Contact - Floating object - Other,,,No
2022-01-08,Internal waters - Port area,Malta,Malta - MSIU,2022/001581,Less Serious,51°53.25' N,4°22.3' E,No,19:25,0,0,NETHERLANDS - Rotterdam,Not Investigated,Yes,,,Minor damage (less than material damage),No,No,No,Ship - Quarter - Aft - Starboard - Above the waterline,Normal service - Under pilotage,0,0,Pilotage area,Arrival,No,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,UNITED KINGDOM - Thames Haven,NETHERLANDS - Rotterdam,Damage / loss of equipment,,,No
2022-01-08,Internal waters - Port area,Malta,Malta - MSIU,2022/001581,Less Serious,51°53.25' N,4°22.3' E,No,19:25,0,0,NETHERLANDS - Rotterdam,Not Investigated,Yes,,,Minor damage (less than material damage),No,No,No,Ship - Quarter - Aft - Starboard - Above the waterline,Normal service - Under pilotage,0,0,Pilotage area,Arrival,No,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,UNITED KINGDOM - Thames Haven,NETHERLANDS - Rotterdam,Contact - Floating object - Other,,,No
2022-01-08,Internal waters - Port area,Malta,Malta - MSIU,2022/001581,Less Serious,51°53.25' N,4°22.3' E,No,19:25,0,0,NETHERLANDS - Rotterdam,Not Investigated,Yes,,,Minor damage (less than material damage),No,No,No,Bridge - Wheelhouse,Normal service - Berthing,0,0,Pilotage area,Arrival,No,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,UNITED KINGDOM - Thames Haven,NETHERLANDS - Rotterdam,Damage / loss of equipment,,,No
2022-01-08,Internal waters - Port area,Malta,Malta - MSIU,2022/001581,Less Serious,51°53.25' N,4°22.3' E,No,19:25,0,0,NETHERLANDS - Rotterdam,Not Investigated,Yes,,,Minor damage (less than material damage),No,No,No,Bridge - Wheelhouse,Normal service - Berthing,0,0,Pilotage area,Arrival,No,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,UNITED KINGDOM - Thames Haven,NETHERLANDS - Rotterdam,Contact - Floating object - Other,,,No
2022-01-08,Internal waters - Port area,Malta,Malta - MSIU,2022/001581,Less Serious,51°53.25' N,4°22.3' E,No,19:25,0,0,NETHERLANDS - Rotterdam,Not Investigated,Yes,,,Minor damage (less than material damage),No,No,No,Bridge - Wheelhouse,Normal service - Manoeuvring,0,0,Pilotage area,Arrival,No,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,UNITED KINGDOM - Thames Haven,NETHERLANDS - Rotterdam,Damage / loss of equipment,,,No
