time,latitude,longitude,vd
UTC,degrees_north,degrees_east,seconds
2020-11-01T00:00:00Z,7035000.0,-623000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-603000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-583000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-563000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-543000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-523000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-503000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-483000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-463000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-443000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-423000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-403000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-383000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-363000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-343000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-323000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-303000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-283000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-263000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-243000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-223000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-203000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-183000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-163000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-143000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-123000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-103000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-83000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-63000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-43000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-23000.0,NaN
2020-11-01T00:00:00Z,7035000.0,-3000.0,NaN
2020-11-01T00:00:00Z,7035000.0,17000.0,NaN
2020-11-01T00:00:00Z,7035000.0,37000.0,NaN
2020-11-01T00:00:00Z,7035000.0,57000.0,NaN
2020-11-01T00:00:00Z,7035000.0,77000.0,NaN
2020-11-01T00:00:00Z,7035000.0,97000.0,NaN
2020-11-01T00:00:00Z,7035000.0,117000.0,NaN
2020-11-01T00:00:00Z,7035000.0,137000.0,NaN
2020-11-01T00:00:00Z,7035000.0,157000.0,NaN
2020-11-01T00:00:00Z,7035000.0,177000.0,NaN
2020-11-01T00:00:00Z,7035000.0,197000.0,NaN
2020-11-01T00:00:00Z,7035000.0,217000.0,NaN
2020-11-01T00:00:00Z,7035000.0,237000.0,NaN
2020-11-01T00:00:00Z,7035000.0,257000.0,NaN
2020-11-01T00:00:00Z,7035000.0,277000.0,NaN
2020-11-01T00:00:00Z,7035000.0,297000.0,NaN
2020-11-01T00:00:00Z,7035000.0,317000.0,NaN
2020-11-01T00:00:00Z,7035000.0,337000.0,NaN
2020-11-01T00:00:00Z,7035000.0,357000.0,NaN
2020-11-01T00:00:00Z,7035000.0,377000.0,NaN
2020-11-01T00:00:00Z,7035000.0,397000.0,NaN
2020-11-01T00:00:00Z,7035000.0,417000.0,NaN
2020-11-01T00:00:00Z,7035000.0,437000.0,NaN
2020-11-01T00:00:00Z,7035000.0,457000.0,NaN
2020-11-01T00:00:00Z,7035000.0,477000.0,NaN
2020-11-01T00:00:00Z,7035000.0,497000.0,NaN
2020-11-01T00:00:00Z,7035000.0,517000.0,NaN
