zone,annee,trimestre,trimestre_annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_24.0_-18.0,2023,2,2023-T2,Diminution,57.5,7.6,57.5,35.0,Diminution,True
z_24.0_-18.0,2024,2,2024-T2,Diminution,84.9,4.7,84.9,10.3,Diminution,True
z_24.0_-18.0,2025,2,2025-T2,Diminution,74.8,4.2,74.8,20.9,Diminution,True
z_24.0_-19.5,2023,2,2023-T2,Stable,42.5,5.9,51.6,42.5,Diminution,False
z_24.0_-19.5,2024,2,2024-T2,Diminution,90.0,1.6,90.0,8.4,Diminution,True
z_24.0_-19.5,2025,2,2025-T2,Diminution,90.0,1.6,90.0,8.4,Diminution,True
z_27.0_-15.0,2023,2,2023-T2,Diminution,57.9,5.3,57.9,36.7,Augmentation,False
z_27.0_-15.0,2023,3,2023-T3,Diminution,72.3,3.3,72.3,24.5,Diminution,True
z_27.0_-15.0,2024,2,2024-T2,Diminution,75.6,2.2,75.6,22.2,Diminution,True
z_27.0_-15.0,2024,3,2024-T3,Diminution,88.9,2.6,88.9,8.5,Diminution,True
z_27.0_-15.0,2025,2,2025-T2,Diminution,81.7,4.9,81.7,13.3,Diminution,True
z_27.0_-15.0,2025,3,2025-T3,Diminution,88.9,2.6,88.9,8.5,Diminution,True
z_27.0_-16.5,2023,1,2023-T1,Augmentation,71.0,71.0,7.1,21.9,Augmentation,True
z_27.0_-16.5,2023,2,2023-T2,Augmentation,65.4,65.4,11.5,23.0,Diminution,False
z_27.0_-16.5,2023,3,2023-T3,Augmentation,58.2,58.2,19.2,22.6,Diminution,False
z_27.0_-16.5,2023,4,2023-T4,Diminution,39.3,31.8,39.3,28.9,Stable,False
z_27.0_-16.5,2024,1,2024-T1,Stable,31.1,36.4,32.5,31.1,Augmentation,False
z_27.0_-16.5,2024,2,2024-T2,Augmentation,50.4,50.4,24.6,24.9,Augmentation,True
z_27.0_-16.5,2024,3,2024-T3,Augmentation,65.6,65.6,12.4,22.1,Diminution,False
z_27.0_-16.5,2024,4,2024-T4,Augmentation,64.7,64.7,13.8,21.5,Augmentation,True
z_27.0_-16.5,2025,1,2025-T1,Augmentation,53.5,53.5,12.6,33.9,Augmentation,True
z_27.0_-16.5,2025,2,2025-T2,Augmentation,73.0,73.0,8.3,18.8,Diminution,False
z_27.0_-16.5,2025,3,2025-T3,Augmentation,64.8,64.8,15.8,19.4,Diminution,False
z_27.0_-16.5,2025,4,2025-T4,Augmentation,55.0,55.0,13.7,31.4,Diminution,False
z_28.5_-13.5,2023,2,2023-T2,Diminution,87.7,1.4,87.7,10.9,Diminution,True
z_28.5_-13.5,2023,3,2023-T3,Diminution,76.6,5.1,76.6,18.3,Diminution,True
z_28.5_-13.5,2024,2,2024-T2,Diminution,87.7,1.4,87.7,10.9,Stable,False
z_28.5_-13.5,2024,3,2024-T3,Diminution,70.5,5.9,70.5,23.6,Diminution,True
z_28.5_-13.5,2025,2,2025-T2,Diminution,63.5,3.6,63.5,32.9,Diminution,True
z_28.5_-13.5,2025,3,2025-T3,Diminution,66.8,6.1,66.8,27.1,Diminution,True
z_28.5_-15.0,2023,1,2023-T1,Stable,49.0,9.8,41.2,49.0,Diminution,False
z_28.5_-15.0,2023,2,2023-T2,Diminution,76.3,3.8,76.3,19.9,Stable,False
z_28.5_-15.0,2023,3,2023-T3,Diminution,71.4,11.2,71.4,17.4,Diminution,True
z_28.5_-15.0,2023,4,2023-T4,Diminution,50.2,14.7,50.2,35.1,Stable,False
z_28.5_-15.0,2024,1,2024-T1,Stable,45.4,17.6,37.0,45.4,Diminution,False
z_28.5_-15.0,2024,2,2024-T2,Stable,41.8,10.5,47.7,41.8,Stable,True
z_28.5_-15.0,2024,3,2024-T3,Diminution,57.9,14.5,57.9,27.6,Diminution,True
z_28.5_-15.0,2024,4,2024-T4,Stable,42.6,20.8,36.6,42.6,Diminution,False
z_28.5_-15.0,2025,1,2025-T1,Stable,39.5,23.7,36.8,39.5,Diminution,False
z_28.5_-15.0,2025,2,2025-T2,Stable,41.0,11.5,47.4,41.0,Augmentation,False
z_28.5_-15.0,2025,3,2025-T3,Stable,32.4,25.2,42.5,32.4,Diminution,False
z_28.5_-15.0,2025,4,2025-T4,Stable,45.8,17.4,36.8,45.8,Diminution,False
z_28.5_-16.5,2023,1,2023-T1,Stable,44.6,19.8,35.6,44.6,Diminution,False
z_28.5_-16.5,2023,3,2023-T3,Diminution,54.3,16.9,54.3,28.8,Diminution,True
z_28.5_-16.5,2023,4,2023-T4,Stable,46.5,18.6,34.9,46.5,Diminution,False
z_28.5_-16.5,2024,1,2024-T1,Stable,45.9,18.9,35.2,45.9,Diminution,False
z_28.5_-16.5,2024,3,2024-T3,Diminution,44.6,29.9,44.6,25.5,Diminution,True
z_28.5_-16.5,2024,4,2024-T4,Stable,47.9,25.2,27.0,47.9,Stable,True
z_28.5_-16.5,2025,1,2025-T1,Stable,46.4,32.7,20.9,46.4,Diminution,False
z_28.5_-16.5,2025,3,2025-T3,Stable,34.3,31.6,34.1,34.3,Diminution,False
z_28.5_-16.5,2025,4,2025-T4,Stable,45.5,33.4,21.1,45.5,Diminution,False
z_30.0_-10.5,2023,2,2023-T2,Diminution,64.3,5.8,64.3,29.9,Diminution,True
z_30.0_-10.5,2023,3,2023-T3,Diminution,68.8,4.3,68.8,26.9,Diminution,True
z_30.0_-10.5,2024,2,2024-T2,Diminution,57.8,7.7,57.8,34.5,Diminution,True
z_30.0_-10.5,2024,3,2024-T3,Stable,40.4,7.0,52.6,40.4,Stable,True
z_30.0_-10.5,2025,2,2025-T2,Diminution,66.8,5.7,66.8,27.5,Diminution,True
z_30.0_-10.5,2025,3,2025-T3,Diminution,63.3,4.6,63.3,32.1,Diminution,True
z_30.0_-13.5,2023,1,2023-T1,Diminution,71.0,4.3,71.0,24.7,Diminution,True
z_30.0_-13.5,2023,2,2023-T2,Diminution,86.3,1.4,86.3,12.2,Diminution,True
z_30.0_-13.5,2024,1,2024-T1,Diminution,69.6,7.9,69.6,22.4,Stable,False
z_30.0_-13.5,2024,2,2024-T2,Diminution,71.8,2.3,71.8,25.8,Diminution,True
z_30.0_-13.5,2025,1,2025-T1,Diminution,60.4,3.8,60.4,35.7,Stable,False
z_30.0_-13.5,2025,2,2025-T2,Diminution,86.3,1.4,86.3,12.2,Diminution,True
z_30.0_-15.0,2023,1,2023-T1,Diminution,82.7,4.1,82.7,13.2,Diminution,True
z_30.0_-15.0,2023,2,2023-T2,Diminution,75.1,3.1,75.1,21.8,Diminution,True
z_30.0_-15.0,2024,1,2024-T1,Diminution,83.8,6.2,83.8,10.0,Diminution,True
z_30.0_-15.0,2024,2,2024-T2,Diminution,83.7,3.1,83.7,13.2,Diminution,True
z_30.0_-15.0,2025,1,2025-T1,Diminution,80.0,4.6,80.0,15.4,Diminution,True
z_30.0_-15.0,2025,2,2025-T2,Stable,44.3,6.9,48.8,44.3,Diminution,False
z_30.0_28.5,2023,1,2023-T1,Diminution,68.6,13.5,68.6,17.9,Diminution,True
z_30.0_28.5,2023,2,2023-T2,Diminution,73.1,11.8,73.1,15.1,Augmentation,False
z_30.0_28.5,2023,3,2023-T3,Stable,45.4,5.2,49.4,45.4,Diminution,False
z_30.0_28.5,2023,4,2023-T4,Diminution,64.4,15.6,64.4,20.0,Diminution,True
z_30.0_28.5,2024,1,2024-T1,Diminution,58.1,19.8,58.1,22.1,Diminution,True
z_30.0_28.5,2024,2,2024-T2,Diminution,65.8,12.9,65.8,21.3,Diminution,True
z_30.0_28.5,2024,3,2024-T3,Diminution,67.6,3.3,67.6,29.1,Diminution,True
z_30.0_28.5,2024,4,2024-T4,Diminution,75.8,12.5,75.8,11.7,Diminution,True
z_30.0_28.5,2025,1,2025-T1,Diminution,66.7,16.6,66.7,16.7,Diminution,True
z_30.0_28.5,2025,2,2025-T2,Diminution,69.1,11.9,69.1,19.0,Diminution,True
z_30.0_28.5,2025,3,2025-T3,Diminution,57.8,3.9,57.8,38.2,Diminution,True
z_30.0_28.5,2025,4,2025-T4,Diminution,73.5,13.3,73.5,13.1,Diminution,True
z_30.0_30.0,2023,1,2023-T1,Diminution,59.2,17.1,59.2,23.7,Diminution,True
z_30.0_30.0,2023,3,2023-T3,Diminution,85.0,6.4,85.0,8.6,Diminution,True
z_30.0_30.0,2024,1,2024-T1,Diminution,76.6,7.3,76.6,16.1,Diminution,True
z_30.0_30.0,2024,3,2024-T3,Diminution,77.6,3.6,77.6,18.8,Diminution,True
z_30.0_30.0,2025,1,2025-T1,Diminution,76.6,7.3,76.6,16.1,Diminution,True
z_30.0_30.0,2025,3,2025-T3,Diminution,73.1,4.1,73.1,22.8,Diminution,True
z_30.0_31.5,2023,1,2023-T1,Stable,54.9,28.0,17.1,54.9,Stable,True
z_30.0_31.5,2023,2,2023-T2,Stable,57.3,27.1,15.6,57.3,Augmentation,False
z_30.0_31.5,2023,3,2023-T3,Stable,45.5,38.6,15.9,45.5,Stable,True
z_30.0_31.5,2023,4,2023-T4,Stable,30.8,40.1,29.1,30.8,Diminution,False
z_30.0_31.5,2024,1,2024-T1,Stable,54.4,29.5,16.1,54.4,Diminution,False
z_30.0_31.5,2024,2,2024-T2,Stable,52.5,30.7,16.8,52.5,Diminution,False
z_30.0_31.5,2024,3,2024-T3,Stable,48.5,32.0,19.5,48.5,Augmentation,False
z_30.0_31.5,2024,4,2024-T4,Stable,30.6,38.4,31.0,30.6,Diminution,False
z_30.0_31.5,2025,1,2025-T1,Stable,44.2,35.2,20.6,44.2,Diminution,False
z_30.0_31.5,2025,2,2025-T2,Stable,49.7,28.7,21.6,49.7,Stable,True
z_30.0_31.5,2025,3,2025-T3,Stable,50.8,27.6,21.7,50.8,Diminution,False
z_30.0_31.5,2025,4,2025-T4,Diminution,61.6,17.7,61.6,20.7,Diminution,True
z_31.5_-15.0,2023,1,2023-T1,Diminution,90.8,1.4,90.8,7.9,Diminution,True
z_31.5_-15.0,2023,4,2023-T4,Diminution,78.1,2.4,78.1,19.5,Diminution,True
z_31.5_-15.0,2024,1,2024-T1,Diminution,90.8,1.4,90.8,7.9,Diminution,True
z_31.5_-15.0,2024,4,2024-T4,Diminution,75.3,3.1,75.3,21.6,Diminution,True
z_31.5_-15.0,2025,1,2025-T1,Diminution,79.4,2.1,79.4,18.5,Diminution,True
z_31.5_-15.0,2025,4,2025-T4,Diminution,62.3,5.5,62.3,32.2,Diminution,True
z_31.5_-18.0,2023,1,2023-T1,Stable,41.6,11.8,46.6,41.6,Diminution,False
z_31.5_-18.0,2023,2,2023-T2,Diminution,52.1,22.1,52.1,25.8,Diminution,True
z_31.5_-18.0,2023,3,2023-T3,Diminution,66.1,5.4,66.1,28.5,Stable,False
z_31.5_-18.0,2023,4,2023-T4,Diminution,46.4,22.9,46.4,30.7,Stable,False
z_31.5_-18.0,2024,1,2024-T1,Stable,40.9,19.9,39.2,40.9,Diminution,False
z_31.5_-18.0,2024,2,2024-T2,Stable,41.2,10.7,48.1,41.2,Diminution,False
z_31.5_-18.0,2024,3,2024-T3,Stable,40.5,8.2,51.2,40.5,Diminution,False
z_31.5_-18.0,2024,4,2024-T4,Diminution,59.2,12.1,59.2,28.8,Diminution,True
z_31.5_-18.0,2025,1,2025-T1,Diminution,62.4,12.5,62.4,25.1,Diminution,True
z_31.5_-18.0,2025,2,2025-T2,Diminution,63.8,13.0,63.8,23.3,Diminution,True
z_31.5_-18.0,2025,3,2025-T3,Diminution,58.9,8.9,58.9,32.2,Diminution,True
z_31.5_-18.0,2025,4,2025-T4,Diminution,48.7,21.7,48.7,29.6,Diminution,True
z_31.5_31.5,2023,1,2023-T1,Stable,46.9,12.7,40.4,46.9,Diminution,False
z_31.5_31.5,2024,1,2024-T1,Stable,49.9,11.0,39.1,49.9,Diminution,False
z_31.5_31.5,2025,1,2025-T1,Stable,51.0,12.1,36.9,51.0,Diminution,False
z_33.0_-13.5,2023,2,2023-T2,Diminution,71.4,3.3,71.4,25.4,Diminution,True
z_33.0_-13.5,2023,4,2023-T4,Diminution,84.0,4.7,84.0,11.3,Diminution,True
z_33.0_-13.5,2024,2,2024-T2,Diminution,58.0,4.9,58.0,37.1,Diminution,True
z_33.0_-13.5,2024,4,2024-T4,Diminution,77.2,2.3,77.2,20.5,Diminution,True
z_33.0_-13.5,2025,2,2025-T2,Diminution,87.9,1.8,87.9,10.3,Diminution,True
z_33.0_-13.5,2025,4,2025-T4,Diminution,86.6,2.5,86.6,11.0,Diminution,True
z_33.0_-9.0,2023,1,2023-T1,Stable,39.8,11.5,48.7,39.8,Diminution,False
z_33.0_-9.0,2023,2,2023-T2,Diminution,49.6,20.7,49.6,29.7,Diminution,True
z_33.0_-9.0,2023,3,2023-T3,Diminution,69.8,6.0,69.8,24.2,Diminution,True
z_33.0_-9.0,2023,4,2023-T4,Diminution,66.9,17.1,66.9,15.9,Diminution,True
z_33.0_-9.0,2024,1,2024-T1,Stable,44.2,17.4,38.5,44.2,Stable,True
z_33.0_-9.0,2024,2,2024-T2,Stable,41.2,18.0,40.8,41.2,Stable,True
z_33.0_-9.0,2024,3,2024-T3,Stable,45.6,11.8,42.6,45.6,Diminution,False
z_33.0_-9.0,2024,4,2024-T4,Diminution,51.3,22.2,51.3,26.5,Diminution,True
z_33.0_-9.0,2025,1,2025-T1,Stable,57.0,9.2,33.8,57.0,Diminution,False
z_33.0_-9.0,2025,2,2025-T2,Diminution,54.2,8.7,54.2,37.1,Diminution,True
z_33.0_-9.0,2025,3,2025-T3,Diminution,69.8,6.0,69.8,24.2,Augmentation,False
z_33.0_-9.0,2025,4,2025-T4,Diminution,47.3,26.9,47.3,25.8,Diminution,True
z_33.0_10.5,2023,1,2023-T1,Diminution,89.8,3.0,89.8,7.2,Diminution,True
z_33.0_10.5,2024,1,2024-T1,Diminution,89.8,3.0,89.8,7.2,Diminution,True
z_33.0_10.5,2025,1,2025-T1,Diminution,89.8,3.0,89.8,7.2,Diminution,True
z_33.0_18.0,2023,3,2023-T3,Diminution,90.9,2.2,90.9,6.9,Diminution,True
z_33.0_18.0,2024,3,2024-T3,Diminution,90.9,2.2,90.9,6.9,Stable,False
z_33.0_18.0,2025,3,2025-T3,Diminution,85.0,1.9,85.0,13.1,Diminution,True
z_33.0_25.5,2023,2,2023-T2,Diminution,88.5,2.3,88.5,9.2,Diminution,True
z_33.0_25.5,2024,2,2024-T2,Diminution,88.5,2.3,88.5,9.2,Stable,False
z_33.0_25.5,2025,2,2025-T2,Diminution,81.9,2.0,81.9,16.1,Diminution,True
z_34.5_-1.5,2023,1,2023-T1,Diminution,74.2,7.9,74.2,17.9,Diminution,True
z_34.5_-1.5,2023,2,2023-T2,Diminution,77.9,11.3,77.9,10.8,Augmentation,False
z_34.5_-1.5,2023,3,2023-T3,Diminution,57.9,8.4,57.9,33.8,Diminution,True
z_34.5_-1.5,2024,1,2024-T1,Diminution,53.8,23.1,53.8,23.1,Diminution,True
z_34.5_-1.5,2024,2,2024-T2,Diminution,70.8,9.1,70.8,20.2,Diminution,True
z_34.5_-1.5,2024,3,2024-T3,Diminution,70.5,8.6,70.5,20.9,Diminution,True
z_34.5_-1.5,2025,1,2025-T1,Diminution,76.6,7.3,76.6,16.1,Diminution,True
z_34.5_-1.5,2025,2,2025-T2,Diminution,71.1,17.1,71.1,11.8,Diminution,True
z_34.5_-1.5,2025,3,2025-T3,Diminution,53.3,19.0,53.3,27.6,Diminution,True
z_34.5_-10.5,2023,1,2023-T1,Diminution,88.8,2.4,88.8,8.8,Diminution,True
z_34.5_-10.5,2023,4,2023-T4,Diminution,88.7,2.6,88.7,8.7,Diminution,True
z_34.5_-10.5,2024,1,2024-T1,Diminution,88.8,2.4,88.8,8.8,Stable,False
z_34.5_-10.5,2024,4,2024-T4,Diminution,86.5,2.8,86.5,10.7,Diminution,True
z_34.5_-10.5,2025,1,2025-T1,Diminution,82.2,2.3,82.2,15.5,Diminution,True
z_34.5_-10.5,2025,4,2025-T4,Diminution,88.7,2.6,88.7,8.7,Diminution,True
z_34.5_-4.5,2023,1,2023-T1,Diminution,75.1,8.1,75.1,16.8,Diminution,True
z_34.5_-4.5,2023,2,2023-T2,Stable,47.9,15.6,36.5,47.9,Diminution,False
z_34.5_-4.5,2023,3,2023-T3,Diminution,64.2,15.5,64.2,20.3,Stable,False
z_34.5_-4.5,2023,4,2023-T4,Stable,48.4,6.6,44.9,48.4,Diminution,False
z_34.5_-4.5,2024,1,2024-T1,Diminution,82.0,4.6,82.0,13.4,Diminution,True
z_34.5_-4.5,2024,2,2024-T2,Diminution,55.9,14.4,55.9,29.7,Stable,False
z_34.5_-4.5,2024,3,2024-T3,Diminution,64.2,10.0,64.2,25.8,Diminution,True
z_34.5_-4.5,2024,4,2024-T4,Diminution,55.7,8.3,55.7,36.0,Diminution,True
z_34.5_-4.5,2025,1,2025-T1,Diminution,83.7,8.1,83.7,8.3,Diminution,True
z_34.5_-4.5,2025,2,2025-T2,Stable,48.1,8.3,43.6,48.1,Stable,True
z_34.5_-4.5,2025,3,2025-T3,Diminution,63.4,20.5,63.4,16.1,Diminution,True
z_34.5_-4.5,2025,4,2025-T4,Stable,43.8,14.0,42.2,43.8,Diminution,False
z_34.5_-6.0,2023,1,2023-T1,Diminution,47.2,27.3,47.2,25.5,Stable,False
z_34.5_-6.0,2023,2,2023-T2,Augmentation,45.6,45.6,33.6,20.8,Diminution,False
z_34.5_-6.0,2023,3,2023-T3,Diminution,47.5,24.3,47.5,28.2,Diminution,True
z_34.5_-6.0,2023,4,2023-T4,Diminution,59.1,21.4,59.1,19.6,Diminution,True
z_34.5_-6.0,2024,1,2024-T1,Diminution,48.4,29.9,48.4,21.7,Stable,False
z_34.5_-6.0,2024,2,2024-T2,Augmentation,45.2,45.2,33.1,21.7,Augmentation,True
z_34.5_-6.0,2024,3,2024-T3,Augmentation,44.3,44.3,27.4,28.3,Stable,False
z_34.5_-6.0,2024,4,2024-T4,Augmentation,43.4,43.4,25.0,31.6,Diminution,False
z_34.5_-6.0,2025,1,2025-T1,Stable,33.2,41.9,24.9,33.2,Stable,True
z_34.5_-6.0,2025,2,2025-T2,Augmentation,46.9,46.9,23.8,29.4,Diminution,False
z_34.5_-6.0,2025,3,2025-T3,Stable,28.5,33.7,37.9,28.5,Diminution,False
z_34.5_-6.0,2025,4,2025-T4,Diminution,41.7,28.6,41.7,29.7,Diminution,True
z_34.5_-7.5,2023,1,2023-T1,Stable,44.2,9.7,46.2,44.2,Diminution,False
z_34.5_-7.5,2023,2,2023-T2,Diminution,58.3,7.0,58.3,34.7,Stable,False
z_34.5_-7.5,2023,3,2023-T3,Diminution,58.2,4.0,58.2,37.8,Diminution,True
z_34.5_-7.5,2023,4,2023-T4,Diminution,57.3,8.2,57.3,34.5,Augmentation,False
z_34.5_-7.5,2024,1,2024-T1,Stable,38.9,23.5,37.6,38.9,Diminution,False
z_34.5_-7.5,2024,2,2024-T2,Stable,42.8,14.3,42.9,42.8,Diminution,False
z_34.5_-7.5,2024,3,2024-T3,Diminution,72.9,5.3,72.9,21.8,Diminution,True
z_34.5_-7.5,2024,4,2024-T4,Diminution,55.9,6.9,55.9,37.2,Diminution,True
z_34.5_-7.5,2025,1,2025-T1,Stable,40.0,13.6,46.4,40.0,Diminution,False
z_34.5_-7.5,2025,2,2025-T2,Diminution,61.9,6.5,61.9,31.6,Diminution,True
z_34.5_-7.5,2025,3,2025-T3,Diminution,71.0,3.6,71.0,25.4,Diminution,True
z_34.5_-7.5,2025,4,2025-T4,Diminution,57.9,7.0,57.9,35.1,Stable,False
z_34.5_0.0,2023,2,2023-T2,Diminution,72.5,6.6,72.5,20.9,Diminution,True
z_34.5_0.0,2023,3,2023-T3,Diminution,76.1,3.6,76.1,20.3,Diminution,True
z_34.5_0.0,2023,4,2023-T4,Diminution,75.2,2.9,75.2,21.8,Diminution,True
z_34.5_0.0,2024,2,2024-T2,Diminution,67.3,3.1,67.3,29.6,Stable,False
z_34.5_0.0,2024,3,2024-T3,Diminution,63.8,3.3,63.8,32.8,Diminution,True
z_34.5_0.0,2024,4,2024-T4,Diminution,66.9,2.7,66.9,30.4,Diminution,True
z_34.5_0.0,2025,2,2025-T2,Diminution,70.5,3.4,70.5,26.1,Diminution,True
z_34.5_0.0,2025,3,2025-T3,Diminution,76.1,3.6,76.1,20.3,Diminution,True
z_34.5_0.0,2025,4,2025-T4,Diminution,75.2,2.9,75.2,21.8,Diminution,True
z_34.5_12.0,2023,1,2023-T1,Stable,38.9,16.2,44.9,38.9,Diminution,False
z_34.5_12.0,2023,2,2023-T2,Diminution,75.6,12.5,75.6,12.0,Diminution,True
z_34.5_12.0,2023,3,2023-T3,Diminution,78.7,6.0,78.7,15.4,Stable,False
z_34.5_12.0,2023,4,2023-T4,Stable,37.3,19.0,43.7,37.3,Diminution,False
z_34.5_12.0,2024,1,2024-T1,Stable,36.8,29.2,34.1,36.8,Diminution,False
z_34.5_12.0,2024,2,2024-T2,Diminution,74.5,9.9,74.5,15.7,Diminution,True
z_34.5_12.0,2024,3,2024-T3,Diminution,85.2,3.1,85.2,11.7,Stable,False
z_34.5_12.0,2024,4,2024-T4,Diminution,54.8,10.2,54.8,34.9,Stable,False
z_34.5_12.0,2025,1,2025-T1,Stable,45.7,25.1,29.2,45.7,Diminution,False
z_34.5_12.0,2025,2,2025-T2,Diminution,57.2,16.8,57.2,26.0,Diminution,True
z_34.5_12.0,2025,3,2025-T3,Diminution,69.7,11.6,69.7,18.7,Diminution,True
z_34.5_12.0,2025,4,2025-T4,Diminution,59.2,7.1,59.2,33.7,Diminution,True
z_34.5_13.5,2023,1,2023-T1,Stable,42.8,48.7,8.5,42.8,Stable,True
z_34.5_13.5,2023,2,2023-T2,Augmentation,63.6,63.6,8.0,28.4,Diminution,False
z_34.5_13.5,2023,3,2023-T3,Augmentation,63.5,63.5,6.8,29.7,Augmentation,True
z_34.5_13.5,2023,4,2023-T4,Augmentation,71.4,71.4,6.4,22.3,Stable,False
z_34.5_13.5,2024,1,2024-T1,Augmentation,57.6,57.6,8.4,34.1,Augmentation,True
z_34.5_13.5,2024,2,2024-T2,Augmentation,58.7,58.7,8.2,33.1,Augmentation,True
z_34.5_13.5,2024,3,2024-T3,Augmentation,63.5,63.5,6.4,30.2,Augmentation,True
