zone,annee,trimestre,trimestre_annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_30.0_31.5,2025,4,2025-T4,Diminution,59.9,14.9,59.9,25.2,Diminution,True
z_31.5_-15.0,2023,1,2023-T1,Diminution,91.8,1.3,91.8,7.0,Diminution,True
z_31.5_-15.0,2023,4,2023-T4,Diminution,77.8,2.1,77.8,20.1,Diminution,True
z_31.5_-15.0,2024,1,2024-T1,Diminution,91.8,1.3,91.8,7.0,Diminution,True
z_31.5_-15.0,2024,4,2024-T4,Diminution,78.3,2.9,78.3,18.8,Diminution,True
z_31.5_-15.0,2025,1,2025-T1,Diminution,81.3,2.0,81.3,16.7,Diminution,True
z_31.5_-15.0,2025,4,2025-T4,Diminution,66.7,5.4,66.7,27.9,Diminution,True
z_31.5_-18.0,2023,1,2023-T1,Diminution,47.1,11.8,47.1,41.2,Diminution,True
z_31.5_-18.0,2023,2,2023-T2,Diminution,53.0,20.8,53.0,26.2,Diminution,True
z_31.5_-18.0,2023,3,2023-T3,Diminution,66.6,6.1,66.6,27.3,Stable,False
z_31.5_-18.0,2023,4,2023-T4,Diminution,44.7,22.8,44.7,32.5,Stable,False
z_31.5_-18.0,2024,1,2024-T1,Stable,41.7,20.2,38.1,41.7,Diminution,False
z_31.5_-18.0,2024,2,2024-T2,Diminution,51.3,11.8,51.3,36.9,Diminution,True
z_31.5_-18.0,2024,3,2024-T3,Diminution,52.5,7.8,52.5,39.7,Diminution,True
z_31.5_-18.0,2024,4,2024-T4,Diminution,58.8,12.0,58.8,29.2,Diminution,True
z_31.5_-18.0,2025,1,2025-T1,Diminution,63.0,13.3,63.0,23.7,Diminution,True
z_31.5_-18.0,2025,2,2025-T2,Diminution,68.0,12.8,68.0,19.2,Diminution,True
z_31.5_-18.0,2025,3,2025-T3,Diminution,56.4,8.0,56.4,35.6,Diminution,True
z_31.5_-18.0,2025,4,2025-T4,Diminution,48.4,22.0,48.4,29.6,Diminution,True
z_31.5_31.5,2023,1,2023-T1,Stable,44.9,13.2,41.9,44.9,Diminution,False
z_31.5_31.5,2024,1,2024-T1,Stable,48.6,10.7,40.7,48.6,Diminution,False
z_31.5_31.5,2025,1,2025-T1,Stable,47.4,11.6,41.0,47.4,Diminution,False
z_33.0_-13.5,2023,2,2023-T2,Diminution,74.5,3.1,74.5,22.4,Diminution,True
z_33.0_-13.5,2023,4,2023-T4,Diminution,84.3,4.4,84.3,11.3,Diminution,True
z_33.0_-13.5,2024,2,2024-T2,Diminution,63.3,4.9,63.3,31.8,Diminution,True
z_33.0_-13.5,2024,4,2024-T4,Diminution,76.8,2.4,76.8,20.8,Diminution,True
z_33.0_-13.5,2025,2,2025-T2,Diminution,88.7,2.2,88.7,9.1,Diminution,True
z_33.0_-13.5,2025,4,2025-T4,Diminution,86.0,2.8,86.0,11.1,Diminution,True
z_33.0_-9.0,2023,1,2023-T1,Diminution,52.5,11.2,52.5,36.3,Diminution,True
z_33.0_-9.0,2023,2,2023-T2,Diminution,52.0,21.4,52.0,26.6,Diminution,True
z_33.0_-9.0,2023,3,2023-T3,Diminution,70.7,7.0,70.7,22.3,Diminution,True
z_33.0_-9.0,2023,4,2023-T4,Diminution,43.0,16.2,43.0,40.8,Stable,False
z_33.0_-9.0,2024,1,2024-T1,Stable,43.4,18.3,38.2,43.4,Stable,True
z_33.0_-9.0,2024,2,2024-T2,Diminution,41.2,18.9,41.2,39.9,Stable,False
z_33.0_-9.0,2024,3,2024-T3,Diminution,44.2,12.6,44.2,43.2,Diminution,True
z_33.0_-9.0,2024,4,2024-T4,Stable,53.8,16.4,29.8,53.8,Diminution,False
z_33.0_-9.0,2025,1,2025-T1,Stable,50.5,10.5,38.9,50.5,Diminution,False
z_33.0_-9.0,2025,2,2025-T2,Diminution,57.4,8.7,57.4,33.9,Diminution,True
z_33.0_-9.0,2025,3,2025-T3,Diminution,70.7,7.0,70.7,22.3,Augmentation,False
z_33.0_-9.0,2025,4,2025-T4,Stable,48.7,17.2,34.1,48.7,Diminution,False
z_33.0_10.5,2023,1,2023-T1,Diminution,90.9,3.1,90.9,6.0,Diminution,True
z_33.0_10.5,2024,1,2024-T1,Diminution,90.9,3.1,90.9,6.0,Diminution,True
z_33.0_10.5,2025,1,2025-T1,Diminution,90.9,3.1,90.9,6.0,Diminution,True
z_33.0_18.0,2023,3,2023-T3,Diminution,92.2,1.8,92.2,6.0,Diminution,True
z_33.0_18.0,2024,3,2024-T3,Diminution,92.2,1.8,92.2,6.0,Stable,False
z_33.0_18.0,2025,3,2025-T3,Diminution,87.0,1.6,87.0,11.4,Diminution,True
z_33.0_25.5,2023,2,2023-T2,Diminution,90.5,2.8,90.5,6.7,Diminution,True
z_33.0_25.5,2024,2,2024-T2,Diminution,90.5,2.8,90.5,6.7,Stable,False
z_33.0_25.5,2025,2,2025-T2,Diminution,83.8,2.4,83.8,13.8,Diminution,True
z_34.5_-1.5,2023,1,2023-T1,Diminution,72.0,9.7,72.0,18.3,Diminution,True
z_34.5_-1.5,2023,2,2023-T2,Diminution,70.8,9.9,70.8,19.2,Stable,False
z_34.5_-1.5,2023,3,2023-T3,Diminution,54.9,8.0,54.9,37.1,Diminution,True
z_34.5_-1.5,2024,1,2024-T1,Diminution,56.1,20.7,56.1,23.1,Diminution,True
z_34.5_-1.5,2024,2,2024-T2,Diminution,58.2,7.8,58.2,34.0,Diminution,True
z_34.5_-1.5,2024,3,2024-T3,Diminution,69.3,10.5,69.3,20.2,Diminution,True
z_34.5_-1.5,2025,1,2025-T1,Diminution,76.0,9.0,76.0,15.1,Diminution,True
z_34.5_-1.5,2025,2,2025-T2,Diminution,55.5,14.9,55.5,29.6,Diminution,True
z_34.5_-1.5,2025,3,2025-T3,Diminution,56.5,19.0,56.5,24.5,Diminution,True
z_34.5_-10.5,2023,1,2023-T1,Diminution,89.2,2.6,89.2,8.2,Diminution,True
z_34.5_-10.5,2023,4,2023-T4,Diminution,89.0,2.9,89.0,8.1,Diminution,True
z_34.5_-10.5,2024,1,2024-T1,Diminution,89.2,2.6,89.2,8.2,Stable,False
z_34.5_-10.5,2024,4,2024-T4,Diminution,87.6,2.8,87.6,9.6,Diminution,True
z_34.5_-10.5,2025,1,2025-T1,Diminution,82.4,2.6,82.4,15.0,Diminution,True
z_34.5_-10.5,2025,4,2025-T4,Diminution,89.0,2.9,89.0,8.1,Diminution,True
z_34.5_-4.5,2023,1,2023-T1,Diminution,74.7,5.6,74.7,19.7,Diminution,True
z_34.5_-4.5,2023,2,2023-T2,Stable,46.2,16.1,37.7,46.2,Diminution,False
z_34.5_-4.5,2023,3,2023-T3,Diminution,48.4,8.5,48.4,43.1,Stable,False
z_34.5_-4.5,2023,4,2023-T4,Stable,47.8,7.8,44.5,47.8,Diminution,False
z_34.5_-4.5,2024,1,2024-T1,Diminution,81.8,2.7,81.8,15.6,Diminution,True
z_34.5_-4.5,2024,2,2024-T2,Diminution,57.5,15.7,57.5,26.8,Stable,False
z_34.5_-4.5,2024,3,2024-T3,Stable,50.9,6.2,42.8,50.9,Diminution,False
z_34.5_-4.5,2024,4,2024-T4,Diminution,54.5,9.9,54.5,35.7,Diminution,True
z_34.5_-4.5,2025,1,2025-T1,Diminution,87.7,4.0,87.7,8.3,Diminution,True
z_34.5_-4.5,2025,2,2025-T2,Stable,46.8,6.9,46.2,46.8,Stable,True
z_34.5_-4.5,2025,3,2025-T3,Diminution,45.3,18.4,45.3,36.3,Diminution,True
z_34.5_-4.5,2025,4,2025-T4,Stable,43.9,14.3,41.8,43.9,Diminution,False
z_34.5_-6.0,2023,1,2023-T1,Diminution,44.2,23.4,44.2,32.4,Stable,False
z_34.5_-6.0,2023,2,2023-T2,Stable,60.6,19.2,20.2,60.6,Diminution,False
z_34.5_-6.0,2023,3,2023-T3,Diminution,45.3,17.7,45.3,37.0,Diminution,True
z_34.5_-6.0,2023,4,2023-T4,Diminution,60.5,15.6,60.5,23.9,Diminution,True
z_34.5_-6.0,2024,1,2024-T1,Diminution,43.1,23.3,43.1,33.6,Stable,False
z_34.5_-6.0,2024,2,2024-T2,Stable,57.8,19.5,22.7,57.8,Augmentation,False
z_34.5_-6.0,2024,3,2024-T3,Augmentation,38.6,38.6,28.9,32.5,Stable,False
z_34.5_-6.0,2024,4,2024-T4,Augmentation,36.8,36.8,27.7,35.5,Diminution,False
z_34.5_-6.0,2025,1,2025-T1,Stable,42.4,33.5,24.2,42.4,Stable,True
z_34.5_-6.0,2025,2,2025-T2,Stable,55.8,27.6,16.6,55.8,Diminution,False
z_34.5_-6.0,2025,3,2025-T3,Stable,40.4,23.2,36.4,40.4,Diminution,False
z_34.5_-6.0,2025,4,2025-T4,Diminution,42.6,19.3,42.6,38.1,Diminution,True
z_34.5_-7.5,2023,1,2023-T1,Diminution,49.2,9.6,49.2,41.2,Diminution,True
z_34.5_-7.5,2023,2,2023-T2,Diminution,57.9,8.0,57.9,34.1,Stable,False
z_34.5_-7.5,2023,3,2023-T3,Diminution,60.1,3.8,60.1,36.1,Diminution,True
z_34.5_-7.5,2023,4,2023-T4,Diminution,56.0,8.7,56.0,35.2,Augmentation,False
z_34.5_-7.5,2024,1,2024-T1,Stable,41.5,22.2,36.2,41.5,Diminution,False
z_34.5_-7.5,2024,2,2024-T2,Stable,43.4,16.6,40.0,43.4,Diminution,False
z_34.5_-7.5,2024,3,2024-T3,Diminution,74.1,4.8,74.1,21.1,Diminution,True
z_34.5_-7.5,2024,4,2024-T4,Diminution,57.5,8.1,57.5,34.4,Diminution,True
z_34.5_-7.5,2025,1,2025-T1,Diminution,49.8,12.6,49.8,37.6,Stable,False
z_34.5_-7.5,2025,2,2025-T2,Diminution,59.0,7.0,59.0,33.9,Diminution,True
z_34.5_-7.5,2025,3,2025-T3,Diminution,73.4,3.7,73.4,22.9,Diminution,True
z_34.5_-7.5,2025,4,2025-T4,Diminution,54.0,7.0,54.0,39.0,Stable,False
z_34.5_0.0,2023,2,2023-T2,Diminution,75.3,5.7,75.3,19.0,Diminution,True
z_34.5_0.0,2023,3,2023-T3,Diminution,80.2,3.8,80.2,16.0,Diminution,True
z_34.5_0.0,2023,4,2023-T4,Diminution,80.5,2.8,80.5,16.7,Diminution,True
z_34.5_0.0,2024,2,2024-T2,Diminution,68.9,2.9,68.9,28.2,Stable,False
z_34.5_0.0,2024,3,2024-T3,Diminution,68.3,3.4,68.3,28.3,Diminution,True
z_34.5_0.0,2024,4,2024-T4,Diminution,70.6,3.3,70.6,26.1,Diminution,True
z_34.5_0.0,2025,2,2025-T2,Diminution,72.8,3.6,72.8,23.6,Diminution,True
z_34.5_0.0,2025,3,2025-T3,Diminution,80.2,3.8,80.2,16.0,Diminution,True
z_34.5_0.0,2025,4,2025-T4,Diminution,80.5,2.8,80.5,16.7,Diminution,True
z_34.5_12.0,2023,1,2023-T1,Diminution,44.5,16.2,44.5,39.3,Diminution,True
z_34.5_12.0,2023,2,2023-T2,Diminution,71.1,9.8,71.1,19.2,Diminution,True
z_34.5_12.0,2023,3,2023-T3,Diminution,73.6,4.0,73.6,22.4,Stable,False
z_34.5_12.0,2023,4,2023-T4,Stable,42.8,20.8,36.4,42.8,Diminution,False
z_34.5_12.0,2024,1,2024-T1,Stable,36.4,30.0,33.6,36.4,Diminution,False
z_34.5_12.0,2024,2,2024-T2,Diminution,68.1,10.4,68.1,21.5,Diminution,True
z_34.5_12.0,2024,3,2024-T3,Diminution,79.4,3.9,79.4,16.7,Stable,False
z_34.5_12.0,2024,4,2024-T4,Diminution,50.1,12.2,50.1,37.7,Stable,False
z_34.5_12.0,2025,1,2025-T1,Stable,45.8,26.0,28.2,45.8,Diminution,False
z_34.5_12.0,2025,2,2025-T2,Diminution,53.3,15.6,53.3,31.2,Diminution,True
z_34.5_12.0,2025,3,2025-T3,Diminution,60.5,12.2,60.5,27.3,Diminution,True
z_34.5_12.0,2025,4,2025-T4,Diminution,57.8,8.9,57.8,33.3,Diminution,True
z_34.5_13.5,2023,1,2023-T1,Augmentation,64.1,64.1,13.0,22.9,Augmentation,True
z_34.5_13.5,2023,2,2023-T2,Augmentation,77.9,77.9,8.9,13.2,Diminution,False
z_34.5_13.5,2023,3,2023-T3,Augmentation,77.2,77.2,8.5,14.3,Augmentation,True
z_34.5_13.5,2023,4,2023-T4,Augmentation,83.7,83.7,6.0,10.3,Augmentation,True
z_34.5_13.5,2024,1,2024-T1,Augmentation,70.9,70.9,12.5,16.6,Augmentation,True
z_34.5_13.5,2024,2,2024-T2,Augmentation,74.7,74.7,9.8,15.6,Augmentation,True
z_34.5_13.5,2024,3,2024-T3,Augmentation,78.6,78.6,7.0,14.4,Augmentation,True
z_34.5_13.5,2024,4,2024-T4,Augmentation,77.8,77.8,8.0,14.1,Augmentation,True
z_34.5_13.5,2025,1,2025-T1,Augmentation,78.6,78.6,7.8,13.6,Augmentation,True
z_34.5_13.5,2025,2,2025-T2,Augmentation,82.5,82.5,6.8,10.7,Diminution,False
z_34.5_13.5,2025,3,2025-T3,Augmentation,81.8,81.8,7.3,10.8,Augmentation,True
z_34.5_13.5,2025,4,2025-T4,Augmentation,74.2,74.2,7.8,18.1,Augmentation,True
z_34.5_16.5,2023,2,2023-T2,Diminution,56.6,6.8,56.6,36.6,Diminution,True
z_34.5_16.5,2024,2,2024-T2,Diminution,54.7,14.8,54.7,30.5,Diminution,True
z_34.5_16.5,2025,2,2025-T2,Diminution,51.2,6.0,51.2,42.8,Diminution,True
z_34.5_18.0,2023,1,2023-T1,Diminution,93.4,1.4,93.4,5.2,Diminution,True
z_34.5_18.0,2024,1,2024-T1,Diminution,93.4,1.4,93.4,5.2,Diminution,True
z_34.5_18.0,2025,1,2025-T1,Diminution,91.5,2.3,91.5,6.2,Diminution,True
z_34.5_19.5,2023,1,2023-T1,Diminution,67.6,6.7,67.6,25.7,Diminution,True
z_34.5_19.5,2023,2,2023-T2,Diminution,86.2,3.3,86.2,10.5,Diminution,True
z_34.5_19.5,2023,3,2023-T3,Diminution,90.9,2.9,90.9,6.2,Diminution,True
z_34.5_19.5,2024,1,2024-T1,Diminution,91.8,2.3,91.8,5.9,Stable,False
z_34.5_19.5,2024,2,2024-T2,Diminution,56.6,6.4,56.6,37.0,Diminution,True
z_34.5_19.5,2024,3,2024-T3,Diminution,78.2,3.4,78.2,18.4,Diminution,True
z_34.5_19.5,2025,1,2025-T1,Diminution,85.6,2.2,85.6,12.1,Diminution,True
z_34.5_19.5,2025,2,2025-T2,Diminution,90.4,2.8,90.4,6.8,Diminution,True
z_34.5_19.5,2025,3,2025-T3,Diminution,90.9,2.9,90.9,6.2,Diminution,True
z_34.5_22.5,2023,1,2023-T1,Diminution,56.0,11.0,56.0,33.1,Stable,False
z_34.5_22.5,2023,2,2023-T2,Diminution,40.4,24.0,40.4,35.6,Augmentation,False
z_34.5_22.5,2023,3,2023-T3,Stable,55.9,16.0,28.0,55.9,Augmentation,False
z_34.5_22.5,2023,4,2023-T4,Stable,45.8,22.1,32.2,45.8,Diminution,False
z_34.5_22.5,2024,1,2024-T1,Stable,51.2,16.9,31.9,51.2,Diminution,False
z_34.5_22.5,2024,2,2024-T2,Stable,48.0,17.3,34.8,48.0,Stable,True
z_34.5_22.5,2024,3,2024-T3,Stable,47.3,18.1,34.5,47.3,Diminution,False
z_34.5_22.5,2024,4,2024-T4,Stable,39.3,25.2,35.4,39.3,Diminution,False
z_34.5_22.5,2025,1,2025-T1,Stable,44.1,20.3,35.5,44.1,Stable,True
z_34.5_22.5,2025,2,2025-T2,Stable,49.5,15.3,35.1,49.5,Diminution,False
z_34.5_22.5,2025,3,2025-T3,Stable,42.5,19.0,38.5,42.5,Stable,True
z_34.5_22.5,2025,4,2025-T4,Diminution,51.2,20.1,51.2,28.7,Diminution,True
z_34.5_24.0,2023,1,2023-T1,Augmentation,69.2,69.2,11.4,19.4,Stable,False
z_34.5_24.0,2023,2,2023-T2,Augmentation,38.2,38.2,25.5,36.3,Stable,False
z_34.5_24.0,2023,3,2023-T3,Augmentation,38.8,38.8,23.6,37.6,Diminution,False
z_34.5_24.0,2023,4,2023-T4,Augmentation,48.0,48.0,22.8,29.2,Stable,False
z_34.5_24.0,2024,1,2024-T1,Augmentation,55.5,55.5,16.5,28.1,Stable,False
z_34.5_24.0,2024,2,2024-T2,Augmentation,52.4,52.4,21.5,26.1,Augmentation,True
z_34.5_24.0,2024,3,2024-T3,Augmentation,45.1,45.1,21.7,33.2,Diminution,False
z_34.5_24.0,2024,4,2024-T4,Augmentation,57.8,57.8,16.6,25.6,Diminution,False
z_34.5_24.0,2025,1,2025-T1,Augmentation,54.0,54.0,17.5,28.5,Diminution,False
z_34.5_24.0,2025,2,2025-T2,Augmentation,39.4,39.4,22.2,38.3,Diminution,False
z_34.5_24.0,2025,3,2025-T3,Augmentation,54.1,54.1,20.8,25.1,Stable,False
z_34.5_24.0,2025,4,2025-T4,Augmentation,52.0,52.0,15.6,32.4,Diminution,False
z_34.5_25.5,2023,1,2023-T1,Stable,46.8,12.1,41.1,46.8,Diminution,False
z_34.5_25.5,2023,2,2023-T2,Diminution,69.9,6.9,69.9,23.2,Stable,False
z_34.5_25.5,2023,3,2023-T3,Stable,46.9,17.4,35.7,46.9,Augmentation,False
z_34.5_25.5,2023,4,2023-T4,Stable,45.5,23.0,31.5,45.5,Diminution,False
z_34.5_25.5,2024,1,2024-T1,Stable,47.9,22.3,29.8,47.9,Stable,True
z_34.5_25.5,2024,2,2024-T2,Diminution,41.4,18.4,41.4,40.2,Diminution,True
z_34.5_25.5,2024,3,2024-T3,Stable,48.9,19.6,31.5,48.9,Diminution,False
z_34.5_25.5,2024,4,2024-T4,Diminution,44.9,14.6,44.9,40.5,Diminution,True
z_34.5_25.5,2025,1,2025-T1,Diminution,47.4,11.7,47.4,40.9,Stable,False
z_34.5_25.5,2025,2,2025-T2,Diminution,68.8,7.9,68.8,23.3,Diminution,True
z_34.5_25.5,2025,3,2025-T3,Stable,48.4,15.1,36.6,48.4,Stable,True
