zone,annee,semestre,semestre_annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_24.0_-18.0,2023,1,2023-S1,Diminution,81.1,2.3,81.1,16.6,Diminution,True
z_24.0_-18.0,2024,1,2024-S1,Diminution,81.1,2.3,81.1,16.6,Diminution,True
z_24.0_-18.0,2025,1,2025-S1,Diminution,88.2,1.8,88.2,9.9,Diminution,True
z_24.0_-19.5,2023,1,2023-S1,Diminution,85.8,0.8,85.8,13.4,Stable,False
z_24.0_-19.5,2024,1,2024-S1,Diminution,76.2,1.6,76.2,22.2,Diminution,True
z_24.0_-19.5,2025,1,2025-S1,Diminution,81.2,2.9,81.2,15.9,Diminution,True
z_27.0_-15.0,2023,1,2023-S1,Diminution,72.4,1.8,72.4,25.8,Augmentation,False
z_27.0_-15.0,2023,2,2023-S2,Diminution,60.9,11.3,60.9,27.8,Diminution,True
z_27.0_-15.0,2024,1,2024-S1,Stable,51.6,10.3,38.1,51.6,Diminution,False
z_27.0_-15.0,2024,2,2024-S2,Diminution,69.4,2.9,69.4,27.7,Diminution,True
z_27.0_-15.0,2025,1,2025-S1,Diminution,57.0,10.3,57.0,32.7,Diminution,True
z_27.0_-15.0,2025,2,2025-S2,Diminution,70.9,3.7,70.9,25.4,Diminution,True
z_27.0_-16.5,2023,1,2023-S1,Augmentation,69.5,69.5,8.6,21.8,Diminution,False
z_27.0_-16.5,2023,2,2023-S2,Augmentation,52.7,52.7,14.6,32.6,Diminution,False
z_27.0_-16.5,2024,1,2024-S1,Augmentation,55.6,55.6,22.5,21.9,Augmentation,True
z_27.0_-16.5,2024,2,2024-S2,Augmentation,52.0,52.0,17.4,30.6,Augmentation,True
z_27.0_-16.5,2025,1,2025-S1,Augmentation,57.8,57.8,13.3,28.8,Augmentation,True
z_27.0_-16.5,2025,2,2025-S2,Augmentation,53.6,53.6,14.1,32.3,Diminution,False
z_28.5_-13.5,2023,1,2023-S1,Diminution,82.0,2.4,82.0,15.6,Diminution,True
z_28.5_-13.5,2023,2,2023-S2,Diminution,78.4,2.6,78.4,19.0,Diminution,True
z_28.5_-13.5,2024,1,2024-S1,Diminution,82.0,2.4,82.0,15.6,Stable,False
z_28.5_-13.5,2024,2,2024-S2,Diminution,79.0,5.0,79.0,16.1,Diminution,True
z_28.5_-13.5,2025,1,2025-S1,Diminution,71.8,3.3,71.8,24.9,Diminution,True
z_28.5_-13.5,2025,2,2025-S2,Diminution,73.8,8.3,73.8,17.9,Diminution,True
z_28.5_-15.0,2023,1,2023-S1,Diminution,52.6,19.3,52.6,28.1,Diminution,True
z_28.5_-15.0,2023,2,2023-S2,Diminution,41.0,18.3,41.0,40.7,Augmentation,False
z_28.5_-15.0,2024,1,2024-S1,Diminution,40.2,30.1,40.2,29.7,Diminution,True
z_28.5_-15.0,2024,2,2024-S2,Augmentation,35.4,35.4,26.6,38.0,Stable,False
z_28.5_-15.0,2025,1,2025-S1,Diminution,38.3,28.2,38.3,33.5,Stable,False
z_28.5_-15.0,2025,2,2025-S2,Augmentation,35.1,35.1,27.5,37.4,Diminution,False
z_28.5_-16.5,2023,1,2023-S1,Diminution,40.1,29.7,40.1,30.1,Diminution,True
z_28.5_-16.5,2023,2,2023-S2,Diminution,40.6,17.1,40.6,42.3,Diminution,True
z_28.5_-16.5,2024,1,2024-S1,Diminution,53.0,23.0,53.0,24.0,Diminution,True
z_28.5_-16.5,2024,2,2024-S2,Diminution,36.3,28.9,36.3,34.9,Diminution,True
z_28.5_-16.5,2025,1,2025-S1,Augmentation,41.8,41.8,24.7,33.5,Stable,False
z_28.5_-16.5,2025,2,2025-S2,Augmentation,36.2,36.2,20.7,43.1,Diminution,False
z_30.0_-10.5,2023,1,2023-S1,Diminution,68.7,4.4,68.7,26.9,Diminution,True
z_30.0_-10.5,2023,2,2023-S2,Diminution,75.0,3.0,75.0,22.0,Diminution,True
z_30.0_-10.5,2024,1,2024-S1,Diminution,68.7,4.4,68.7,26.9,Stable,False
z_30.0_-10.5,2024,2,2024-S2,Diminution,60.9,6.4,60.9,32.7,Stable,False
z_30.0_-10.5,2025,1,2025-S1,Diminution,51.0,12.4,51.0,36.6,Diminution,True
z_30.0_-10.5,2025,2,2025-S2,Diminution,49.1,9.1,49.1,41.8,Diminution,True
z_30.0_-13.5,2023,1,2023-S1,Diminution,78.9,5.8,78.9,15.3,Diminution,True
z_30.0_-13.5,2024,1,2024-S1,Diminution,82.9,5.9,82.9,11.2,Diminution,True
