economie,annee,type_navire,nombre_navires
Georgie,2016,Vraquiers,1
Georgie,2016,Navires de charge classique,24
Georgie,2016,Porte-conteneurs,0
Georgie,2016,Autres navires,58
Georgie,2017,Flotte totale,79
Georgie,2017,Petroliers,2
Georgie,2017,Vraquiers,1
Georgie,2017,Navires de charge classique,22
Georgie,2017,Porte-conteneurs,0
Georgie,2017,Autres navires,54
Georgie,2018,Flotte totale,77
Georgie,2018,Petroliers,2
Georgie,2018,Vraquiers,1
Georgie,2018,Navires de charge classique,21
Georgie,2018,Porte-conteneurs,0
Georgie,2018,Autres navires,53
Georgie,2019,Flotte totale,23
Georgie,2019,Petroliers,0
Georgie,2019,Vraquiers,3
Georgie,2019,Navires de charge classique,3
Georgie,2019,Porte-conteneurs,0
Georgie,2019,Autres navires,17
Georgie,2020,Flotte totale,24
Georgie,2020,Petroliers,0
Georgie,2020,Vraquiers,2
Georgie,2020,Navires de charge classique,3
Georgie,2020,Porte-conteneurs,0
Georgie,2020,Autres navires,19
Georgie,2021,Flotte totale,25
Georgie,2021,Petroliers,0
Georgie,2021,Vraquiers,2
Georgie,2021,Navires de charge classique,3
Georgie,2021,Porte-conteneurs,0
Georgie,2021,Autres navires,20
Georgie,2022,Flotte totale,24
Georgie,2022,Petroliers,0
Georgie,2022,Vraquiers,0
Georgie,2022,Navires de charge classique,3
Georgie,2022,Porte-conteneurs,0
Georgie,2022,Autres navires,21
Georgie,2023,Flotte totale,26
Georgie,2023,Petroliers,0
Georgie,2023,Vraquiers,0
Georgie,2023,Navires de charge classique,3
Georgie,2023,Porte-conteneurs,0
Georgie,2023,Autres navires,23
Georgie,2024,Flotte totale,26
Georgie,2024,Petroliers,0
Georgie,2024,Vraquiers,0
Georgie,2024,Navires de charge classique,3
Georgie,2024,Porte-conteneurs,0
Georgie,2024,Autres navires,23
Georgie,2025,Flotte totale,28
Georgie,2025,Petroliers,0
Georgie,2025,Vraquiers,0
Georgie,2025,Navires de charge classique,4
Georgie,2025,Porte-conteneurs,0
Georgie,2025,Autres navires,24
Georgie,2026,Flotte totale,29
Georgie,2026,Petroliers,0
Georgie,2026,Vraquiers,0
Georgie,2026,Navires de charge classique,4
Georgie,2026,Porte-conteneurs,0
Georgie,2026,Autres navires,25
Allemagne,2011,Flotte totale,774
Allemagne,2011,Petroliers,39
Allemagne,2011,Vraquiers,7
Allemagne,2011,Navires de charge classique,93
Allemagne,2011,Porte-conteneurs,272
Allemagne,2011,Autres navires,363
Allemagne,2012,Flotte totale,809
Allemagne,2012,Petroliers,35
Allemagne,2012,Vraquiers,9
Allemagne,2012,Navires de charge classique,103
Allemagne,2012,Porte-conteneurs,295
Allemagne,2012,Autres navires,367
Allemagne,2013,Flotte totale,745
Allemagne,2013,Petroliers,37
Allemagne,2013,Vraquiers,5
Allemagne,2013,Navires de charge classique,89
Allemagne,2013,Porte-conteneurs,254
Allemagne,2013,Autres navires,360
Allemagne,2014,Flotte totale,670
Allemagne,2014,Petroliers,34
Allemagne,2014,Vraquiers,1
Allemagne,2014,Navires de charge classique,78
Allemagne,2014,Porte-conteneurs,198
Allemagne,2014,Autres navires,359
Allemagne,2015,Flotte totale,639
Allemagne,2015,Petroliers,34
Allemagne,2015,Vraquiers,1
Allemagne,2015,Navires de charge classique,84
Allemagne,2015,Porte-conteneurs,157
Allemagne,2015,Autres navires,363
Allemagne,2016,Flotte totale,615
Allemagne,2016,Petroliers,34
Allemagne,2016,Vraquiers,1
Allemagne,2016,Navires de charge classique,85
Allemagne,2016,Porte-conteneurs,131
Allemagne,2016,Autres navires,364
Allemagne,2017,Flotte totale,627
Allemagne,2017,Petroliers,35
Allemagne,2017,Vraquiers,1
Allemagne,2017,Navires de charge classique,84
Allemagne,2017,Porte-conteneurs,116
Allemagne,2017,Autres navires,391
Allemagne,2018,Flotte totale,630
Allemagne,2018,Petroliers,39
Allemagne,2018,Vraquiers,1
Allemagne,2018,Navires de charge classique,88
Allemagne,2018,Porte-conteneurs,105
Allemagne,2018,Autres navires,397
Allemagne,2019,Flotte totale,613
Allemagne,2019,Petroliers,38
Allemagne,2019,Vraquiers,1
Allemagne,2019,Navires de charge classique,83
Allemagne,2019,Porte-conteneurs,88
Allemagne,2019,Autres navires,403
Allemagne,2020,Flotte totale,612
Allemagne,2020,Petroliers,37
Allemagne,2020,Vraquiers,1
Allemagne,2020,Navires de charge classique,85
Allemagne,2020,Porte-conteneurs,89
Allemagne,2020,Autres navires,400
Allemagne,2021,Flotte totale,623
Allemagne,2021,Petroliers,36
Allemagne,2021,Vraquiers,0
Allemagne,2021,Navires de charge classique,87
Allemagne,2021,Porte-conteneurs,82
Allemagne,2021,Autres navires,418
Allemagne,2022,Flotte totale,611
Allemagne,2022,Petroliers,32
Allemagne,2022,Vraquiers,1
Allemagne,2022,Navires de charge classique,81
Allemagne,2022,Porte-conteneurs,73
Allemagne,2022,Autres navires,424
Allemagne,2023,Flotte totale,589
Allemagne,2023,Petroliers,30
Allemagne,2023,Vraquiers,1
Allemagne,2023,Navires de charge classique,81
Allemagne,2023,Porte-conteneurs,70
Allemagne,2023,Autres navires,407
Allemagne,2024,Flotte totale,581
Allemagne,2024,Petroliers,29
Allemagne,2024,Vraquiers,0
Allemagne,2024,Navires de charge classique,76
Allemagne,2024,Porte-conteneurs,65
Allemagne,2024,Autres navires,411
Allemagne,2025,Flotte totale,591
Allemagne,2025,Petroliers,28
Allemagne,2025,Vraquiers,0
Allemagne,2025,Navires de charge classique,79
Allemagne,2025,Porte-conteneurs,65
Allemagne,2025,Autres navires,419
Allemagne,2026,Flotte totale,590
Allemagne,2026,Petroliers,29
Allemagne,2026,Vraquiers,0
Allemagne,2026,Navires de charge classique,75
Allemagne,2026,Porte-conteneurs,61
Allemagne,2026,Autres navires,425
Ghana,2011,Flotte totale,42
Ghana,2011,Petroliers,2
Ghana,2011,Vraquiers,0
Ghana,2011,Navires de charge classique,8
Ghana,2011,Porte-conteneurs,0
Ghana,2011,Autres navires,32
Ghana,2012,Flotte totale,43
Ghana,2012,Petroliers,4
Ghana,2012,Vraquiers,0
Ghana,2012,Navires de charge classique,6
Ghana,2012,Porte-conteneurs,0
Ghana,2012,Autres navires,33
Ghana,2013,Flotte totale,42
Ghana,2013,Petroliers,3
Ghana,2013,Vraquiers,0
Ghana,2013,Navires de charge classique,6
Ghana,2013,Porte-conteneurs,0
Ghana,2013,Autres navires,33
Ghana,2014,Flotte totale,44
Ghana,2014,Petroliers,3
Ghana,2014,Vraquiers,0
Ghana,2014,Navires de charge classique,6
Ghana,2014,Porte-conteneurs,0
Ghana,2014,Autres navires,35
Ghana,2015,Flotte totale,45
Ghana,2015,Petroliers,3
Ghana,2015,Vraquiers,0
Ghana,2015,Navires de charge classique,6
Ghana,2015,Porte-conteneurs,0
Ghana,2015,Autres navires,36
Ghana,2016,Flotte totale,44
Ghana,2016,Petroliers,2
Ghana,2016,Vraquiers,0
Ghana,2016,Navires de charge classique,6
Ghana,2016,Porte-conteneurs,0
Ghana,2016,Autres navires,36
Ghana,2017,Flotte totale,47
Ghana,2017,Petroliers,3
Ghana,2017,Vraquiers,0
Ghana,2017,Navires de charge classique,6
Ghana,2017,Porte-conteneurs,0
Ghana,2017,Autres navires,38
Ghana,2018,Flotte totale,50
Ghana,2018,Petroliers,3
Ghana,2018,Vraquiers,0
Ghana,2018,Navires de charge classique,6
Ghana,2018,Porte-conteneurs,0
Ghana,2018,Autres navires,41
Ghana,2019,Flotte totale,49
Ghana,2019,Petroliers,3
Ghana,2019,Vraquiers,0
Ghana,2019,Navires de charge classique,6
Ghana,2019,Porte-conteneurs,0
Ghana,2019,Autres navires,40
Ghana,2020,Flotte totale,51
Ghana,2020,Petroliers,3
Ghana,2020,Vraquiers,0
Ghana,2020,Navires de charge classique,6
Ghana,2020,Porte-conteneurs,0
Ghana,2020,Autres navires,42
Ghana,2021,Flotte totale,51
Ghana,2021,Petroliers,3
Ghana,2021,Vraquiers,0
Ghana,2021,Navires de charge classique,7
Ghana,2021,Porte-conteneurs,0
Ghana,2021,Autres navires,41
Ghana,2022,Flotte totale,51
Ghana,2022,Petroliers,3
Ghana,2022,Vraquiers,0
Ghana,2022,Navires de charge classique,7
Ghana,2022,Porte-conteneurs,0
Ghana,2022,Autres navires,41
Ghana,2023,Flotte totale,50
Ghana,2023,Petroliers,3
Ghana,2023,Vraquiers,0
Ghana,2023,Navires de charge classique,8
Ghana,2023,Porte-conteneurs,0
Ghana,2023,Autres navires,39
Ghana,2024,Flotte totale,50
Ghana,2024,Petroliers,3
Ghana,2024,Vraquiers,0
Ghana,2024,Navires de charge classique,8
Ghana,2024,Porte-conteneurs,0
Ghana,2024,Autres navires,39
Ghana,2025,Flotte totale,50
Ghana,2025,Petroliers,3
Ghana,2025,Vraquiers,0
Ghana,2025,Navires de charge classique,8
Ghana,2025,Porte-conteneurs,0
Ghana,2025,Autres navires,39
Ghana,2026,Flotte totale,49
Ghana,2026,Petroliers,3
Ghana,2026,Vraquiers,0
Ghana,2026,Navires de charge classique,8
Ghana,2026,Porte-conteneurs,0
Ghana,2026,Autres navires,38
Gibraltar,2011,Flotte totale,276
Gibraltar,2011,Petroliers,58
Gibraltar,2011,Vraquiers,2
Gibraltar,2011,Navires de charge classique,131
Gibraltar,2011,Porte-conteneurs,38
Gibraltar,2011,Autres navires,47
Gibraltar,2012,Flotte totale,296
Gibraltar,2012,Petroliers,15
Gibraltar,2012,Vraquiers,3
Gibraltar,2012,Navires de charge classique,142
Gibraltar,2012,Porte-conteneurs,39
Gibraltar,2012,Autres navires,97
Gibraltar,2013,Flotte totale,304
Gibraltar,2013,Petroliers,19
Gibraltar,2013,Vraquiers,7
Gibraltar,2013,Navires de charge classique,134
Gibraltar,2013,Porte-conteneurs,37
Gibraltar,2013,Autres navires,107
Gibraltar,2014,Flotte totale,312
Gibraltar,2014,Petroliers,19
Gibraltar,2014,Vraquiers,10
Gibraltar,2014,Navires de charge classique,125
Gibraltar,2014,Porte-conteneurs,49
Gibraltar,2014,Autres navires,109
Gibraltar,2015,Flotte totale,305
Gibraltar,2015,Petroliers,22
Gibraltar,2015,Vraquiers,11
Gibraltar,2015,Navires de charge classique,127
Gibraltar,2015,Porte-conteneurs,36
Gibraltar,2015,Autres navires,109
Gibraltar,2016,Flotte totale,300
Gibraltar,2016,Petroliers,23
Gibraltar,2016,Vraquiers,9
Gibraltar,2016,Navires de charge classique,120
Gibraltar,2016,Porte-conteneurs,34
Gibraltar,2016,Autres navires,114
Gibraltar,2017,Flotte totale,280
Gibraltar,2017,Petroliers,28
Gibraltar,2017,Vraquiers,8
Gibraltar,2017,Navires de charge classique,101
Gibraltar,2017,Porte-conteneurs,32
Gibraltar,2017,Autres navires,111
Gibraltar,2018,Flotte totale,246
Gibraltar,2018,Petroliers,25
Gibraltar,2018,Vraquiers,11
Gibraltar,2018,Navires de charge classique,77
Gibraltar,2018,Porte-conteneurs,26
Gibraltar,2018,Autres navires,107
Gibraltar,2019,Flotte totale,232
Gibraltar,2019,Petroliers,23
Gibraltar,2019,Vraquiers,10
Gibraltar,2019,Navires de charge classique,71
Gibraltar,2019,Porte-conteneurs,24
Gibraltar,2019,Autres navires,104
Gibraltar,2020,Flotte totale,219
Gibraltar,2020,Petroliers,21
Gibraltar,2020,Vraquiers,9
Gibraltar,2020,Navires de charge classique,64
Gibraltar,2020,Porte-conteneurs,24
Gibraltar,2020,Autres navires,101
Gibraltar,2021,Flotte totale,202
Gibraltar,2021,Petroliers,19
Gibraltar,2021,Vraquiers,9
Gibraltar,2021,Navires de charge classique,55
Gibraltar,2021,Porte-conteneurs,19
Gibraltar,2021,Autres navires,100
Gibraltar,2022,Flotte totale,156
Gibraltar,2022,Petroliers,17
Gibraltar,2022,Vraquiers,8
Gibraltar,2022,Navires de charge classique,36
Gibraltar,2022,Porte-conteneurs,11
Gibraltar,2022,Autres navires,84
Gibraltar,2023,Flotte totale,126
Gibraltar,2023,Petroliers,16
Gibraltar,2023,Vraquiers,7
Gibraltar,2023,Navires de charge classique,30
Gibraltar,2023,Porte-conteneurs,4
Gibraltar,2023,Autres navires,69
Gibraltar,2024,Flotte totale,106
Gibraltar,2024,Petroliers,13
Gibraltar,2024,Vraquiers,7
Gibraltar,2024,Navires de charge classique,23
Gibraltar,2024,Porte-conteneurs,2
Gibraltar,2024,Autres navires,61
Gibraltar,2025,Flotte totale,94
Gibraltar,2025,Petroliers,11
Gibraltar,2025,Vraquiers,6
Gibraltar,2025,Navires de charge classique,21
Gibraltar,2025,Porte-conteneurs,1
Gibraltar,2025,Autres navires,55
Gibraltar,2026,Flotte totale,84
Gibraltar,2026,Petroliers,11
Gibraltar,2026,Vraquiers,6
Gibraltar,2026,Navires de charge classique,20
Gibraltar,2026,Porte-conteneurs,0
Gibraltar,2026,Autres navires,47
Grece,2011,Flotte totale,1542
Grece,2011,Petroliers,444
Grece,2011,Vraquiers,240
Grece,2011,Navires de charge classique,199
Grece,2011,Porte-conteneurs,37
Grece,2011,Autres navires,622
Grece,2012,Flotte totale,1541
Grece,2012,Petroliers,434
Grece,2012,Vraquiers,255
Grece,2012,Navires de charge classique,186
Grece,2012,Porte-conteneurs,37
Grece,2012,Autres navires,629
Grece,2013,Flotte totale,1483
Grece,2013,Petroliers,435
Grece,2013,Vraquiers,248
Grece,2013,Navires de charge classique,173
Grece,2013,Porte-conteneurs,32
Grece,2013,Autres navires,595
Grece,2014,Flotte totale,1421
Grece,2014,Petroliers,421
Grece,2014,Vraquiers,250
Grece,2014,Navires de charge classique,145
Grece,2014,Porte-conteneurs,18
Grece,2014,Autres navires,587
Grece,2015,Flotte totale,1400
Grece,2015,Petroliers,423
Grece,2015,Vraquiers,250
Grece,2015,Navires de charge classique,132
Grece,2015,Porte-conteneurs,17
Grece,2015,Autres navires,578
Grece,2016,Flotte totale,1377
Grece,2016,Petroliers,419
Grece,2016,Vraquiers,232
Grece,2016,Navires de charge classique,130
Grece,2016,Porte-conteneurs,9
Grece,2016,Autres navires,587
Grece,2017,Flotte totale,1344
Grece,2017,Petroliers,404
Grece,2017,Vraquiers,202
Grece,2017,Navires de charge classique,94
Grece,2017,Porte-conteneurs,8
Grece,2017,Autres navires,636
Grece,2018,Flotte totale,1327
Grece,2018,Petroliers,399
Grece,2018,Vraquiers,190
Grece,2018,Navires de charge classique,96
Grece,2018,Porte-conteneurs,7
Grece,2018,Autres navires,635
Grece,2019,Flotte totale,1282
Grece,2019,Petroliers,369
Grece,2019,Vraquiers,180
Grece,2019,Navires de charge classique,85
Grece,2019,Porte-conteneurs,6
Grece,2019,Autres navires,642
Grece,2020,Flotte totale,1307
Grece,2020,Petroliers,373
Grece,2020,Vraquiers,165
Grece,2020,Navires de charge classique,84
Grece,2020,Porte-conteneurs,6
Grece,2020,Autres navires,679
Grece,2021,Flotte totale,1261
Grece,2021,Petroliers,335
Grece,2021,Vraquiers,158
Grece,2021,Navires de charge classique,88
Grece,2021,Porte-conteneurs,5
Grece,2021,Autres navires,675
Grece,2022,Flotte totale,1234
Grece,2022,Petroliers,310
Grece,2022,Vraquiers,146
Grece,2022,Navires de charge classique,82
Grece,2022,Porte-conteneurs,5
Grece,2022,Autres navires,691
Grece,2023,Flotte totale,1211
Grece,2023,Petroliers,297
Grece,2023,Vraquiers,131
Grece,2023,Navires de charge classique,79
Grece,2023,Porte-conteneurs,4
Grece,2023,Autres navires,700
Grece,2024,Flotte totale,1174
Grece,2024,Petroliers,274
Grece,2024,Vraquiers,126
Grece,2024,Navires de charge classique,71
Grece,2024,Porte-conteneurs,4
Grece,2024,Autres navires,699
Grece,2025,Flotte totale,1167
Grece,2025,Petroliers,261
Grece,2025,Vraquiers,116
Grece,2025,Navires de charge classique,79
Grece,2025,Porte-conteneurs,3
Grece,2025,Autres navires,708
Grece,2026,Flotte totale,1170
Grece,2026,Petroliers,256
Grece,2026,Vraquiers,110
Grece,2026,Navires de charge classique,79
Grece,2026,Porte-conteneurs,4
Grece,2026,Autres navires,721
Groenland,2011,Flotte totale,8
Groenland,2011,Petroliers,0
Groenland,2011,Vraquiers,0
Groenland,2011,Navires de charge classique,5
Groenland,2011,Porte-conteneurs,0
Groenland,2011,Autres navires,3
Groenland,2012,Flotte totale,8
Groenland,2012,Petroliers,0
Groenland,2012,Vraquiers,0
Groenland,2012,Navires de charge classique,5
Groenland,2012,Porte-conteneurs,0
Groenland,2012,Autres navires,3
Groenland,2013,Flotte totale,9
Groenland,2013,Petroliers,0
Groenland,2013,Vraquiers,0
Groenland,2013,Navires de charge classique,5
Groenland,2013,Porte-conteneurs,0
Groenland,2013,Autres navires,4
Groenland,2014,Flotte totale,7
Groenland,2014,Petroliers,0
Groenland,2014,Vraquiers,0
Groenland,2014,Navires de charge classique,1
Groenland,2014,Porte-conteneurs,0
Groenland,2014,Autres navires,6
Groenland,2015,Flotte totale,8
Groenland,2015,Petroliers,0
Groenland,2015,Vraquiers,0
Groenland,2015,Navires de charge classique,1
Groenland,2015,Porte-conteneurs,0
Groenland,2015,Autres navires,7
Groenland,2016,Flotte totale,8
Groenland,2016,Petroliers,0
Groenland,2016,Vraquiers,0
Groenland,2016,Navires de charge classique,1
Groenland,2016,Porte-conteneurs,0
Groenland,2016,Autres navires,7
Groenland,2017,Flotte totale,9
Groenland,2017,Petroliers,0
Groenland,2017,Vraquiers,0
Groenland,2017,Navires de charge classique,1
Groenland,2017,Porte-conteneurs,0
Groenland,2017,Autres navires,8
Groenland,2018,Flotte totale,9
Groenland,2018,Petroliers,0
Groenland,2018,Vraquiers,0
Groenland,2018,Navires de charge classique,1
Groenland,2018,Porte-conteneurs,0
Groenland,2018,Autres navires,8
Groenland,2019,Flotte totale,8
Groenland,2019,Petroliers,0
Groenland,2019,Vraquiers,0
Groenland,2019,Navires de charge classique,0
Groenland,2019,Porte-conteneurs,0
Groenland,2019,Autres navires,8
Groenland,2020,Flotte totale,8
Groenland,2020,Petroliers,0
Groenland,2020,Vraquiers,0
Groenland,2020,Navires de charge classique,0
Groenland,2020,Porte-conteneurs,0
Groenland,2020,Autres navires,8
Groenland,2021,Flotte totale,11
Groenland,2021,Petroliers,0
Groenland,2021,Vraquiers,0
Groenland,2021,Navires de charge classique,0
Groenland,2021,Porte-conteneurs,0
Groenland,2021,Autres navires,11
Groenland,2022,Flotte totale,12
Groenland,2022,Petroliers,0
Groenland,2022,Vraquiers,0
Groenland,2022,Navires de charge classique,0
Groenland,2022,Porte-conteneurs,0
Groenland,2022,Autres navires,12
Groenland,2023,Flotte totale,12
Groenland,2023,Petroliers,0
Groenland,2023,Vraquiers,0
Groenland,2023,Navires de charge classique,0
Groenland,2023,Porte-conteneurs,0
Groenland,2023,Autres navires,12
Groenland,2024,Flotte totale,12
Groenland,2024,Petroliers,0
Groenland,2024,Vraquiers,0
Groenland,2024,Navires de charge classique,0
Groenland,2024,Porte-conteneurs,0
Groenland,2024,Autres navires,12
Groenland,2025,Flotte totale,12
Groenland,2025,Petroliers,0
Groenland,2025,Vraquiers,0
Groenland,2025,Navires de charge classique,0
Groenland,2025,Porte-conteneurs,0
Groenland,2025,Autres navires,12
Groenland,2026,Flotte totale,12
Groenland,2026,Petroliers,0
Groenland,2026,Vraquiers,0
Groenland,2026,Navires de charge classique,0
Groenland,2026,Porte-conteneurs,0
Groenland,2026,Autres navires,12
Grenade,2011,Flotte totale,6
Grenade,2011,Petroliers,0
Grenade,2011,Vraquiers,0
Grenade,2011,Navires de charge classique,3
Grenade,2011,Porte-conteneurs,0
Grenade,2011,Autres navires,3
Grenade,2012,Flotte totale,7
Grenade,2012,Petroliers,0
Grenade,2012,Vraquiers,0
Grenade,2012,Navires de charge classique,3
Grenade,2012,Porte-conteneurs,0
Grenade,2012,Autres navires,4
Grenade,2013,Flotte totale,6
Grenade,2013,Petroliers,0
Grenade,2013,Vraquiers,0
Grenade,2013,Navires de charge classique,3
Grenade,2013,Porte-conteneurs,0
Grenade,2013,Autres navires,3
Grenade,2014,Flotte totale,6
Grenade,2014,Petroliers,0
Grenade,2014,Vraquiers,0
Grenade,2014,Navires de charge classique,3
Grenade,2014,Porte-conteneurs,0
Grenade,2014,Autres navires,3
Grenade,2015,Flotte totale,6
Grenade,2015,Petroliers,0
Grenade,2015,Vraquiers,0
Grenade,2015,Navires de charge classique,3
Grenade,2015,Porte-conteneurs,0
Grenade,2015,Autres navires,3
Grenade,2016,Flotte totale,6
Grenade,2016,Petroliers,0
Grenade,2016,Vraquiers,0
Grenade,2016,Navires de charge classique,3
Grenade,2016,Porte-conteneurs,0
Grenade,2016,Autres navires,3
Grenade,2017,Flotte totale,6
Grenade,2017,Petroliers,0
Grenade,2017,Vraquiers,0
Grenade,2017,Navires de charge classique,3
Grenade,2017,Porte-conteneurs,0
Grenade,2017,Autres navires,3
Grenade,2018,Flotte totale,6
Grenade,2018,Petroliers,0
Grenade,2018,Vraquiers,0
Grenade,2018,Navires de charge classique,3
Grenade,2018,Porte-conteneurs,0
Grenade,2018,Autres navires,3
Grenade,2019,Flotte totale,6
Grenade,2019,Petroliers,0
Grenade,2019,Vraquiers,0
Grenade,2019,Navires de charge classique,3
Grenade,2019,Porte-conteneurs,0
Grenade,2019,Autres navires,3
Grenade,2020,Flotte totale,6
Grenade,2020,Petroliers,0
Grenade,2020,Vraquiers,0
Grenade,2020,Navires de charge classique,3
Grenade,2020,Porte-conteneurs,0
Grenade,2020,Autres navires,3
Grenade,2021,Flotte totale,6
Grenade,2021,Petroliers,0
Grenade,2021,Vraquiers,0
Grenade,2021,Navires de charge classique,3
Grenade,2021,Porte-conteneurs,0
Grenade,2021,Autres navires,3
Grenade,2022,Flotte totale,6
Grenade,2022,Petroliers,0
Grenade,2022,Vraquiers,0
Grenade,2022,Navires de charge classique,3
Grenade,2022,Porte-conteneurs,0
Grenade,2022,Autres navires,3
Grenade,2023,Flotte totale,5
Grenade,2023,Petroliers,0
Grenade,2023,Vraquiers,0
Grenade,2023,Navires de charge classique,2
Grenade,2023,Porte-conteneurs,0
Grenade,2023,Autres navires,3
Grenade,2024,Flotte totale,4
Grenade,2024,Petroliers,0
Grenade,2024,Vraquiers,0
Grenade,2024,Navires de charge classique,2
Grenade,2024,Porte-conteneurs,0
Grenade,2024,Autres navires,2
Grenade,2025,Flotte totale,5
Grenade,2025,Petroliers,0
Grenade,2025,Vraquiers,0
Grenade,2025,Navires de charge classique,3
Grenade,2025,Porte-conteneurs,0
Grenade,2025,Autres navires,2
Grenade,2026,Flotte totale,5
Grenade,2026,Petroliers,0
Grenade,2026,Vraquiers,0
Grenade,2026,Navires de charge classique,3
Grenade,2026,Porte-conteneurs,0
Grenade,2026,Autres navires,2
Guam,2011,Flotte totale,3
Guam,2011,Petroliers,0
Guam,2011,Vraquiers,0
Guam,2011,Navires de charge classique,0
Guam,2011,Porte-conteneurs,0
Guam,2011,Autres navires,3
Guam,2012,Flotte totale,3
Guam,2012,Petroliers,0
Guam,2012,Vraquiers,0
Guam,2012,Navires de charge classique,0
Guam,2012,Porte-conteneurs,0
Guam,2012,Autres navires,3
Guam,2013,Flotte totale,3
Guam,2013,Petroliers,0
Guam,2013,Vraquiers,0
Guam,2013,Navires de charge classique,0
Guam,2013,Porte-conteneurs,0
Guam,2013,Autres navires,3
Guam,2014,Flotte totale,3
Guam,2014,Petroliers,0
Guam,2014,Vraquiers,0
Guam,2014,Navires de charge classique,0
Guam,2014,Porte-conteneurs,0
Guam,2014,Autres navires,3
Guam,2015,Flotte totale,3
Guam,2015,Petroliers,0
Guam,2015,Vraquiers,0
Guam,2015,Navires de charge classique,0
Guam,2015,Porte-conteneurs,0
Guam,2015,Autres navires,3
Guam,2016,Flotte totale,3
Guam,2016,Petroliers,0
Guam,2016,Vraquiers,0
Guam,2016,Navires de charge classique,0
Guam,2016,Porte-conteneurs,0
Guam,2016,Autres navires,3
Guam,2017,Flotte totale,3
Guam,2017,Petroliers,0
Guam,2017,Vraquiers,0
Guam,2017,Navires de charge classique,0
Guam,2017,Porte-conteneurs,0
Guam,2017,Autres navires,3
Guam,2018,Flotte totale,3
Guam,2018,Petroliers,0
Guam,2018,Vraquiers,0
Guam,2018,Navires de charge classique,0
Guam,2018,Porte-conteneurs,0
Guam,2018,Autres navires,3
Guam,2019,Flotte totale,3
Guam,2019,Petroliers,0
Guam,2019,Vraquiers,0
Guam,2019,Navires de charge classique,0
Guam,2019,Porte-conteneurs,0
Guam,2019,Autres navires,3
Guam,2020,Flotte totale,3
Guam,2020,Petroliers,0
Guam,2020,Vraquiers,0
Guam,2020,Navires de charge classique,0
Guam,2020,Porte-conteneurs,0
Guam,2020,Autres navires,3
Guam,2021,Flotte totale,3
Guam,2021,Petroliers,0
Guam,2021,Vraquiers,0
Guam,2021,Navires de charge classique,0
Guam,2021,Porte-conteneurs,0
Guam,2021,Autres navires,3
Guam,2022,Flotte totale,3
Guam,2022,Petroliers,0
Guam,2022,Vraquiers,0
Guam,2022,Navires de charge classique,0
Guam,2022,Porte-conteneurs,0
Guam,2022,Autres navires,3
Guam,2023,Flotte totale,3
Guam,2023,Petroliers,0
Guam,2023,Vraquiers,0
Guam,2023,Navires de charge classique,0
Guam,2023,Porte-conteneurs,0
Guam,2023,Autres navires,3
Guam,2024,Flotte totale,3
Guam,2024,Petroliers,0
Guam,2024,Vraquiers,0
Guam,2024,Navires de charge classique,0
Guam,2024,Porte-conteneurs,0
Guam,2024,Autres navires,3
Guam,2025,Flotte totale,3
Guam,2025,Petroliers,0
Guam,2025,Vraquiers,0
Guam,2025,Navires de charge classique,0
Guam,2025,Porte-conteneurs,0
Guam,2025,Autres navires,3
Guam,2026,Flotte totale,3
Guam,2026,Petroliers,0
Guam,2026,Vraquiers,0
Guam,2026,Navires de charge classique,0
Guam,2026,Porte-conteneurs,0
Guam,2026,Autres navires,3
Guatemala,2011,Flotte totale,6
Guatemala,2011,Petroliers,1
Guatemala,2011,Vraquiers,0
Guatemala,2011,Navires de charge classique,0
Guatemala,2011,Porte-conteneurs,0
Guatemala,2011,Autres navires,5
Guatemala,2012,Flotte totale,6
Guatemala,2012,Petroliers,1
Guatemala,2012,Vraquiers,0
Guatemala,2012,Navires de charge classique,0
Guatemala,2012,Porte-conteneurs,0
Guatemala,2012,Autres navires,5
Guatemala,2013,Flotte totale,7
Guatemala,2013,Petroliers,1
Guatemala,2013,Vraquiers,0
Guatemala,2013,Navires de charge classique,0
Guatemala,2013,Porte-conteneurs,0
Guatemala,2013,Autres navires,6
Guatemala,2014,Flotte totale,7
Guatemala,2014,Petroliers,1
Guatemala,2014,Vraquiers,0
Guatemala,2014,Navires de charge classique,0
Guatemala,2014,Porte-conteneurs,0
Guatemala,2014,Autres navires,6
Guatemala,2015,Flotte totale,8
Guatemala,2015,Petroliers,1
Guatemala,2015,Vraquiers,0
Guatemala,2015,Navires de charge classique,0
Guatemala,2015,Porte-conteneurs,0
Guatemala,2015,Autres navires,7
Guatemala,2016,Flotte totale,8
Guatemala,2016,Petroliers,1
Guatemala,2016,Vraquiers,0
Guatemala,2016,Navires de charge classique,0
Guatemala,2016,Porte-conteneurs,0
Guatemala,2016,Autres navires,7
Guatemala,2017,Flotte totale,9
Guatemala,2017,Petroliers,1
Guatemala,2017,Vraquiers,0
Guatemala,2017,Navires de charge classique,0
Guatemala,2017,Porte-conteneurs,0
Guatemala,2017,Autres navires,8
Guatemala,2018,Flotte totale,8
Guatemala,2018,Petroliers,1
Guatemala,2018,Vraquiers,0
Guatemala,2018,Navires de charge classique,0
Guatemala,2018,Porte-conteneurs,0
Guatemala,2018,Autres navires,7
Guatemala,2019,Flotte totale,8
Guatemala,2019,Petroliers,1
Guatemala,2019,Vraquiers,0
Guatemala,2019,Navires de charge classique,0
Guatemala,2019,Porte-conteneurs,0
