economie,annee,type_navire,nombre_navires
Lituanie,2015,Autres navires,26
Lituanie,2016,Flotte totale,65
Lituanie,2016,Petroliers,2
Lituanie,2016,Vraquiers,5
Lituanie,2016,Navires de charge classique,27
Lituanie,2016,Porte-conteneurs,2
Lituanie,2016,Autres navires,29
Lituanie,2017,Flotte totale,60
Lituanie,2017,Petroliers,2
Lituanie,2017,Vraquiers,0
Lituanie,2017,Navires de charge classique,21
Lituanie,2017,Porte-conteneurs,2
Lituanie,2017,Autres navires,35
Lituanie,2018,Flotte totale,63
Lituanie,2018,Petroliers,2
Lituanie,2018,Vraquiers,0
Lituanie,2018,Navires de charge classique,24
Lituanie,2018,Porte-conteneurs,3
Lituanie,2018,Autres navires,34
Lituanie,2019,Flotte totale,60
Lituanie,2019,Petroliers,2
Lituanie,2019,Vraquiers,0
Lituanie,2019,Navires de charge classique,21
Lituanie,2019,Porte-conteneurs,3
Lituanie,2019,Autres navires,34
Lituanie,2020,Flotte totale,62
Lituanie,2020,Petroliers,2
Lituanie,2020,Vraquiers,0
Lituanie,2020,Navires de charge classique,23
Lituanie,2020,Porte-conteneurs,4
Lituanie,2020,Autres navires,33
Lituanie,2021,Flotte totale,65
Lituanie,2021,Petroliers,2
Lituanie,2021,Vraquiers,0
Lituanie,2021,Navires de charge classique,24
Lituanie,2021,Porte-conteneurs,4
Lituanie,2021,Autres navires,35
Lituanie,2022,Flotte totale,62
Lituanie,2022,Petroliers,2
Lituanie,2022,Vraquiers,0
Lituanie,2022,Navires de charge classique,22
Lituanie,2022,Porte-conteneurs,4
Lituanie,2022,Autres navires,34
Lituanie,2023,Flotte totale,59
Lituanie,2023,Petroliers,2
Lituanie,2023,Vraquiers,0
Lituanie,2023,Navires de charge classique,19
Lituanie,2023,Porte-conteneurs,3
Lituanie,2023,Autres navires,35
Lituanie,2024,Flotte totale,61
Lituanie,2024,Petroliers,2
Lituanie,2024,Vraquiers,0
Lituanie,2024,Navires de charge classique,18
Lituanie,2024,Porte-conteneurs,3
Lituanie,2024,Autres navires,38
Lituanie,2025,Flotte totale,62
Lituanie,2025,Petroliers,1
Lituanie,2025,Vraquiers,0
Lituanie,2025,Navires de charge classique,19
Lituanie,2025,Porte-conteneurs,4
Lituanie,2025,Autres navires,38
Lituanie,2026,Flotte totale,59
Lituanie,2026,Petroliers,1
Lituanie,2026,Vraquiers,0
Lituanie,2026,Navires de charge classique,18
Lituanie,2026,Porte-conteneurs,5
Lituanie,2026,Autres navires,35
Luxembourg,2011,Flotte totale,131
Luxembourg,2011,Petroliers,10
Luxembourg,2011,Vraquiers,3
Luxembourg,2011,Navires de charge classique,17
Luxembourg,2011,Porte-conteneurs,7
Luxembourg,2011,Autres navires,94
Luxembourg,2012,Flotte totale,156
Luxembourg,2012,Petroliers,8
Luxembourg,2012,Vraquiers,3
Luxembourg,2012,Navires de charge classique,16
Luxembourg,2012,Porte-conteneurs,9
Luxembourg,2012,Autres navires,120
Luxembourg,2013,Flotte totale,153
Luxembourg,2013,Petroliers,8
Luxembourg,2013,Vraquiers,3
Luxembourg,2013,Navires de charge classique,19
Luxembourg,2013,Porte-conteneurs,6
Luxembourg,2013,Autres navires,117
Luxembourg,2014,Flotte totale,174
Luxembourg,2014,Petroliers,4
Luxembourg,2014,Vraquiers,9
Luxembourg,2014,Navires de charge classique,19
Luxembourg,2014,Porte-conteneurs,20
Luxembourg,2014,Autres navires,122
Luxembourg,2015,Flotte totale,179
Luxembourg,2015,Petroliers,4
Luxembourg,2015,Vraquiers,5
Luxembourg,2015,Navires de charge classique,15
Luxembourg,2015,Porte-conteneurs,27
Luxembourg,2015,Autres navires,128
Luxembourg,2016,Flotte totale,165
Luxembourg,2016,Petroliers,2
Luxembourg,2016,Vraquiers,6
Luxembourg,2016,Navires de charge classique,10
Luxembourg,2016,Porte-conteneurs,25
Luxembourg,2016,Autres navires,122
Luxembourg,2017,Flotte totale,155
Luxembourg,2017,Petroliers,2
Luxembourg,2017,Vraquiers,3
Luxembourg,2017,Navires de charge classique,4
Luxembourg,2017,Porte-conteneurs,20
Luxembourg,2017,Autres navires,126
Luxembourg,2018,Flotte totale,149
Luxembourg,2018,Petroliers,2
Luxembourg,2018,Vraquiers,4
Luxembourg,2018,Navires de charge classique,7
Luxembourg,2018,Porte-conteneurs,9
Luxembourg,2018,Autres navires,127
Luxembourg,2019,Flotte totale,144
Luxembourg,2019,Petroliers,3
Luxembourg,2019,Vraquiers,4
Luxembourg,2019,Navires de charge classique,14
Luxembourg,2019,Porte-conteneurs,4
Luxembourg,2019,Autres navires,119
Luxembourg,2020,Flotte totale,148
Luxembourg,2020,Petroliers,3
Luxembourg,2020,Vraquiers,4
Luxembourg,2020,Navires de charge classique,21
Luxembourg,2020,Porte-conteneurs,1
Luxembourg,2020,Autres navires,119
Luxembourg,2021,Flotte totale,147
Luxembourg,2021,Petroliers,3
Luxembourg,2021,Vraquiers,4
Luxembourg,2021,Navires de charge classique,23
Luxembourg,2021,Porte-conteneurs,1
Luxembourg,2021,Autres navires,116
Luxembourg,2022,Flotte totale,153
Luxembourg,2022,Petroliers,3
Luxembourg,2022,Vraquiers,4
Luxembourg,2022,Navires de charge classique,30
Luxembourg,2022,Porte-conteneurs,1
Luxembourg,2022,Autres navires,115
Luxembourg,2023,Flotte totale,146
Luxembourg,2023,Petroliers,4
Luxembourg,2023,Vraquiers,3
Luxembourg,2023,Navires de charge classique,27
Luxembourg,2023,Porte-conteneurs,1
Luxembourg,2023,Autres navires,111
Luxembourg,2024,Flotte totale,147
Luxembourg,2024,Petroliers,4
Luxembourg,2024,Vraquiers,3
Luxembourg,2024,Navires de charge classique,25
Luxembourg,2024,Porte-conteneurs,0
Luxembourg,2024,Autres navires,115
Luxembourg,2025,Flotte totale,152
Luxembourg,2025,Petroliers,4
Luxembourg,2025,Vraquiers,4
Luxembourg,2025,Navires de charge classique,23
Luxembourg,2025,Porte-conteneurs,1
Luxembourg,2025,Autres navires,120
Luxembourg,2026,Flotte totale,138
Luxembourg,2026,Petroliers,4
Luxembourg,2026,Vraquiers,4
Luxembourg,2026,Navires de charge classique,11
Luxembourg,2026,Porte-conteneurs,2
Luxembourg,2026,Autres navires,117
Madagascar,2011,Flotte totale,38
Madagascar,2011,Petroliers,4
Madagascar,2011,Vraquiers,0
Madagascar,2011,Navires de charge classique,22
Madagascar,2011,Porte-conteneurs,0
Madagascar,2011,Autres navires,12
Madagascar,2012,Flotte totale,35
Madagascar,2012,Petroliers,4
Madagascar,2012,Vraquiers,0
Madagascar,2012,Navires de charge classique,19
Madagascar,2012,Porte-conteneurs,0
Madagascar,2012,Autres navires,12
Madagascar,2013,Flotte totale,35
Madagascar,2013,Petroliers,4
Madagascar,2013,Vraquiers,0
Madagascar,2013,Navires de charge classique,19
Madagascar,2013,Porte-conteneurs,0
Madagascar,2013,Autres navires,12
Madagascar,2014,Flotte totale,28
Madagascar,2014,Petroliers,3
Madagascar,2014,Vraquiers,0
Madagascar,2014,Navires de charge classique,15
Madagascar,2014,Porte-conteneurs,0
Madagascar,2014,Autres navires,10
Madagascar,2015,Flotte totale,28
Madagascar,2015,Petroliers,3
Madagascar,2015,Vraquiers,0
Madagascar,2015,Navires de charge classique,15
Madagascar,2015,Porte-conteneurs,0
Madagascar,2015,Autres navires,10
Madagascar,2016,Flotte totale,28
Madagascar,2016,Petroliers,3
Madagascar,2016,Vraquiers,0
Madagascar,2016,Navires de charge classique,15
Madagascar,2016,Porte-conteneurs,0
Madagascar,2016,Autres navires,10
Madagascar,2017,Flotte totale,28
Madagascar,2017,Petroliers,2
Madagascar,2017,Vraquiers,0
Madagascar,2017,Navires de charge classique,15
Madagascar,2017,Porte-conteneurs,0
Madagascar,2017,Autres navires,11
Madagascar,2018,Flotte totale,28
Madagascar,2018,Petroliers,2
Madagascar,2018,Vraquiers,0
Madagascar,2018,Navires de charge classique,15
Madagascar,2018,Porte-conteneurs,0
Madagascar,2018,Autres navires,11
Madagascar,2019,Flotte totale,26
Madagascar,2019,Petroliers,2
Madagascar,2019,Vraquiers,0
Madagascar,2019,Navires de charge classique,13
Madagascar,2019,Porte-conteneurs,0
Madagascar,2019,Autres navires,11
Madagascar,2020,Flotte totale,28
Madagascar,2020,Petroliers,2
Madagascar,2020,Vraquiers,0
Madagascar,2020,Navires de charge classique,15
Madagascar,2020,Porte-conteneurs,0
Madagascar,2020,Autres navires,11
Madagascar,2021,Flotte totale,28
Madagascar,2021,Petroliers,2
Madagascar,2021,Vraquiers,0
Madagascar,2021,Navires de charge classique,15
Madagascar,2021,Porte-conteneurs,0
Madagascar,2021,Autres navires,11
Madagascar,2022,Flotte totale,28
Madagascar,2022,Petroliers,2
Madagascar,2022,Vraquiers,0
Madagascar,2022,Navires de charge classique,15
Madagascar,2022,Porte-conteneurs,0
Madagascar,2022,Autres navires,11
Madagascar,2023,Flotte totale,30
Madagascar,2023,Petroliers,2
Madagascar,2023,Vraquiers,0
Madagascar,2023,Navires de charge classique,16
Madagascar,2023,Porte-conteneurs,0
Madagascar,2023,Autres navires,12
Madagascar,2024,Flotte totale,22
Madagascar,2024,Petroliers,0
Madagascar,2024,Vraquiers,0
Madagascar,2024,Navires de charge classique,12
Madagascar,2024,Porte-conteneurs,0
Madagascar,2024,Autres navires,10
Madagascar,2025,Flotte totale,23
Madagascar,2025,Petroliers,0
Madagascar,2025,Vraquiers,0
Madagascar,2025,Navires de charge classique,12
Madagascar,2025,Porte-conteneurs,0
Madagascar,2025,Autres navires,11
Madagascar,2026,Flotte totale,28
Madagascar,2026,Petroliers,3
Madagascar,2026,Vraquiers,0
Madagascar,2026,Navires de charge classique,13
Madagascar,2026,Porte-conteneurs,0
Madagascar,2026,Autres navires,12
Malaisie,2011,Flotte totale,1405
Malaisie,2011,Petroliers,166
Malaisie,2011,Vraquiers,10
Malaisie,2011,Navires de charge classique,197
Malaisie,2011,Porte-conteneurs,45
Malaisie,2011,Autres navires,987
Malaisie,2012,Flotte totale,1456
Malaisie,2012,Petroliers,136
Malaisie,2012,Vraquiers,10
Malaisie,2012,Navires de charge classique,187
Malaisie,2012,Porte-conteneurs,45
Malaisie,2012,Autres navires,1078
Malaisie,2013,Flotte totale,1500
Malaisie,2013,Petroliers,140
Malaisie,2013,Vraquiers,6
Malaisie,2013,Navires de charge classique,188
Malaisie,2013,Porte-conteneurs,28
Malaisie,2013,Autres navires,1138
Malaisie,2014,Flotte totale,1561
Malaisie,2014,Petroliers,135
Malaisie,2014,Vraquiers,11
Malaisie,2014,Navires de charge classique,187
Malaisie,2014,Porte-conteneurs,22
Malaisie,2014,Autres navires,1206
Malaisie,2015,Flotte totale,1617
Malaisie,2015,Petroliers,134
Malaisie,2015,Vraquiers,11
Malaisie,2015,Navires de charge classique,188
Malaisie,2015,Porte-conteneurs,21
Malaisie,2015,Autres navires,1263
Malaisie,2016,Flotte totale,1670
Malaisie,2016,Petroliers,135
Malaisie,2016,Vraquiers,11
Malaisie,2016,Navires de charge classique,192
Malaisie,2016,Porte-conteneurs,21
Malaisie,2016,Autres navires,1311
Malaisie,2017,Flotte totale,1691
Malaisie,2017,Petroliers,131
Malaisie,2017,Vraquiers,12
Malaisie,2017,Navires de charge classique,181
Malaisie,2017,Porte-conteneurs,25
Malaisie,2017,Autres navires,1342
Malaisie,2018,Flotte totale,1732
Malaisie,2018,Petroliers,142
Malaisie,2018,Vraquiers,15
Malaisie,2018,Navires de charge classique,184
Malaisie,2018,Porte-conteneurs,21
Malaisie,2018,Autres navires,1370
Malaisie,2019,Flotte totale,1747
Malaisie,2019,Petroliers,142
Malaisie,2019,Vraquiers,15
Malaisie,2019,Navires de charge classique,180
Malaisie,2019,Porte-conteneurs,22
Malaisie,2019,Autres navires,1388
Malaisie,2020,Flotte totale,1805
Malaisie,2020,Petroliers,153
Malaisie,2020,Vraquiers,16
Malaisie,2020,Navires de charge classique,186
Malaisie,2020,Porte-conteneurs,26
Malaisie,2020,Autres navires,1424
Malaisie,2021,Flotte totale,1783
Malaisie,2021,Petroliers,152
Malaisie,2021,Vraquiers,16
Malaisie,2021,Navires de charge classique,175
Malaisie,2021,Porte-conteneurs,28
Malaisie,2021,Autres navires,1412
Malaisie,2022,Flotte totale,1769
Malaisie,2022,Petroliers,155
Malaisie,2022,Vraquiers,14
Malaisie,2022,Navires de charge classique,174
Malaisie,2022,Porte-conteneurs,33
Malaisie,2022,Autres navires,1393
Malaisie,2023,Flotte totale,1763
Malaisie,2023,Petroliers,152
Malaisie,2023,Vraquiers,14
Malaisie,2023,Navires de charge classique,170
Malaisie,2023,Porte-conteneurs,35
Malaisie,2023,Autres navires,1392
Malaisie,2024,Flotte totale,1783
Malaisie,2024,Petroliers,158
Malaisie,2024,Vraquiers,14
Malaisie,2024,Navires de charge classique,174
Malaisie,2024,Porte-conteneurs,33
Malaisie,2024,Autres navires,1404
Malaisie,2025,Flotte totale,1808
Malaisie,2025,Petroliers,165
Malaisie,2025,Vraquiers,14
Malaisie,2025,Navires de charge classique,175
Malaisie,2025,Porte-conteneurs,42
Malaisie,2025,Autres navires,1412
Malaisie,2026,Flotte totale,1792
Malaisie,2026,Petroliers,167
Malaisie,2026,Vraquiers,16
Malaisie,2026,Navires de charge classique,173
Malaisie,2026,Porte-conteneurs,43
Malaisie,2026,Autres navires,1393
Maldives,2011,Flotte totale,73
Maldives,2011,Petroliers,16
Maldives,2011,Vraquiers,0
Maldives,2011,Navires de charge classique,42
Maldives,2011,Porte-conteneurs,2
Maldives,2011,Autres navires,13
Maldives,2012,Flotte totale,65
Maldives,2012,Petroliers,13
Maldives,2012,Vraquiers,0
Maldives,2012,Navires de charge classique,34
Maldives,2012,Porte-conteneurs,2
Maldives,2012,Autres navires,16
Maldives,2013,Flotte totale,65
Maldives,2013,Petroliers,13
Maldives,2013,Vraquiers,0
Maldives,2013,Navires de charge classique,33
Maldives,2013,Porte-conteneurs,2
Maldives,2013,Autres navires,17
Maldives,2014,Flotte totale,62
Maldives,2014,Petroliers,14
Maldives,2014,Vraquiers,1
Maldives,2014,Navires de charge classique,26
Maldives,2014,Porte-conteneurs,0
Maldives,2014,Autres navires,21
Maldives,2015,Flotte totale,63
Maldives,2015,Petroliers,14
Maldives,2015,Vraquiers,1
Maldives,2015,Navires de charge classique,27
Maldives,2015,Porte-conteneurs,0
Maldives,2015,Autres navires,21
Maldives,2016,Flotte totale,67
Maldives,2016,Petroliers,14
Maldives,2016,Vraquiers,1
Maldives,2016,Navires de charge classique,27
Maldives,2016,Porte-conteneurs,1
Maldives,2016,Autres navires,24
Maldives,2017,Flotte totale,61
Maldives,2017,Petroliers,15
Maldives,2017,Vraquiers,1
Maldives,2017,Navires de charge classique,21
Maldives,2017,Porte-conteneurs,1
Maldives,2017,Autres navires,23
Maldives,2018,Flotte totale,63
Maldives,2018,Petroliers,16
Maldives,2018,Vraquiers,1
Maldives,2018,Navires de charge classique,19
Maldives,2018,Porte-conteneurs,0
Maldives,2018,Autres navires,27
Maldives,2019,Flotte totale,66
Maldives,2019,Petroliers,18
Maldives,2019,Vraquiers,1
Maldives,2019,Navires de charge classique,19
Maldives,2019,Porte-conteneurs,0
Maldives,2019,Autres navires,28
Maldives,2020,Flotte totale,79
Maldives,2020,Petroliers,20
Maldives,2020,Vraquiers,0
Maldives,2020,Navires de charge classique,30
Maldives,2020,Porte-conteneurs,0
Maldives,2020,Autres navires,29
Maldives,2021,Flotte totale,80
Maldives,2021,Petroliers,20
Maldives,2021,Vraquiers,0
Maldives,2021,Navires de charge classique,29
Maldives,2021,Porte-conteneurs,0
Maldives,2021,Autres navires,31
Maldives,2022,Flotte totale,82
Maldives,2022,Petroliers,20
Maldives,2022,Vraquiers,0
Maldives,2022,Navires de charge classique,30
Maldives,2022,Porte-conteneurs,0
Maldives,2022,Autres navires,32
Maldives,2023,Flotte totale,85
Maldives,2023,Petroliers,20
Maldives,2023,Vraquiers,1
Maldives,2023,Navires de charge classique,30
Maldives,2023,Porte-conteneurs,0
Maldives,2023,Autres navires,34
Maldives,2024,Flotte totale,82
Maldives,2024,Petroliers,19
Maldives,2024,Vraquiers,1
Maldives,2024,Navires de charge classique,29
Maldives,2024,Porte-conteneurs,1
Maldives,2024,Autres navires,32
Maldives,2025,Flotte totale,89
Maldives,2025,Petroliers,23
Maldives,2025,Vraquiers,1
Maldives,2025,Navires de charge classique,29
Maldives,2025,Porte-conteneurs,1
Maldives,2025,Autres navires,35
Maldives,2026,Flotte totale,91
Maldives,2026,Petroliers,24
Maldives,2026,Vraquiers,1
Maldives,2026,Navires de charge classique,30
Maldives,2026,Porte-conteneurs,1
Maldives,2026,Autres navires,35
Malte,2011,Flotte totale,1642
Malte,2011,Petroliers,371
Malte,2011,Vraquiers,475
Malte,2011,Navires de charge classique,391
Malte,2011,Porte-conteneurs,101
Malte,2011,Autres navires,304
Malte,2012,Flotte totale,1785
Malte,2012,Petroliers,271
Malte,2012,Vraquiers,542
Malte,2012,Navires de charge classique,397
Malte,2012,Porte-conteneurs,117
Malte,2012,Autres navires,458
Malte,2013,Flotte totale,1754
Malte,2013,Petroliers,263
Malte,2013,Vraquiers,539
Malte,2013,Navires de charge classique,361
Malte,2013,Porte-conteneurs,119
Malte,2013,Autres navires,472
Malte,2014,Flotte totale,1841
Malte,2014,Petroliers,282
Malte,2014,Vraquiers,568
Malte,2014,Navires de charge classique,323
Malte,2014,Porte-conteneurs,160
Malte,2014,Autres navires,508
Malte,2015,Flotte totale,1940
Malte,2015,Petroliers,298
Malte,2015,Vraquiers,617
Malte,2015,Navires de charge classique,308
Malte,2015,Porte-conteneurs,204
Malte,2015,Autres navires,513
Malte,2016,Flotte totale,2109
Malte,2016,Petroliers,311
Malte,2016,Vraquiers,658
Malte,2016,Navires de charge classique,305
Malte,2016,Porte-conteneurs,272
Malte,2016,Autres navires,563
Malte,2017,Flotte totale,2184
Malte,2017,Petroliers,346
Malte,2017,Vraquiers,656
Malte,2017,Navires de charge classique,293
Malte,2017,Porte-conteneurs,286
Malte,2017,Autres navires,603
Malte,2018,Flotte totale,2196
Malte,2018,Petroliers,393
Malte,2018,Vraquiers,646
Malte,2018,Navires de charge classique,269
Malte,2018,Porte-conteneurs,281
Malte,2018,Autres navires,607
Malte,2019,Flotte totale,2177
Malte,2019,Petroliers,414
Malte,2019,Vraquiers,637
Malte,2019,Navires de charge classique,250
Malte,2019,Porte-conteneurs,270
Malte,2019,Autres navires,606
Malte,2020,Flotte totale,2203
Malte,2020,Petroliers,423
Malte,2020,Vraquiers,617
Malte,2020,Navires de charge classique,237
Malte,2020,Porte-conteneurs,313
Malte,2020,Autres navires,613
Malte,2021,Flotte totale,2129
Malte,2021,Petroliers,410
Malte,2021,Vraquiers,601
Malte,2021,Navires de charge classique,213
Malte,2021,Porte-conteneurs,307
Malte,2021,Autres navires,598
Malte,2022,Flotte totale,2048
Malte,2022,Petroliers,394
Malte,2022,Vraquiers,545
Malte,2022,Navires de charge classique,180
Malte,2022,Porte-conteneurs,312
Malte,2022,Autres navires,617
Malte,2023,Flotte totale,1945
Malte,2023,Petroliers,355
Malte,2023,Vraquiers,490
Malte,2023,Navires de charge classique,143
Malte,2023,Porte-conteneurs,348
Malte,2023,Autres navires,609
Malte,2024,Flotte totale,1855
Malte,2024,Petroliers,315
Malte,2024,Vraquiers,468
Malte,2024,Navires de charge classique,127
Malte,2024,Porte-conteneurs,346
Malte,2024,Autres navires,599
Malte,2025,Flotte totale,1945
Malte,2025,Petroliers,331
Malte,2025,Vraquiers,493
Malte,2025,Navires de charge classique,112
Malte,2025,Porte-conteneurs,405
Malte,2025,Autres navires,604
Malte,2026,Flotte totale,1968
Malte,2026,Petroliers,331
Malte,2026,Vraquiers,485
Malte,2026,Navires de charge classique,105
Malte,2026,Porte-conteneurs,432
Malte,2026,Autres navires,615
Iles Marshall,2011,Flotte totale,1688
Iles Marshall,2011,Petroliers,564
Iles Marshall,2011,Vraquiers,500
Iles Marshall,2011,Navires de charge classique,72
Iles Marshall,2011,Porte-conteneurs,230
Iles Marshall,2011,Autres navires,322
Iles Marshall,2012,Flotte totale,1868
Iles Marshall,2012,Petroliers,479
Iles Marshall,2012,Vraquiers,604
Iles Marshall,2012,Navires de charge classique,78
Iles Marshall,2012,Porte-conteneurs,227
Iles Marshall,2012,Autres navires,480
Iles Marshall,2013,Flotte totale,2068
Iles Marshall,2013,Petroliers,494
Iles Marshall,2013,Vraquiers,751
Iles Marshall,2013,Navires de charge classique,79
Iles Marshall,2013,Porte-conteneurs,235
Iles Marshall,2013,Autres navires,509
Iles Marshall,2014,Flotte totale,2263
Iles Marshall,2014,Petroliers,526
Iles Marshall,2014,Vraquiers,841
Iles Marshall,2014,Navires de charge classique,86
Iles Marshall,2014,Porte-conteneurs,245
Iles Marshall,2014,Autres navires,565
Iles Marshall,2015,Flotte totale,2588
Iles Marshall,2015,Petroliers,647
Iles Marshall,2015,Vraquiers,964
Iles Marshall,2015,Navires de charge classique,77
Iles Marshall,2015,Porte-conteneurs,269
Iles Marshall,2015,Autres navires,631
Iles Marshall,2016,Flotte totale,2943
Iles Marshall,2016,Petroliers,717
Iles Marshall,2016,Vraquiers,1113
Iles Marshall,2016,Navires de charge classique,86
Iles Marshall,2016,Porte-conteneurs,279
Iles Marshall,2016,Autres navires,748
Iles Marshall,2017,Flotte totale,3167
Iles Marshall,2017,Petroliers,772
Iles Marshall,2017,Vraquiers,1262
Iles Marshall,2017,Navires de charge classique,73
Iles Marshall,2017,Porte-conteneurs,256
Iles Marshall,2017,Autres navires,804
Iles Marshall,2018,Flotte totale,3422
Iles Marshall,2018,Petroliers,839
Iles Marshall,2018,Vraquiers,1435
Iles Marshall,2018,Navires de charge classique,68
Iles Marshall,2018,Porte-conteneurs,255
Iles Marshall,2018,Autres navires,825
Iles Marshall,2019,Flotte totale,3539
Iles Marshall,2019,Petroliers,857
Iles Marshall,2019,Vraquiers,1537
Iles Marshall,2019,Navires de charge classique,68
Iles Marshall,2019,Porte-conteneurs,258
Iles Marshall,2019,Autres navires,819
Iles Marshall,2020,Flotte totale,3687
Iles Marshall,2020,Petroliers,920
Iles Marshall,2020,Vraquiers,1648
Iles Marshall,2020,Navires de charge classique,75
Iles Marshall,2020,Porte-conteneurs,248
Iles Marshall,2020,Autres navires,796
Iles Marshall,2021,Flotte totale,3825
Iles Marshall,2021,Petroliers,976
Iles Marshall,2021,Vraquiers,1734
Iles Marshall,2021,Navires de charge classique,66
Iles Marshall,2021,Porte-conteneurs,248
Iles Marshall,2021,Autres navires,801
Iles Marshall,2022,Flotte totale,4049
Iles Marshall,2022,Petroliers,1025
Iles Marshall,2022,Vraquiers,1879
Iles Marshall,2022,Navires de charge classique,62
Iles Marshall,2022,Porte-conteneurs,276
Iles Marshall,2022,Autres navires,807
Iles Marshall,2023,Flotte totale,4185
Iles Marshall,2023,Petroliers,1039
Iles Marshall,2023,Vraquiers,1939
Iles Marshall,2023,Navires de charge classique,66
Iles Marshall,2023,Porte-conteneurs,276
Iles Marshall,2023,Autres navires,865
Iles Marshall,2024,Flotte totale,4273
Iles Marshall,2024,Petroliers,1024
Iles Marshall,2024,Vraquiers,2014
Iles Marshall,2024,Navires de charge classique,78
Iles Marshall,2024,Porte-conteneurs,279
Iles Marshall,2024,Autres navires,878
Iles Marshall,2025,Flotte totale,4253
Iles Marshall,2025,Petroliers,961
Iles Marshall,2025,Vraquiers,2010
Iles Marshall,2025,Navires de charge classique,85
Iles Marshall,2025,Porte-conteneurs,273
Iles Marshall,2025,Autres navires,924
Iles Marshall,2026,Flotte totale,4379
Iles Marshall,2026,Petroliers,1019
Iles Marshall,2026,Vraquiers,2047
Iles Marshall,2026,Navires de charge classique,93
Iles Marshall,2026,Porte-conteneurs,254
Iles Marshall,2026,Autres navires,966
Mauritanie,2011,Flotte totale,5
Mauritanie,2011,Petroliers,0
Mauritanie,2011,Vraquiers,0
Mauritanie,2011,Navires de charge classique,2
Mauritanie,2011,Porte-conteneurs,0
Mauritanie,2011,Autres navires,3
Mauritanie,2012,Flotte totale,5
Mauritanie,2012,Petroliers,0
Mauritanie,2012,Vraquiers,0
Mauritanie,2012,Navires de charge classique,2
Mauritanie,2012,Porte-conteneurs,0
Mauritanie,2012,Autres navires,3
Mauritanie,2013,Flotte totale,4
Mauritanie,2013,Petroliers,0
Mauritanie,2013,Vraquiers,0
Mauritanie,2013,Navires de charge classique,2
Mauritanie,2013,Porte-conteneurs,0
Mauritanie,2013,Autres navires,2
Mauritanie,2014,Flotte totale,4
Mauritanie,2014,Petroliers,0
Mauritanie,2014,Vraquiers,0
Mauritanie,2014,Navires de charge classique,2
Mauritanie,2014,Porte-conteneurs,0
Mauritanie,2014,Autres navires,2
Mauritanie,2015,Flotte totale,6
Mauritanie,2015,Petroliers,0
Mauritanie,2015,Vraquiers,1
Mauritanie,2015,Navires de charge classique,2
Mauritanie,2015,Porte-conteneurs,0
Mauritanie,2015,Autres navires,3
Mauritanie,2016,Flotte totale,6
Mauritanie,2016,Petroliers,0
Mauritanie,2016,Vraquiers,1
Mauritanie,2016,Navires de charge classique,2
Mauritanie,2016,Porte-conteneurs,0
Mauritanie,2016,Autres navires,3
Mauritanie,2017,Flotte totale,5
Mauritanie,2017,Petroliers,0
Mauritanie,2017,Vraquiers,0
Mauritanie,2017,Navires de charge classique,2
Mauritanie,2017,Porte-conteneurs,0
Mauritanie,2017,Autres navires,3
Mauritanie,2018,Flotte totale,5
Mauritanie,2018,Petroliers,0
Mauritanie,2018,Vraquiers,0
Mauritanie,2018,Navires de charge classique,2
Mauritanie,2018,Porte-conteneurs,0
Mauritanie,2018,Autres navires,3
Mauritanie,2019,Flotte totale,5
Mauritanie,2019,Petroliers,0
Mauritanie,2019,Vraquiers,0
Mauritanie,2019,Navires de charge classique,2
Mauritanie,2019,Porte-conteneurs,0
Mauritanie,2019,Autres navires,3
Mauritanie,2020,Flotte totale,5
Mauritanie,2020,Petroliers,0
Mauritanie,2020,Vraquiers,0
Mauritanie,2020,Navires de charge classique,2
Mauritanie,2020,Porte-conteneurs,0
Mauritanie,2020,Autres navires,3
Mauritanie,2021,Flotte totale,5
Mauritanie,2021,Petroliers,0
Mauritanie,2021,Vraquiers,0
Mauritanie,2021,Navires de charge classique,2
Mauritanie,2021,Porte-conteneurs,0
Mauritanie,2021,Autres navires,3
Mauritanie,2022,Flotte totale,11
Mauritanie,2022,Petroliers,0
Mauritanie,2022,Vraquiers,0
Mauritanie,2022,Navires de charge classique,2
Mauritanie,2022,Porte-conteneurs,0
Mauritanie,2022,Autres navires,9
Mauritanie,2023,Flotte totale,11
Mauritanie,2023,Petroliers,0
Mauritanie,2023,Vraquiers,0
Mauritanie,2023,Navires de charge classique,2
Mauritanie,2023,Porte-conteneurs,0
Mauritanie,2023,Autres navires,9
Mauritanie,2024,Flotte totale,11
Mauritanie,2024,Petroliers,0
Mauritanie,2024,Vraquiers,0
Mauritanie,2024,Navires de charge classique,2
Mauritanie,2024,Porte-conteneurs,0
Mauritanie,2024,Autres navires,9
Mauritanie,2025,Flotte totale,12
Mauritanie,2025,Petroliers,0
Mauritanie,2025,Vraquiers,0
Mauritanie,2025,Navires de charge classique,3
Mauritanie,2025,Porte-conteneurs,0
Mauritanie,2025,Autres navires,9
Mauritanie,2026,Flotte totale,12
Mauritanie,2026,Petroliers,0
Mauritanie,2026,Vraquiers,0
Mauritanie,2026,Navires de charge classique,2
Mauritanie,2026,Porte-conteneurs,0
Mauritanie,2026,Autres navires,10
Maurice,2011,Flotte totale,25
Maurice,2011,Petroliers,0
Maurice,2011,Vraquiers,0
Maurice,2011,Navires de charge classique,1
Maurice,2011,Porte-conteneurs,0
Maurice,2011,Autres navires,24
Maurice,2012,Flotte totale,27
Maurice,2012,Petroliers,2
