zone,annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_30.0_-13.5,2024,Diminution,75.0,5.8,75.0,19.2,Diminution,True
z_30.0_-13.5,2025,Diminution,65.2,8.3,65.2,26.5,Diminution,True
z_30.0_-15.0,2023,Diminution,68.8,11.2,68.8,20.0,Diminution,True
z_30.0_-15.0,2024,Diminution,71.9,8.3,71.9,19.9,Diminution,True
z_30.0_-15.0,2025,Diminution,72.0,4.7,72.0,23.3,Diminution,True
z_30.0_28.5,2023,Augmentation,35.2,35.2,28.7,36.0,Diminution,False
z_30.0_28.5,2024,Augmentation,44.4,44.4,19.6,36.0,Diminution,False
z_30.0_28.5,2025,Augmentation,40.6,40.6,26.2,33.1,Diminution,False
z_30.0_30.0,2023,Diminution,49.7,13.1,49.7,37.2,Diminution,True
z_30.0_30.0,2024,Diminution,56.7,7.3,56.7,36.0,Diminution,True
z_30.0_30.0,2025,Diminution,41.9,10.5,41.9,47.5,Stable,False
z_30.0_31.5,2023,Augmentation,52.1,52.1,15.2,32.7,Augmentation,True
z_30.0_31.5,2024,Augmentation,66.4,66.4,13.7,19.9,Stable,False
z_30.0_31.5,2025,Augmentation,62.5,62.5,13.3,24.2,Diminution,False
z_31.5_-15.0,2023,Diminution,75.0,1.4,75.0,23.6,Diminution,True
z_31.5_-15.0,2024,Diminution,66.0,5.0,66.0,29.0,Stable,False
z_31.5_-15.0,2025,Diminution,55.6,11.6,55.6,32.8,Diminution,True
z_31.5_-18.0,2023,Augmentation,33.5,33.5,13.4,53.1,Augmentation,True
z_31.5_-18.0,2024,Augmentation,35.1,35.1,14.7,50.2,Diminution,False
z_31.5_-18.0,2025,Augmentation,37.8,37.8,14.9,47.4,Diminution,False
z_31.5_31.5,2023,Augmentation,28.6,28.6,22.7,48.7,Diminution,False
z_31.5_31.5,2024,Augmentation,36.1,36.1,24.8,39.1,Diminution,False
z_31.5_31.5,2025,Augmentation,31.8,31.8,22.2,46.0,Diminution,False
z_33.0_-13.5,2023,Diminution,62.7,7.1,62.7,30.2,Stable,False
z_33.0_-13.5,2024,Diminution,53.7,15.2,53.7,31.1,Diminution,True
z_33.0_-13.5,2025,Diminution,62.7,7.1,62.7,30.2,Diminution,True
z_33.0_-9.0,2023,Augmentation,39.6,39.6,30.3,30.2,Diminution,False
z_33.0_-9.0,2024,Augmentation,40.8,40.8,26.5,32.7,Stable,False
z_33.0_-9.0,2025,Augmentation,36.6,36.6,26.9,36.5,Augmentation,True
z_33.0_10.5,2023,Diminution,81.3,6.4,81.3,12.3,Diminution,True
z_33.0_10.5,2024,Diminution,81.3,6.4,81.3,12.3,Diminution,True
z_33.0_10.5,2025,Diminution,81.3,6.4,81.3,12.3,Stable,False
z_33.0_18.0,2023,Diminution,79.3,6.3,79.3,14.4,Diminution,True
z_33.0_18.0,2024,Diminution,79.3,6.3,79.3,14.4,Stable,False
z_33.0_18.0,2025,Diminution,65.0,12.8,65.0,22.2,Diminution,True
z_33.0_25.5,2023,Diminution,83.4,1.5,83.4,15.1,Diminution,True
z_33.0_25.5,2024,Diminution,83.4,1.5,83.4,15.1,Stable,False
z_33.0_25.5,2025,Diminution,72.1,6.0,72.1,21.9,Diminution,True
z_34.5_-1.5,2023,Augmentation,18.8,18.8,28.6,52.6,Augmentation,True
z_34.5_-1.5,2024,Augmentation,29.5,29.5,30.4,40.1,Diminution,False
z_34.5_-1.5,2025,Augmentation,28.7,28.7,33.4,38.0,Diminution,False
z_34.5_-10.5,2023,Diminution,71.0,3.6,71.0,25.4,Diminution,True
z_34.5_-10.5,2024,Diminution,71.0,3.6,71.0,25.4,Stable,False
z_34.5_-10.5,2025,Diminution,58.5,11.3,58.5,30.2,Diminution,True
z_34.5_-4.5,2023,Augmentation,25.7,25.7,29.2,45.0,Diminution,False
z_34.5_-4.5,2024,Augmentation,25.0,25.0,27.1,47.9,Diminution,False
z_34.5_-4.5,2025,Augmentation,25.1,25.1,29.5,45.4,Diminution,False
z_34.5_-6.0,2023,Augmentation,44.3,44.3,31.6,24.1,Diminution,False
z_34.5_-6.0,2024,Augmentation,38.5,38.5,33.7,27.8,Augmentation,True
z_34.5_-6.0,2025,Augmentation,51.4,51.4,25.0,23.6,Diminution,False
z_34.5_-7.5,2023,Augmentation,29.9,29.9,20.5,49.6,Augmentation,True
z_34.5_-7.5,2024,Augmentation,48.1,48.1,19.8,32.0,Diminution,False
z_34.5_-7.5,2025,Augmentation,38.4,38.4,24.3,37.3,Augmentation,True
z_34.5_0.0,2023,Diminution,58.1,10.0,58.1,31.9,Diminution,True
z_34.5_0.0,2024,Diminution,63.0,6.8,63.0,30.1,Stable,False
z_34.5_0.0,2025,Diminution,48.5,15.0,48.5,36.5,Diminution,True
z_34.5_12.0,2023,Augmentation,28.3,28.3,28.4,43.4,Stable,False
z_34.5_12.0,2024,Augmentation,36.4,36.4,30.5,33.1,Stable,False
z_34.5_12.0,2025,Augmentation,34.9,34.9,28.3,36.8,Diminution,False
z_34.5_13.5,2023,Augmentation,32.4,32.4,17.5,50.1,Stable,False
z_34.5_13.5,2024,Augmentation,34.0,34.0,18.5,47.4,Augmentation,True
z_34.5_13.5,2025,Augmentation,37.8,37.8,14.4,47.8,Augmentation,True
z_34.5_16.5,2023,Diminution,75.2,4.9,75.2,19.9,Diminution,True
z_34.5_16.5,2024,Diminution,74.6,6.3,74.6,19.1,Diminution,True
z_34.5_16.5,2025,Diminution,79.8,4.2,79.8,15.9,Diminution,True
z_34.5_18.0,2023,Diminution,85.1,1.6,85.1,13.3,Diminution,True
z_34.5_18.0,2024,Diminution,85.1,1.6,85.1,13.3,Stable,False
z_34.5_18.0,2025,Diminution,71.8,6.7,71.8,21.5,Diminution,True
z_34.5_19.5,2023,Diminution,59.8,10.1,59.8,30.1,Diminution,True
z_34.5_19.5,2024,Diminution,62.2,7.3,62.2,30.5,Stable,False
z_34.5_19.5,2025,Diminution,49.6,13.7,49.6,36.7,Diminution,True
z_34.5_22.5,2023,Augmentation,41.3,41.3,20.6,38.1,Augmentation,True
z_34.5_22.5,2024,Augmentation,54.7,54.7,17.2,28.0,Stable,False
z_34.5_22.5,2025,Augmentation,36.5,36.5,24.1,39.4,Augmentation,True
z_34.5_24.0,2023,Augmentation,38.3,38.3,22.6,39.1,Stable,False
z_34.5_24.0,2024,Augmentation,40.0,40.0,22.4,37.6,Stable,False
z_34.5_24.0,2025,Augmentation,37.1,37.1,22.8,40.0,Diminution,False
z_34.5_25.5,2023,Augmentation,32.9,32.9,30.1,37.0,Stable,False
z_34.5_25.5,2024,Augmentation,50.9,50.9,24.0,25.1,Diminution,False
z_34.5_25.5,2025,Augmentation,30.1,30.1,33.2,36.7,Diminution,False
z_34.5_27.0,2023,Augmentation,30.2,30.2,20.4,49.4,Diminution,False
z_34.5_27.0,2024,Augmentation,31.4,31.4,24.7,43.9,Diminution,False
z_34.5_27.0,2025,Augmentation,29.0,29.0,24.6,46.4,Diminution,False
z_34.5_31.5,2023,Augmentation,41.6,41.6,19.5,38.9,Augmentation,True
z_34.5_31.5,2024,Augmentation,57.8,57.8,13.5,28.7,Diminution,False
z_34.5_31.5,2025,Augmentation,40.3,40.3,25.0,34.7,Diminution,False
z_34.5_33.0,2023,Augmentation,69.8,69.8,17.4,12.9,Augmentation,True
z_34.5_33.0,2024,Augmentation,68.1,68.1,18.2,13.7,Stable,False
z_34.5_33.0,2025,Augmentation,67.6,67.6,17.6,14.8,Stable,False
z_36.0_-1.5,2023,Augmentation,43.9,43.9,28.5,27.6,Diminution,False
z_36.0_-1.5,2024,Augmentation,27.6,27.6,26.9,45.5,Diminution,False
z_36.0_-1.5,2025,Augmentation,43.4,43.4,28.3,28.4,Diminution,False
z_36.0_-10.5,2023,Augmentation,52.1,52.1,17.3,30.6,Augmentation,True
z_36.0_-10.5,2024,Augmentation,46.3,46.3,17.0,36.7,Augmentation,True
z_36.0_-10.5,2025,Augmentation,50.4,50.4,16.0,33.6,Augmentation,True
z_36.0_-12.0,2023,Diminution,78.3,2.8,78.3,18.9,Stable,False
z_36.0_-12.0,2024,Diminution,62.1,9.6,62.1,28.3,Diminution,True
z_36.0_-12.0,2025,Diminution,75.1,3.5,75.1,21.5,Diminution,True
z_36.0_-3.0,2023,Augmentation,69.2,69.2,9.2,21.7,Augmentation,True
z_36.0_-3.0,2024,Augmentation,67.5,67.5,10.9,21.5,Stable,False
z_36.0_-3.0,2025,Augmentation,55.7,55.7,11.9,32.4,Augmentation,True
z_36.0_-4.5,2023,Augmentation,42.1,42.1,17.5,40.4,Augmentation,True
z_36.0_-4.5,2024,Augmentation,58.9,58.9,14.5,26.6,Stable,False
z_36.0_-4.5,2025,Augmentation,41.3,41.3,19.0,39.7,Diminution,False
z_36.0_-6.0,2023,Augmentation,47.0,47.0,16.1,36.9,Diminution,False
z_36.0_-6.0,2024,Augmentation,40.2,40.2,16.4,43.4,Diminution,False
z_36.0_-6.0,2025,Augmentation,37.0,37.0,20.9,42.0,Diminution,False
z_36.0_-7.5,2023,Augmentation,61.3,61.3,11.0,27.7,Augmentation,True
z_36.0_-7.5,2024,Augmentation,67.3,67.3,10.7,22.0,Augmentation,True
z_36.0_-7.5,2025,Augmentation,59.6,59.6,13.4,27.0,Augmentation,True
z_36.0_-9.0,2023,Augmentation,43.6,43.6,17.7,38.7,Augmentation,True
z_36.0_-9.0,2024,Augmentation,47.6,47.6,17.6,34.8,Augmentation,True
z_36.0_-9.0,2025,Augmentation,56.8,56.8,14.2,29.0,Diminution,False
z_36.0_0.0,2023,Augmentation,25.9,25.9,39.8,34.4,Diminution,False
z_36.0_0.0,2024,Augmentation,26.8,26.8,46.1,27.1,Stable,False
z_36.0_0.0,2025,Augmentation,23.5,23.5,42.1,34.4,Diminution,False
z_36.0_10.5,2023,Augmentation,56.4,56.4,16.2,27.4,Stable,False
z_36.0_10.5,2024,Augmentation,45.4,45.4,19.6,34.9,Diminution,False
z_36.0_10.5,2025,Augmentation,44.9,44.9,17.2,37.9,Stable,False
z_36.0_12.0,2023,Augmentation,35.6,35.6,19.7,44.7,Stable,False
z_36.0_12.0,2024,Augmentation,44.5,44.5,19.3,36.2,Augmentation,True
z_36.0_12.0,2025,Augmentation,63.3,63.3,13.5,23.2,Stable,False
z_36.0_13.5,2023,Augmentation,33.3,33.3,14.0,52.7,Stable,False
z_36.0_13.5,2024,Augmentation,42.1,42.1,17.1,40.8,Augmentation,True
z_36.0_13.5,2025,Augmentation,52.2,52.2,14.3,33.6,Diminution,False
z_36.0_15.0,2023,Augmentation,49.1,49.1,18.5,32.4,Diminution,False
z_36.0_15.0,2024,Augmentation,43.6,43.6,22.9,33.5,Augmentation,True
z_36.0_15.0,2025,Augmentation,54.2,54.2,16.5,29.3,Augmentation,True
z_36.0_16.5,2023,Augmentation,23.4,23.4,41.7,34.9,Stable,False
z_36.0_16.5,2024,Augmentation,31.3,31.3,29.0,39.8,Stable,False
z_36.0_16.5,2025,Diminution,39.3,19.3,39.3,41.4,Stable,False
z_36.0_18.0,2023,Augmentation,32.2,32.2,27.6,40.2,Stable,False
z_36.0_18.0,2024,Augmentation,37.5,37.5,25.9,36.5,Diminution,False
z_36.0_18.0,2025,Augmentation,36.2,36.2,28.1,35.7,Diminution,False
z_36.0_19.5,2023,Diminution,53.7,16.8,53.7,29.5,Diminution,True
z_36.0_19.5,2024,Diminution,46.2,22.7,46.2,31.1,Diminution,True
z_36.0_19.5,2025,Diminution,50.3,16.3,50.3,33.4,Diminution,True
z_36.0_21.0,2023,Augmentation,40.7,40.7,24.4,34.9,Diminution,False
z_36.0_21.0,2024,Augmentation,44.6,44.6,24.3,31.1,Stable,False
z_36.0_21.0,2025,Augmentation,46.2,46.2,22.5,31.3,Diminution,False
z_36.0_22.5,2023,Augmentation,47.7,47.7,34.1,18.2,Augmentation,True
z_36.0_22.5,2024,Augmentation,60.1,60.1,26.0,14.0,Stable,False
z_36.0_22.5,2025,Augmentation,58.9,58.9,21.4,19.7,Diminution,False
z_36.0_24.0,2023,Augmentation,60.3,60.3,25.5,14.2,Stable,False
z_36.0_24.0,2024,Augmentation,71.6,71.6,17.2,11.2,Augmentation,True
z_36.0_24.0,2025,Augmentation,72.9,72.9,14.3,12.8,Stable,False
z_36.0_25.5,2023,Augmentation,60.2,60.2,23.7,16.2,Augmentation,True
z_36.0_25.5,2024,Augmentation,44.7,44.7,32.3,23.0,Stable,False
z_36.0_25.5,2025,Augmentation,49.1,49.1,26.7,24.3,Stable,False
z_36.0_27.0,2023,Augmentation,41.2,41.2,22.8,36.0,Diminution,False
z_36.0_27.0,2024,Augmentation,46.6,46.6,23.6,29.9,Stable,False
z_36.0_27.0,2025,Augmentation,43.7,43.7,23.3,32.9,Diminution,False
z_36.0_30.0,2023,Augmentation,22.0,22.0,32.8,45.2,Diminution,False
z_36.0_30.0,2024,Augmentation,28.0,28.0,33.1,38.9,Diminution,False
z_36.0_30.0,2025,Augmentation,22.4,22.4,35.8,41.8,Stable,False
z_36.0_34.5,2023,Augmentation,63.2,63.2,16.7,20.1,Diminution,False
z_36.0_34.5,2024,Augmentation,40.8,40.8,32.9,26.3,Diminution,False
z_36.0_34.5,2025,Augmentation,43.8,43.8,19.7,36.6,Diminution,False
z_36.0_36.0,2023,Diminution,57.8,5.2,57.8,36.9,Diminution,True
z_36.0_36.0,2024,Diminution,57.3,4.7,57.3,38.0,Diminution,True
z_36.0_36.0,2025,Diminution,57.3,4.7,57.3,38.0,Stable,False
z_36.0_4.5,2023,Augmentation,18.2,18.2,35.4,46.3,Diminution,False
z_36.0_4.5,2024,Augmentation,25.6,25.6,29.7,44.7,Stable,False
z_36.0_4.5,2025,Diminution,38.8,18.0,38.8,43.2,Diminution,True
z_36.0_9.0,2023,Augmentation,18.6,18.6,26.6,54.8,Augmentation,True
z_36.0_9.0,2024,Augmentation,26.1,26.1,29.2,44.8,Stable,False
z_36.0_9.0,2025,Augmentation,16.7,16.7,25.4,58.0,Diminution,False
z_37.5_-1.5,2023,Augmentation,51.3,51.3,21.9,26.8,Augmentation,True
z_37.5_-1.5,2024,Augmentation,63.4,63.4,17.1,19.5,Augmentation,True
z_37.5_-1.5,2025,Augmentation,49.7,49.7,17.0,33.3,Augmentation,True
z_37.5_-10.5,2023,Augmentation,58.7,58.7,14.1,27.2,Augmentation,True
z_37.5_-10.5,2024,Augmentation,71.9,71.9,9.7,18.4,Augmentation,True
z_37.5_-10.5,2025,Augmentation,68.7,68.7,11.3,20.0,Augmentation,True
z_37.5_-13.5,2023,Diminution,58.8,9.7,58.8,31.5,Diminution,True
z_37.5_-13.5,2024,Diminution,58.8,9.7,58.8,31.5,Stable,False
z_37.5_-13.5,2025,Diminution,50.0,14.4,50.0,35.6,Diminution,True
z_37.5_-22.5,2023,Diminution,85.8,1.6,85.8,12.6,Stable,False
z_37.5_-22.5,2024,Diminution,69.6,7.5,69.6,22.9,Diminution,True
z_37.5_-22.5,2025,Diminution,79.6,3.7,79.6,16.7,Stable,False
z_37.5_-25.5,2023,Diminution,54.6,14.8,54.6,30.6,Diminution,True
z_37.5_-25.5,2024,Diminution,70.5,6.4,70.5,23.1,Diminution,True
z_37.5_-25.5,2025,Diminution,60.9,9.5,60.9,29.6,Stable,False
z_37.5_-27.0,2023,Augmentation,26.8,26.8,27.5,45.8,Diminution,False
z_37.5_-27.0,2024,Augmentation,29.5,29.5,25.9,44.6,Diminution,False
z_37.5_-27.0,2025,Augmentation,23.6,23.6,28.5,47.9,Augmentation,True
z_37.5_-28.5,2023,Augmentation,38.0,38.0,35.4,26.6,Diminution,False
z_37.5_-28.5,2024,Augmentation,23.9,23.9,47.6,28.5,Augmentation,True
z_37.5_-28.5,2025,Diminution,47.7,23.6,47.7,28.7,Diminution,True
z_37.5_-30.0,2023,Diminution,40.9,13.0,40.9,46.2,Diminution,True
z_37.5_-30.0,2024,Diminution,36.8,14.6,36.8,48.7,Diminution,True
z_37.5_-30.0,2025,Diminution,36.8,14.6,36.8,48.7,Stable,False
z_37.5_-9.0,2023,Augmentation,48.2,48.2,23.1,28.7,Augmentation,True
z_37.5_-9.0,2024,Augmentation,53.6,53.6,20.7,25.7,Augmentation,True
z_37.5_-9.0,2025,Augmentation,50.4,50.4,21.2,28.4,Diminution,False
z_37.5_0.0,2023,Augmentation,38.6,38.6,19.8,41.6,Stable,False
z_37.5_0.0,2024,Augmentation,41.0,41.0,19.0,40.0,Diminution,False
z_37.5_0.0,2025,Augmentation,39.9,39.9,17.6,42.5,Diminution,False
z_37.5_1.5,2023,Diminution,59.9,6.2,59.9,33.9,Diminution,True
z_37.5_1.5,2024,Diminution,50.4,6.6,50.4,43.0,Diminution,True
z_37.5_1.5,2025,Diminution,61.2,5.7,61.2,33.1,Augmentation,False
z_37.5_10.5,2023,Augmentation,22.1,22.1,22.2,55.6,Diminution,False
z_37.5_10.5,2024,Augmentation,31.7,31.7,32.6,35.7,Diminution,False
z_37.5_10.5,2025,Augmentation,24.5,24.5,37.9,37.6,Diminution,False
z_37.5_12.0,2023,Augmentation,36.3,36.3,23.6,40.1,Augmentation,True
z_37.5_12.0,2024,Augmentation,49.4,49.4,18.1,32.5,Diminution,False
z_37.5_12.0,2025,Augmentation,44.0,44.0,21.1,34.8,Stable,False
z_37.5_13.5,2023,Augmentation,37.6,37.6,23.5,38.9,Augmentation,True
z_37.5_13.5,2024,Augmentation,49.1,49.1,18.2,32.7,Augmentation,True
z_37.5_13.5,2025,Augmentation,45.1,45.1,17.0,37.9,Augmentation,True
z_37.5_15.0,2023,Augmentation,35.7,35.7,30.2,34.1,Augmentation,True
z_37.5_15.0,2024,Augmentation,42.1,42.1,27.4,30.5,Augmentation,True
z_37.5_15.0,2025,Augmentation,47.7,47.7,21.7,30.6,Stable,False
z_37.5_16.5,2023,Augmentation,41.6,41.6,28.9,29.5,Diminution,False
z_37.5_16.5,2024,Augmentation,33.7,33.7,28.1,38.2,Diminution,False
z_37.5_16.5,2025,Augmentation,46.2,46.2,25.7,28.2,Augmentation,True
z_37.5_19.5,2023,Augmentation,36.6,36.6,23.4,40.0,Stable,False
z_37.5_19.5,2024,Augmentation,47.2,47.2,21.4,31.4,Stable,False
z_37.5_19.5,2025,Augmentation,44.7,44.7,17.8,37.5,Stable,False
z_37.5_21.0,2023,Augmentation,41.1,41.1,21.9,37.0,Augmentation,True
z_37.5_21.0,2024,Augmentation,48.2,48.2,17.6,34.3,Stable,False
z_37.5_21.0,2025,Augmentation,39.3,39.3,20.2,40.5,Diminution,False
z_37.5_22.5,2023,Augmentation,36.1,36.1,15.3,48.6,Stable,False
z_37.5_22.5,2024,Augmentation,39.0,39.0,14.0,47.1,Augmentation,True
z_37.5_22.5,2025,Augmentation,38.9,38.9,9.0,52.1,Diminution,False
z_37.5_24.0,2023,Augmentation,50.9,50.9,29.7,19.4,Diminution,False
z_37.5_24.0,2024,Augmentation,65.4,65.4,19.6,15.0,Stable,False
z_37.5_24.0,2025,Augmentation,61.6,61.6,22.5,15.9,Diminution,False
z_37.5_25.5,2023,Augmentation,33.3,33.3,22.8,43.9,Augmentation,True
z_37.5_25.5,2024,Augmentation,36.0,36.0,21.0,42.9,Diminution,False
z_37.5_25.5,2025,Augmentation,26.3,26.3,24.0,49.7,Diminution,False
z_37.5_27.0,2023,Augmentation,29.5,29.5,27.2,43.3,Diminution,False
z_37.5_27.0,2024,Augmentation,26.5,26.5,22.5,51.0,Diminution,False
z_37.5_27.0,2025,Augmentation,35.2,35.2,27.5,37.3,Stable,False
z_37.5_4.5,2023,Diminution,46.2,17.6,46.2,36.2,Stable,False
z_37.5_4.5,2024,Diminution,42.0,19.8,42.0,38.2,Diminution,True
z_37.5_4.5,2025,Diminution,41.0,19.2,41.0,39.8,Diminution,True
z_37.5_6.0,2023,Diminution,51.6,15.9,51.6,32.5,Diminution,True
z_37.5_6.0,2024,Diminution,55.7,10.2,55.7,34.1,Stable,False
z_37.5_6.0,2025,Diminution,57.3,15.0,57.3,27.8,Diminution,True
z_37.5_7.5,2023,Augmentation,31.2,31.2,16.3,52.6,Diminution,False
z_37.5_7.5,2024,Augmentation,43.0,43.0,24.1,32.9,Diminution,False
z_37.5_7.5,2025,Augmentation,33.7,33.7,21.3,45.0,Diminution,False
z_37.5_9.0,2023,Augmentation,41.9,41.9,28.7,29.5,Diminution,False
z_37.5_9.0,2024,Augmentation,45.1,45.1,22.5,32.4,Augmentation,True
z_37.5_9.0,2025,Augmentation,46.1,46.1,20.1,33.8,Diminution,False
z_39.0_-1.5,2023,Augmentation,67.0,67.0,14.0,19.0,Augmentation,True
z_39.0_-1.5,2024,Augmentation,69.7,69.7,11.1,19.2,Stable,False
z_39.0_-1.5,2025,Augmentation,53.8,53.8,16.2,30.1,Augmentation,True
z_39.0_-10.5,2023,Augmentation,45.5,45.5,17.9,36.6,Augmentation,True
z_39.0_-10.5,2024,Augmentation,60.3,60.3,13.1,26.6,Diminution,False
z_39.0_-10.5,2025,Augmentation,37.5,37.5,27.3,35.1,Augmentation,True
z_39.0_-31.5,2023,Diminution,71.5,10.0,71.5,18.6,Diminution,True
z_39.0_-31.5,2024,Diminution,74.8,4.6,74.8,20.6,Diminution,True
z_39.0_-31.5,2025,Diminution,85.0,2.7,85.0,12.3,Augmentation,False
z_39.0_-9.0,2023,Augmentation,50.8,50.8,16.5,32.7,Diminution,False
z_39.0_-9.0,2024,Augmentation,49.4,49.4,21.7,28.9,Augmentation,True
z_39.0_-9.0,2025,Augmentation,49.9,49.9,19.6,30.5,Augmentation,True
z_39.0_0.0,2023,Augmentation,43.7,43.7,19.9,36.4,Augmentation,True
z_39.0_0.0,2024,Augmentation,53.8,53.8,17.8,28.4,Augmentation,True
z_39.0_0.0,2025,Augmentation,55.9,55.9,14.5,29.6,Diminution,False
z_39.0_1.5,2023,Augmentation,51.6,51.6,18.5,29.8,Augmentation,True
z_39.0_1.5,2024,Augmentation,53.1,53.1,18.1,28.7,Diminution,False
z_39.0_1.5,2025,Augmentation,38.2,38.2,27.9,33.9,Stable,False
z_39.0_10.5,2023,Diminution,49.8,13.4,49.8,36.8,Stable,False
z_39.0_10.5,2024,Diminution,49.4,14.7,49.4,35.8,Diminution,True
z_39.0_10.5,2025,Diminution,53.5,13.3,53.5,33.2,Diminution,True
z_39.0_13.5,2023,Augmentation,28.7,28.7,21.4,49.9,Diminution,False
z_39.0_13.5,2024,Augmentation,37.7,37.7,19.4,42.9,Diminution,False
z_39.0_13.5,2025,Augmentation,44.6,44.6,21.8,33.6,Augmentation,True
z_39.0_15.0,2023,Augmentation,45.2,45.2,22.0,32.8,Stable,False
z_39.0_15.0,2024,Augmentation,34.1,34.1,22.9,42.9,Diminution,False
z_39.0_15.0,2025,Augmentation,43.8,43.8,23.7,32.5,Stable,False
z_39.0_16.5,2023,Augmentation,44.9,44.9,18.8,36.3,Stable,False
z_39.0_16.5,2024,Augmentation,50.3,50.3,19.4,30.3,Stable,False
z_39.0_16.5,2025,Augmentation,47.5,47.5,17.9,34.6,Augmentation,True
z_39.0_18.0,2023,Augmentation,63.6,63.6,13.9,22.4,Diminution,False
z_39.0_18.0,2024,Augmentation,47.5,47.5,22.7,29.7,Augmentation,True
z_39.0_18.0,2025,Augmentation,63.7,63.7,18.4,17.9,Diminution,False
z_39.0_19.5,2023,Augmentation,52.9,52.9,21.0,26.1,Diminution,False
z_39.0_19.5,2024,Augmentation,49.3,49.3,18.1,32.5,Diminution,False
z_39.0_19.5,2025,Augmentation,47.9,47.9,19.9,32.1,Diminution,False
z_39.0_22.5,2023,Augmentation,44.5,44.5,19.7,35.8,Stable,False
z_39.0_22.5,2024,Augmentation,48.4,48.4,18.4,33.2,Diminution,False
z_39.0_22.5,2025,Augmentation,35.8,35.8,18.4,45.8,Diminution,False
z_39.0_24.0,2023,Augmentation,58.7,58.7,21.3,20.0,Diminution,False
z_39.0_24.0,2024,Augmentation,56.1,56.1,21.3,22.6,Augmentation,True
z_39.0_24.0,2025,Augmentation,65.6,65.6,17.3,17.0,Diminution,False
z_39.0_25.5,2023,Augmentation,55.6,55.6,17.9,26.5,Diminution,False
z_39.0_25.5,2024,Augmentation,48.4,48.4,18.3,33.4,Diminution,False
z_39.0_25.5,2025,Augmentation,48.9,48.9,12.9,38.2,Diminution,False
z_39.0_3.0,2023,Augmentation,60.3,60.3,16.4,23.3,Augmentation,True
z_39.0_3.0,2024,Augmentation,56.1,56.1,20.3,23.7,Stable,False
z_39.0_3.0,2025,Augmentation,51.0,51.0,19.6,29.4,Diminution,False
z_39.0_4.5,2023,Augmentation,16.5,16.5,23.7,59.8,Diminution,False
z_39.0_4.5,2024,Augmentation,24.3,24.3,38.3,37.4,Augmentation,True
z_39.0_4.5,2025,Augmentation,23.1,23.1,36.9,40.0,Diminution,False
z_39.0_6.0,2023,Diminution,82.5,1.4,82.5,16.1,Stable,False
z_39.0_6.0,2024,Diminution,71.6,5.9,71.6,22.5,Diminution,True
z_39.0_6.0,2025,Diminution,60.1,13.7,60.1,26.2,Diminution,True
z_39.0_7.5,2023,Augmentation,46.4,46.4,25.3,28.3,Diminution,False
z_39.0_7.5,2024,Augmentation,42.8,42.8,28.0,29.1,Diminution,False
z_39.0_7.5,2025,Augmentation,40.7,40.7,29.0,30.3,Diminution,False
z_39.0_9.0,2023,Augmentation,41.4,41.4,19.9,38.7,Augmentation,True
z_39.0_9.0,2024,Augmentation,49.8,49.8,18.1,32.1,Augmentation,True
z_39.0_9.0,2025,Augmentation,49.2,49.2,17.1,33.7,Diminution,False
