zone,annee,trimestre,trimestre_annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_28.5_-16.5,2025,3,2025-T3,Stable,43.8,24.6,31.7,43.8,Diminution,False
z_28.5_-16.5,2025,4,2025-T4,Stable,46.4,31.2,22.3,46.4,Diminution,False
z_30.0_-10.5,2023,2,2023-T2,Diminution,64.3,6.6,64.3,29.1,Diminution,True
z_30.0_-10.5,2023,3,2023-T3,Diminution,71.1,4.5,71.1,24.4,Diminution,True
z_30.0_-10.5,2024,2,2024-T2,Diminution,54.4,8.3,54.4,37.2,Diminution,True
z_30.0_-10.5,2024,3,2024-T3,Diminution,57.4,7.5,57.4,35.0,Stable,False
z_30.0_-10.5,2025,2,2025-T2,Diminution,65.3,7.3,65.3,27.5,Diminution,True
z_30.0_-10.5,2025,3,2025-T3,Diminution,64.8,4.9,64.8,30.3,Diminution,True
z_30.0_-13.5,2023,1,2023-T1,Diminution,71.1,5.1,71.1,23.8,Diminution,True
z_30.0_-13.5,2023,2,2023-T2,Diminution,87.6,1.3,87.6,11.1,Diminution,True
z_30.0_-13.5,2024,1,2024-T1,Diminution,66.9,9.5,66.9,23.7,Stable,False
z_30.0_-13.5,2024,2,2024-T2,Diminution,73.7,1.6,73.7,24.7,Diminution,True
z_30.0_-13.5,2025,1,2025-T1,Diminution,59.4,4.4,59.4,36.2,Stable,False
z_30.0_-13.5,2025,2,2025-T2,Diminution,87.6,1.3,87.6,11.1,Diminution,True
z_30.0_-15.0,2023,1,2023-T1,Diminution,82.4,3.5,82.4,14.1,Diminution,True
z_30.0_-15.0,2023,2,2023-T2,Diminution,77.6,2.8,77.6,19.6,Diminution,True
z_30.0_-15.0,2024,1,2024-T1,Diminution,83.7,3.8,83.7,12.5,Diminution,True
z_30.0_-15.0,2024,2,2024-T2,Diminution,83.3,3.4,83.3,13.3,Diminution,True
z_30.0_-15.0,2025,1,2025-T1,Diminution,76.2,3.5,76.2,20.3,Diminution,True
z_30.0_-15.0,2025,2,2025-T2,Diminution,54.5,6.6,54.5,38.9,Diminution,True
z_30.0_28.5,2023,1,2023-T1,Diminution,61.8,9.4,61.8,28.8,Diminution,True
z_30.0_28.5,2023,2,2023-T2,Diminution,68.8,7.6,68.8,23.7,Augmentation,False
z_30.0_28.5,2023,3,2023-T3,Diminution,51.1,5.7,51.1,43.2,Diminution,True
z_30.0_28.5,2023,4,2023-T4,Diminution,59.9,13.0,59.9,27.1,Diminution,True
z_30.0_28.5,2024,1,2024-T1,Diminution,57.2,11.8,57.2,31.0,Diminution,True
z_30.0_28.5,2024,2,2024-T2,Diminution,61.6,7.5,61.6,30.9,Diminution,True
z_30.0_28.5,2024,3,2024-T3,Diminution,70.7,3.4,70.7,25.9,Diminution,True
z_30.0_28.5,2024,4,2024-T4,Diminution,70.4,10.2,70.4,19.3,Diminution,True
z_30.0_28.5,2025,1,2025-T1,Diminution,65.1,9.2,65.1,25.6,Diminution,True
z_30.0_28.5,2025,2,2025-T2,Diminution,63.8,8.4,63.8,27.9,Diminution,True
z_30.0_28.5,2025,3,2025-T3,Diminution,62.0,3.6,62.0,34.4,Diminution,True
z_30.0_28.5,2025,4,2025-T4,Diminution,66.5,11.6,66.5,21.9,Diminution,True
z_30.0_30.0,2023,1,2023-T1,Diminution,62.3,17.8,62.3,19.9,Diminution,True
z_30.0_30.0,2023,3,2023-T3,Diminution,85.5,5.9,85.5,8.6,Diminution,True
z_30.0_30.0,2024,1,2024-T1,Diminution,76.0,8.7,76.0,15.3,Diminution,True
z_30.0_30.0,2024,3,2024-T3,Diminution,79.2,3.6,79.2,17.2,Diminution,True
z_30.0_30.0,2025,1,2025-T1,Diminution,76.0,8.7,76.0,15.3,Diminution,True
z_30.0_30.0,2025,3,2025-T3,Diminution,74.7,3.4,74.7,21.9,Diminution,True
z_30.0_31.5,2023,1,2023-T1,Stable,55.9,25.2,19.0,55.9,Stable,True
z_30.0_31.5,2023,2,2023-T2,Stable,54.8,27.9,17.4,54.8,Augmentation,False
z_30.0_31.5,2023,3,2023-T3,Stable,49.0,33.0,17.9,49.0,Stable,True
z_30.0_31.5,2023,4,2023-T4,Stable,41.1,30.7,28.2,41.1,Diminution,False
z_30.0_31.5,2024,1,2024-T1,Stable,56.1,26.1,17.8,56.1,Diminution,False
z_30.0_31.5,2024,2,2024-T2,Stable,52.6,29.4,18.0,52.6,Diminution,False
z_30.0_31.5,2024,3,2024-T3,Stable,53.2,27.2,19.6,53.2,Augmentation,False
z_30.0_31.5,2024,4,2024-T4,Stable,38.3,28.8,32.9,38.3,Diminution,False
z_30.0_31.5,2025,1,2025-T1,Stable,48.2,34.5,17.4,48.2,Diminution,False
z_30.0_31.5,2025,2,2025-T2,Stable,54.6,25.4,20.0,54.6,Stable,True
z_30.0_31.5,2025,3,2025-T3,Stable,52.5,25.3,22.1,52.5,Diminution,False
z_30.0_31.5,2025,4,2025-T4,Diminution,58.6,14.9,58.6,26.5,Diminution,True
z_31.5_-15.0,2023,1,2023-T1,Diminution,91.9,1.3,91.9,6.8,Diminution,True
z_31.5_-15.0,2023,4,2023-T4,Diminution,79.6,2.2,79.6,18.1,Diminution,True
z_31.5_-15.0,2024,1,2024-T1,Diminution,91.9,1.3,91.9,6.8,Diminution,True
z_31.5_-15.0,2024,4,2024-T4,Diminution,76.5,2.9,76.5,20.6,Diminution,True
z_31.5_-15.0,2025,1,2025-T1,Diminution,80.0,2.7,80.0,17.3,Diminution,True
z_31.5_-15.0,2025,4,2025-T4,Diminution,66.8,6.0,66.8,27.2,Diminution,True
z_31.5_-18.0,2023,1,2023-T1,Diminution,46.8,12.2,46.8,40.9,Diminution,True
z_31.5_-18.0,2023,2,2023-T2,Diminution,53.2,22.1,53.2,24.7,Diminution,True
z_31.5_-18.0,2023,3,2023-T3,Diminution,66.0,6.3,66.0,27.6,Stable,False
z_31.5_-18.0,2023,4,2023-T4,Diminution,44.4,23.0,44.4,32.6,Stable,False
z_31.5_-18.0,2024,1,2024-T1,Stable,41.9,21.2,37.0,41.9,Diminution,False
z_31.5_-18.0,2024,2,2024-T2,Diminution,49.8,11.8,49.8,38.4,Diminution,True
z_31.5_-18.0,2024,3,2024-T3,Diminution,51.1,9.5,51.1,39.4,Diminution,True
z_31.5_-18.0,2024,4,2024-T4,Diminution,59.8,11.4,59.8,28.8,Diminution,True
z_31.5_-18.0,2025,1,2025-T1,Diminution,62.0,12.7,62.0,25.3,Diminution,True
z_31.5_-18.0,2025,2,2025-T2,Diminution,66.1,13.1,66.1,20.8,Diminution,True
z_31.5_-18.0,2025,3,2025-T3,Diminution,53.5,9.4,53.5,37.0,Diminution,True
z_31.5_-18.0,2025,4,2025-T4,Diminution,49.2,22.7,49.2,28.1,Diminution,True
z_31.5_31.5,2023,1,2023-T1,Stable,44.8,13.6,41.6,44.8,Diminution,False
z_31.5_31.5,2024,1,2024-T1,Stable,48.8,10.3,40.9,48.8,Diminution,False
z_31.5_31.5,2025,1,2025-T1,Stable,48.8,12.1,39.1,48.8,Diminution,False
z_33.0_-13.5,2023,2,2023-T2,Diminution,72.5,2.7,72.5,24.7,Diminution,True
z_33.0_-13.5,2023,4,2023-T4,Diminution,84.7,4.5,84.7,10.8,Diminution,True
z_33.0_-13.5,2024,2,2024-T2,Diminution,65.0,5.2,65.0,29.8,Diminution,True
z_33.0_-13.5,2024,4,2024-T4,Diminution,78.7,2.5,78.7,18.8,Diminution,True
z_33.0_-13.5,2025,2,2025-T2,Diminution,89.6,1.7,89.6,8.7,Diminution,True
z_33.0_-13.5,2025,4,2025-T4,Diminution,86.0,2.9,86.0,11.2,Diminution,True
z_33.0_-9.0,2023,1,2023-T1,Diminution,52.1,11.5,52.1,36.3,Diminution,True
z_33.0_-9.0,2023,2,2023-T2,Diminution,52.4,20.7,52.4,26.8,Diminution,True
z_33.0_-9.0,2023,3,2023-T3,Diminution,70.2,6.8,70.2,23.0,Diminution,True
z_33.0_-9.0,2023,4,2023-T4,Diminution,46.2,16.6,46.2,37.2,Stable,False
z_33.0_-9.0,2024,1,2024-T1,Stable,42.7,17.3,39.9,42.7,Stable,True
z_33.0_-9.0,2024,2,2024-T2,Diminution,41.6,17.9,41.6,40.5,Stable,False
z_33.0_-9.0,2024,3,2024-T3,Diminution,46.2,12.3,46.2,41.5,Diminution,True
z_33.0_-9.0,2024,4,2024-T4,Stable,52.8,17.2,30.0,52.8,Diminution,False
z_33.0_-9.0,2025,1,2025-T1,Stable,51.8,10.7,37.5,51.8,Diminution,False
z_33.0_-9.0,2025,2,2025-T2,Diminution,56.7,8.2,56.7,35.0,Diminution,True
z_33.0_-9.0,2025,3,2025-T3,Diminution,70.2,6.8,70.2,23.0,Augmentation,False
z_33.0_-9.0,2025,4,2025-T4,Stable,49.3,17.3,33.4,49.3,Diminution,False
z_33.0_10.5,2023,1,2023-T1,Diminution,91.4,2.7,91.4,5.9,Diminution,True
z_33.0_10.5,2024,1,2024-T1,Diminution,91.4,2.7,91.4,5.9,Diminution,True
z_33.0_10.5,2025,1,2025-T1,Diminution,91.4,2.7,91.4,5.9,Diminution,True
z_33.0_18.0,2023,3,2023-T3,Diminution,92.1,2.0,92.1,5.9,Diminution,True
z_33.0_18.0,2024,3,2024-T3,Diminution,92.1,2.0,92.1,5.9,Stable,False
z_33.0_18.0,2025,3,2025-T3,Diminution,87.1,1.7,87.1,11.2,Diminution,True
z_33.0_25.5,2023,2,2023-T2,Diminution,90.7,2.6,90.7,6.7,Diminution,True
z_33.0_25.5,2024,2,2024-T2,Diminution,90.7,2.6,90.7,6.7,Stable,False
z_33.0_25.5,2025,2,2025-T2,Diminution,84.9,2.3,84.9,12.8,Diminution,True
z_34.5_-1.5,2023,1,2023-T1,Diminution,72.1,9.3,72.1,18.6,Diminution,True
z_34.5_-1.5,2023,2,2023-T2,Diminution,68.7,10.3,68.7,21.0,Stable,False
z_34.5_-1.5,2023,3,2023-T3,Diminution,56.6,8.1,56.6,35.3,Diminution,True
z_34.5_-1.5,2024,1,2024-T1,Diminution,55.3,21.3,55.3,23.4,Diminution,True
z_34.5_-1.5,2024,2,2024-T2,Diminution,58.1,7.8,58.1,34.1,Diminution,True
z_34.5_-1.5,2024,3,2024-T3,Diminution,69.2,10.1,69.2,20.8,Diminution,True
z_34.5_-1.5,2025,1,2025-T1,Diminution,76.0,8.7,76.0,15.3,Diminution,True
z_34.5_-1.5,2025,2,2025-T2,Diminution,55.5,14.8,55.5,29.7,Diminution,True
z_34.5_-1.5,2025,3,2025-T3,Diminution,57.3,20.1,57.3,22.5,Diminution,True
z_34.5_-10.5,2023,1,2023-T1,Diminution,90.2,2.4,90.2,7.4,Diminution,True
z_34.5_-10.5,2023,4,2023-T4,Diminution,90.0,2.7,90.0,7.3,Diminution,True
z_34.5_-10.5,2024,1,2024-T1,Diminution,90.2,2.4,90.2,7.4,Stable,False
z_34.5_-10.5,2024,4,2024-T4,Diminution,87.9,3.0,87.9,9.1,Diminution,True
z_34.5_-10.5,2025,1,2025-T1,Diminution,84.6,2.9,84.6,12.6,Diminution,True
z_34.5_-10.5,2025,4,2025-T4,Diminution,90.0,2.7,90.0,7.3,Diminution,True
z_34.5_-4.5,2023,1,2023-T1,Diminution,75.1,5.1,75.1,19.8,Diminution,True
z_34.5_-4.5,2023,2,2023-T2,Stable,44.4,17.6,38.1,44.4,Diminution,False
z_34.5_-4.5,2023,3,2023-T3,Diminution,48.0,9.3,48.0,42.7,Stable,False
z_34.5_-4.5,2023,4,2023-T4,Diminution,46.5,7.5,46.5,46.0,Diminution,True
z_34.5_-4.5,2024,1,2024-T1,Diminution,81.6,2.8,81.6,15.6,Diminution,True
z_34.5_-4.5,2024,2,2024-T2,Diminution,55.8,15.9,55.8,28.4,Stable,False
z_34.5_-4.5,2024,3,2024-T3,Stable,50.5,6.8,42.7,50.5,Diminution,False
z_34.5_-4.5,2024,4,2024-T4,Diminution,53.8,10.5,53.8,35.7,Diminution,True
z_34.5_-4.5,2025,1,2025-T1,Diminution,86.8,4.3,86.8,8.8,Diminution,True
z_34.5_-4.5,2025,2,2025-T2,Diminution,47.6,7.5,47.6,44.9,Stable,False
z_34.5_-4.5,2025,3,2025-T3,Diminution,44.3,20.4,44.3,35.3,Diminution,True
z_34.5_-4.5,2025,4,2025-T4,Stable,43.7,15.7,40.5,43.7,Diminution,False
z_34.5_-6.0,2023,1,2023-T1,Diminution,42.7,22.9,42.7,34.4,Stable,False
z_34.5_-6.0,2023,2,2023-T2,Stable,59.5,20.4,20.0,59.5,Diminution,False
z_34.5_-6.0,2023,3,2023-T3,Diminution,43.6,16.9,43.6,39.5,Diminution,True
z_34.5_-6.0,2023,4,2023-T4,Diminution,57.6,16.5,57.6,25.9,Diminution,True
z_34.5_-6.0,2024,1,2024-T1,Diminution,42.7,22.9,42.7,34.4,Stable,False
z_34.5_-6.0,2024,2,2024-T2,Stable,57.4,20.0,22.6,57.4,Augmentation,False
z_34.5_-6.0,2024,3,2024-T3,Augmentation,38.9,38.9,26.9,34.2,Stable,False
z_34.5_-6.0,2024,4,2024-T4,Augmentation,38.0,38.0,26.7,35.3,Diminution,False
z_34.5_-6.0,2025,1,2025-T1,Stable,42.4,33.6,24.0,42.4,Stable,True
z_34.5_-6.0,2025,2,2025-T2,Stable,56.2,26.7,17.1,56.2,Diminution,False
z_34.5_-6.0,2025,3,2025-T3,Stable,39.5,22.0,38.5,39.5,Diminution,False
z_34.5_-6.0,2025,4,2025-T4,Diminution,42.9,19.5,42.9,37.6,Diminution,True
z_34.5_-7.5,2023,1,2023-T1,Diminution,49.1,9.8,49.1,41.2,Diminution,True
z_34.5_-7.5,2023,2,2023-T2,Diminution,59.3,7.9,59.3,32.8,Stable,False
z_34.5_-7.5,2023,3,2023-T3,Diminution,61.5,3.9,61.5,34.6,Diminution,True
z_34.5_-7.5,2023,4,2023-T4,Diminution,57.7,8.6,57.7,33.8,Augmentation,False
z_34.5_-7.5,2024,1,2024-T1,Stable,41.5,21.4,37.1,41.5,Diminution,False
z_34.5_-7.5,2024,2,2024-T2,Stable,43.4,16.8,39.9,43.4,Diminution,False
z_34.5_-7.5,2024,3,2024-T3,Diminution,72.9,5.4,72.9,21.6,Diminution,True
z_34.5_-7.5,2024,4,2024-T4,Diminution,57.9,7.3,57.9,34.8,Diminution,True
z_34.5_-7.5,2025,1,2025-T1,Diminution,49.5,12.8,49.5,37.7,Stable,False
z_34.5_-7.5,2025,2,2025-T2,Diminution,59.5,6.8,59.5,33.7,Diminution,True
z_34.5_-7.5,2025,3,2025-T3,Diminution,73.3,3.9,73.3,22.8,Diminution,True
z_34.5_-7.5,2025,4,2025-T4,Diminution,55.2,6.8,55.2,38.0,Stable,False
z_34.5_0.0,2023,2,2023-T2,Diminution,76.5,5.5,76.5,18.0,Diminution,True
z_34.5_0.0,2023,3,2023-T3,Diminution,80.7,3.4,80.7,15.9,Diminution,True
z_34.5_0.0,2023,4,2023-T4,Diminution,79.9,2.6,79.9,17.5,Diminution,True
z_34.5_0.0,2024,2,2024-T2,Diminution,70.5,3.0,70.5,26.4,Stable,False
z_34.5_0.0,2024,3,2024-T3,Diminution,67.1,3.0,67.1,29.9,Diminution,True
z_34.5_0.0,2024,4,2024-T4,Diminution,68.9,3.2,68.9,27.9,Diminution,True
z_34.5_0.0,2025,2,2025-T2,Diminution,72.7,3.4,72.7,23.9,Diminution,True
z_34.5_0.0,2025,3,2025-T3,Diminution,80.7,3.4,80.7,15.9,Diminution,True
z_34.5_0.0,2025,4,2025-T4,Diminution,79.9,2.6,79.9,17.5,Diminution,True
z_34.5_12.0,2023,1,2023-T1,Diminution,45.4,16.3,45.4,38.3,Diminution,True
z_34.5_12.0,2023,2,2023-T2,Diminution,69.6,10.6,69.6,19.8,Diminution,True
z_34.5_12.0,2023,3,2023-T3,Diminution,74.9,3.7,74.9,21.4,Stable,False
z_34.5_12.0,2023,4,2023-T4,Stable,42.5,20.2,37.3,42.5,Diminution,False
z_34.5_12.0,2024,1,2024-T1,Stable,36.1,29.8,34.1,36.1,Diminution,False
z_34.5_12.0,2024,2,2024-T2,Diminution,67.1,11.3,67.1,21.6,Diminution,True
z_34.5_12.0,2024,3,2024-T3,Diminution,78.8,3.8,78.8,17.5,Stable,False
z_34.5_12.0,2024,4,2024-T4,Diminution,51.2,11.0,51.2,37.8,Stable,False
z_34.5_12.0,2025,1,2025-T1,Stable,45.7,25.4,28.9,45.7,Diminution,False
z_34.5_12.0,2025,2,2025-T2,Diminution,57.2,12.8,57.2,30.0,Diminution,True
z_34.5_12.0,2025,3,2025-T3,Diminution,61.6,12.4,61.6,25.9,Diminution,True
z_34.5_12.0,2025,4,2025-T4,Diminution,57.9,7.8,57.9,34.3,Diminution,True
z_34.5_13.5,2023,1,2023-T1,Augmentation,64.9,64.9,13.8,21.3,Augmentation,True
z_34.5_13.5,2023,2,2023-T2,Augmentation,75.8,75.8,9.7,14.5,Diminution,False
z_34.5_13.5,2023,3,2023-T3,Augmentation,80.2,80.2,9.1,10.7,Augmentation,True
z_34.5_13.5,2023,4,2023-T4,Augmentation,85.2,85.2,6.3,8.5,Augmentation,True
z_34.5_13.5,2024,1,2024-T1,Augmentation,73.7,73.7,14.1,12.2,Augmentation,True
z_34.5_13.5,2024,2,2024-T2,Augmentation,72.8,72.8,10.2,17.1,Augmentation,True
z_34.5_13.5,2024,3,2024-T3,Augmentation,79.1,79.1,7.4,13.5,Augmentation,True
z_34.5_13.5,2024,4,2024-T4,Augmentation,78.0,78.0,8.6,13.5,Augmentation,True
z_34.5_13.5,2025,1,2025-T1,Augmentation,79.4,79.4,8.3,12.3,Augmentation,True
z_34.5_13.5,2025,2,2025-T2,Augmentation,80.6,80.6,8.0,11.4,Diminution,False
z_34.5_13.5,2025,3,2025-T3,Augmentation,82.3,82.3,8.2,9.5,Augmentation,True
z_34.5_13.5,2025,4,2025-T4,Augmentation,76.4,76.4,9.1,14.4,Augmentation,True
z_34.5_16.5,2023,2,2023-T2,Diminution,56.8,7.1,56.8,36.1,Diminution,True
z_34.5_16.5,2024,2,2024-T2,Diminution,54.3,14.9,54.3,30.8,Diminution,True
z_34.5_16.5,2025,2,2025-T2,Diminution,50.8,7.0,50.8,42.2,Diminution,True
z_34.5_18.0,2023,1,2023-T1,Diminution,93.4,1.5,93.4,5.1,Diminution,True
z_34.5_18.0,2024,1,2024-T1,Diminution,93.4,1.5,93.4,5.1,Diminution,True
z_34.5_18.0,2025,1,2025-T1,Diminution,91.1,2.4,91.1,6.6,Diminution,True
z_34.5_19.5,2023,1,2023-T1,Diminution,68.9,6.9,68.9,24.2,Diminution,True
z_34.5_19.5,2023,2,2023-T2,Diminution,84.5,3.3,84.5,12.2,Diminution,True
z_34.5_19.5,2023,3,2023-T3,Diminution,91.5,2.8,91.5,5.7,Diminution,True
z_34.5_19.5,2024,1,2024-T1,Diminution,92.5,2.1,92.5,5.4,Stable,False
z_34.5_19.5,2024,2,2024-T2,Diminution,56.4,7.1,56.4,36.5,Diminution,True
z_34.5_19.5,2024,3,2024-T3,Diminution,78.2,4.0,78.2,17.7,Diminution,True
z_34.5_19.5,2025,1,2025-T1,Diminution,87.1,2.4,87.1,10.5,Diminution,True
z_34.5_19.5,2025,2,2025-T2,Diminution,90.6,2.6,90.6,6.7,Diminution,True
z_34.5_19.5,2025,3,2025-T3,Diminution,91.5,2.8,91.5,5.7,Diminution,True
z_34.5_22.5,2023,1,2023-T1,Diminution,55.3,10.4,55.3,34.3,Stable,False
z_34.5_22.5,2023,2,2023-T2,Diminution,40.8,25.0,40.8,34.2,Augmentation,False
z_34.5_22.5,2023,3,2023-T3,Stable,57.2,15.1,27.7,57.2,Augmentation,False
z_34.5_22.5,2023,4,2023-T4,Stable,45.9,21.4,32.7,45.9,Diminution,False
z_34.5_22.5,2024,1,2024-T1,Stable,52.4,17.3,30.3,52.4,Diminution,False
z_34.5_22.5,2024,2,2024-T2,Stable,47.3,19.0,33.7,47.3,Stable,True
z_34.5_22.5,2024,3,2024-T3,Stable,50.1,17.9,32.1,50.1,Diminution,False
z_34.5_22.5,2024,4,2024-T4,Stable,39.9,24.1,36.0,39.9,Diminution,False
z_34.5_22.5,2025,1,2025-T1,Stable,44.9,20.7,34.4,44.9,Stable,True
z_34.5_22.5,2025,2,2025-T2,Stable,50.5,15.4,34.1,50.5,Diminution,False
z_34.5_22.5,2025,3,2025-T3,Diminution,42.7,18.0,42.7,39.3,Stable,False
z_34.5_22.5,2025,4,2025-T4,Diminution,50.4,19.1,50.4,30.5,Diminution,True
z_34.5_24.0,2023,1,2023-T1,Augmentation,64.6,64.6,13.1,22.3,Stable,False
z_34.5_24.0,2023,2,2023-T2,Augmentation,39.8,39.8,22.7,37.5,Stable,False
z_34.5_24.0,2023,3,2023-T3,Augmentation,39.3,39.3,24.0,36.7,Diminution,False
z_34.5_24.0,2023,4,2023-T4,Augmentation,46.1,46.1,23.5,30.4,Stable,False
z_34.5_24.0,2024,1,2024-T1,Augmentation,53.6,53.6,17.3,29.1,Stable,False
z_34.5_24.0,2024,2,2024-T2,Augmentation,51.8,51.8,20.7,27.4,Augmentation,True
z_34.5_24.0,2024,3,2024-T3,Augmentation,45.0,45.0,21.4,33.6,Diminution,False
z_34.5_24.0,2024,4,2024-T4,Augmentation,57.0,57.0,15.9,27.1,Diminution,False
z_34.5_24.0,2025,1,2025-T1,Augmentation,53.7,53.7,18.4,27.9,Diminution,False
z_34.5_24.0,2025,2,2025-T2,Augmentation,42.7,42.7,21.1,36.2,Diminution,False
z_34.5_24.0,2025,3,2025-T3,Augmentation,53.6,53.6,19.9,26.6,Stable,False
z_34.5_24.0,2025,4,2025-T4,Augmentation,50.1,50.1,15.8,34.1,Diminution,False
z_34.5_25.5,2023,1,2023-T1,Stable,45.9,11.6,42.5,45.9,Diminution,False
z_34.5_25.5,2023,2,2023-T2,Diminution,71.2,6.9,71.2,21.9,Stable,False
z_34.5_25.5,2023,3,2023-T3,Stable,47.9,16.3,35.7,47.9,Augmentation,False
z_34.5_25.5,2023,4,2023-T4,Stable,45.6,23.4,30.9,45.6,Diminution,False
z_34.5_25.5,2024,1,2024-T1,Stable,47.9,22.1,30.0,47.9,Stable,True
z_34.5_25.5,2024,2,2024-T2,Stable,40.7,20.5,38.9,40.7,Diminution,False
z_34.5_25.5,2024,3,2024-T3,Stable,50.9,19.3,29.8,50.9,Diminution,False
z_34.5_25.5,2024,4,2024-T4,Diminution,44.9,15.9,44.9,39.2,Diminution,True
z_34.5_25.5,2025,1,2025-T1,Diminution,46.8,11.5,46.8,41.8,Stable,False
z_34.5_25.5,2025,2,2025-T2,Diminution,70.1,7.7,70.1,22.2,Diminution,True
