zone,annee,semestre,semestre_annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_24.0_-18.0,2023,1,2023-S1,Diminution,84.1,1.7,84.1,14.2,Diminution,True
z_24.0_-18.0,2024,1,2024-S1,Diminution,84.1,1.7,84.1,14.2,Diminution,True
z_24.0_-18.0,2025,1,2025-S1,Diminution,89.0,1.4,89.0,9.6,Diminution,True
z_24.0_-19.5,2023,1,2023-S1,Diminution,87.6,0.8,87.6,11.5,Stable,False
z_24.0_-19.5,2024,1,2024-S1,Diminution,75.8,1.4,75.8,22.8,Diminution,True
z_24.0_-19.5,2025,1,2025-S1,Diminution,82.7,3.1,82.7,14.2,Diminution,True
z_27.0_-15.0,2023,1,2023-S1,Diminution,78.4,1.8,78.4,19.8,Augmentation,False
z_27.0_-15.0,2023,2,2023-S2,Diminution,64.0,11.0,64.0,25.1,Diminution,True
z_27.0_-15.0,2024,1,2024-S1,Stable,45.3,9.8,44.9,45.3,Diminution,False
z_27.0_-15.0,2024,2,2024-S2,Diminution,69.4,2.4,69.4,28.2,Diminution,True
z_27.0_-15.0,2025,1,2025-S1,Diminution,62.1,7.1,62.1,30.8,Diminution,True
z_27.0_-15.0,2025,2,2025-S2,Diminution,73.2,4.3,73.2,22.4,Diminution,True
z_27.0_-16.5,2023,1,2023-S1,Augmentation,67.9,67.9,9.3,22.8,Diminution,False
z_27.0_-16.5,2023,2,2023-S2,Augmentation,58.1,58.1,18.6,23.3,Diminution,False
z_27.0_-16.5,2024,1,2024-S1,Augmentation,56.3,56.3,26.7,17.0,Augmentation,True
z_27.0_-16.5,2024,2,2024-S2,Augmentation,58.0,58.0,18.2,23.9,Augmentation,True
z_27.0_-16.5,2025,1,2025-S1,Augmentation,59.2,59.2,13.4,27.4,Augmentation,True
z_27.0_-16.5,2025,2,2025-S2,Augmentation,63.8,63.8,14.2,21.9,Diminution,False
z_28.5_-13.5,2023,1,2023-S1,Diminution,85.5,1.8,85.5,12.7,Diminution,True
z_28.5_-13.5,2023,2,2023-S2,Diminution,80.8,2.1,80.8,17.1,Diminution,True
z_28.5_-13.5,2024,1,2024-S1,Diminution,85.5,1.8,85.5,12.7,Stable,False
z_28.5_-13.5,2024,2,2024-S2,Diminution,78.9,5.1,78.9,16.0,Diminution,True
z_28.5_-13.5,2025,1,2025-S1,Diminution,74.3,2.8,74.3,22.9,Diminution,True
z_28.5_-13.5,2025,2,2025-S2,Diminution,74.9,8.1,74.9,17.0,Diminution,True
z_28.5_-15.0,2023,1,2023-S1,Diminution,47.4,17.3,47.4,35.3,Diminution,True
z_28.5_-15.0,2023,2,2023-S2,Diminution,41.0,20.4,41.0,38.6,Augmentation,False
z_28.5_-15.0,2024,1,2024-S1,Diminution,37.5,25.8,37.5,36.8,Diminution,True
z_28.5_-15.0,2024,2,2024-S2,Stable,38.3,33.3,28.4,38.3,Stable,True
z_28.5_-15.0,2025,1,2025-S1,Diminution,38.6,23.4,38.6,38.0,Stable,False
z_28.5_-15.0,2025,2,2025-S2,Stable,44.8,26.9,28.4,44.8,Diminution,False
z_28.5_-16.5,2023,1,2023-S1,Stable,47.1,25.1,27.8,47.1,Diminution,False
z_28.5_-16.5,2023,2,2023-S2,Stable,41.8,16.6,41.7,41.8,Diminution,False
z_28.5_-16.5,2024,1,2024-S1,Stable,50.3,17.2,32.5,50.3,Diminution,False
z_28.5_-16.5,2024,2,2024-S2,Stable,37.2,26.3,36.5,37.2,Stable,True
z_28.5_-16.5,2025,1,2025-S1,Stable,47.2,36.4,16.4,47.2,Stable,True
z_28.5_-16.5,2025,2,2025-S2,Stable,41.2,38.3,20.5,41.2,Diminution,False
z_30.0_-10.5,2023,1,2023-S1,Diminution,61.8,5.7,61.8,32.5,Diminution,True
z_30.0_-10.5,2023,2,2023-S2,Diminution,77.6,2.4,77.6,20.0,Diminution,True
z_30.0_-10.5,2024,1,2024-S1,Diminution,61.8,5.7,61.8,32.5,Stable,False
z_30.0_-10.5,2024,2,2024-S2,Diminution,66.1,5.8,66.1,28.1,Stable,False
z_30.0_-10.5,2025,1,2025-S1,Diminution,51.3,15.0,51.3,33.7,Diminution,True
z_30.0_-10.5,2025,2,2025-S2,Diminution,54.2,8.3,54.2,37.5,Diminution,True
z_30.0_-13.5,2023,1,2023-S1,Diminution,73.8,3.0,73.8,23.2,Diminution,True
z_30.0_-13.5,2024,1,2024-S1,Diminution,76.6,3.0,76.6,20.4,Stable,False
z_30.0_-13.5,2025,1,2025-S1,Diminution,71.4,4.6,71.4,24.0,Stable,False
z_30.0_-15.0,2023,1,2023-S1,Diminution,59.9,7.9,59.9,32.2,Diminution,True
z_30.0_-15.0,2024,1,2024-S1,Diminution,60.0,6.2,60.0,33.8,Diminution,True
