zone,annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_24.0_-18.0,2023,Diminution,71.9,6.4,71.9,21.7,Diminution,True
z_24.0_-18.0,2024,Diminution,70.8,9.8,70.8,19.4,Stable,False
z_24.0_-18.0,2025,Diminution,58.2,17.3,58.2,24.5,Diminution,True
z_24.0_-19.5,2023,Diminution,80.3,1.7,80.3,18.0,Stable,False
z_24.0_-19.5,2024,Diminution,65.0,11.0,65.0,24.1,Diminution,True
z_24.0_-19.5,2025,Diminution,76.5,3.3,76.5,20.2,Diminution,True
z_27.0_-15.0,2023,Diminution,57.5,6.4,57.5,36.0,Augmentation,False
z_27.0_-15.0,2024,Diminution,55.1,7.3,55.1,37.6,Diminution,True
z_27.0_-15.0,2025,Diminution,60.7,9.0,60.7,30.2,Diminution,True
z_27.0_-16.5,2023,Augmentation,61.7,61.7,18.3,20.0,Diminution,False
z_27.0_-16.5,2024,Augmentation,57.5,57.5,26.2,16.3,Augmentation,True
z_27.0_-16.5,2025,Augmentation,63.2,63.2,22.3,14.4,Augmentation,True
z_28.5_-13.5,2023,Diminution,69.9,3.6,69.9,26.5,Diminution,True
z_28.5_-13.5,2024,Diminution,69.9,3.6,69.9,26.5,Stable,False
z_28.5_-13.5,2025,Diminution,60.8,9.5,60.8,29.6,Diminution,True
z_28.5_-15.0,2023,Stable,43.7,27.1,29.2,43.7,Augmentation,False
z_28.5_-15.0,2024,Stable,47.4,26.4,26.2,47.4,Stable,True
z_28.5_-15.0,2025,Stable,40.1,29.6,30.3,40.1,Stable,True
z_28.5_-16.5,2023,Augmentation,52.7,52.7,23.3,24.0,Diminution,False
z_28.5_-16.5,2024,Augmentation,44.2,44.2,27.9,27.8,Stable,False
z_28.5_-16.5,2025,Augmentation,46.2,46.2,27.3,26.5,Stable,False
z_30.0_-10.5,2023,Stable,50.1,12.8,37.1,50.1,Diminution,False
z_30.0_-10.5,2024,Stable,45.1,11.0,43.9,45.1,Augmentation,False
z_30.0_-10.5,2025,Stable,50.7,12.4,36.9,50.7,Diminution,False
z_30.0_-13.5,2023,Diminution,64.5,5.9,64.5,29.6,Diminution,True
z_30.0_-13.5,2024,Diminution,67.5,6.5,67.5,26.1,Stable,False
z_30.0_-13.5,2025,Diminution,52.2,7.8,52.2,40.0,Stable,False
z_30.0_-15.0,2023,Diminution,59.6,12.9,59.6,27.6,Diminution,True
z_30.0_-15.0,2024,Diminution,64.2,7.5,64.2,28.3,Diminution,True
z_30.0_-15.0,2025,Diminution,64.6,3.7,64.6,31.7,Stable,False
z_30.0_28.5,2023,Stable,41.9,33.8,24.3,41.9,Diminution,False
z_30.0_28.5,2024,Stable,41.5,39.2,19.2,41.5,Diminution,False
