zone,annee,trimestre,trimestre_annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_34.5_12.0,2024,4,2024-T4,Diminution,51.1,11.6,51.1,37.3,Stable,False
z_34.5_12.0,2025,1,2025-T1,Stable,43.2,27.7,29.1,43.2,Diminution,False
z_34.5_12.0,2025,2,2025-T2,Diminution,55.9,13.9,55.9,30.2,Diminution,True
z_34.5_12.0,2025,3,2025-T3,Diminution,62.8,10.7,62.8,26.5,Diminution,True
z_34.5_12.0,2025,4,2025-T4,Diminution,60.2,7.8,60.2,31.9,Diminution,True
z_34.5_13.5,2023,1,2023-T1,Augmentation,53.4,53.4,10.5,36.1,Stable,False
z_34.5_13.5,2023,2,2023-T2,Augmentation,68.6,68.6,8.4,23.0,Diminution,False
z_34.5_13.5,2023,3,2023-T3,Augmentation,66.7,66.7,7.7,25.6,Augmentation,True
z_34.5_13.5,2023,4,2023-T4,Augmentation,72.1,72.1,7.2,20.7,Stable,False
z_34.5_13.5,2024,1,2024-T1,Augmentation,62.0,62.0,10.2,27.8,Augmentation,True
z_34.5_13.5,2024,2,2024-T2,Augmentation,63.8,63.8,8.1,28.1,Augmentation,True
z_34.5_13.5,2024,3,2024-T3,Augmentation,69.2,69.2,6.9,24.0,Augmentation,True
z_34.5_13.5,2024,4,2024-T4,Augmentation,64.0,64.0,7.7,28.3,Augmentation,True
z_34.5_13.5,2025,1,2025-T1,Augmentation,65.5,65.5,7.9,26.6,Augmentation,True
z_34.5_13.5,2025,2,2025-T2,Augmentation,76.6,76.6,6.0,17.4,Diminution,False
z_34.5_13.5,2025,3,2025-T3,Augmentation,71.3,71.3,6.9,21.8,Augmentation,True
z_34.5_13.5,2025,4,2025-T4,Augmentation,66.2,66.2,6.8,27.0,Augmentation,True
z_34.5_16.5,2023,2,2023-T2,Diminution,57.3,8.2,57.3,34.5,Diminution,True
z_34.5_16.5,2024,2,2024-T2,Diminution,54.6,17.8,54.6,27.6,Diminution,True
z_34.5_16.5,2025,2,2025-T2,Diminution,53.5,7.3,53.5,39.2,Diminution,True
z_34.5_18.0,2023,1,2023-T1,Diminution,93.9,1.6,93.9,4.4,Diminution,True
z_34.5_18.0,2024,1,2024-T1,Diminution,93.9,1.6,93.9,4.4,Diminution,True
z_34.5_18.0,2025,1,2025-T1,Diminution,91.3,2.5,91.3,6.2,Diminution,True
z_34.5_19.5,2023,1,2023-T1,Diminution,67.6,6.6,67.6,25.8,Diminution,True
z_34.5_19.5,2023,2,2023-T2,Diminution,86.5,2.5,86.5,11.0,Diminution,True
z_34.5_19.5,2023,3,2023-T3,Diminution,92.1,2.7,92.1,5.2,Diminution,True
z_34.5_19.5,2024,1,2024-T1,Diminution,93.2,2.0,93.2,4.7,Stable,False
z_34.5_19.5,2024,2,2024-T2,Diminution,55.9,6.6,55.9,37.5,Diminution,True
z_34.5_19.5,2024,3,2024-T3,Diminution,76.2,4.3,76.2,19.5,Diminution,True
z_34.5_19.5,2025,1,2025-T1,Diminution,87.4,2.0,87.4,10.6,Diminution,True
z_34.5_19.5,2025,2,2025-T2,Diminution,91.4,2.3,91.4,6.3,Diminution,True
z_34.5_19.5,2025,3,2025-T3,Diminution,92.1,2.7,92.1,5.2,Diminution,True
z_34.5_22.5,2023,1,2023-T1,Diminution,58.6,10.7,58.6,30.8,Stable,False
z_34.5_22.5,2023,2,2023-T2,Diminution,39.0,29.3,39.0,31.7,Augmentation,False
z_34.5_22.5,2023,3,2023-T3,Stable,54.4,14.2,31.3,54.4,Augmentation,False
z_34.5_22.5,2023,4,2023-T4,Stable,44.3,22.7,33.0,44.3,Diminution,False
z_34.5_22.5,2024,1,2024-T1,Stable,48.2,18.0,33.8,48.2,Diminution,False
z_34.5_22.5,2024,2,2024-T2,Stable,45.4,19.6,35.0,45.4,Stable,True
z_34.5_22.5,2024,3,2024-T3,Stable,47.2,18.2,34.6,47.2,Diminution,False
z_34.5_22.5,2024,4,2024-T4,Stable,38.2,25.4,36.4,38.2,Diminution,False
z_34.5_22.5,2025,1,2025-T1,Stable,43.4,21.1,35.4,43.4,Stable,True
z_34.5_22.5,2025,2,2025-T2,Stable,47.1,16.8,36.0,47.1,Diminution,False
z_34.5_22.5,2025,3,2025-T3,Diminution,41.6,19.7,41.6,38.7,Stable,False
z_34.5_22.5,2025,4,2025-T4,Diminution,53.3,20.1,53.3,26.6,Diminution,True
z_34.5_24.0,2023,1,2023-T1,Augmentation,63.6,63.6,13.3,23.1,Stable,False
z_34.5_24.0,2023,2,2023-T2,Stable,38.0,37.7,24.2,38.0,Stable,True
z_34.5_24.0,2023,3,2023-T3,Augmentation,40.7,40.7,21.4,37.8,Diminution,False
z_34.5_24.0,2023,4,2023-T4,Augmentation,48.1,48.1,21.4,30.6,Stable,False
z_34.5_24.0,2024,1,2024-T1,Augmentation,57.2,57.2,15.5,27.3,Stable,False
z_34.5_24.0,2024,2,2024-T2,Augmentation,52.4,52.4,19.2,28.4,Augmentation,True
z_34.5_24.0,2024,3,2024-T3,Augmentation,48.2,48.2,19.8,32.0,Diminution,False
z_34.5_24.0,2024,4,2024-T4,Augmentation,57.7,57.7,15.7,26.6,Diminution,False
z_34.5_24.0,2025,1,2025-T1,Augmentation,54.9,54.9,17.8,27.4,Diminution,False
z_34.5_24.0,2025,2,2025-T2,Augmentation,43.2,43.2,20.8,36.0,Diminution,False
z_34.5_24.0,2025,3,2025-T3,Augmentation,52.9,52.9,20.6,26.5,Stable,False
z_34.5_24.0,2025,4,2025-T4,Augmentation,54.3,54.3,16.1,29.6,Diminution,False
z_34.5_25.5,2023,1,2023-T1,Stable,45.4,12.8,41.8,45.4,Diminution,False
z_34.5_25.5,2023,2,2023-T2,Diminution,71.4,6.6,71.4,22.0,Stable,False
z_34.5_25.5,2023,3,2023-T3,Stable,48.2,16.4,35.4,48.2,Augmentation,False
z_34.5_25.5,2023,4,2023-T4,Stable,45.1,23.4,31.6,45.1,Diminution,False
z_34.5_25.5,2024,1,2024-T1,Stable,46.0,21.0,33.0,46.0,Stable,True
z_34.5_25.5,2024,2,2024-T2,Diminution,42.8,20.4,42.8,36.8,Diminution,True
z_34.5_25.5,2024,3,2024-T3,Stable,46.7,17.8,35.4,46.7,Diminution,False
z_34.5_25.5,2024,4,2024-T4,Diminution,46.1,16.4,46.1,37.5,Diminution,True
z_34.5_25.5,2025,1,2025-T1,Diminution,49.7,12.0,49.7,38.3,Stable,False
z_34.5_25.5,2025,2,2025-T2,Diminution,69.4,7.5,69.4,23.1,Diminution,True
