zone,annee,semestre,semestre_annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_31.5_-18.0,2023,2,2023-S2,Stable,68.8,27.7,3.5,68.8,Stable,True
z_31.5_-18.0,2024,1,2024-S1,Stable,55.1,41.0,3.9,55.1,Stable,True
z_31.5_-18.0,2024,2,2024-S2,Stable,73.1,19.6,7.3,73.1,Stable,True
z_31.5_-18.0,2025,1,2025-S1,Stable,84.2,9.5,6.3,84.2,Stable,True
z_31.5_-18.0,2025,2,2025-S2,Stable,90.3,6.7,3.0,90.3,Stable,True
z_31.5_31.5,2023,1,2023-S1,Stable,89.7,7.6,2.6,89.7,Stable,True
z_31.5_31.5,2024,1,2024-S1,Stable,94.6,2.4,2.9,94.6,Stable,True
z_31.5_31.5,2025,1,2025-S1,Stable,93.7,3.2,3.1,93.7,Stable,True
z_33.0_-13.5,2023,1,2023-S1,Stable,99.2,0.0,0.8,99.2,Stable,True
z_33.0_-13.5,2023,2,2023-S2,Stable,97.5,1.1,1.4,97.5,Stable,True
z_33.0_-13.5,2024,1,2024-S1,Stable,94.5,4.6,0.9,94.5,Stable,True
z_33.0_-13.5,2024,2,2024-S2,Stable,95.5,2.5,2.0,95.5,Stable,True
z_33.0_-13.5,2025,1,2025-S1,Stable,99.2,0.0,0.8,99.2,Stable,True
z_33.0_-13.5,2025,2,2025-S2,Stable,98.8,0.2,1.0,98.8,Stable,True
z_33.0_-9.0,2023,1,2023-S1,Stable,80.2,11.5,8.4,80.2,Stable,True
z_33.0_-9.0,2023,2,2023-S2,Stable,89.4,8.0,2.5,89.4,Stable,True
z_33.0_-9.0,2024,1,2024-S1,Stable,82.4,11.5,6.1,82.4,Stable,True
z_33.0_-9.0,2024,2,2024-S2,Stable,56.0,38.1,5.9,56.0,Stable,True
z_33.0_-9.0,2025,1,2025-S1,Stable,65.3,30.8,3.8,65.3,Stable,True
z_33.0_-9.0,2025,2,2025-S2,Stable,80.3,9.6,10.2,80.3,Augmentation,False
z_33.0_10.5,2023,1,2023-S1,Stable,99.3,0.0,0.6,99.3,Stable,True
z_33.0_10.5,2024,1,2024-S1,Stable,99.3,0.0,0.6,99.3,Stable,True
z_33.0_10.5,2025,1,2025-S1,Stable,99.3,0.0,0.6,99.3,Stable,True
z_33.0_18.0,2023,2,2023-S2,Stable,99.2,0.0,0.7,99.2,Stable,True
z_33.0_18.0,2024,2,2024-S2,Stable,99.2,0.0,0.7,99.2,Stable,True
z_33.0_18.0,2025,2,2025-S2,Stable,96.8,1.8,1.4,96.8,Stable,True
z_33.0_25.5,2023,1,2023-S1,Stable,98.8,0.0,1.2,98.8,Stable,True
z_33.0_25.5,2024,1,2024-S1,Stable,98.8,0.0,1.2,98.8,Stable,True
z_33.0_25.5,2025,1,2025-S1,Stable,96.9,1.6,1.5,96.9,Stable,True
z_34.5_-1.5,2023,1,2023-S1,Stable,94.8,2.9,2.3,94.8,Stable,True
z_34.5_-1.5,2023,2,2023-S2,Stable,59.1,30.2,10.7,59.1,Stable,True
z_34.5_-1.5,2024,1,2024-S1,Stable,76.5,18.0,5.5,76.5,Stable,True
z_34.5_-1.5,2024,2,2024-S2,Stable,82.8,5.0,12.2,82.8,Stable,True
z_34.5_-1.5,2025,1,2025-S1,Stable,94.1,2.5,3.4,94.1,Stable,True
z_34.5_-1.5,2025,2,2025-S2,Stable,85.6,2.0,12.4,85.6,Stable,True
z_34.5_-10.5,2023,1,2023-S1,Stable,99.2,0.2,0.6,99.2,Stable,True
z_34.5_-10.5,2023,2,2023-S2,Stable,99.2,0.0,0.7,99.2,Stable,True
z_34.5_-10.5,2024,1,2024-S1,Stable,99.2,0.2,0.6,99.2,Stable,True
z_34.5_-10.5,2024,2,2024-S2,Stable,99.1,0.4,0.5,99.1,Stable,True
z_34.5_-10.5,2025,1,2025-S1,Stable,97.6,1.1,1.3,97.6,Stable,True
z_34.5_-10.5,2025,2,2025-S2,Stable,99.4,0.0,0.6,99.4,Stable,True
z_34.5_-4.5,2023,1,2023-S1,Stable,67.4,26.6,6.0,67.4,Stable,True
z_34.5_-4.5,2023,2,2023-S2,Diminution,78.4,6.0,78.4,15.6,Stable,False
z_34.5_-4.5,2024,1,2024-S1,Stable,77.8,14.8,7.4,77.8,Stable,True
z_34.5_-4.5,2024,2,2024-S2,Diminution,79.8,7.3,79.8,12.8,Stable,False
z_34.5_-4.5,2025,1,2025-S1,Stable,75.3,21.4,3.3,75.3,Stable,True
z_34.5_-4.5,2025,2,2025-S2,Diminution,79.5,6.2,79.5,14.3,Stable,False
z_34.5_-6.0,2023,1,2023-S1,Diminution,65.1,18.0,65.1,16.8,Stable,False
z_34.5_-6.0,2023,2,2023-S2,Diminution,73.0,12.0,73.0,15.1,Diminution,True
z_34.5_-6.0,2024,1,2024-S1,Diminution,77.9,8.5,77.9,13.5,Augmentation,False
z_34.5_-6.0,2024,2,2024-S2,Diminution,56.2,20.2,56.2,23.6,Stable,False
z_34.5_-6.0,2025,1,2025-S1,Diminution,48.8,33.8,48.8,17.4,Stable,False
z_34.5_-6.0,2025,2,2025-S2,Diminution,55.4,25.6,55.4,19.0,Diminution,True
z_34.5_-7.5,2023,1,2023-S1,Stable,86.4,9.4,4.2,86.4,Stable,True
z_34.5_-7.5,2023,2,2023-S2,Stable,94.5,3.6,1.9,94.5,Stable,True
z_34.5_-7.5,2024,1,2024-S1,Stable,60.8,31.5,7.7,60.8,Stable,True
z_34.5_-7.5,2024,2,2024-S2,Stable,78.7,16.4,4.9,78.7,Stable,True
z_34.5_-7.5,2025,1,2025-S1,Stable,84.8,7.4,7.7,84.8,Stable,True
z_34.5_-7.5,2025,2,2025-S2,Stable,95.4,1.7,2.9,95.4,Stable,True
z_34.5_0.0,2023,1,2023-S1,Stable,95.1,1.3,3.6,95.1,Stable,True
z_34.5_0.0,2023,2,2023-S2,Stable,98.5,0.2,1.3,98.5,Stable,True
z_34.5_0.0,2024,1,2024-S1,Stable,81.9,12.5,5.6,81.9,Stable,True
z_34.5_0.0,2024,2,2024-S2,Stable,98.4,0.4,1.2,98.4,Stable,True
z_34.5_0.0,2025,1,2025-S1,Stable,92.2,4.7,3.1,92.2,Stable,True
z_34.5_0.0,2025,2,2025-S2,Stable,98.9,0.0,1.1,98.9,Stable,True
z_34.5_12.0,2023,1,2023-S1,Diminution,80.6,7.1,80.6,12.3,Stable,False
z_34.5_12.0,2023,2,2023-S2,Stable,89.2,8.2,2.6,89.2,Stable,True
z_34.5_12.0,2024,1,2024-S1,Diminution,76.2,6.7,76.2,17.1,Diminution,True
z_34.5_12.0,2024,2,2024-S2,Stable,86.8,10.1,3.0,86.8,Stable,True
z_34.5_12.0,2025,1,2025-S1,Diminution,60.0,21.1,60.0,18.9,Diminution,True
z_34.5_12.0,2025,2,2025-S2,Stable,58.3,38.4,3.3,58.3,Stable,True
z_34.5_13.5,2023,1,2023-S1,Augmentation,49.9,49.9,42.7,7.4,Stable,False
z_34.5_13.5,2023,2,2023-S2,Augmentation,64.5,64.5,29.6,5.9,Augmentation,True
z_34.5_13.5,2024,1,2024-S1,Augmentation,46.9,46.9,45.0,8.0,Augmentation,True
z_34.5_13.5,2024,2,2024-S2,Augmentation,66.8,66.8,27.7,5.4,Augmentation,True
z_34.5_13.5,2025,1,2025-S1,Augmentation,62.8,62.8,32.2,5.0,Augmentation,True
z_34.5_13.5,2025,2,2025-S2,Augmentation,69.1,69.1,25.5,5.4,Augmentation,True
z_34.5_16.5,2023,1,2023-S1,Diminution,89.4,2.1,89.4,8.5,Diminution,True
z_34.5_16.5,2024,1,2024-S1,Diminution,88.0,1.9,88.0,10.1,Diminution,True
z_34.5_16.5,2025,1,2025-S1,Diminution,89.3,1.9,89.3,8.8,Diminution,True
z_34.5_18.0,2023,1,2023-S1,Stable,99.3,0.0,0.6,99.3,Stable,True
z_34.5_18.0,2024,1,2024-S1,Stable,99.3,0.0,0.6,99.3,Stable,True
z_34.5_18.0,2025,1,2025-S1,Stable,97.7,1.0,1.3,97.7,Stable,True
z_34.5_19.5,2023,1,2023-S1,Stable,96.7,1.7,1.6,96.7,Diminution,False
z_34.5_19.5,2023,2,2023-S2,Stable,99.3,0.0,0.6,99.3,Stable,True
z_34.5_19.5,2024,1,2024-S1,Stable,96.7,1.7,1.6,96.7,Stable,True
z_34.5_19.5,2024,2,2024-S2,Stable,99.2,0.4,0.4,99.2,Stable,True
z_34.5_19.5,2025,1,2025-S1,Stable,93.9,4.0,2.1,93.9,Diminution,False
z_34.5_19.5,2025,2,2025-S2,Stable,99.5,0.0,0.5,99.5,Stable,True
z_34.5_22.5,2023,1,2023-S1,Stable,74.1,17.4,8.5,74.1,Augmentation,False
z_34.5_22.5,2023,2,2023-S2,Diminution,66.1,12.1,66.1,21.8,Stable,False
z_34.5_22.5,2024,1,2024-S1,Stable,44.8,42.1,13.1,44.8,Stable,True
z_34.5_22.5,2024,2,2024-S2,Diminution,71.5,11.7,71.5,16.8,Stable,False
z_34.5_22.5,2025,1,2025-S1,Stable,61.0,31.2,7.8,61.0,Stable,True
z_34.5_22.5,2025,2,2025-S2,Diminution,76.8,6.6,76.8,16.7,Stable,False
z_34.5_24.0,2023,1,2023-S1,Diminution,46.9,44.7,46.9,8.4,Stable,False
z_34.5_24.0,2023,2,2023-S2,Diminution,57.9,33.2,57.9,8.8,Stable,False
z_34.5_24.0,2024,1,2024-S1,Diminution,52.3,38.8,52.3,8.9,Stable,False
z_34.5_24.0,2024,2,2024-S2,Augmentation,56.3,56.3,35.5,8.3,Diminution,False
z_34.5_24.0,2025,1,2025-S1,Diminution,57.2,33.8,57.2,9.0,Diminution,True
z_34.5_24.0,2025,2,2025-S2,Diminution,60.4,32.0,60.4,7.6,Stable,False
z_34.5_25.5,2023,1,2023-S1,Diminution,66.8,5.6,66.8,27.6,Stable,False
z_34.5_25.5,2023,2,2023-S2,Diminution,65.1,11.7,65.1,23.3,Augmentation,False
z_34.5_25.5,2024,1,2024-S1,Diminution,60.2,20.7,60.2,19.1,Diminution,True
z_34.5_25.5,2024,2,2024-S2,Diminution,51.6,19.6,51.6,28.8,Diminution,True
z_34.5_25.5,2025,1,2025-S1,Diminution,74.3,6.9,74.3,18.8,Stable,False
z_34.5_25.5,2025,2,2025-S2,Diminution,71.1,9.4,71.1,19.5,Stable,False
z_34.5_27.0,2023,1,2023-S1,Stable,77.0,16.2,6.8,77.0,Stable,True
z_34.5_27.0,2023,2,2023-S2,Diminution,64.9,11.6,64.9,23.5,Stable,False
z_34.5_27.0,2024,1,2024-S1,Stable,62.8,33.6,3.6,62.8,Stable,True
z_34.5_27.0,2024,2,2024-S2,Diminution,79.0,2.0,79.0,19.0,Diminution,True
z_34.5_27.0,2025,1,2025-S1,Stable,92.1,5.3,2.6,92.1,Stable,True
z_34.5_27.0,2025,2,2025-S2,Diminution,73.3,5.1,73.3,21.7,Diminution,True
z_34.5_31.5,2023,1,2023-S1,Diminution,45.6,28.1,45.6,26.4,Diminution,True
z_34.5_31.5,2023,2,2023-S2,Diminution,39.1,34.4,39.1,26.5,Stable,False
z_34.5_31.5,2024,1,2024-S1,Augmentation,42.2,42.2,32.2,25.7,Diminution,False
z_34.5_31.5,2024,2,2024-S2,Augmentation,49.0,49.0,29.7,21.3,Stable,False
z_34.5_31.5,2025,1,2025-S1,Diminution,56.9,24.4,56.9,18.7,Diminution,True
z_34.5_31.5,2025,2,2025-S2,Diminution,59.7,14.1,59.7,26.2,Stable,False
z_34.5_33.0,2023,1,2023-S1,Augmentation,54.0,54.0,29.8,16.2,Augmentation,True
z_34.5_33.0,2023,2,2023-S2,Diminution,45.6,38.9,45.6,15.5,Augmentation,False
z_34.5_33.0,2024,1,2024-S1,Augmentation,54.0,54.0,28.0,18.1,Stable,False
z_34.5_33.0,2024,2,2024-S2,Augmentation,48.4,48.4,36.8,14.8,Stable,False
z_34.5_33.0,2025,1,2025-S1,Augmentation,51.7,51.7,32.1,16.2,Augmentation,True
z_34.5_33.0,2025,2,2025-S2,Augmentation,50.0,50.0,34.4,15.6,Diminution,False
z_36.0_-1.5,2023,1,2023-S1,Stable,74.1,23.4,2.5,74.1,Stable,True
z_36.0_-1.5,2023,2,2023-S2,Stable,93.8,3.1,3.2,93.8,Stable,True
z_36.0_-1.5,2024,1,2024-S1,Stable,90.4,6.0,3.6,90.4,Stable,True
z_36.0_-1.5,2024,2,2024-S2,Stable,90.8,5.3,3.9,90.8,Stable,True
z_36.0_-1.5,2025,1,2025-S1,Stable,94.0,2.6,3.4,94.0,Stable,True
z_36.0_-1.5,2025,2,2025-S2,Stable,92.8,5.2,2.0,92.8,Stable,True
z_36.0_-10.5,2023,1,2023-S1,Augmentation,50.3,50.3,6.1,43.6,Stable,False
z_36.0_-10.5,2023,2,2023-S2,Diminution,37.4,32.3,37.4,30.3,Stable,False
z_36.0_-10.5,2024,1,2024-S1,Augmentation,55.1,55.1,8.9,36.0,Stable,False
z_36.0_-10.5,2024,2,2024-S2,Diminution,65.1,15.2,65.1,19.8,Stable,False
z_36.0_-10.5,2025,1,2025-S1,Augmentation,57.4,57.4,7.9,34.6,Augmentation,True
z_36.0_-10.5,2025,2,2025-S2,Diminution,49.3,25.5,49.3,25.2,Stable,False
z_36.0_-12.0,2023,1,2023-S1,Stable,98.8,0.1,1.1,98.8,Stable,True
z_36.0_-12.0,2024,1,2024-S1,Stable,99.2,0.2,0.6,99.2,Stable,True
z_36.0_-12.0,2025,1,2025-S1,Stable,98.9,0.1,1.0,98.9,Stable,True
z_36.0_-3.0,2023,1,2023-S1,Augmentation,59.1,59.1,30.7,10.2,Augmentation,True
z_36.0_-3.0,2023,2,2023-S2,Augmentation,80.7,80.7,12.3,7.0,Stable,False
z_36.0_-3.0,2024,1,2024-S1,Augmentation,62.8,62.8,25.3,11.9,Stable,False
z_36.0_-3.0,2024,2,2024-S2,Augmentation,60.7,60.7,28.4,10.9,Stable,False
z_36.0_-3.0,2025,1,2025-S1,Augmentation,49.9,49.9,36.9,13.2,Stable,False
z_36.0_-3.0,2025,2,2025-S2,Augmentation,61.1,61.1,26.4,12.5,Augmentation,True
z_36.0_-4.5,2023,1,2023-S1,Diminution,52.2,19.7,52.2,28.2,Stable,False
z_36.0_-4.5,2023,2,2023-S2,Diminution,57.1,17.8,57.1,25.1,Augmentation,False
z_36.0_-4.5,2024,1,2024-S1,Diminution,43.5,29.2,43.5,27.2,Stable,False
z_36.0_-4.5,2024,2,2024-S2,Diminution,45.2,30.7,45.2,24.1,Stable,False
z_36.0_-4.5,2025,1,2025-S1,Diminution,61.1,17.9,61.1,21.0,Stable,False
z_36.0_-4.5,2025,2,2025-S2,Diminution,44.3,25.8,44.3,29.9,Diminution,True
z_36.0_-6.0,2023,1,2023-S1,Augmentation,52.5,52.5,39.5,8.0,Diminution,False
z_36.0_-6.0,2023,2,2023-S2,Augmentation,56.0,56.0,37.5,6.5,Diminution,False
z_36.0_-6.0,2024,1,2024-S1,Diminution,60.3,32.9,60.3,6.8,Diminution,True
z_36.0_-6.0,2024,2,2024-S2,Diminution,64.3,30.7,64.3,5.0,Diminution,True
z_36.0_-6.0,2025,1,2025-S1,Diminution,77.8,17.2,77.8,5.0,Diminution,True
z_36.0_-6.0,2025,2,2025-S2,Diminution,65.7,28.0,65.7,6.3,Diminution,True
z_36.0_-7.5,2023,1,2023-S1,Augmentation,78.6,78.6,13.1,8.3,Stable,False
z_36.0_-7.5,2023,2,2023-S2,Augmentation,57.9,57.9,31.8,10.3,Augmentation,True
z_36.0_-7.5,2024,1,2024-S1,Augmentation,56.7,56.7,29.7,13.5,Augmentation,True
z_36.0_-7.5,2024,2,2024-S2,Augmentation,48.0,48.0,36.9,15.1,Stable,False
z_36.0_-7.5,2025,1,2025-S1,Augmentation,47.7,47.7,36.5,15.9,Augmentation,True
z_36.0_-7.5,2025,2,2025-S2,Augmentation,72.3,72.3,17.2,10.6,Diminution,False
z_36.0_-9.0,2023,1,2023-S1,Diminution,52.8,23.8,52.8,23.4,Augmentation,False
z_36.0_-9.0,2023,2,2023-S2,Diminution,38.7,35.1,38.7,26.2,Augmentation,False
z_36.0_-9.0,2024,1,2024-S1,Augmentation,55.4,55.4,24.1,20.5,Augmentation,True
z_36.0_-9.0,2024,2,2024-S2,Augmentation,57.6,57.6,26.3,16.2,Augmentation,True
z_36.0_-9.0,2025,1,2025-S1,Augmentation,60.9,60.9,27.1,12.0,Diminution,False
z_36.0_-9.0,2025,2,2025-S2,Augmentation,49.6,49.6,35.2,15.2,Stable,False
z_36.0_0.0,2023,1,2023-S1,Stable,74.0,22.8,3.2,74.0,Stable,True
z_36.0_0.0,2023,2,2023-S2,Stable,87.2,10.4,2.4,87.2,Stable,True
z_36.0_0.0,2024,1,2024-S1,Stable,95.8,1.9,2.3,95.8,Stable,True
z_36.0_0.0,2024,2,2024-S2,Stable,95.6,1.8,2.6,95.6,Stable,True
z_36.0_0.0,2025,1,2025-S1,Stable,78.4,20.3,1.3,78.4,Stable,True
z_36.0_0.0,2025,2,2025-S2,Stable,84.2,13.4,2.4,84.2,Stable,True
z_36.0_10.5,2023,1,2023-S1,Augmentation,62.3,62.3,7.4,30.3,Stable,False
z_36.0_10.5,2023,2,2023-S2,Diminution,50.7,26.0,50.7,23.3,Stable,False
z_36.0_10.5,2024,1,2024-S1,Augmentation,54.2,54.2,7.7,38.1,Stable,False
z_36.0_10.5,2024,2,2024-S2,Diminution,45.4,31.7,45.4,22.9,Stable,False
z_36.0_10.5,2025,1,2025-S1,Stable,48.0,41.9,10.1,48.0,Stable,True
z_36.0_10.5,2025,2,2025-S2,Diminution,59.3,16.5,59.3,24.2,Stable,False
z_36.0_12.0,2023,1,2023-S1,Diminution,39.3,29.6,39.3,31.1,Stable,False
z_36.0_12.0,2023,2,2023-S2,Diminution,47.8,27.7,47.8,24.5,Stable,False
z_36.0_12.0,2024,1,2024-S1,Diminution,44.3,28.4,44.3,27.3,Stable,False
z_36.0_12.0,2024,2,2024-S2,Augmentation,39.1,39.1,38.4,22.5,Augmentation,True
z_36.0_12.0,2025,1,2025-S1,Diminution,38.3,37.6,38.3,24.1,Stable,False
z_36.0_12.0,2025,2,2025-S2,Augmentation,40.6,40.6,39.1,20.4,Stable,False
z_36.0_13.5,2023,1,2023-S1,Diminution,51.7,37.9,51.7,10.4,Augmentation,False
z_36.0_13.5,2023,2,2023-S2,Augmentation,73.2,73.2,16.2,10.6,Diminution,False
z_36.0_13.5,2024,1,2024-S1,Diminution,44.7,43.6,44.7,11.8,Augmentation,False
z_36.0_13.5,2024,2,2024-S2,Augmentation,57.2,57.2,31.0,11.8,Augmentation,True
z_36.0_13.5,2025,1,2025-S1,Augmentation,65.3,65.3,26.6,8.1,Diminution,False
z_36.0_13.5,2025,2,2025-S2,Augmentation,63.6,63.6,24.7,11.7,Diminution,False
z_36.0_15.0,2023,1,2023-S1,Diminution,52.8,35.9,52.8,11.3,Diminution,True
z_36.0_15.0,2023,2,2023-S2,Diminution,58.5,32.6,58.5,8.9,Stable,False
z_36.0_15.0,2024,1,2024-S1,Diminution,47.7,37.0,47.7,15.4,Augmentation,False
z_36.0_15.0,2024,2,2024-S2,Augmentation,49.8,49.8,30.3,19.8,Stable,False
z_36.0_15.0,2025,1,2025-S1,Augmentation,58.7,58.7,22.6,18.7,Augmentation,True
z_36.0_15.0,2025,2,2025-S2,Augmentation,65.6,65.6,20.8,13.6,Diminution,False
z_36.0_16.5,2023,1,2023-S1,Stable,75.0,19.8,5.1,75.0,Stable,True
z_36.0_16.5,2023,2,2023-S2,Stable,80.3,2.6,17.1,80.3,Stable,True
z_36.0_16.5,2024,1,2024-S1,Stable,94.9,2.5,2.6,94.9,Stable,True
z_36.0_16.5,2024,2,2024-S2,Stable,83.0,3.7,13.3,83.0,Stable,True
z_36.0_16.5,2025,1,2025-S1,Stable,83.7,12.7,3.6,83.7,Stable,True
z_36.0_16.5,2025,2,2025-S2,Stable,97.9,1.3,0.8,97.9,Stable,True
z_36.0_18.0,2023,1,2023-S1,Stable,96.2,1.4,2.4,96.2,Stable,True
z_36.0_18.0,2023,2,2023-S2,Stable,55.6,37.9,6.5,55.6,Stable,True
z_36.0_18.0,2024,1,2024-S1,Stable,78.8,16.0,5.3,78.8,Diminution,False
z_36.0_18.0,2024,2,2024-S2,Stable,84.3,5.7,10.0,84.3,Stable,True
z_36.0_18.0,2025,1,2025-S1,Stable,95.6,0.9,3.5,95.6,Diminution,False
z_36.0_18.0,2025,2,2025-S2,Stable,89.1,1.8,9.1,89.1,Stable,True
