zone,annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_30.0_-10.5,2025,Diminution,36.1,14.4,36.1,49.5,Diminution,True
z_30.0_-13.5,2023,Diminution,73.8,6.7,73.8,19.5,Diminution,True
z_30.0_-13.5,2024,Diminution,73.2,7.0,73.2,19.8,Diminution,True
z_30.0_-13.5,2025,Diminution,59.1,11.3,59.1,29.6,Diminution,True
z_30.0_-15.0,2023,Diminution,63.4,13.9,63.4,22.7,Diminution,True
z_30.0_-15.0,2024,Diminution,71.0,7.8,71.0,21.2,Diminution,True
z_30.0_-15.0,2025,Diminution,71.8,5.3,71.8,23.0,Diminution,True
z_30.0_28.5,2023,Augmentation,36.5,36.5,29.5,34.1,Diminution,False
z_30.0_28.5,2024,Augmentation,42.4,42.4,18.8,38.7,Diminution,False
z_30.0_28.5,2025,Augmentation,38.5,38.5,24.6,36.9,Diminution,False
z_30.0_30.0,2023,Diminution,51.6,14.1,51.6,34.3,Diminution,True
z_30.0_30.0,2024,Diminution,58.4,8.2,58.4,33.4,Diminution,True
z_30.0_30.0,2025,Diminution,43.7,11.3,43.7,45.0,Stable,False
z_30.0_31.5,2023,Augmentation,51.6,51.6,14.8,33.6,Augmentation,True
z_30.0_31.5,2024,Augmentation,64.1,64.1,12.3,23.6,Stable,False
z_30.0_31.5,2025,Augmentation,62.2,62.2,12.6,25.3,Diminution,False
z_31.5_-15.0,2023,Diminution,76.5,1.1,76.5,22.4,Diminution,True
z_31.5_-15.0,2024,Diminution,68.2,4.6,68.2,27.3,Stable,False
z_31.5_-15.0,2025,Diminution,55.8,12.7,55.8,31.6,Diminution,True
z_31.5_-18.0,2023,Augmentation,37.3,37.3,14.2,48.5,Augmentation,True
z_31.5_-18.0,2024,Augmentation,39.4,39.4,15.2,45.4,Diminution,False
z_31.5_-18.0,2025,Augmentation,39.5,39.5,16.6,43.9,Diminution,False
z_31.5_31.5,2023,Augmentation,31.9,31.9,23.3,44.8,Diminution,False
z_31.5_31.5,2024,Augmentation,38.0,38.0,24.7,37.3,Diminution,False
z_31.5_31.5,2025,Augmentation,33.1,33.1,24.1,42.8,Diminution,False
z_33.0_-13.5,2023,Diminution,62.5,7.1,62.5,30.4,Stable,False
z_33.0_-13.5,2024,Diminution,52.8,15.8,52.8,31.4,Diminution,True
z_33.0_-13.5,2025,Diminution,62.5,7.1,62.5,30.4,Diminution,True
z_33.0_-9.0,2023,Augmentation,39.5,39.5,28.2,32.3,Diminution,False
z_33.0_-9.0,2024,Augmentation,42.0,42.0,26.3,31.7,Stable,False
z_33.0_-9.0,2025,Augmentation,38.3,38.3,26.7,34.9,Augmentation,True
z_33.0_10.5,2023,Diminution,82.9,6.5,82.9,10.5,Diminution,True
z_33.0_10.5,2024,Diminution,82.9,6.5,82.9,10.5,Diminution,True
z_33.0_10.5,2025,Diminution,82.9,6.5,82.9,10.5,Stable,False
z_33.0_18.0,2023,Diminution,81.1,6.0,81.1,12.9,Diminution,True
z_33.0_18.0,2024,Diminution,81.1,6.0,81.1,12.9,Stable,False
z_33.0_18.0,2025,Diminution,65.3,13.4,65.3,21.3,Diminution,True
z_33.0_25.5,2023,Diminution,84.4,1.4,84.4,14.2,Diminution,True
z_33.0_25.5,2024,Diminution,84.4,1.4,84.4,14.2,Stable,False
z_33.0_25.5,2025,Diminution,68.3,8.6,68.3,23.1,Diminution,True
z_34.5_-1.5,2023,Augmentation,19.9,19.9,31.7,48.4,Augmentation,True
z_34.5_-1.5,2024,Augmentation,33.6,33.6,30.5,35.9,Diminution,False
z_34.5_-1.5,2025,Augmentation,31.1,31.1,37.3,31.6,Diminution,False
z_34.5_-10.5,2023,Diminution,75.7,3.8,75.7,20.5,Diminution,True
z_34.5_-10.5,2024,Diminution,75.7,3.8,75.7,20.5,Stable,False
z_34.5_-10.5,2025,Diminution,62.7,10.9,62.7,26.4,Diminution,True
z_34.5_-4.5,2023,Augmentation,27.4,27.4,29.3,43.3,Diminution,False
z_34.5_-4.5,2024,Augmentation,27.8,27.8,26.6,45.6,Diminution,False
z_34.5_-4.5,2025,Augmentation,26.9,26.9,33.2,39.9,Diminution,False
z_34.5_-6.0,2023,Augmentation,45.6,45.6,29.1,25.4,Diminution,False
z_34.5_-6.0,2024,Augmentation,37.7,37.7,31.7,30.5,Augmentation,True
z_34.5_-6.0,2025,Augmentation,46.3,46.3,22.9,30.8,Diminution,False
z_34.5_-7.5,2023,Augmentation,31.7,31.7,22.2,46.1,Augmentation,True
z_34.5_-7.5,2024,Augmentation,49.0,49.0,20.4,30.6,Diminution,False
z_34.5_-7.5,2025,Augmentation,43.1,43.1,27.5,29.5,Augmentation,True
z_34.5_0.0,2023,Diminution,59.4,10.2,59.4,30.4,Diminution,True
z_34.5_0.0,2024,Diminution,65.7,7.0,65.7,27.3,Stable,False
z_34.5_0.0,2025,Diminution,49.5,15.0,49.5,35.4,Diminution,True
z_34.5_12.0,2023,Augmentation,27.3,27.3,28.7,44.0,Stable,False
z_34.5_12.0,2024,Augmentation,37.3,37.3,30.3,32.4,Stable,False
z_34.5_12.0,2025,Augmentation,35.2,35.2,28.1,36.8,Diminution,False
z_34.5_13.5,2023,Augmentation,24.7,24.7,12.0,63.2,Stable,False
z_34.5_13.5,2024,Augmentation,29.9,29.9,14.6,55.5,Augmentation,True
z_34.5_13.5,2025,Augmentation,33.2,33.2,13.0,53.9,Augmentation,True
z_34.5_16.5,2023,Diminution,72.6,6.2,72.6,21.1,Diminution,True
z_34.5_16.5,2024,Diminution,73.0,7.5,73.0,19.4,Diminution,True
z_34.5_16.5,2025,Diminution,79.5,4.5,79.5,16.0,Diminution,True
z_34.5_18.0,2023,Diminution,85.1,1.6,85.1,13.3,Diminution,True
z_34.5_18.0,2024,Diminution,85.1,1.6,85.1,13.3,Stable,False
z_34.5_18.0,2025,Diminution,67.9,9.1,67.9,23.0,Diminution,True
z_34.5_19.5,2023,Diminution,58.5,9.6,58.5,31.9,Diminution,True
z_34.5_19.5,2024,Diminution,61.8,7.7,61.8,30.5,Stable,False
z_34.5_19.5,2025,Diminution,51.2,13.9,51.2,34.9,Diminution,True
z_34.5_22.5,2023,Augmentation,40.1,40.1,18.9,41.0,Augmentation,True
z_34.5_22.5,2024,Augmentation,54.3,54.3,18.6,27.1,Stable,False
z_34.5_22.5,2025,Augmentation,37.9,37.9,22.1,40.0,Augmentation,True
z_34.5_24.0,2023,Augmentation,31.0,31.0,21.1,47.8,Stable,False
z_34.5_24.0,2024,Augmentation,36.2,36.2,19.0,44.8,Stable,False
z_34.5_24.0,2025,Augmentation,35.8,35.8,18.0,46.1,Diminution,False
z_34.5_25.5,2023,Augmentation,35.3,35.3,28.8,35.9,Stable,False
z_34.5_25.5,2024,Augmentation,48.6,48.6,25.1,26.4,Diminution,False
z_34.5_25.5,2025,Augmentation,30.7,30.7,30.4,38.9,Diminution,False
z_34.5_27.0,2023,Augmentation,31.4,31.4,20.3,48.2,Diminution,False
z_34.5_27.0,2024,Augmentation,32.4,32.4,26.1,41.5,Diminution,False
z_34.5_27.0,2025,Augmentation,31.5,31.5,27.2,41.3,Diminution,False
z_34.5_31.5,2023,Augmentation,43.8,43.8,17.9,38.2,Augmentation,True
z_34.5_31.5,2024,Augmentation,59.9,59.9,11.8,28.3,Diminution,False
z_34.5_31.5,2025,Augmentation,44.7,44.7,21.5,33.8,Diminution,False
z_34.5_33.0,2023,Augmentation,71.4,71.4,15.7,12.9,Augmentation,True
z_34.5_33.0,2024,Augmentation,68.0,68.0,16.8,15.2,Stable,False
z_34.5_33.0,2025,Augmentation,68.0,68.0,16.5,15.5,Stable,False
z_36.0_-1.5,2023,Augmentation,43.8,43.8,23.7,32.5,Diminution,False
z_36.0_-1.5,2024,Augmentation,28.2,28.2,27.8,44.0,Diminution,False
z_36.0_-1.5,2025,Augmentation,43.7,43.7,28.5,27.8,Diminution,False
z_36.0_-10.5,2023,Augmentation,49.8,49.8,16.4,33.8,Augmentation,True
z_36.0_-10.5,2024,Augmentation,46.6,46.6,15.8,37.6,Augmentation,True
z_36.0_-10.5,2025,Augmentation,53.5,53.5,15.6,30.9,Augmentation,True
z_36.0_-12.0,2023,Diminution,82.6,2.6,82.6,14.8,Stable,False
z_36.0_-12.0,2024,Diminution,62.4,12.2,62.4,25.4,Diminution,True
z_36.0_-12.0,2025,Diminution,77.5,3.1,77.5,19.4,Diminution,True
z_36.0_-3.0,2023,Augmentation,66.3,66.3,7.5,26.1,Augmentation,True
z_36.0_-3.0,2024,Augmentation,67.9,67.9,10.8,21.3,Stable,False
z_36.0_-3.0,2025,Augmentation,56.0,56.0,10.6,33.4,Augmentation,True
z_36.0_-4.5,2023,Augmentation,45.0,45.0,15.8,39.1,Augmentation,True
z_36.0_-4.5,2024,Augmentation,57.9,57.9,12.9,29.3,Stable,False
z_36.0_-4.5,2025,Augmentation,44.2,44.2,17.1,38.6,Diminution,False
z_36.0_-6.0,2023,Augmentation,39.1,39.1,12.9,48.0,Diminution,False
z_36.0_-6.0,2024,Augmentation,32.7,32.7,12.3,55.0,Diminution,False
z_36.0_-6.0,2025,Augmentation,31.3,31.3,19.8,48.9,Diminution,False
z_36.0_-7.5,2023,Augmentation,59.6,59.6,8.7,31.7,Augmentation,True
z_36.0_-7.5,2024,Augmentation,66.1,66.1,9.2,24.7,Augmentation,True
z_36.0_-7.5,2025,Augmentation,58.5,58.5,11.7,29.9,Augmentation,True
z_36.0_-9.0,2023,Augmentation,47.7,47.7,14.7,37.5,Augmentation,True
z_36.0_-9.0,2024,Augmentation,48.8,48.8,19.0,32.2,Augmentation,True
z_36.0_-9.0,2025,Augmentation,55.9,55.9,13.4,30.7,Diminution,False
z_36.0_0.0,2023,Augmentation,30.1,30.1,34.3,35.6,Diminution,False
z_36.0_0.0,2024,Augmentation,29.8,29.8,43.4,26.8,Stable,False
z_36.0_0.0,2025,Augmentation,26.7,26.7,35.8,37.5,Diminution,False
z_36.0_10.5,2023,Augmentation,54.6,54.6,17.1,28.3,Stable,False
z_36.0_10.5,2024,Augmentation,47.3,47.3,18.2,34.5,Diminution,False
z_36.0_10.5,2025,Augmentation,47.5,47.5,15.4,37.0,Stable,False
z_36.0_12.0,2023,Augmentation,38.0,38.0,18.3,43.7,Stable,False
z_36.0_12.0,2024,Augmentation,45.9,45.9,17.4,36.7,Augmentation,True
z_36.0_12.0,2025,Augmentation,61.2,61.2,11.5,27.3,Stable,False
z_36.0_13.5,2023,Augmentation,34.7,34.7,14.5,50.8,Stable,False
z_36.0_13.5,2024,Augmentation,40.0,40.0,15.6,44.4,Augmentation,True
z_36.0_13.5,2025,Augmentation,46.4,46.4,13.1,40.5,Diminution,False
z_36.0_15.0,2023,Augmentation,46.9,46.9,18.8,34.3,Diminution,False
z_36.0_15.0,2024,Augmentation,44.2,44.2,23.1,32.8,Augmentation,True
z_36.0_15.0,2025,Augmentation,53.6,53.6,15.1,31.3,Augmentation,True
z_36.0_16.5,2023,Augmentation,25.3,25.3,39.8,34.8,Stable,False
z_36.0_16.5,2024,Augmentation,31.1,31.1,33.1,35.8,Stable,False
z_36.0_16.5,2025,Augmentation,23.1,23.1,38.9,38.0,Stable,False
z_36.0_18.0,2023,Augmentation,33.2,33.2,28.0,38.8,Stable,False
z_36.0_18.0,2024,Augmentation,41.9,41.9,28.0,30.1,Diminution,False
z_36.0_18.0,2025,Augmentation,40.3,40.3,27.9,31.8,Diminution,False
z_36.0_19.5,2023,Diminution,50.7,19.8,50.7,29.5,Diminution,True
z_36.0_19.5,2024,Diminution,47.2,22.9,47.2,29.9,Diminution,True
z_36.0_19.5,2025,Diminution,49.9,15.6,49.9,34.5,Diminution,True
z_36.0_21.0,2023,Augmentation,40.0,40.0,24.2,35.8,Diminution,False
z_36.0_21.0,2024,Augmentation,43.9,43.9,23.9,32.2,Stable,False
z_36.0_21.0,2025,Augmentation,48.7,48.7,20.4,30.9,Diminution,False
z_36.0_22.5,2023,Augmentation,45.1,45.1,28.6,26.3,Stable,False
z_36.0_22.5,2024,Augmentation,50.7,50.7,20.9,28.4,Stable,False
z_36.0_22.5,2025,Augmentation,52.2,52.2,17.4,30.3,Diminution,False
z_36.0_24.0,2023,Augmentation,53.0,53.0,20.0,27.0,Stable,False
z_36.0_24.0,2024,Augmentation,65.9,65.9,14.6,19.5,Augmentation,True
z_36.0_24.0,2025,Augmentation,69.5,69.5,11.8,18.7,Stable,False
z_36.0_25.5,2023,Augmentation,50.8,50.8,16.7,32.5,Augmentation,True
z_36.0_25.5,2024,Augmentation,41.6,41.6,26.8,31.6,Stable,False
z_36.0_25.5,2025,Augmentation,44.6,44.6,22.4,33.0,Stable,False
z_36.0_27.0,2023,Augmentation,35.8,35.8,20.0,44.2,Diminution,False
z_36.0_27.0,2024,Augmentation,40.9,40.9,16.8,42.3,Stable,False
z_36.0_27.0,2025,Augmentation,37.8,37.8,16.7,45.6,Stable,False
z_36.0_30.0,2023,Augmentation,26.2,26.2,31.2,42.7,Diminution,False
z_36.0_30.0,2024,Augmentation,30.0,30.0,31.6,38.5,Diminution,False
z_36.0_30.0,2025,Augmentation,23.9,23.9,36.8,39.3,Stable,False
z_36.0_34.5,2023,Augmentation,63.1,63.1,15.4,21.5,Diminution,False
z_36.0_34.5,2024,Augmentation,42.7,42.7,28.4,28.9,Diminution,False
z_36.0_34.5,2025,Augmentation,46.4,46.4,21.2,32.4,Diminution,False
z_36.0_36.0,2023,Diminution,54.4,6.6,54.4,39.0,Diminution,True
z_36.0_36.0,2024,Diminution,53.9,5.0,53.9,41.1,Diminution,True
z_36.0_36.0,2025,Diminution,53.9,5.0,53.9,41.1,Stable,False
z_36.0_4.5,2023,Diminution,38.5,17.3,38.5,44.2,Diminution,True
z_36.0_4.5,2024,Augmentation,27.7,27.7,29.7,42.5,Stable,False
z_36.0_4.5,2025,Diminution,40.3,19.8,40.3,39.9,Diminution,True
z_36.0_9.0,2023,Augmentation,20.7,20.7,27.4,52.0,Augmentation,True
z_36.0_9.0,2024,Augmentation,27.2,27.2,29.1,43.7,Stable,False
z_36.0_9.0,2025,Augmentation,20.0,20.0,25.9,54.2,Diminution,False
z_37.5_-1.5,2023,Augmentation,55.9,55.9,17.8,26.3,Augmentation,True
z_37.5_-1.5,2024,Augmentation,63.7,63.7,15.8,20.5,Augmentation,True
z_37.5_-1.5,2025,Augmentation,50.2,50.2,17.5,32.4,Augmentation,True
z_37.5_-10.5,2023,Augmentation,64.2,64.2,11.8,24.0,Augmentation,True
z_37.5_-10.5,2024,Augmentation,74.1,74.1,8.2,17.7,Augmentation,True
z_37.5_-10.5,2025,Augmentation,70.1,70.1,8.9,21.0,Augmentation,True
z_37.5_-13.5,2023,Diminution,61.8,8.3,61.8,29.9,Diminution,True
z_37.5_-13.5,2024,Diminution,61.8,8.3,61.8,29.9,Stable,False
z_37.5_-13.5,2025,Diminution,51.6,14.1,51.6,34.3,Diminution,True
z_37.5_-22.5,2023,Diminution,86.5,1.7,86.5,11.8,Stable,False
z_37.5_-22.5,2024,Diminution,66.8,9.5,66.8,23.7,Diminution,True
z_37.5_-22.5,2025,Diminution,80.7,3.0,80.7,16.3,Stable,False
z_37.5_-25.5,2023,Diminution,57.8,12.7,57.8,29.5,Diminution,True
z_37.5_-25.5,2024,Diminution,72.4,6.0,72.4,21.5,Diminution,True
z_37.5_-25.5,2025,Diminution,62.2,8.3,62.2,29.5,Stable,False
z_37.5_-27.0,2023,Augmentation,29.1,29.1,27.0,43.9,Diminution,False
z_37.5_-27.0,2024,Augmentation,31.4,31.4,26.2,42.4,Diminution,False
z_37.5_-27.0,2025,Augmentation,25.4,25.4,27.6,47.0,Augmentation,True
z_37.5_-28.5,2023,Augmentation,41.1,41.1,33.3,25.6,Diminution,False
z_37.5_-28.5,2024,Augmentation,27.1,27.1,43.0,29.9,Augmentation,True
z_37.5_-28.5,2025,Augmentation,26.5,26.5,45.7,27.8,Diminution,False
z_37.5_-30.0,2023,Diminution,44.7,13.8,44.7,41.5,Diminution,True
z_37.5_-30.0,2024,Diminution,42.6,14.0,42.6,43.4,Diminution,True
z_37.5_-30.0,2025,Diminution,42.6,14.0,42.6,43.4,Stable,False
z_37.5_-9.0,2023,Augmentation,45.5,45.5,20.7,33.8,Augmentation,True
z_37.5_-9.0,2024,Augmentation,50.0,50.0,18.6,31.4,Stable,False
z_37.5_-9.0,2025,Augmentation,47.4,47.4,18.2,34.4,Diminution,False
z_37.5_0.0,2023,Augmentation,41.1,41.1,18.4,40.5,Stable,False
z_37.5_0.0,2024,Augmentation,44.5,44.5,17.4,38.1,Diminution,False
z_37.5_0.0,2025,Augmentation,41.4,41.4,17.2,41.4,Diminution,False
z_37.5_1.5,2023,Diminution,62.7,6.6,62.7,30.7,Diminution,True
z_37.5_1.5,2024,Diminution,54.7,6.9,54.7,38.5,Diminution,True
z_37.5_1.5,2025,Diminution,63.3,6.0,63.3,30.7,Augmentation,False
z_37.5_10.5,2023,Augmentation,25.4,25.4,21.2,53.4,Diminution,False
z_37.5_10.5,2024,Augmentation,35.0,35.0,30.8,34.2,Diminution,False
z_37.5_10.5,2025,Augmentation,28.8,28.8,35.3,35.9,Diminution,False
z_37.5_12.0,2023,Augmentation,38.8,38.8,20.2,40.9,Augmentation,True
z_37.5_12.0,2024,Augmentation,49.8,49.8,15.3,34.8,Diminution,False
z_37.5_12.0,2025,Augmentation,45.2,45.2,18.6,36.2,Stable,False
z_37.5_13.5,2023,Augmentation,42.6,42.6,23.0,34.4,Augmentation,True
z_37.5_13.5,2024,Augmentation,50.5,50.5,17.3,32.3,Augmentation,True
z_37.5_13.5,2025,Augmentation,45.9,45.9,15.3,38.7,Augmentation,True
z_37.5_15.0,2023,Augmentation,35.5,35.5,27.1,37.5,Augmentation,True
z_37.5_15.0,2024,Augmentation,41.0,41.0,24.5,34.6,Augmentation,True
z_37.5_15.0,2025,Augmentation,48.3,48.3,20.9,30.8,Stable,False
z_37.5_16.5,2023,Augmentation,43.2,43.2,27.6,29.1,Diminution,False
z_37.5_16.5,2024,Augmentation,35.6,35.6,28.4,36.0,Diminution,False
z_37.5_16.5,2025,Augmentation,45.6,45.6,26.9,27.5,Augmentation,True
z_37.5_19.5,2023,Augmentation,37.8,37.8,21.7,40.5,Stable,False
z_37.5_19.5,2024,Augmentation,51.2,51.2,19.3,29.5,Stable,False
z_37.5_19.5,2025,Augmentation,46.4,46.4,16.4,37.2,Stable,False
z_37.5_21.0,2023,Augmentation,33.5,33.5,18.1,48.4,Augmentation,True
z_37.5_21.0,2024,Augmentation,42.1,42.1,15.1,42.8,Stable,False
z_37.5_21.0,2025,Augmentation,33.1,33.1,13.1,53.9,Diminution,False
z_37.5_22.5,2023,Augmentation,25.7,25.7,11.8,62.5,Stable,False
z_37.5_22.5,2024,Augmentation,24.4,24.4,9.7,65.9,Augmentation,True
z_37.5_22.5,2025,Augmentation,31.7,31.7,5.6,62.6,Diminution,False
z_37.5_24.0,2023,Augmentation,48.1,48.1,26.0,25.8,Stable,False
z_37.5_24.0,2024,Augmentation,56.2,56.2,17.6,26.2,Stable,False
z_37.5_24.0,2025,Augmentation,53.5,53.5,18.7,27.8,Diminution,False
z_37.5_25.5,2023,Augmentation,35.9,35.9,22.7,41.4,Augmentation,True
z_37.5_25.5,2024,Augmentation,37.7,37.7,20.7,41.6,Diminution,False
z_37.5_25.5,2025,Augmentation,29.7,29.7,24.3,46.0,Stable,False
z_37.5_27.0,2023,Augmentation,32.3,32.3,25.7,42.0,Diminution,False
z_37.5_27.0,2024,Augmentation,29.5,29.5,23.2,47.3,Diminution,False
z_37.5_27.0,2025,Augmentation,37.2,37.2,27.3,35.5,Stable,False
z_37.5_4.5,2023,Diminution,47.2,19.6,47.2,33.1,Stable,False
z_37.5_4.5,2024,Augmentation,21.6,21.6,40.4,38.1,Diminution,False
z_37.5_4.5,2025,Diminution,42.9,19.1,42.9,38.0,Diminution,True
z_37.5_6.0,2023,Diminution,55.1,14.5,55.1,30.4,Diminution,True
z_37.5_6.0,2024,Diminution,56.7,9.5,56.7,33.8,Stable,False
z_37.5_6.0,2025,Diminution,55.0,15.0,55.0,30.0,Diminution,True
z_37.5_7.5,2023,Augmentation,32.1,32.1,16.9,51.0,Diminution,False
z_37.5_7.5,2024,Augmentation,46.3,46.3,21.5,32.2,Diminution,False
z_37.5_7.5,2025,Augmentation,37.5,37.5,18.1,44.4,Diminution,False
z_37.5_9.0,2023,Augmentation,43.6,43.6,25.0,31.4,Diminution,False
z_37.5_9.0,2024,Augmentation,47.3,47.3,21.0,31.7,Augmentation,True
z_37.5_9.0,2025,Augmentation,48.4,48.4,17.2,34.4,Diminution,False
z_39.0_-1.5,2023,Augmentation,67.2,67.2,12.6,20.2,Augmentation,True
z_39.0_-1.5,2024,Augmentation,69.1,69.1,11.0,19.9,Stable,False
z_39.0_-1.5,2025,Augmentation,57.2,57.2,14.7,28.1,Augmentation,True
z_39.0_-10.5,2023,Augmentation,48.5,48.5,16.5,35.0,Augmentation,True
z_39.0_-10.5,2024,Augmentation,61.2,61.2,11.5,27.3,Diminution,False
z_39.0_-10.5,2025,Augmentation,38.8,38.8,25.3,35.9,Augmentation,True
z_39.0_-31.5,2023,Diminution,70.0,11.4,70.0,18.6,Diminution,True
z_39.0_-31.5,2024,Diminution,73.8,4.6,73.8,21.6,Diminution,True
z_39.0_-31.5,2025,Diminution,84.2,2.7,84.2,13.1,Augmentation,False
z_39.0_-9.0,2023,Augmentation,51.5,51.5,16.9,31.6,Diminution,False
z_39.0_-9.0,2024,Augmentation,51.1,51.1,20.2,28.7,Augmentation,True
z_39.0_-9.0,2025,Augmentation,50.2,50.2,17.5,32.3,Augmentation,True
z_39.0_0.0,2023,Augmentation,44.0,44.0,20.3,35.7,Augmentation,True
z_39.0_0.0,2024,Augmentation,51.2,51.2,17.7,31.1,Augmentation,True
z_39.0_0.0,2025,Augmentation,54.7,54.7,16.7,28.7,Diminution,False
z_39.0_1.5,2023,Augmentation,48.6,48.6,16.8,34.6,Augmentation,True
z_39.0_1.5,2024,Augmentation,49.8,49.8,16.2,34.0,Diminution,False
z_39.0_1.5,2025,Augmentation,40.2,40.2,24.7,35.2,Stable,False
z_39.0_10.5,2023,Diminution,48.6,14.2,48.6,37.1,Stable,False
z_39.0_10.5,2024,Diminution,49.7,16.1,49.7,34.2,Diminution,True
z_39.0_10.5,2025,Diminution,51.3,15.3,51.3,33.3,Diminution,True
z_39.0_13.5,2023,Augmentation,31.2,31.2,22.0,46.7,Diminution,False
z_39.0_13.5,2024,Augmentation,39.5,39.5,20.9,39.6,Diminution,False
z_39.0_13.5,2025,Augmentation,47.1,47.1,22.7,30.2,Augmentation,True
z_39.0_15.0,2023,Augmentation,47.4,47.4,21.8,30.8,Stable,False
z_39.0_15.0,2024,Augmentation,34.8,34.8,24.8,40.4,Diminution,False
z_39.0_15.0,2025,Augmentation,42.7,42.7,24.2,33.1,Stable,False
z_39.0_16.5,2023,Augmentation,43.5,43.5,18.9,37.6,Stable,False
z_39.0_16.5,2024,Augmentation,50.7,50.7,21.4,27.9,Stable,False
z_39.0_16.5,2025,Augmentation,49.6,49.6,17.3,33.1,Augmentation,True
z_39.0_18.0,2023,Augmentation,62.9,62.9,14.6,22.5,Diminution,False
z_39.0_18.0,2024,Augmentation,49.7,49.7,18.0,32.3,Augmentation,True
z_39.0_18.0,2025,Augmentation,63.9,63.9,14.9,21.2,Diminution,False
z_39.0_19.5,2023,Augmentation,45.8,45.8,18.5,35.7,Diminution,False
z_39.0_19.5,2024,Augmentation,41.8,41.8,16.7,41.5,Stable,False
z_39.0_19.5,2025,Augmentation,36.6,36.6,18.8,44.6,Diminution,False
z_39.0_22.5,2023,Augmentation,43.7,43.7,15.8,40.5,Stable,False
z_39.0_22.5,2024,Augmentation,43.0,43.0,12.4,44.6,Diminution,False
z_39.0_22.5,2025,Augmentation,33.2,33.2,13.7,53.1,Stable,False
z_39.0_24.0,2023,Augmentation,59.1,59.1,18.6,22.4,Stable,False
z_39.0_24.0,2024,Augmentation,57.9,57.9,17.8,24.3,Augmentation,True
z_39.0_24.0,2025,Augmentation,64.5,64.5,15.0,20.5,Diminution,False
z_39.0_25.5,2023,Augmentation,54.5,54.5,15.1,30.5,Diminution,False
z_39.0_25.5,2024,Augmentation,50.9,50.9,14.3,34.9,Diminution,False
z_39.0_25.5,2025,Augmentation,50.3,50.3,11.7,38.0,Diminution,False
z_39.0_3.0,2023,Augmentation,60.1,60.1,13.7,26.2,Augmentation,True
z_39.0_3.0,2024,Augmentation,56.7,56.7,17.3,26.0,Stable,False
z_39.0_3.0,2025,Augmentation,53.0,53.0,16.8,30.2,Diminution,False
z_39.0_4.5,2023,Augmentation,17.7,17.7,24.9,57.4,Diminution,False
z_39.0_4.5,2024,Augmentation,25.6,25.6,36.7,37.8,Augmentation,True
z_39.0_4.5,2025,Augmentation,24.8,24.8,33.3,41.9,Diminution,False
z_39.0_6.0,2023,Diminution,84.0,1.4,84.0,14.6,Stable,False
z_39.0_6.0,2024,Diminution,68.2,8.6,68.2,23.1,Diminution,True
z_39.0_6.0,2025,Diminution,56.1,15.6,56.1,28.3,Diminution,True
z_39.0_7.5,2023,Augmentation,47.2,47.2,27.6,25.2,Diminution,False
z_39.0_7.5,2024,Augmentation,45.7,45.7,27.4,26.8,Diminution,False
z_39.0_7.5,2025,Augmentation,42.7,42.7,30.3,27.0,Diminution,False
z_39.0_9.0,2023,Augmentation,42.0,42.0,20.2,37.8,Augmentation,True
z_39.0_9.0,2024,Augmentation,51.7,51.7,16.6,31.6,Augmentation,True
z_39.0_9.0,2025,Augmentation,48.8,48.8,15.0,36.2,Diminution,False
