zone,annee,semestre,semestre_annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_28.5_-16.5,2023,2,2023-S2,Diminution,72.5,7.9,72.5,19.6,Diminution,True
z_28.5_-16.5,2024,1,2024-S1,Diminution,70.8,7.4,70.8,21.8,Stable,False
z_28.5_-16.5,2024,2,2024-S2,Diminution,60.2,14.0,60.2,25.8,Stable,False
z_28.5_-16.5,2025,1,2025-S1,Diminution,44.7,26.5,44.7,28.8,Stable,False
z_28.5_-16.5,2025,2,2025-S2,Diminution,45.3,29.0,45.3,25.6,Diminution,True
z_30.0_-10.5,2023,1,2023-S1,Stable,96.7,0.4,2.9,96.7,Stable,True
z_30.0_-10.5,2023,2,2023-S2,Stable,97.8,0.1,2.1,97.8,Stable,True
z_30.0_-10.5,2024,1,2024-S1,Stable,96.7,0.4,2.9,96.7,Stable,True
z_30.0_-10.5,2024,2,2024-S2,Stable,97.7,0.5,1.8,97.7,Stable,True
z_30.0_-10.5,2025,1,2025-S1,Stable,78.1,17.6,4.3,78.1,Stable,True
z_30.0_-10.5,2025,2,2025-S2,Stable,92.2,4.5,3.3,92.2,Stable,True
z_30.0_-13.5,2023,1,2023-S1,Diminution,83.2,0.8,83.2,15.9,Diminution,True
z_30.0_-13.5,2024,1,2024-S1,Diminution,86.6,0.7,86.6,12.7,Stable,False
z_30.0_-13.5,2025,1,2025-S1,Diminution,84.3,1.5,84.3,14.1,Stable,False
z_30.0_-15.0,2023,1,2023-S1,Diminution,76.7,5.5,76.7,17.9,Diminution,True
z_30.0_-15.0,2024,1,2024-S1,Diminution,77.4,1.8,77.4,20.8,Diminution,True
z_30.0_-15.0,2025,1,2025-S1,Diminution,85.3,2.2,85.3,12.5,Stable,False
z_30.0_28.5,2023,1,2023-S1,Diminution,70.7,4.0,70.7,25.3,Stable,False
z_30.0_28.5,2023,2,2023-S2,Diminution,59.6,17.4,59.6,23.0,Diminution,True
z_30.0_28.5,2024,1,2024-S1,Diminution,63.3,15.4,63.3,21.3,Diminution,True
z_30.0_28.5,2024,2,2024-S2,Diminution,71.5,14.3,71.5,14.3,Diminution,True
z_30.0_28.5,2025,1,2025-S1,Diminution,71.2,3.9,71.2,24.9,Diminution,True
z_30.0_28.5,2025,2,2025-S2,Diminution,78.7,8.7,78.7,12.6,Stable,False
z_30.0_30.0,2023,1,2023-S1,Stable,97.8,1.5,0.8,97.8,Stable,True
z_30.0_30.0,2023,2,2023-S2,Stable,99.2,0.0,0.7,99.2,Stable,True
z_30.0_30.0,2024,1,2024-S1,Stable,96.0,3.2,0.8,96.0,Stable,True
z_30.0_30.0,2024,2,2024-S2,Stable,93.9,3.9,2.3,93.9,Stable,True
z_30.0_30.0,2025,1,2025-S1,Stable,97.2,2.0,0.8,97.2,Stable,True
z_30.0_30.0,2025,2,2025-S2,Stable,99.0,0.4,0.6,99.0,Stable,True
z_30.0_31.5,2023,1,2023-S1,Diminution,48.2,25.1,48.2,26.8,Augmentation,False
z_30.0_31.5,2023,2,2023-S2,Augmentation,39.5,39.5,36.4,24.0,Stable,False
z_30.0_31.5,2024,1,2024-S1,Diminution,37.5,34.6,37.5,27.8,Stable,False
z_30.0_31.5,2024,2,2024-S2,Diminution,57.8,18.5,57.8,23.8,Augmentation,False
z_30.0_31.5,2025,1,2025-S1,Augmentation,44.9,44.9,31.2,23.8,Stable,False
z_30.0_31.5,2025,2,2025-S2,Diminution,53.2,24.8,53.2,22.0,Diminution,True
z_31.5_-15.0,2023,1,2023-S1,Stable,99.1,0.2,0.6,99.1,Stable,True
z_31.5_-15.0,2023,2,2023-S2,Stable,94.6,3.3,2.2,94.6,Stable,True
z_31.5_-15.0,2024,1,2024-S1,Stable,98.9,0.3,0.8,98.9,Stable,True
z_31.5_-15.0,2024,2,2024-S2,Stable,98.8,0.3,0.9,98.8,Stable,True
z_31.5_-15.0,2025,1,2025-S1,Stable,98.8,0.5,0.8,98.8,Stable,True
z_31.5_-15.0,2025,2,2025-S2,Stable,97.2,1.2,1.6,97.2,Stable,True
z_31.5_-18.0,2023,1,2023-S1,Stable,78.4,19.2,2.4,78.4,Stable,True
z_31.5_-18.0,2023,2,2023-S2,Stable,68.5,27.7,3.8,68.5,Stable,True
z_31.5_-18.0,2024,1,2024-S1,Stable,53.0,42.2,4.8,53.0,Stable,True
z_31.5_-18.0,2024,2,2024-S2,Stable,73.5,18.9,7.7,73.5,Stable,True
z_31.5_-18.0,2025,1,2025-S1,Stable,82.5,10.9,6.6,82.5,Stable,True
z_31.5_-18.0,2025,2,2025-S2,Stable,88.8,6.1,5.2,88.8,Stable,True
z_31.5_31.5,2023,1,2023-S1,Stable,90.1,6.4,3.4,90.1,Stable,True
z_31.5_31.5,2024,1,2024-S1,Stable,95.4,1.8,2.8,95.4,Stable,True
z_31.5_31.5,2025,1,2025-S1,Stable,94.6,2.0,3.4,94.6,Stable,True
z_33.0_-13.5,2023,1,2023-S1,Stable,99.0,0.0,0.9,99.0,Stable,True
z_33.0_-13.5,2023,2,2023-S2,Stable,97.2,0.8,2.0,97.2,Stable,True
z_33.0_-13.5,2024,1,2024-S1,Stable,94.1,4.6,1.3,94.1,Stable,True
z_33.0_-13.5,2024,2,2024-S2,Stable,94.5,3.0,2.5,94.5,Stable,True
z_33.0_-13.5,2025,1,2025-S1,Stable,98.9,0.0,1.1,98.9,Stable,True
z_33.0_-13.5,2025,2,2025-S2,Stable,98.8,0.2,1.0,98.8,Stable,True
z_33.0_-9.0,2023,1,2023-S1,Stable,82.1,9.6,8.3,82.1,Stable,True
z_33.0_-9.0,2023,2,2023-S2,Stable,89.6,7.8,2.6,89.6,Stable,True
z_33.0_-9.0,2024,1,2024-S1,Stable,83.1,11.9,4.9,83.1,Stable,True
z_33.0_-9.0,2024,2,2024-S2,Stable,58.6,35.7,5.7,58.6,Stable,True
z_33.0_-9.0,2025,1,2025-S1,Stable,67.8,27.5,4.7,67.8,Stable,True
z_33.0_-9.0,2025,2,2025-S2,Stable,80.7,10.3,9.0,80.7,Augmentation,False
z_33.0_10.5,2023,1,2023-S1,Stable,99.3,0.1,0.6,99.3,Stable,True
z_33.0_10.5,2024,1,2024-S1,Stable,99.3,0.1,0.6,99.3,Stable,True
z_33.0_10.5,2025,1,2025-S1,Stable,99.3,0.1,0.6,99.3,Stable,True
z_33.0_18.0,2023,2,2023-S2,Stable,99.2,0.1,0.8,99.2,Stable,True
z_33.0_18.0,2024,2,2024-S2,Stable,99.2,0.1,0.8,99.2,Stable,True
z_33.0_18.0,2025,2,2025-S2,Stable,97.7,0.9,1.5,97.7,Stable,True
z_33.0_25.5,2023,1,2023-S1,Stable,98.7,0.0,1.3,98.7,Stable,True
z_33.0_25.5,2024,1,2024-S1,Stable,98.7,0.0,1.3,98.7,Stable,True
z_33.0_25.5,2025,1,2025-S1,Stable,97.2,1.0,1.8,97.2,Stable,True
z_34.5_-1.5,2023,1,2023-S1,Stable,95.2,2.3,2.5,95.2,Stable,True
z_34.5_-1.5,2023,2,2023-S2,Stable,60.0,28.3,11.8,60.0,Stable,True
z_34.5_-1.5,2024,1,2024-S1,Stable,76.3,18.4,5.3,76.3,Stable,True
z_34.5_-1.5,2024,2,2024-S2,Stable,86.4,5.2,8.4,86.4,Stable,True
z_34.5_-1.5,2025,1,2025-S1,Stable,95.0,2.1,2.9,95.0,Stable,True
z_34.5_-1.5,2025,2,2025-S2,Stable,85.2,2.0,12.9,85.2,Stable,True
z_34.5_-10.5,2023,1,2023-S1,Stable,99.1,0.1,0.8,99.1,Stable,True
z_34.5_-10.5,2023,2,2023-S2,Stable,99.1,0.1,0.9,99.1,Stable,True
z_34.5_-10.5,2024,1,2024-S1,Stable,99.1,0.1,0.8,99.1,Stable,True
z_34.5_-10.5,2024,2,2024-S2,Stable,98.9,0.4,0.7,98.9,Stable,True
z_34.5_-10.5,2025,1,2025-S1,Stable,98.0,0.6,1.4,98.0,Stable,True
z_34.5_-10.5,2025,2,2025-S2,Stable,99.2,0.1,0.7,99.2,Stable,True
z_34.5_-4.5,2023,1,2023-S1,Stable,62.9,30.0,7.0,62.9,Stable,True
z_34.5_-4.5,2023,2,2023-S2,Diminution,78.0,5.0,78.0,16.9,Stable,False
z_34.5_-4.5,2024,1,2024-S1,Stable,79.4,13.8,6.7,79.4,Stable,True
z_34.5_-4.5,2024,2,2024-S2,Diminution,78.2,6.1,78.2,15.7,Stable,False
z_34.5_-4.5,2025,1,2025-S1,Stable,75.6,21.8,2.6,75.6,Stable,True
z_34.5_-4.5,2025,2,2025-S2,Diminution,78.4,5.7,78.4,15.9,Stable,False
z_34.5_-6.0,2023,1,2023-S1,Diminution,64.2,17.9,64.2,17.9,Stable,False
z_34.5_-6.0,2023,2,2023-S2,Diminution,71.5,13.4,71.5,15.1,Diminution,True
z_34.5_-6.0,2024,1,2024-S1,Diminution,77.4,9.5,77.4,13.1,Augmentation,False
z_34.5_-6.0,2024,2,2024-S2,Diminution,57.1,19.5,57.1,23.5,Stable,False
z_34.5_-6.0,2025,1,2025-S1,Diminution,45.4,34.4,45.4,20.2,Stable,False
z_34.5_-6.0,2025,2,2025-S2,Diminution,53.8,27.8,53.8,18.3,Diminution,True
z_34.5_-7.5,2023,1,2023-S1,Stable,86.6,9.8,3.7,86.6,Stable,True
z_34.5_-7.5,2023,2,2023-S2,Stable,94.6,2.8,2.6,94.6,Stable,True
z_34.5_-7.5,2024,1,2024-S1,Stable,59.7,30.5,9.8,59.7,Stable,True
z_34.5_-7.5,2024,2,2024-S2,Stable,78.1,16.0,5.9,78.1,Stable,True
z_34.5_-7.5,2025,1,2025-S1,Stable,85.5,8.1,6.4,85.5,Stable,True
z_34.5_-7.5,2025,2,2025-S2,Stable,95.6,1.6,2.9,95.6,Stable,True
z_34.5_0.0,2023,1,2023-S1,Stable,93.9,1.7,4.4,93.9,Stable,True
z_34.5_0.0,2023,2,2023-S2,Stable,98.6,0.1,1.3,98.6,Stable,True
z_34.5_0.0,2024,1,2024-S1,Stable,82.0,11.7,6.2,82.0,Stable,True
z_34.5_0.0,2024,2,2024-S2,Stable,98.3,0.4,1.3,98.3,Stable,True
z_34.5_0.0,2025,1,2025-S1,Stable,90.9,5.6,3.5,90.9,Stable,True
z_34.5_0.0,2025,2,2025-S2,Stable,98.4,0.1,1.5,98.4,Stable,True
z_34.5_12.0,2023,1,2023-S1,Diminution,79.3,8.5,79.3,12.2,Stable,False
z_34.5_12.0,2023,2,2023-S2,Stable,90.3,6.3,3.4,90.3,Stable,True
z_34.5_12.0,2024,1,2024-S1,Diminution,77.7,6.8,77.7,15.5,Diminution,True
z_34.5_12.0,2024,2,2024-S2,Stable,85.2,11.3,3.5,85.2,Stable,True
z_34.5_12.0,2025,1,2025-S1,Diminution,57.5,23.1,57.5,19.4,Diminution,True
z_34.5_12.0,2025,2,2025-S2,Stable,57.3,39.3,3.4,57.3,Stable,True
z_34.5_13.5,2023,1,2023-S1,Augmentation,57.5,57.5,38.8,3.7,Diminution,False
z_34.5_13.5,2023,2,2023-S2,Augmentation,62.8,62.8,33.8,3.4,Augmentation,True
z_34.5_13.5,2024,1,2024-S1,Augmentation,52.6,52.6,42.8,4.5,Augmentation,True
z_34.5_13.5,2024,2,2024-S2,Augmentation,69.4,69.4,27.3,3.3,Augmentation,True
z_34.5_13.5,2025,1,2025-S1,Augmentation,67.8,67.8,28.6,3.7,Augmentation,True
z_34.5_13.5,2025,2,2025-S2,Augmentation,71.0,71.0,26.1,2.9,Augmentation,True
z_34.5_16.5,2023,1,2023-S1,Diminution,88.7,2.3,88.7,9.0,Diminution,True
z_34.5_16.5,2024,1,2024-S1,Diminution,88.8,2.0,88.8,9.2,Diminution,True
z_34.5_16.5,2025,1,2025-S1,Diminution,89.7,2.1,89.7,8.2,Diminution,True
z_34.5_18.0,2023,1,2023-S1,Stable,99.2,0.1,0.7,99.2,Stable,True
z_34.5_18.0,2024,1,2024-S1,Stable,99.2,0.1,0.7,99.2,Stable,True
z_34.5_18.0,2025,1,2025-S1,Stable,98.1,0.6,1.3,98.1,Stable,True
z_34.5_19.5,2023,1,2023-S1,Stable,97.3,1.8,0.9,97.3,Diminution,False
z_34.5_19.5,2023,2,2023-S2,Stable,99.2,0.0,0.7,99.2,Stable,True
z_34.5_19.5,2024,1,2024-S1,Stable,97.3,1.8,0.9,97.3,Stable,True
z_34.5_19.5,2024,2,2024-S2,Stable,99.0,0.4,0.7,99.0,Stable,True
z_34.5_19.5,2025,1,2025-S1,Stable,93.3,5.3,1.4,93.3,Diminution,False
z_34.5_19.5,2025,2,2025-S2,Stable,99.3,0.1,0.6,99.3,Stable,True
z_34.5_22.5,2023,1,2023-S1,Stable,71.7,20.2,8.2,71.7,Augmentation,False
z_34.5_22.5,2023,2,2023-S2,Diminution,63.0,11.2,63.0,25.8,Stable,False
z_34.5_22.5,2024,1,2024-S1,Stable,47.6,39.5,13.0,47.6,Stable,True
z_34.5_22.5,2024,2,2024-S2,Diminution,67.6,13.0,67.6,19.4,Stable,False
z_34.5_22.5,2025,1,2025-S1,Stable,61.7,28.9,9.4,61.7,Stable,True
z_34.5_22.5,2025,2,2025-S2,Diminution,72.6,6.8,72.6,20.6,Stable,False
z_34.5_24.0,2023,1,2023-S1,Augmentation,47.2,47.2,44.2,8.6,Stable,False
z_34.5_24.0,2023,2,2023-S2,Diminution,54.1,37.7,54.1,8.1,Stable,False
z_34.5_24.0,2024,1,2024-S1,Diminution,49.6,41.0,49.6,9.3,Stable,False
z_34.5_24.0,2024,2,2024-S2,Augmentation,57.4,57.4,34.4,8.1,Diminution,False
z_34.5_24.0,2025,1,2025-S1,Diminution,55.9,35.2,55.9,8.9,Diminution,True
z_34.5_24.0,2025,2,2025-S2,Diminution,63.4,29.2,63.4,7.3,Stable,False
z_34.5_25.5,2023,1,2023-S1,Diminution,63.3,7.5,63.3,29.2,Stable,False
z_34.5_25.5,2023,2,2023-S2,Diminution,68.0,9.4,68.0,22.6,Augmentation,False
z_34.5_25.5,2024,1,2024-S1,Diminution,57.5,21.5,57.5,21.0,Diminution,True
z_34.5_25.5,2024,2,2024-S2,Diminution,56.2,18.4,56.2,25.4,Diminution,True
z_34.5_25.5,2025,1,2025-S1,Diminution,71.7,8.2,71.7,20.1,Stable,False
z_34.5_25.5,2025,2,2025-S2,Diminution,67.1,9.9,67.1,23.0,Stable,False
z_34.5_27.0,2023,1,2023-S1,Stable,75.3,19.0,5.7,75.3,Stable,True
z_34.5_27.0,2023,2,2023-S2,Diminution,63.6,11.9,63.6,24.5,Stable,False
z_34.5_27.0,2024,1,2024-S1,Stable,64.4,31.4,4.1,64.4,Stable,True
z_34.5_27.0,2024,2,2024-S2,Diminution,73.5,3.7,73.5,22.8,Diminution,True
z_34.5_27.0,2025,1,2025-S1,Stable,92.7,4.2,3.1,92.7,Stable,True
z_34.5_27.0,2025,2,2025-S2,Diminution,72.9,5.2,72.9,21.9,Diminution,True
z_34.5_31.5,2023,1,2023-S1,Diminution,44.0,28.2,44.0,27.9,Diminution,True
z_34.5_31.5,2023,2,2023-S2,Diminution,38.0,34.8,38.0,27.2,Stable,False
z_34.5_31.5,2024,1,2024-S1,Augmentation,45.3,45.3,29.5,25.2,Diminution,False
z_34.5_31.5,2024,2,2024-S2,Augmentation,48.0,48.0,31.5,20.5,Stable,False
z_34.5_31.5,2025,1,2025-S1,Diminution,55.8,24.7,55.8,19.5,Diminution,True
z_34.5_31.5,2025,2,2025-S2,Diminution,59.9,12.0,59.9,28.1,Stable,False
z_34.5_33.0,2023,1,2023-S1,Augmentation,55.2,55.2,29.5,15.3,Augmentation,True
z_34.5_33.0,2023,2,2023-S2,Diminution,43.3,40.0,43.3,16.7,Augmentation,False
z_34.5_33.0,2024,1,2024-S1,Augmentation,54.4,54.4,28.9,16.6,Stable,False
z_34.5_33.0,2024,2,2024-S2,Augmentation,48.0,48.0,35.8,16.2,Stable,False
z_34.5_33.0,2025,1,2025-S1,Augmentation,51.1,51.1,32.0,17.0,Augmentation,True
z_34.5_33.0,2025,2,2025-S2,Augmentation,50.9,50.9,34.3,14.8,Diminution,False
z_36.0_-1.5,2023,1,2023-S1,Stable,74.5,22.7,2.9,74.5,Stable,True
z_36.0_-1.5,2023,2,2023-S2,Stable,94.7,2.6,2.8,94.7,Stable,True
z_36.0_-1.5,2024,1,2024-S1,Stable,92.6,4.6,2.8,92.6,Stable,True
z_36.0_-1.5,2024,2,2024-S2,Stable,92.8,3.7,3.5,92.8,Stable,True
z_36.0_-1.5,2025,1,2025-S1,Stable,94.7,2.5,2.8,94.7,Stable,True
z_36.0_-1.5,2025,2,2025-S2,Stable,92.8,4.4,2.8,92.8,Stable,True
z_36.0_-10.5,2023,1,2023-S1,Augmentation,49.0,49.0,5.8,45.2,Stable,False
z_36.0_-10.5,2023,2,2023-S2,Diminution,37.1,31.5,37.1,31.3,Stable,False
z_36.0_-10.5,2024,1,2024-S1,Augmentation,50.0,50.0,8.9,41.1,Stable,False
z_36.0_-10.5,2024,2,2024-S2,Diminution,66.8,14.7,66.8,18.5,Stable,False
z_36.0_-10.5,2025,1,2025-S1,Augmentation,57.7,57.7,6.6,35.7,Augmentation,True
z_36.0_-10.5,2025,2,2025-S2,Diminution,50.6,24.2,50.6,25.2,Stable,False
z_36.0_-12.0,2023,1,2023-S1,Stable,98.7,0.0,1.3,98.7,Stable,True
z_36.0_-12.0,2024,1,2024-S1,Stable,98.5,0.2,1.2,98.5,Stable,True
z_36.0_-12.0,2025,1,2025-S1,Stable,98.9,0.0,1.1,98.9,Stable,True
z_36.0_-3.0,2023,1,2023-S1,Augmentation,60.4,60.4,29.8,9.8,Augmentation,True
z_36.0_-3.0,2023,2,2023-S2,Augmentation,79.1,79.1,13.5,7.4,Stable,False
z_36.0_-3.0,2024,1,2024-S1,Augmentation,59.6,59.6,27.5,12.9,Stable,False
z_36.0_-3.0,2024,2,2024-S2,Augmentation,61.6,61.6,27.8,10.6,Stable,False
z_36.0_-3.0,2025,1,2025-S1,Augmentation,48.3,48.3,38.2,13.4,Stable,False
z_36.0_-3.0,2025,2,2025-S2,Augmentation,58.7,58.7,27.0,14.3,Augmentation,True
z_36.0_-4.5,2023,1,2023-S1,Diminution,52.8,20.0,52.8,27.2,Stable,False
z_36.0_-4.5,2023,2,2023-S2,Diminution,55.9,18.9,55.9,25.2,Augmentation,False
z_36.0_-4.5,2024,1,2024-S1,Diminution,44.0,27.2,44.0,28.9,Stable,False
z_36.0_-4.5,2024,2,2024-S2,Diminution,46.0,31.8,46.0,22.2,Stable,False
z_36.0_-4.5,2025,1,2025-S1,Diminution,58.6,20.2,58.6,21.2,Stable,False
z_36.0_-4.5,2025,2,2025-S2,Diminution,42.0,25.4,42.0,32.6,Diminution,True
z_36.0_-6.0,2023,1,2023-S1,Augmentation,49.7,49.7,42.6,7.7,Diminution,False
z_36.0_-6.0,2023,2,2023-S2,Augmentation,55.4,55.4,37.8,6.8,Diminution,False
z_36.0_-6.0,2024,1,2024-S1,Diminution,60.8,31.7,60.8,7.5,Diminution,True
z_36.0_-6.0,2024,2,2024-S2,Diminution,64.3,30.7,64.3,5.0,Diminution,True
z_36.0_-6.0,2025,1,2025-S1,Diminution,76.4,18.8,76.4,4.8,Diminution,True
z_36.0_-6.0,2025,2,2025-S2,Diminution,66.5,27.4,66.5,6.1,Diminution,True
z_36.0_-7.5,2023,1,2023-S1,Augmentation,77.4,77.4,13.8,8.7,Stable,False
z_36.0_-7.5,2023,2,2023-S2,Augmentation,56.5,56.5,32.6,10.8,Augmentation,True
z_36.0_-7.5,2024,1,2024-S1,Augmentation,57.8,57.8,28.9,13.3,Augmentation,True
z_36.0_-7.5,2024,2,2024-S2,Augmentation,47.7,47.7,37.1,15.2,Stable,False
z_36.0_-7.5,2025,1,2025-S1,Augmentation,46.8,46.8,37.0,16.2,Augmentation,True
z_36.0_-7.5,2025,2,2025-S2,Augmentation,70.0,70.0,18.6,11.4,Diminution,False
z_36.0_-9.0,2023,1,2023-S1,Diminution,53.0,25.6,53.0,21.4,Augmentation,False
z_36.0_-9.0,2023,2,2023-S2,Diminution,37.5,36.9,37.5,25.6,Augmentation,False
z_36.0_-9.0,2024,1,2024-S1,Augmentation,56.6,56.6,24.7,18.7,Augmentation,True
z_36.0_-9.0,2024,2,2024-S2,Augmentation,54.5,54.5,26.6,18.9,Augmentation,True
z_36.0_-9.0,2025,1,2025-S1,Augmentation,62.0,62.0,25.6,12.4,Diminution,False
z_36.0_-9.0,2025,2,2025-S2,Augmentation,49.0,49.0,34.6,16.4,Stable,False
z_36.0_0.0,2023,1,2023-S1,Stable,72.3,23.8,3.9,72.3,Stable,True
z_36.0_0.0,2023,2,2023-S2,Stable,85.5,11.6,2.9,85.5,Stable,True
z_36.0_0.0,2024,1,2024-S1,Stable,95.8,1.9,2.3,95.8,Stable,True
z_36.0_0.0,2024,2,2024-S2,Stable,96.2,1.5,2.3,96.2,Stable,True
z_36.0_0.0,2025,1,2025-S1,Stable,79.2,18.7,2.0,79.2,Stable,True
z_36.0_0.0,2025,2,2025-S2,Stable,83.0,13.7,3.3,83.0,Stable,True
z_36.0_10.5,2023,1,2023-S1,Augmentation,60.2,60.2,8.3,31.6,Stable,False
z_36.0_10.5,2023,2,2023-S2,Diminution,51.2,23.7,51.2,25.1,Stable,False
z_36.0_10.5,2024,1,2024-S1,Augmentation,51.1,51.1,9.4,39.6,Stable,False
z_36.0_10.5,2024,2,2024-S2,Diminution,45.3,30.8,45.3,23.9,Stable,False
z_36.0_10.5,2025,1,2025-S1,Stable,50.2,37.1,12.7,50.2,Stable,True
z_36.0_10.5,2025,2,2025-S2,Diminution,57.3,18.6,57.3,24.0,Stable,False
z_36.0_12.0,2023,1,2023-S1,Diminution,38.2,30.1,38.2,31.7,Stable,False
z_36.0_12.0,2023,2,2023-S2,Diminution,47.6,25.9,47.6,26.5,Stable,False
z_36.0_12.0,2024,1,2024-S1,Diminution,42.7,28.9,42.7,28.4,Stable,False
z_36.0_12.0,2024,2,2024-S2,Diminution,38.7,36.7,38.7,24.5,Augmentation,False
z_36.0_12.0,2025,1,2025-S1,Augmentation,39.0,39.0,36.0,25.0,Stable,False
z_36.0_12.0,2025,2,2025-S2,Augmentation,42.6,42.6,34.8,22.6,Stable,False
z_36.0_13.5,2023,1,2023-S1,Diminution,49.9,40.0,49.9,10.1,Augmentation,False
z_36.0_13.5,2023,2,2023-S2,Augmentation,70.9,70.9,18.2,10.9,Diminution,False
z_36.0_13.5,2024,1,2024-S1,Diminution,48.1,40.3,48.1,11.6,Augmentation,False
z_36.0_13.5,2024,2,2024-S2,Augmentation,55.9,55.9,32.4,11.7,Augmentation,True
z_36.0_13.5,2025,1,2025-S1,Augmentation,68.4,68.4,23.7,7.8,Diminution,False
z_36.0_13.5,2025,2,2025-S2,Augmentation,60.3,60.3,27.2,12.5,Diminution,False
z_36.0_15.0,2023,1,2023-S1,Diminution,52.3,36.1,52.3,11.5,Diminution,True
z_36.0_15.0,2023,2,2023-S2,Diminution,55.0,34.8,55.0,10.2,Stable,False
z_36.0_15.0,2024,1,2024-S1,Diminution,49.9,33.5,49.9,16.6,Augmentation,False
z_36.0_15.0,2024,2,2024-S2,Augmentation,49.0,49.0,31.4,19.6,Stable,False
z_36.0_15.0,2025,1,2025-S1,Augmentation,58.9,58.9,22.4,18.7,Augmentation,True
z_36.0_15.0,2025,2,2025-S2,Augmentation,67.1,67.1,18.6,14.3,Diminution,False
z_36.0_16.5,2023,1,2023-S1,Stable,74.9,20.1,5.0,74.9,Stable,True
z_36.0_16.5,2023,2,2023-S2,Stable,78.6,3.4,17.9,78.6,Stable,True
z_36.0_16.5,2024,1,2024-S1,Stable,94.8,2.4,2.8,94.8,Stable,True
z_36.0_16.5,2024,2,2024-S2,Stable,78.9,5.1,16.1,78.9,Stable,True
z_36.0_16.5,2025,1,2025-S1,Stable,83.0,13.2,3.7,83.0,Stable,True
z_36.0_16.5,2025,2,2025-S2,Stable,97.8,0.9,1.3,97.8,Stable,True
z_36.0_18.0,2023,1,2023-S1,Stable,96.2,1.3,2.4,96.2,Stable,True
z_36.0_18.0,2023,2,2023-S2,Stable,58.0,33.9,8.2,58.0,Stable,True
z_36.0_18.0,2024,1,2024-S1,Stable,76.9,17.9,5.2,76.9,Diminution,False
z_36.0_18.0,2024,2,2024-S2,Stable,87.1,6.1,6.9,87.1,Stable,True
z_36.0_18.0,2025,1,2025-S1,Stable,95.8,1.1,3.1,95.8,Diminution,False
z_36.0_18.0,2025,2,2025-S2,Stable,89.0,1.8,9.1,89.0,Stable,True
