zone,annee,semestre,semestre_annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_24.0_-18.0,2023,1,2023-S1,Diminution,76.7,1.9,76.7,21.4,Diminution,True
z_24.0_-18.0,2024,1,2024-S1,Diminution,76.7,1.9,76.7,21.4,Diminution,True
z_24.0_-18.0,2025,1,2025-S1,Diminution,84.3,2.0,84.3,13.7,Diminution,True
z_24.0_-19.5,2023,1,2023-S1,Diminution,83.3,0.9,83.3,15.9,Stable,False
z_24.0_-19.5,2024,1,2024-S1,Diminution,73.5,1.4,73.5,25.1,Diminution,True
z_24.0_-19.5,2025,1,2025-S1,Diminution,78.0,3.4,78.0,18.6,Diminution,True
z_27.0_-15.0,2023,1,2023-S1,Diminution,67.4,2.2,67.4,30.4,Augmentation,False
z_27.0_-15.0,2023,2,2023-S2,Diminution,59.3,9.7,59.3,31.1,Diminution,True
z_27.0_-15.0,2024,1,2024-S1,Stable,54.7,7.3,38.0,54.7,Diminution,False
z_27.0_-15.0,2024,2,2024-S2,Diminution,64.8,2.7,64.8,32.5,Diminution,True
z_27.0_-15.0,2025,1,2025-S1,Diminution,54.1,11.1,54.1,34.8,Diminution,True
z_27.0_-15.0,2025,2,2025-S2,Diminution,64.3,4.0,64.3,31.7,Diminution,True
z_27.0_-16.5,2023,1,2023-S1,Augmentation,79.4,79.4,10.5,10.2,Diminution,False
z_27.0_-16.5,2023,2,2023-S2,Augmentation,57.8,57.8,21.6,20.6,Diminution,False
z_27.0_-16.5,2024,1,2024-S1,Augmentation,54.5,54.5,28.7,16.7,Augmentation,True
z_27.0_-16.5,2024,2,2024-S2,Augmentation,60.7,60.7,20.0,19.3,Augmentation,True
z_27.0_-16.5,2025,1,2025-S1,Augmentation,64.5,64.5,16.1,19.4,Augmentation,True
z_27.0_-16.5,2025,2,2025-S2,Augmentation,63.4,63.4,16.3,20.3,Diminution,False
z_28.5_-13.5,2023,1,2023-S1,Diminution,79.9,1.8,79.9,18.3,Diminution,True
z_28.5_-13.5,2023,2,2023-S2,Diminution,76.0,2.3,76.0,21.7,Diminution,True
z_28.5_-13.5,2024,1,2024-S1,Diminution,79.9,1.8,79.9,18.3,Stable,False
z_28.5_-13.5,2024,2,2024-S2,Diminution,76.5,5.2,76.5,18.3,Diminution,True
z_28.5_-13.5,2025,1,2025-S1,Diminution,69.5,2.5,69.5,27.9,Diminution,True
z_28.5_-13.5,2025,2,2025-S2,Diminution,71.5,7.8,71.5,20.7,Diminution,True
z_28.5_-15.0,2023,1,2023-S1,Diminution,49.9,19.7,49.9,30.5,Diminution,True
z_28.5_-15.0,2023,2,2023-S2,Stable,48.5,16.8,34.6,48.5,Augmentation,False
z_28.5_-15.0,2024,1,2024-S1,Diminution,38.5,31.8,38.5,29.7,Diminution,True
z_28.5_-15.0,2024,2,2024-S2,Stable,41.9,31.3,26.9,41.9,Stable,True
z_28.5_-15.0,2025,1,2025-S1,Diminution,38.3,29.6,38.3,32.1,Stable,False
z_28.5_-15.0,2025,2,2025-S2,Stable,43.1,31.5,25.4,43.1,Diminution,False
z_28.5_-16.5,2023,1,2023-S1,Diminution,38.7,31.3,38.7,30.0,Diminution,True
z_28.5_-16.5,2023,2,2023-S2,Diminution,42.3,18.0,42.3,39.7,Diminution,True
z_28.5_-16.5,2024,1,2024-S1,Diminution,51.4,25.1,51.4,23.5,Diminution,True
z_28.5_-16.5,2024,2,2024-S2,Diminution,38.8,30.1,38.8,31.1,Diminution,True
z_28.5_-16.5,2025,1,2025-S1,Augmentation,44.1,44.1,26.3,29.6,Stable,False
z_28.5_-16.5,2025,2,2025-S2,Stable,40.3,36.9,22.8,40.3,Diminution,False
z_30.0_-10.5,2023,1,2023-S1,Diminution,64.8,4.1,64.8,31.0,Diminution,True
z_30.0_-10.5,2023,2,2023-S2,Diminution,70.9,3.1,70.9,26.0,Diminution,True
z_30.0_-10.5,2024,1,2024-S1,Diminution,64.8,4.1,64.8,31.0,Stable,False
z_30.0_-10.5,2024,2,2024-S2,Diminution,57.5,6.2,57.5,36.3,Stable,False
z_30.0_-10.5,2025,1,2025-S1,Diminution,48.2,12.6,48.2,39.2,Diminution,True
z_30.0_-10.5,2025,2,2025-S2,Diminution,49.5,7.7,49.5,42.8,Diminution,True
z_30.0_-13.5,2023,1,2023-S1,Diminution,79.5,4.4,79.5,16.1,Diminution,True
z_30.0_-13.5,2024,1,2024-S1,Diminution,81.8,5.2,81.8,13.0,Diminution,True
z_30.0_-13.5,2025,1,2025-S1,Diminution,74.9,7.7,74.9,17.4,Diminution,True
z_30.0_-15.0,2023,1,2023-S1,Diminution,63.8,12.1,63.8,24.2,Diminution,True
z_30.0_-15.0,2024,1,2024-S1,Diminution,69.1,12.7,69.1,18.3,Diminution,True
z_30.0_-15.0,2025,1,2025-S1,Diminution,75.8,9.1,75.8,15.1,Diminution,True
z_30.0_28.5,2023,1,2023-S1,Diminution,49.7,31.2,49.7,19.1,Stable,False
z_30.0_28.5,2023,2,2023-S2,Augmentation,35.2,35.2,34.8,30.0,Diminution,False
z_30.0_28.5,2024,1,2024-S1,Diminution,40.5,31.1,40.5,28.4,Diminution,True
z_30.0_28.5,2024,2,2024-S2,Diminution,48.6,31.8,48.6,19.6,Diminution,True
z_30.0_28.5,2025,1,2025-S1,Diminution,53.1,29.1,53.1,17.8,Diminution,True
z_30.0_28.5,2025,2,2025-S2,Diminution,47.0,29.1,47.0,23.9,Diminution,True
z_30.0_30.0,2023,1,2023-S1,Diminution,80.3,4.1,80.3,15.6,Diminution,True
z_30.0_30.0,2023,2,2023-S2,Diminution,85.9,3.3,85.9,10.8,Diminution,True
z_30.0_30.0,2024,1,2024-S1,Diminution,83.6,2.4,83.6,14.0,Diminution,True
z_30.0_30.0,2024,2,2024-S2,Diminution,85.6,4.6,85.6,9.8,Diminution,True
z_30.0_30.0,2025,1,2025-S1,Diminution,86.1,1.6,86.1,12.3,Stable,False
z_30.0_30.0,2025,2,2025-S2,Diminution,88.4,1.7,88.4,9.9,Diminution,True
z_30.0_31.5,2023,1,2023-S1,Stable,40.4,36.4,23.1,40.4,Augmentation,False
z_30.0_31.5,2023,2,2023-S2,Augmentation,51.1,51.1,21.6,27.3,Stable,False
z_30.0_31.5,2024,1,2024-S1,Augmentation,45.3,45.3,19.0,35.7,Diminution,False
z_30.0_31.5,2024,2,2024-S2,Diminution,45.7,22.1,45.7,32.2,Augmentation,False
z_30.0_31.5,2025,1,2025-S1,Augmentation,51.4,51.4,20.1,28.5,Stable,False
z_30.0_31.5,2025,2,2025-S2,Stable,36.0,31.3,32.6,36.0,Diminution,False
z_31.5_-15.0,2023,1,2023-S1,Diminution,74.1,1.5,74.1,24.3,Diminution,True
z_31.5_-15.0,2023,2,2023-S2,Diminution,78.1,4.4,78.1,17.5,Diminution,True
z_31.5_-15.0,2024,1,2024-S1,Diminution,81.7,0.9,81.7,17.3,Diminution,True
z_31.5_-15.0,2024,2,2024-S2,Diminution,80.0,0.9,80.0,19.1,Stable,False
z_31.5_-15.0,2025,1,2025-S1,Diminution,87.3,1.7,87.3,11.0,Diminution,True
z_31.5_-15.0,2025,2,2025-S2,Diminution,77.0,1.4,77.0,21.6,Diminution,True
z_31.5_-18.0,2023,1,2023-S1,Stable,51.2,25.5,23.3,51.2,Diminution,False
z_31.5_-18.0,2023,2,2023-S2,Stable,47.3,25.9,26.7,47.3,Augmentation,False
z_31.5_-18.0,2024,1,2024-S1,Stable,55.9,28.2,15.9,55.9,Diminution,False
z_31.5_-18.0,2024,2,2024-S2,Stable,50.1,20.1,29.8,50.1,Diminution,False
z_31.5_-18.0,2025,1,2025-S1,Stable,40.3,21.0,38.8,40.3,Diminution,False
z_31.5_-18.0,2025,2,2025-S2,Stable,44.3,17.8,38.0,44.3,Diminution,False
z_31.5_31.5,2023,1,2023-S1,Stable,46.0,15.2,38.9,46.0,Diminution,False
z_31.5_31.5,2024,1,2024-S1,Diminution,41.2,17.8,41.2,41.0,Diminution,True
z_31.5_31.5,2025,1,2025-S1,Stable,47.4,15.4,37.1,47.4,Diminution,False
z_33.0_-13.5,2023,1,2023-S1,Diminution,69.1,8.0,69.1,22.9,Stable,False
z_33.0_-13.5,2023,2,2023-S2,Diminution,70.4,8.7,70.4,20.9,Diminution,True
z_33.0_-13.5,2024,1,2024-S1,Diminution,64.7,4.1,64.7,31.2,Diminution,True
z_33.0_-13.5,2024,2,2024-S2,Diminution,71.6,8.0,71.6,20.4,Diminution,True
z_33.0_-13.5,2025,1,2025-S1,Diminution,72.3,4.4,72.3,23.3,Diminution,True
z_33.0_-13.5,2025,2,2025-S2,Diminution,71.7,2.2,71.7,26.1,Diminution,True
z_33.0_-9.0,2023,1,2023-S1,Stable,45.2,15.1,39.8,45.2,Diminution,False
z_33.0_-9.0,2023,2,2023-S2,Stable,51.2,14.4,34.4,51.2,Stable,True
z_33.0_-9.0,2024,1,2024-S1,Stable,54.5,16.8,28.7,54.5,Augmentation,False
z_33.0_-9.0,2024,2,2024-S2,Stable,55.6,25.8,18.7,55.6,Diminution,False
z_33.0_-9.0,2025,1,2025-S1,Stable,67.8,15.3,16.8,67.8,Diminution,False
z_33.0_-9.0,2025,2,2025-S2,Stable,52.4,13.2,34.4,52.4,Augmentation,False
z_33.0_10.5,2023,1,2023-S1,Diminution,90.7,0.5,90.7,8.8,Diminution,True
z_33.0_10.5,2024,1,2024-S1,Diminution,90.7,0.5,90.7,8.8,Diminution,True
z_33.0_10.5,2025,1,2025-S1,Diminution,90.7,0.5,90.7,8.8,Diminution,True
z_33.0_18.0,2023,2,2023-S2,Diminution,90.9,0.5,90.9,8.6,Diminution,True
z_33.0_18.0,2024,2,2024-S2,Diminution,90.9,0.5,90.9,8.6,Stable,False
z_33.0_18.0,2025,2,2025-S2,Diminution,79.4,1.5,79.4,19.1,Diminution,True
z_33.0_25.5,2023,1,2023-S1,Diminution,84.0,1.4,84.0,14.6,Diminution,True
z_33.0_25.5,2024,1,2024-S1,Diminution,84.0,1.4,84.0,14.6,Stable,False
z_33.0_25.5,2025,1,2025-S1,Diminution,73.9,2.0,73.9,24.2,Diminution,True
z_34.5_-1.5,2023,1,2023-S1,Diminution,45.9,14.0,45.9,40.1,Augmentation,False
z_34.5_-1.5,2023,2,2023-S2,Diminution,49.7,11.9,49.7,38.4,Diminution,True
z_34.5_-1.5,2024,1,2024-S1,Stable,57.0,15.9,27.1,57.0,Diminution,False
z_34.5_-1.5,2024,2,2024-S2,Diminution,62.3,3.4,62.3,34.3,Diminution,True
z_34.5_-1.5,2025,1,2025-S1,Stable,44.6,13.8,41.6,44.6,Diminution,False
z_34.5_-1.5,2025,2,2025-S2,Diminution,63.5,4.7,63.5,31.7,Diminution,True
z_34.5_-10.5,2023,1,2023-S1,Diminution,88.0,0.7,88.0,11.4,Diminution,True
z_34.5_-10.5,2023,2,2023-S2,Diminution,88.1,0.7,88.1,11.2,Diminution,True
z_34.5_-10.5,2024,1,2024-S1,Diminution,88.0,0.7,88.0,11.4,Stable,False
z_34.5_-10.5,2024,2,2024-S2,Diminution,90.4,1.7,90.4,7.9,Diminution,True
z_34.5_-10.5,2025,1,2025-S1,Diminution,77.1,1.1,77.1,21.9,Diminution,True
z_34.5_-10.5,2025,2,2025-S2,Diminution,87.2,2.5,87.2,10.3,Diminution,True
z_34.5_-4.5,2023,1,2023-S1,Stable,57.1,19.9,23.1,57.1,Diminution,False
z_34.5_-4.5,2023,2,2023-S2,Diminution,53.8,15.2,53.8,31.0,Stable,False
z_34.5_-4.5,2024,1,2024-S1,Stable,59.4,17.0,23.6,59.4,Stable,True
z_34.5_-4.5,2024,2,2024-S2,Diminution,55.7,14.4,55.7,29.8,Diminution,True
z_34.5_-4.5,2025,1,2025-S1,Stable,60.5,21.0,18.5,60.5,Stable,True
