zone,mois,annee,mois_num,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_36.0_25.5,12,2024,12,Stable,75.5,23.0,1.6,75.5,Stable,True
z_36.0_25.5,1,2025,1,Stable,73.3,24.8,1.9,73.3,Stable,True
z_36.0_25.5,2,2025,2,Stable,70.7,27.7,1.6,70.7,Stable,True
z_36.0_25.5,3,2025,3,Stable,77.4,21.2,1.4,77.4,Stable,True
z_36.0_25.5,4,2025,4,Stable,73.1,24.9,2.0,73.1,Stable,True
z_36.0_25.5,5,2025,5,Stable,72.6,25.2,2.2,72.6,Augmentation,False
z_36.0_25.5,6,2025,6,Stable,48.7,47.6,3.8,48.7,Stable,True
z_36.0_25.5,7,2025,7,Stable,56.1,40.5,3.3,56.1,Stable,True
z_36.0_25.5,8,2025,8,Stable,61.7,36.3,2.0,61.7,Stable,True
z_36.0_25.5,9,2025,9,Stable,63.9,33.9,2.2,63.9,Stable,True
z_36.0_25.5,10,2025,10,Stable,54.2,32.5,13.4,54.2,Stable,True
z_36.0_25.5,11,2025,11,Stable,52.3,29.8,17.9,52.3,Diminution,False
z_36.0_25.5,12,2025,12,Stable,68.8,28.7,2.6,68.8,Stable,True
z_36.0_27.0,1,2023,1,Stable,58.3,36.4,5.3,58.3,Diminution,False
z_36.0_27.0,2,2023,2,Stable,72.9,25.8,1.3,72.9,Stable,True
z_36.0_27.0,3,2023,3,Stable,67.7,29.9,2.4,67.7,Stable,True
z_36.0_27.0,4,2023,4,Stable,70.9,27.6,1.4,70.9,Stable,True
z_36.0_27.0,5,2023,5,Stable,66.3,32.3,1.4,66.3,Stable,True
z_36.0_27.0,6,2023,6,Stable,60.6,37.9,1.4,60.6,Stable,True
z_36.0_27.0,7,2023,7,Augmentation,57.2,57.2,2.9,39.9,Stable,False
z_36.0_27.0,8,2023,8,Stable,50.6,42.0,7.4,50.6,Stable,True
z_36.0_27.0,9,2023,9,Stable,55.0,43.3,1.7,55.0,Stable,True
z_36.0_27.0,10,2023,10,Stable,53.8,37.7,8.5,53.8,Stable,True
z_36.0_27.0,11,2023,11,Stable,60.8,36.4,2.7,60.8,Stable,True
z_36.0_27.0,12,2023,12,Stable,61.8,36.5,1.6,61.8,Diminution,False
z_36.0_27.0,1,2024,1,Stable,65.8,33.1,1.1,65.8,Diminution,False
z_36.0_27.0,2,2024,2,Stable,68.5,28.4,3.1,68.5,Stable,True
z_36.0_27.0,3,2024,3,Stable,57.6,28.5,14.0,57.6,Stable,True
z_36.0_27.0,4,2024,4,Stable,71.2,27.2,1.6,71.2,Augmentation,False
z_36.0_27.0,5,2024,5,Stable,37.7,27.9,34.4,37.7,Stable,True
z_36.0_27.0,6,2024,6,Stable,54.0,36.2,9.8,54.0,Stable,True
z_36.0_27.0,7,2024,7,Stable,57.3,38.8,3.9,57.3,Stable,True
z_36.0_27.0,8,2024,8,Stable,66.7,31.6,1.7,66.7,Stable,True
z_36.0_27.0,9,2024,9,Stable,63.2,35.3,1.6,63.2,Diminution,False
z_36.0_27.0,10,2024,10,Stable,68.1,29.6,2.3,68.1,Stable,True
z_36.0_27.0,11,2024,11,Stable,70.3,28.2,1.5,70.3,Stable,True
z_36.0_27.0,12,2024,12,Stable,69.3,29.5,1.2,69.3,Stable,True
z_36.0_27.0,1,2025,1,Stable,69.0,29.7,1.3,69.0,Diminution,False
z_36.0_27.0,2,2025,2,Stable,72.0,26.5,1.4,72.0,Stable,True
z_36.0_27.0,3,2025,3,Stable,68.8,30.0,1.2,68.8,Stable,True
z_36.0_27.0,4,2025,4,Stable,63.6,34.8,1.6,63.6,Stable,True
z_36.0_27.0,5,2025,5,Stable,64.4,33.5,2.1,64.4,Stable,True
z_36.0_27.0,6,2025,6,Stable,62.7,35.0,2.3,62.7,Diminution,False
z_36.0_27.0,7,2025,7,Stable,55.8,43.6,0.7,55.8,Augmentation,False
z_36.0_27.0,8,2025,8,Augmentation,52.7,52.7,1.1,46.2,Stable,False
z_36.0_27.0,9,2025,9,Stable,51.3,46.4,2.2,51.3,Stable,True
z_36.0_27.0,10,2025,10,Stable,57.1,39.1,3.9,57.1,Stable,True
z_36.0_27.0,11,2025,11,Stable,63.0,36.0,1.0,63.0,Stable,True
z_36.0_27.0,12,2025,12,Stable,62.8,36.0,1.2,62.8,Diminution,False
z_36.0_30.0,4,2023,4,Stable,67.3,31.6,1.0,67.3,Stable,True
z_36.0_30.0,7,2023,7,Stable,60.3,39.2,0.5,60.3,Stable,True
z_36.0_30.0,11,2023,11,Stable,62.3,37.0,0.7,62.3,Stable,True
z_36.0_30.0,4,2024,4,Stable,67.3,31.6,1.0,67.3,Stable,True
z_36.0_30.0,7,2024,7,Stable,64.4,35.1,0.6,64.4,Stable,True
z_36.0_30.0,11,2024,11,Stable,62.3,37.0,0.7,62.3,Stable,True
z_36.0_30.0,4,2025,4,Stable,67.3,31.6,1.0,67.3,Stable,True
z_36.0_30.0,7,2025,7,Stable,64.9,34.5,0.5,64.9,Stable,True
z_36.0_30.0,11,2025,11,Stable,62.3,37.0,0.7,62.3,Stable,True
z_36.0_34.5,2,2023,2,Stable,64.5,34.7,0.8,64.5,Stable,True
z_36.0_34.5,6,2023,6,Stable,59.0,40.1,0.9,59.0,Stable,True
z_36.0_34.5,7,2023,7,Stable,55.8,43.6,0.6,55.8,Stable,True
z_36.0_34.5,8,2023,8,Stable,56.3,42.9,0.8,56.3,Stable,True
z_36.0_34.5,9,2023,9,Stable,56.0,43.2,0.8,56.0,Stable,True
z_36.0_34.5,10,2023,10,Stable,55.3,44.0,0.7,55.3,Diminution,False
z_36.0_34.5,11,2023,11,Stable,54.8,44.5,0.7,54.8,Diminution,False
z_36.0_34.5,12,2023,12,Stable,57.8,41.5,0.7,57.8,Stable,True
z_36.0_34.5,2,2024,2,Stable,61.1,38.4,0.5,61.1,Stable,True
z_36.0_34.5,6,2024,6,Stable,60.9,38.4,0.7,60.9,Stable,True
z_36.0_34.5,7,2024,7,Stable,56.1,43.2,0.7,56.1,Stable,True
z_36.0_34.5,8,2024,8,Stable,57.9,41.2,1.0,57.9,Stable,True
z_36.0_34.5,9,2024,9,Stable,55.6,43.7,0.8,55.6,Stable,True
z_36.0_34.5,10,2024,10,Stable,54.9,44.4,0.7,54.9,Diminution,False
z_36.0_34.5,11,2024,11,Stable,54.0,45.2,0.9,54.0,Diminution,False
z_36.0_34.5,12,2024,12,Stable,58.1,41.3,0.6,58.1,Stable,True
z_36.0_34.5,2,2025,2,Stable,61.1,38.4,0.5,61.1,Stable,True
z_36.0_34.5,6,2025,6,Stable,60.4,39.0,0.6,60.4,Stable,True
z_36.0_34.5,7,2025,7,Stable,55.8,43.6,0.6,55.8,Stable,True
z_36.0_34.5,8,2025,8,Stable,56.7,42.4,0.9,56.7,Stable,True
z_36.0_34.5,9,2025,9,Stable,56.9,42.4,0.7,56.9,Stable,True
z_36.0_34.5,10,2025,10,Stable,54.9,44.4,0.7,54.9,Diminution,False
z_36.0_34.5,11,2025,11,Stable,54.9,44.4,0.7,54.9,Diminution,False
z_36.0_34.5,12,2025,12,Stable,57.3,42.1,0.6,57.3,Stable,True
z_36.0_36.0,2,2023,2,Stable,60.2,39.3,0.5,60.2,Stable,True
z_36.0_36.0,4,2023,4,Stable,59.9,39.7,0.5,59.9,Stable,True
z_36.0_36.0,6,2023,6,Stable,60.0,39.4,0.6,60.0,Stable,True
z_36.0_36.0,8,2023,8,Stable,56.0,43.2,0.9,56.0,Stable,True
z_36.0_36.0,11,2023,11,Stable,54.3,45.0,0.7,54.3,Stable,True
z_36.0_36.0,12,2023,12,Stable,56.4,43.0,0.6,56.4,Stable,True
z_36.0_36.0,2,2024,2,Stable,60.2,39.3,0.5,60.2,Stable,True
z_36.0_36.0,4,2024,4,Stable,59.9,39.7,0.5,59.9,Stable,True
z_36.0_36.0,6,2024,6,Stable,60.0,39.4,0.6,60.0,Stable,True
z_36.0_36.0,8,2024,8,Stable,56.0,43.2,0.9,56.0,Stable,True
z_36.0_36.0,11,2024,11,Stable,54.3,45.0,0.7,54.3,Stable,True
z_36.0_36.0,12,2024,12,Stable,56.4,43.0,0.6,56.4,Stable,True
z_36.0_36.0,2,2025,2,Stable,60.2,39.3,0.5,60.2,Stable,True
z_36.0_36.0,4,2025,4,Stable,60.0,39.5,0.5,60.0,Stable,True
z_36.0_36.0,6,2025,6,Stable,60.5,38.9,0.6,60.5,Stable,True
z_36.0_36.0,8,2025,8,Stable,56.0,43.2,0.9,56.0,Stable,True
z_36.0_36.0,11,2025,11,Stable,54.3,45.0,0.7,54.3,Stable,True
z_36.0_36.0,12,2025,12,Stable,56.4,43.0,0.6,56.4,Stable,True
z_36.0_4.5,1,2023,1,Stable,65.0,27.6,7.4,65.0,Stable,True
z_36.0_4.5,3,2023,3,Stable,62.2,28.4,9.5,62.2,Stable,True
z_36.0_4.5,4,2023,4,Stable,62.5,28.5,9.0,62.5,Stable,True
z_36.0_4.5,5,2023,5,Stable,57.3,33.1,9.6,57.3,Stable,True
z_36.0_4.5,8,2023,8,Stable,60.8,32.7,6.6,60.8,Stable,True
z_36.0_4.5,9,2023,9,Stable,63.3,29.0,7.7,63.3,Stable,True
z_36.0_4.5,10,2023,10,Stable,62.5,30.5,7.0,62.5,Stable,True
z_36.0_4.5,12,2023,12,Stable,64.9,27.7,7.3,64.9,Stable,True
z_36.0_4.5,1,2024,1,Stable,65.0,27.6,7.4,65.0,Stable,True
z_36.0_4.5,3,2024,3,Stable,62.2,28.4,9.5,62.2,Stable,True
z_36.0_4.5,4,2024,4,Stable,62.5,28.5,9.0,62.5,Stable,True
z_36.0_4.5,5,2024,5,Stable,61.5,29.7,8.9,61.5,Stable,True
z_36.0_4.5,8,2024,8,Stable,60.8,32.7,6.6,60.8,Stable,True
z_36.0_4.5,9,2024,9,Stable,64.1,28.5,7.4,64.1,Stable,True
z_36.0_4.5,10,2024,10,Stable,61.4,31.7,6.8,61.4,Stable,True
z_36.0_4.5,12,2024,12,Stable,64.9,27.7,7.3,64.9,Stable,True
z_36.0_4.5,1,2025,1,Stable,65.0,27.6,7.4,65.0,Stable,True
z_36.0_4.5,3,2025,3,Stable,62.2,28.4,9.5,62.2,Stable,True
z_36.0_4.5,4,2025,4,Stable,62.5,28.5,9.0,62.5,Stable,True
z_36.0_4.5,5,2025,5,Stable,61.3,28.8,9.9,61.3,Stable,True
z_36.0_4.5,8,2025,8,Stable,57.4,36.1,6.5,57.4,Stable,True
z_36.0_4.5,9,2025,9,Stable,63.3,29.0,7.7,63.3,Stable,True
z_36.0_4.5,10,2025,10,Stable,62.5,30.5,7.0,62.5,Stable,True
z_36.0_4.5,12,2025,12,Stable,64.9,27.7,7.3,64.9,Stable,True
z_36.0_9.0,1,2023,1,Stable,66.1,28.0,5.9,66.1,Stable,True
z_36.0_9.0,3,2023,3,Stable,65.6,27.8,6.6,65.6,Stable,True
z_36.0_9.0,5,2023,5,Stable,67.8,25.1,7.1,67.8,Diminution,False
z_36.0_9.0,6,2023,6,Stable,63.3,31.1,5.7,63.3,Stable,True
z_36.0_9.0,7,2023,7,Stable,61.3,33.0,5.6,61.3,Stable,True
z_36.0_9.0,8,2023,8,Stable,60.9,33.5,5.6,60.9,Stable,True
z_36.0_9.0,9,2023,9,Stable,63.2,30.5,6.3,63.2,Stable,True
z_36.0_9.0,10,2023,10,Stable,63.9,30.6,5.5,63.9,Diminution,False
z_36.0_9.0,11,2023,11,Stable,64.4,29.8,5.8,64.4,Stable,True
z_36.0_9.0,12,2023,12,Stable,65.9,28.2,5.9,65.9,Diminution,False
z_36.0_9.0,1,2024,1,Stable,60.8,33.4,5.8,60.8,Stable,True
z_36.0_9.0,3,2024,3,Stable,58.5,34.2,7.2,58.5,Diminution,False
z_36.0_9.0,5,2024,5,Stable,62.9,29.0,8.1,62.9,Diminution,False
z_36.0_9.0,6,2024,6,Stable,59.6,34.6,5.9,59.6,Stable,True
z_36.0_9.0,7,2024,7,Stable,60.1,35.3,4.5,60.1,Stable,True
z_36.0_9.0,8,2024,8,Stable,61.1,33.7,5.2,61.1,Stable,True
z_36.0_9.0,9,2024,9,Stable,64.7,29.7,5.6,64.7,Stable,True
z_36.0_9.0,10,2024,10,Stable,63.9,30.6,5.5,63.9,Diminution,False
z_36.0_9.0,11,2024,11,Stable,64.4,29.8,5.8,64.4,Stable,True
z_36.0_9.0,12,2024,12,Stable,65.0,28.7,6.3,65.0,Diminution,False
z_36.0_9.0,1,2025,1,Stable,65.3,28.9,5.8,65.3,Stable,True
z_36.0_9.0,3,2025,3,Stable,63.7,29.5,6.8,63.7,Diminution,False
z_36.0_9.0,5,2025,5,Stable,62.9,29.0,8.1,62.9,Diminution,False
z_36.0_9.0,6,2025,6,Stable,56.2,38.4,5.4,56.2,Stable,True
z_36.0_9.0,7,2025,7,Stable,59.3,35.8,4.9,59.3,Stable,True
z_36.0_9.0,8,2025,8,Stable,61.6,33.2,5.2,61.6,Stable,True
z_36.0_9.0,9,2025,9,Stable,64.6,29.3,6.1,64.6,Stable,True
z_36.0_9.0,10,2025,10,Stable,63.9,30.6,5.5,63.9,Diminution,False
z_36.0_9.0,11,2025,11,Stable,64.4,29.8,5.8,64.4,Stable,True
z_36.0_9.0,12,2025,12,Stable,65.9,28.2,5.9,65.9,Diminution,False
z_37.5_-1.5,1,2023,1,Stable,60.8,38.6,0.6,60.8,Stable,True
z_37.5_-1.5,2,2023,2,Stable,63.1,36.2,0.7,63.1,Stable,True
z_37.5_-1.5,3,2023,3,Stable,62.4,36.7,0.8,62.4,Diminution,False
z_37.5_-1.5,4,2023,4,Stable,65.4,33.7,0.9,65.4,Stable,True
z_37.5_-1.5,5,2023,5,Stable,62.9,36.3,0.8,62.9,Stable,True
z_37.5_-1.5,6,2023,6,Stable,66.7,32.3,1.1,66.7,Stable,True
z_37.5_-1.5,7,2023,7,Stable,59.4,39.6,1.0,59.4,Stable,True
z_37.5_-1.5,8,2023,8,Stable,62.0,36.0,2.0,62.0,Stable,True
z_37.5_-1.5,9,2023,9,Stable,56.5,42.4,1.1,56.5,Diminution,False
z_37.5_-1.5,10,2023,10,Stable,57.3,41.7,1.0,57.3,Stable,True
z_37.5_-1.5,11,2023,11,Stable,53.6,44.1,2.3,53.6,Stable,True
z_37.5_-1.5,12,2023,12,Stable,56.4,42.9,0.8,56.4,Stable,True
z_37.5_-1.5,1,2024,1,Stable,55.5,43.1,1.4,55.5,Diminution,False
z_37.5_-1.5,2,2024,2,Stable,62.2,37.2,0.6,62.2,Stable,True
z_37.5_-1.5,3,2024,3,Stable,61.3,38.1,0.5,61.3,Diminution,False
z_37.5_-1.5,4,2024,4,Stable,59.6,39.5,0.9,59.6,Stable,True
z_37.5_-1.5,5,2024,5,Stable,61.4,38.0,0.6,61.4,Stable,True
z_37.5_-1.5,6,2024,6,Stable,62.0,37.3,0.7,62.0,Stable,True
z_37.5_-1.5,7,2024,7,Stable,55.1,43.9,1.0,55.1,Stable,True
z_37.5_-1.5,8,2024,8,Stable,60.0,38.3,1.7,60.0,Stable,True
z_37.5_-1.5,9,2024,9,Stable,57.5,41.5,1.0,57.5,Stable,True
z_37.5_-1.5,10,2024,10,Stable,58.2,40.9,0.9,58.2,Stable,True
z_37.5_-1.5,11,2024,11,Stable,57.9,41.2,0.9,57.9,Augmentation,False
z_37.5_-1.5,12,2024,12,Stable,58.3,40.5,1.2,58.3,Stable,True
z_37.5_-1.5,1,2025,1,Stable,50.9,45.9,3.2,50.9,Diminution,False
z_37.5_-1.5,2,2025,2,Stable,55.9,43.4,0.7,55.9,Stable,True
z_37.5_-1.5,3,2025,3,Stable,66.3,32.9,0.8,66.3,Diminution,False
z_37.5_-1.5,4,2025,4,Stable,69.1,29.8,1.0,69.1,Stable,True
z_37.5_-1.5,5,2025,5,Stable,66.2,30.0,3.8,66.2,Stable,True
z_37.5_-1.5,6,2025,6,Stable,66.4,32.1,1.5,66.4,Stable,True
z_37.5_-1.5,7,2025,7,Stable,57.5,41.4,1.2,57.5,Stable,True
z_37.5_-1.5,8,2025,8,Stable,62.2,35.0,2.8,62.2,Stable,True
z_37.5_-1.5,9,2025,9,Stable,65.3,32.9,1.9,65.3,Diminution,False
z_37.5_-1.5,10,2025,10,Stable,63.9,34.7,1.4,63.9,Stable,True
z_37.5_-1.5,11,2025,11,Stable,58.5,40.5,1.0,58.5,Stable,True
z_37.5_-1.5,12,2025,12,Stable,62.7,36.3,1.0,62.7,Stable,True
z_37.5_-10.5,1,2023,1,Stable,55.8,38.6,5.6,55.8,Augmentation,False
z_37.5_-10.5,2,2023,2,Stable,49.2,38.5,12.3,49.2,Diminution,False
z_37.5_-10.5,3,2023,3,Stable,61.1,36.8,2.1,61.1,Diminution,False
z_37.5_-10.5,4,2023,4,Stable,57.6,32.3,10.2,57.6,Stable,True
z_37.5_-10.5,5,2023,5,Stable,59.5,39.3,1.3,59.5,Stable,True
z_37.5_-10.5,6,2023,6,Stable,69.6,29.8,0.7,69.6,Stable,True
z_37.5_-10.5,7,2023,7,Stable,65.2,33.0,1.8,65.2,Stable,True
z_37.5_-10.5,8,2023,8,Stable,62.0,36.6,1.4,62.0,Stable,True
z_37.5_-10.5,9,2023,9,Stable,67.1,31.4,1.5,67.1,Diminution,False
z_37.5_-10.5,10,2023,10,Stable,63.7,35.3,0.9,63.7,Diminution,False
z_37.5_-10.5,11,2023,11,Stable,59.2,40.1,0.8,59.2,Stable,True
z_37.5_-10.5,12,2023,12,Stable,64.8,34.2,0.9,64.8,Augmentation,False
z_37.5_-10.5,1,2024,1,Stable,59.4,39.3,1.3,59.4,Stable,True
z_37.5_-10.5,2,2024,2,Stable,68.6,29.4,2.0,68.6,Stable,True
z_37.5_-10.5,3,2024,3,Stable,63.2,33.8,3.0,63.2,Diminution,False
z_37.5_-10.5,4,2024,4,Stable,71.9,26.2,2.0,71.9,Stable,True
z_37.5_-10.5,5,2024,5,Stable,67.9,30.5,1.5,67.9,Stable,True
z_37.5_-10.5,6,2024,6,Stable,56.4,32.8,10.8,56.4,Stable,True
z_37.5_-10.5,7,2024,7,Stable,57.0,35.5,7.5,57.0,Stable,True
z_37.5_-10.5,8,2024,8,Stable,49.0,34.1,17.0,49.0,Stable,True
z_37.5_-10.5,9,2024,9,Stable,58.8,30.9,10.3,58.8,Diminution,False
z_37.5_-10.5,10,2024,10,Stable,56.1,31.3,12.6,56.1,Diminution,False
z_37.5_-10.5,11,2024,11,Stable,59.7,30.6,9.8,59.7,Stable,True
z_37.5_-10.5,12,2024,12,Stable,63.4,34.7,1.9,63.4,Stable,True
z_37.5_-10.5,1,2025,1,Stable,63.8,33.8,2.5,63.8,Augmentation,False
z_37.5_-10.5,2,2025,2,Stable,65.0,33.8,1.2,65.0,Stable,True
z_37.5_-10.5,3,2025,3,Stable,61.8,35.4,2.8,61.8,Stable,True
z_37.5_-10.5,4,2025,4,Diminution,40.7,26.7,40.7,32.6,Stable,False
z_37.5_-10.5,5,2025,5,Diminution,40.0,29.0,40.0,31.0,Stable,False
z_37.5_-10.5,6,2025,6,Diminution,41.9,29.7,41.9,28.4,Augmentation,False
z_37.5_-10.5,7,2025,7,Diminution,42.3,30.1,42.3,27.5,Diminution,True
z_37.5_-10.5,8,2025,8,Diminution,49.1,25.6,49.1,25.3,Stable,False
z_37.5_-10.5,9,2025,9,Diminution,48.2,17.5,48.2,34.3,Diminution,True
z_37.5_-10.5,10,2025,10,Diminution,48.5,22.6,48.5,28.9,Stable,False
z_37.5_-10.5,11,2025,11,Stable,38.0,24.3,37.7,38.0,Stable,True
z_37.5_-10.5,12,2025,12,Diminution,37.1,26.4,37.1,36.5,Stable,False
z_37.5_-13.5,6,2023,6,Stable,61.7,35.9,2.4,61.7,Stable,True
z_37.5_-13.5,11,2023,11,Stable,65.7,31.7,2.6,65.7,Stable,True
z_37.5_-13.5,12,2023,12,Stable,67.6,29.6,2.8,67.6,Stable,True
z_37.5_-13.5,6,2024,6,Stable,61.7,35.9,2.4,61.7,Stable,True
z_37.5_-13.5,11,2024,11,Stable,65.7,31.7,2.6,65.7,Stable,True
z_37.5_-13.5,12,2024,12,Stable,67.9,29.3,2.8,67.9,Stable,True
z_37.5_-13.5,6,2025,6,Stable,61.7,35.9,2.4,61.7,Stable,True
z_37.5_-13.5,11,2025,11,Stable,61.5,36.0,2.5,61.5,Stable,True
z_37.5_-13.5,12,2025,12,Stable,67.6,29.6,2.8,67.6,Stable,True
z_37.5_-22.5,5,2023,5,Stable,67.1,29.1,3.8,67.1,Stable,True
z_37.5_-22.5,5,2024,5,Stable,66.3,29.4,4.3,66.3,Stable,True
z_37.5_-22.5,5,2025,5,Stable,66.3,29.4,4.3,66.3,Stable,True
z_37.5_-25.5,7,2023,7,Stable,60.4,36.9,2.7,60.4,Stable,True
z_37.5_-25.5,12,2023,12,Stable,67.0,29.5,3.4,67.0,Stable,True
z_37.5_-25.5,7,2024,7,Stable,60.4,36.9,2.7,60.4,Stable,True
z_37.5_-25.5,12,2024,12,Stable,67.6,28.9,3.4,67.6,Stable,True
z_37.5_-25.5,7,2025,7,Stable,60.4,36.9,2.7,60.4,Stable,True
z_37.5_-25.5,12,2025,12,Stable,67.6,28.9,3.4,67.6,Stable,True
z_37.5_-27.0,2,2023,2,Stable,69.0,28.8,2.2,69.0,Stable,True
z_37.5_-27.0,5,2023,5,Stable,67.6,29.8,2.5,67.6,Stable,True
z_37.5_-27.0,6,2023,6,Stable,62.8,36.0,1.2,62.8,Stable,True
z_37.5_-27.0,7,2023,7,Stable,61.3,37.6,1.1,61.3,Stable,True
z_37.5_-27.0,8,2023,8,Stable,64.0,35.1,0.9,64.0,Stable,True
z_37.5_-27.0,9,2023,9,Stable,67.2,31.2,1.6,67.2,Stable,True
z_37.5_-27.0,10,2023,10,Stable,65.9,32.6,1.5,65.9,Stable,True
z_37.5_-27.0,11,2023,11,Stable,62.7,35.5,1.8,62.7,Stable,True
z_37.5_-27.0,2,2024,2,Stable,68.1,29.7,2.2,68.1,Stable,True
z_37.5_-27.0,5,2024,5,Stable,67.9,29.9,2.1,67.9,Stable,True
z_37.5_-27.0,6,2024,6,Stable,63.6,35.2,1.2,63.6,Stable,True
z_37.5_-27.0,7,2024,7,Stable,61.3,37.6,1.1,61.3,Stable,True
z_37.5_-27.0,8,2024,8,Stable,63.6,35.2,1.2,63.6,Stable,True
z_37.5_-27.0,9,2024,9,Stable,67.4,30.7,1.9,67.4,Stable,True
z_37.5_-27.0,10,2024,10,Stable,65.9,32.6,1.5,65.9,Stable,True
z_37.5_-27.0,11,2024,11,Stable,65.8,32.6,1.6,65.8,Stable,True
z_37.5_-27.0,2,2025,2,Stable,68.1,29.7,2.2,68.1,Stable,True
z_37.5_-27.0,5,2025,5,Stable,71.7,26.8,1.5,71.7,Stable,True
z_37.5_-27.0,6,2025,6,Stable,63.6,35.2,1.2,63.6,Stable,True
z_37.5_-27.0,7,2025,7,Stable,61.3,37.6,1.1,61.3,Stable,True
z_37.5_-27.0,8,2025,8,Stable,64.3,33.6,2.1,64.3,Stable,True
z_37.5_-27.0,9,2025,9,Stable,67.2,31.2,1.7,67.2,Stable,True
z_37.5_-27.0,10,2025,10,Stable,66.5,32.0,1.5,66.5,Stable,True
z_37.5_-27.0,11,2025,11,Stable,66.7,31.6,1.7,66.7,Stable,True
z_37.5_-28.5,1,2023,1,Stable,68.2,29.2,2.6,68.2,Stable,True
z_37.5_-28.5,3,2023,3,Stable,67.7,29.5,2.9,67.7,Stable,True
z_37.5_-28.5,4,2023,4,Stable,67.6,29.6,2.8,67.6,Stable,True
z_37.5_-28.5,5,2023,5,Stable,66.4,30.5,3.1,66.4,Stable,True
z_37.5_-28.5,6,2023,6,Stable,62.0,36.2,1.9,62.0,Stable,True
z_37.5_-28.5,8,2023,8,Stable,62.7,35.8,1.5,62.7,Stable,True
z_37.5_-28.5,11,2023,11,Stable,66.7,31.3,2.0,66.7,Stable,True
z_37.5_-28.5,1,2024,1,Stable,68.2,29.2,2.6,68.2,Stable,True
z_37.5_-28.5,3,2024,3,Stable,67.7,29.5,2.9,67.7,Stable,True
z_37.5_-28.5,4,2024,4,Stable,67.6,29.6,2.8,67.6,Stable,True
z_37.5_-28.5,5,2024,5,Stable,66.6,30.4,3.0,66.6,Stable,True
z_37.5_-28.5,6,2024,6,Stable,62.3,35.8,1.9,62.3,Stable,True
z_37.5_-28.5,8,2024,8,Stable,59.6,38.7,1.7,59.6,Stable,True
z_37.5_-28.5,11,2024,11,Stable,66.2,31.6,2.2,66.2,Stable,True
z_37.5_-28.5,1,2025,1,Stable,69.0,28.6,2.4,69.0,Stable,True
z_37.5_-28.5,3,2025,3,Stable,67.7,29.5,2.9,67.7,Stable,True
z_37.5_-28.5,4,2025,4,Stable,63.0,34.2,2.9,63.0,Stable,True
z_37.5_-28.5,5,2025,5,Stable,66.4,30.5,3.1,66.4,Stable,True
z_37.5_-28.5,6,2025,6,Stable,62.0,36.2,1.9,62.0,Stable,True
z_37.5_-28.5,8,2025,8,Stable,62.8,35.6,1.6,62.8,Stable,True
z_37.5_-28.5,11,2025,11,Stable,66.0,31.7,2.3,66.0,Stable,True
z_37.5_-30.0,1,2023,1,Stable,72.4,26.9,0.7,72.4,Stable,True
z_37.5_-30.0,6,2023,6,Stable,69.0,30.4,0.6,69.0,Stable,True
z_37.5_-30.0,7,2023,7,Stable,65.8,33.6,0.6,65.8,Stable,True
z_37.5_-30.0,10,2023,10,Stable,66.7,32.7,0.6,66.7,Stable,True
z_37.5_-30.0,1,2024,1,Stable,72.4,26.9,0.7,72.4,Stable,True
z_37.5_-30.0,6,2024,6,Stable,69.0,30.4,0.6,69.0,Stable,True
z_37.5_-30.0,7,2024,7,Stable,65.8,33.6,0.6,65.8,Stable,True
z_37.5_-30.0,10,2024,10,Stable,66.7,32.7,0.6,66.7,Stable,True
z_37.5_-30.0,1,2025,1,Stable,72.4,26.9,0.7,72.4,Stable,True
z_37.5_-30.0,6,2025,6,Stable,69.2,30.2,0.6,69.2,Stable,True
z_37.5_-30.0,7,2025,7,Stable,66.8,32.7,0.5,66.8,Stable,True
z_37.5_-30.0,10,2025,10,Stable,66.1,33.2,0.7,66.1,Stable,True
z_37.5_-9.0,1,2023,1,Stable,64.2,34.8,0.9,64.2,Stable,True
z_37.5_-9.0,2,2023,2,Stable,75.0,23.9,1.0,75.0,Diminution,False
z_37.5_-9.0,3,2023,3,Stable,66.9,32.0,1.0,66.9,Stable,True
z_37.5_-9.0,4,2023,4,Stable,68.8,30.5,0.7,68.8,Stable,True
z_37.5_-9.0,5,2023,5,Stable,68.6,30.1,1.3,68.6,Diminution,False
z_37.5_-9.0,6,2023,6,Stable,65.0,34.3,0.7,65.0,Stable,True
z_37.5_-9.0,7,2023,7,Stable,60.0,39.3,0.7,60.0,Stable,True
z_37.5_-9.0,8,2023,8,Stable,61.5,37.7,0.8,61.5,Diminution,False
z_37.5_-9.0,9,2023,9,Stable,59.5,39.7,0.7,59.5,Diminution,False
z_37.5_-9.0,10,2023,10,Stable,62.6,36.4,1.0,62.6,Augmentation,False
z_37.5_-9.0,11,2023,11,Stable,52.5,46.7,0.8,52.5,Stable,True
z_37.5_-9.0,12,2023,12,Stable,55.8,40.4,3.8,55.8,Stable,True
z_37.5_-9.0,1,2024,1,Stable,53.1,40.3,6.6,53.1,Stable,True
z_37.5_-9.0,2,2024,2,Stable,76.2,23.1,0.7,76.2,Stable,True
z_37.5_-9.0,3,2024,3,Stable,67.1,26.5,6.4,67.1,Stable,True
z_37.5_-9.0,4,2024,4,Stable,54.9,34.0,11.1,54.9,Stable,True
z_37.5_-9.0,5,2024,5,Stable,67.7,30.7,1.5,67.7,Diminution,False
