zone,annee,semestre,semestre_annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_24.0_-18.0,2023,1,2023-S1,Stable,98.6,0.0,1.4,98.6,Stable,True
z_24.0_-18.0,2024,1,2024-S1,Stable,98.6,0.0,1.4,98.6,Stable,True
z_24.0_-18.0,2025,1,2025-S1,Stable,98.4,0.3,1.4,98.4,Stable,True
z_24.0_-19.5,2023,1,2023-S1,Stable,98.8,0.0,1.2,98.8,Stable,True
z_24.0_-19.5,2024,1,2024-S1,Stable,96.4,1.9,1.7,96.4,Stable,True
z_24.0_-19.5,2025,1,2025-S1,Stable,98.9,0.0,1.1,98.9,Stable,True
z_27.0_-15.0,2023,1,2023-S1,Stable,97.9,0.1,2.0,97.9,Stable,True
z_27.0_-15.0,2023,2,2023-S2,Stable,61.9,24.9,13.2,61.9,Stable,True
z_27.0_-15.0,2024,1,2024-S1,Stable,81.5,13.4,5.2,81.5,Stable,True
z_27.0_-15.0,2024,2,2024-S2,Stable,83.1,3.4,13.5,83.1,Stable,True
z_27.0_-15.0,2025,1,2025-S1,Stable,97.5,0.2,2.3,97.5,Stable,True
z_27.0_-15.0,2025,2,2025-S2,Stable,85.1,0.7,14.1,85.1,Stable,True
z_27.0_-16.5,2023,1,2023-S1,Augmentation,78.8,78.8,14.4,6.8,Stable,False
z_27.0_-16.5,2023,2,2023-S2,Augmentation,52.0,52.0,38.5,9.6,Diminution,False
z_27.0_-16.5,2024,1,2024-S1,Augmentation,51.6,51.6,39.8,8.6,Augmentation,True
z_27.0_-16.5,2024,2,2024-S2,Augmentation,45.4,45.4,44.1,10.5,Augmentation,True
z_27.0_-16.5,2025,1,2025-S1,Augmentation,69.6,69.6,20.4,10.0,Augmentation,True
z_27.0_-16.5,2025,2,2025-S2,Augmentation,65.1,65.1,26.7,8.2,Diminution,False
z_28.5_-13.5,2023,1,2023-S1,Stable,98.8,0.1,1.1,98.8,Stable,True
z_28.5_-13.5,2023,2,2023-S2,Stable,98.7,0.4,0.9,98.7,Stable,True
z_28.5_-13.5,2024,1,2024-S1,Stable,98.8,0.1,1.1,98.8,Stable,True
z_28.5_-13.5,2024,2,2024-S2,Stable,97.5,1.5,1.0,97.5,Stable,True
z_28.5_-13.5,2025,1,2025-S1,Stable,96.1,2.2,1.7,96.1,Stable,True
z_28.5_-13.5,2025,2,2025-S2,Stable,96.4,2.3,1.3,96.4,Stable,True
z_28.5_-15.0,2023,1,2023-S1,Diminution,76.2,4.2,76.2,19.6,Stable,False
z_28.5_-15.0,2023,2,2023-S2,Stable,84.1,7.7,8.1,84.1,Stable,True
z_28.5_-15.0,2024,1,2024-S1,Diminution,62.3,16.4,62.3,21.2,Stable,False
z_28.5_-15.0,2024,2,2024-S2,Stable,52.4,44.5,3.1,52.4,Stable,True
z_28.5_-15.0,2025,1,2025-S1,Diminution,74.6,9.0,74.6,16.4,Stable,False
z_28.5_-15.0,2025,2,2025-S2,Stable,55.5,39.6,4.9,55.5,Stable,True
z_28.5_-16.5,2023,1,2023-S1,Stable,50.0,27.1,22.9,50.0,Stable,True
z_28.5_-16.5,2023,2,2023-S2,Diminution,79.7,5.7,79.7,14.6,Stable,False
z_28.5_-16.5,2024,1,2024-S1,Stable,66.1,23.7,10.2,66.1,Stable,True
z_28.5_-16.5,2024,2,2024-S2,Diminution,67.9,13.8,67.9,18.3,Stable,False
z_28.5_-16.5,2025,1,2025-S1,Stable,49.4,41.4,9.2,49.4,Stable,True
z_28.5_-16.5,2025,2,2025-S2,Diminution,42.1,33.0,42.1,25.0,Stable,False
z_30.0_-10.5,2023,1,2023-S1,Stable,97.9,0.2,1.9,97.9,Stable,True
z_30.0_-10.5,2023,2,2023-S2,Stable,97.7,0.2,2.1,97.7,Stable,True
z_30.0_-10.5,2024,1,2024-S1,Stable,97.9,0.2,1.9,97.9,Stable,True
z_30.0_-10.5,2024,2,2024-S2,Stable,98.0,1.0,1.0,98.0,Stable,True
z_30.0_-10.5,2025,1,2025-S1,Stable,76.7,21.0,2.3,76.7,Stable,True
z_30.0_-10.5,2025,2,2025-S2,Stable,91.4,6.5,2.1,91.4,Stable,True
z_30.0_-13.5,2023,1,2023-S1,Stable,95.0,3.1,1.9,95.0,Stable,True
z_30.0_-13.5,2024,1,2024-S1,Stable,98.4,0.3,1.3,98.4,Stable,True
z_30.0_-13.5,2025,1,2025-S1,Stable,91.6,6.1,2.3,91.6,Stable,True
z_30.0_-15.0,2023,1,2023-S1,Stable,80.5,15.0,4.5,80.5,Stable,True
z_30.0_-15.0,2024,1,2024-S1,Stable,97.7,0.8,1.4,97.7,Stable,True
z_30.0_-15.0,2025,1,2025-S1,Stable,88.7,9.1,2.2,88.7,Stable,True
z_30.0_28.5,2023,1,2023-S1,Diminution,74.9,5.0,74.9,20.1,Stable,False
z_30.0_28.5,2023,2,2023-S2,Diminution,58.8,21.1,58.8,20.1,Diminution,True
