zone,annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_24.0_-18.0,2023,Diminution,73.8,6.2,73.8,20.0,Diminution,True
z_24.0_-18.0,2024,Diminution,74.6,9.7,74.6,15.7,Stable,False
z_24.0_-18.0,2025,Diminution,59.5,18.8,59.5,21.7,Diminution,True
z_24.0_-19.5,2023,Diminution,81.7,1.7,81.7,16.6,Stable,False
z_24.0_-19.5,2024,Diminution,67.5,12.0,67.5,20.5,Diminution,True
z_24.0_-19.5,2025,Diminution,78.7,3.3,78.7,18.0,Diminution,True
z_27.0_-15.0,2023,Diminution,57.3,6.3,57.3,36.4,Augmentation,False
z_27.0_-15.0,2024,Diminution,55.9,7.4,55.9,36.7,Diminution,True
z_27.0_-15.0,2025,Diminution,60.8,9.4,60.8,29.9,Diminution,True
z_27.0_-16.5,2023,Augmentation,62.3,62.3,20.6,17.2,Diminution,False
z_27.0_-16.5,2024,Augmentation,54.7,54.7,25.2,20.0,Augmentation,True
z_27.0_-16.5,2025,Augmentation,60.9,60.9,23.9,15.2,Stable,False
z_28.5_-13.5,2023,Diminution,73.4,2.3,73.4,24.3,Diminution,True
z_28.5_-13.5,2024,Diminution,73.4,2.3,73.4,24.3,Stable,False
z_28.5_-13.5,2025,Diminution,63.6,8.9,63.6,27.6,Diminution,True
z_28.5_-15.0,2023,Stable,43.2,27.8,29.1,43.2,Augmentation,False
z_28.5_-15.0,2024,Stable,48.3,25.8,25.8,48.3,Stable,True
z_28.5_-15.0,2025,Stable,37.8,31.6,30.6,37.8,Stable,True
z_28.5_-16.5,2023,Augmentation,49.9,49.9,25.8,24.4,Diminution,False
z_28.5_-16.5,2024,Augmentation,46.0,46.0,27.6,26.4,Stable,False
z_28.5_-16.5,2025,Augmentation,44.7,44.7,26.3,29.0,Stable,False
z_30.0_-10.5,2023,Stable,48.9,15.5,35.6,48.9,Diminution,False
z_30.0_-10.5,2024,Stable,42.9,12.6,44.6,42.9,Augmentation,False
z_30.0_-10.5,2025,Stable,49.0,15.4,35.6,49.0,Diminution,False
z_30.0_-13.5,2023,Diminution,65.6,6.1,65.6,28.2,Diminution,True
z_30.0_-13.5,2024,Diminution,67.7,5.8,67.7,26.5,Stable,False
z_30.0_-13.5,2025,Diminution,54.4,7.5,54.4,38.1,Stable,False
z_30.0_-15.0,2023,Diminution,61.4,13.3,61.4,25.3,Diminution,True
z_30.0_-15.0,2024,Diminution,64.9,8.6,64.9,26.5,Diminution,True
z_30.0_-15.0,2025,Diminution,67.5,3.8,67.5,28.6,Stable,False
z_30.0_28.5,2023,Stable,39.8,33.1,27.1,39.8,Diminution,False
z_30.0_28.5,2024,Stable,41.3,39.8,18.9,41.3,Diminution,False
z_30.0_28.5,2025,Stable,41.4,36.2,22.4,41.4,Diminution,False
z_30.0_30.0,2023,Diminution,49.1,14.5,49.1,36.4,Diminution,True
z_30.0_30.0,2024,Diminution,58.5,7.5,58.5,34.1,Diminution,True
z_30.0_30.0,2025,Stable,44.1,12.2,43.8,44.1,Stable,True
z_30.0_31.5,2023,Augmentation,51.1,51.1,15.3,33.6,Augmentation,True
z_30.0_31.5,2024,Augmentation,64.8,64.8,12.4,22.8,Stable,False
z_30.0_31.5,2025,Augmentation,63.7,63.7,12.0,24.3,Diminution,False
z_31.5_-15.0,2023,Diminution,78.8,1.1,78.8,20.1,Diminution,True
