zone,annee,semestre,semestre_annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_24.0_-18.0,2023,1,2023-S1,Stable,99.1,0.1,0.8,99.1,Stable,True
z_24.0_-18.0,2024,1,2024-S1,Stable,99.1,0.1,0.8,99.1,Stable,True
z_24.0_-18.0,2025,1,2025-S1,Stable,98.6,0.5,0.9,98.6,Stable,True
z_24.0_-19.5,2023,1,2023-S1,Stable,99.2,0.0,0.8,99.2,Stable,True
z_24.0_-19.5,2024,1,2024-S1,Stable,98.1,0.6,1.3,98.1,Stable,True
z_24.0_-19.5,2025,1,2025-S1,Stable,98.8,0.0,1.2,98.8,Stable,True
z_27.0_-15.0,2023,1,2023-S1,Stable,97.7,0.1,2.2,97.7,Stable,True
z_27.0_-15.0,2023,2,2023-S2,Stable,57.9,26.1,15.9,57.9,Stable,True
z_27.0_-15.0,2024,1,2024-S1,Stable,82.8,12.6,4.6,82.8,Stable,True
z_27.0_-15.0,2024,2,2024-S2,Stable,80.1,4.8,15.1,80.1,Stable,True
z_27.0_-15.0,2025,1,2025-S1,Stable,97.7,0.1,2.3,97.7,Stable,True
z_27.0_-15.0,2025,2,2025-S2,Stable,80.1,1.2,18.7,80.1,Stable,True
z_27.0_-16.5,2023,1,2023-S1,Augmentation,80.5,80.5,12.9,6.7,Stable,False
z_27.0_-16.5,2023,2,2023-S2,Augmentation,54.4,54.4,35.8,9.9,Diminution,False
z_27.0_-16.5,2024,1,2024-S1,Augmentation,52.3,52.3,37.1,10.6,Augmentation,True
z_27.0_-16.5,2024,2,2024-S2,Augmentation,46.4,46.4,43.4,10.2,Augmentation,True
z_27.0_-16.5,2025,1,2025-S1,Augmentation,69.5,69.5,20.6,10.0,Augmentation,True
z_27.0_-16.5,2025,2,2025-S2,Augmentation,66.0,66.0,26.0,8.0,Diminution,False
z_28.5_-13.5,2023,1,2023-S1,Stable,98.9,0.0,1.1,98.9,Stable,True
z_28.5_-13.5,2023,2,2023-S2,Stable,97.4,0.8,1.8,97.4,Stable,True
z_28.5_-13.5,2024,1,2024-S1,Stable,98.9,0.0,1.1,98.9,Stable,True
z_28.5_-13.5,2024,2,2024-S2,Stable,96.4,2.2,1.4,96.4,Stable,True
z_28.5_-13.5,2025,1,2025-S1,Stable,97.2,0.7,2.0,97.2,Stable,True
z_28.5_-13.5,2025,2,2025-S2,Stable,96.9,1.5,1.6,96.9,Stable,True
z_28.5_-15.0,2023,1,2023-S1,Diminution,72.6,5.5,72.6,21.9,Stable,False
z_28.5_-15.0,2023,2,2023-S2,Stable,83.2,7.4,9.4,83.2,Stable,True
z_28.5_-15.0,2024,1,2024-S1,Diminution,53.9,21.1,53.9,25.1,Stable,False
z_28.5_-15.0,2024,2,2024-S2,Stable,58.5,37.6,3.9,58.5,Stable,True
z_28.5_-15.0,2025,1,2025-S1,Diminution,70.4,10.6,70.4,18.9,Stable,False
z_28.5_-15.0,2025,2,2025-S2,Stable,57.4,35.6,7.0,57.4,Stable,True
z_28.5_-16.5,2023,1,2023-S1,Diminution,60.9,18.1,60.9,21.1,Stable,False
z_28.5_-16.5,2023,2,2023-S2,Diminution,72.8,6.2,72.8,21.0,Diminution,True
z_28.5_-16.5,2024,1,2024-S1,Diminution,69.9,6.1,69.9,24.0,Stable,False
z_28.5_-16.5,2024,2,2024-S2,Diminution,60.6,14.0,60.6,25.4,Stable,False
z_28.5_-16.5,2025,1,2025-S1,Diminution,49.5,23.6,49.5,26.8,Stable,False
z_28.5_-16.5,2025,2,2025-S2,Diminution,44.6,30.5,44.6,25.0,Diminution,True
z_30.0_-10.5,2023,1,2023-S1,Stable,97.7,0.4,1.9,97.7,Stable,True
z_30.0_-10.5,2023,2,2023-S2,Stable,98.2,0.1,1.7,98.2,Stable,True
z_30.0_-10.5,2024,1,2024-S1,Stable,97.7,0.4,1.9,97.7,Stable,True
z_30.0_-10.5,2024,2,2024-S2,Stable,98.1,1.2,0.7,98.1,Stable,True
z_30.0_-10.5,2025,1,2025-S1,Stable,80.4,17.2,2.4,80.4,Stable,True
z_30.0_-10.5,2025,2,2025-S2,Stable,94.1,4.2,1.7,94.1,Stable,True
z_30.0_-13.5,2023,1,2023-S1,Diminution,83.6,0.9,83.6,15.5,Diminution,True
z_30.0_-13.5,2024,1,2024-S1,Diminution,85.7,0.6,85.7,13.7,Stable,False
z_30.0_-13.5,2025,1,2025-S1,Diminution,85.3,1.2,85.3,13.5,Stable,False
z_30.0_-15.0,2023,1,2023-S1,Diminution,79.9,3.6,79.9,16.5,Diminution,True
