zone,annee,trimestre,trimestre_annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_24.0_-18.0,2023,2,2023-T2,Diminution,62.9,6.2,62.9,30.9,Diminution,True
z_24.0_-18.0,2024,2,2024-T2,Diminution,87.8,4.4,87.8,7.7,Diminution,True
z_24.0_-18.0,2025,2,2025-T2,Diminution,75.8,5.2,75.8,19.1,Diminution,True
z_24.0_-19.5,2023,2,2023-T2,Diminution,53.9,6.7,53.9,39.4,Diminution,True
z_24.0_-19.5,2024,2,2024-T2,Diminution,91.7,1.4,91.7,6.9,Diminution,True
z_24.0_-19.5,2025,2,2025-T2,Diminution,91.7,1.4,91.7,6.9,Diminution,True
z_27.0_-15.0,2023,2,2023-T2,Diminution,63.0,5.1,63.0,31.9,Augmentation,False
z_27.0_-15.0,2023,3,2023-T3,Diminution,73.7,2.9,73.7,23.3,Diminution,True
z_27.0_-15.0,2024,2,2024-T2,Diminution,77.2,2.9,77.2,19.9,Diminution,True
z_27.0_-15.0,2024,3,2024-T3,Diminution,90.7,2.3,90.7,6.9,Diminution,True
z_27.0_-15.0,2025,2,2025-T2,Diminution,83.5,4.3,83.5,12.2,Diminution,True
z_27.0_-15.0,2025,3,2025-T3,Diminution,90.7,2.3,90.7,6.9,Diminution,True
z_27.0_-16.5,2023,1,2023-T1,Augmentation,69.7,69.7,7.4,22.9,Stable,False
z_27.0_-16.5,2023,2,2023-T2,Augmentation,60.7,60.7,12.9,26.4,Diminution,False
z_27.0_-16.5,2023,3,2023-T3,Augmentation,58.8,58.8,19.1,22.1,Diminution,False
z_27.0_-16.5,2023,4,2023-T4,Diminution,43.4,29.5,43.4,27.0,Stable,False
z_27.0_-16.5,2024,1,2024-T1,Diminution,37.9,31.4,37.9,30.7,Augmentation,False
z_27.0_-16.5,2024,2,2024-T2,Augmentation,44.4,44.4,25.4,30.3,Augmentation,True
z_27.0_-16.5,2024,3,2024-T3,Augmentation,63.6,63.6,12.8,23.6,Diminution,False
z_27.0_-16.5,2024,4,2024-T4,Augmentation,66.1,66.1,13.5,20.4,Augmentation,True
z_27.0_-16.5,2025,1,2025-T1,Augmentation,52.5,52.5,13.2,34.3,Augmentation,True
z_27.0_-16.5,2025,2,2025-T2,Augmentation,70.2,70.2,8.2,21.6,Diminution,False
z_27.0_-16.5,2025,3,2025-T3,Augmentation,64.4,64.4,16.0,19.5,Diminution,False
z_27.0_-16.5,2025,4,2025-T4,Augmentation,54.7,54.7,14.1,31.2,Diminution,False
