zone,annee,semestre,semestre_annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_24.0_-18.0,2023,1,2023-S1,Diminution,79.7,1.6,79.7,18.7,Diminution,True
z_24.0_-18.0,2024,1,2024-S1,Diminution,79.7,1.6,79.7,18.7,Diminution,True
z_24.0_-18.0,2025,1,2025-S1,Diminution,86.2,1.7,86.2,12.1,Diminution,True
z_24.0_-19.5,2023,1,2023-S1,Diminution,83.8,0.7,83.8,15.4,Stable,False
z_24.0_-19.5,2024,1,2024-S1,Diminution,75.5,1.3,75.5,23.1,Diminution,True
z_24.0_-19.5,2025,1,2025-S1,Diminution,78.7,3.8,78.7,17.4,Diminution,True
z_27.0_-15.0,2023,1,2023-S1,Diminution,71.7,1.8,71.7,26.4,Augmentation,False
z_27.0_-15.0,2023,2,2023-S2,Diminution,61.2,9.7,61.2,29.1,Diminution,True
z_27.0_-15.0,2024,1,2024-S1,Stable,54.1,8.7,37.3,54.1,Diminution,False
z_27.0_-15.0,2024,2,2024-S2,Diminution,67.8,2.5,67.8,29.6,Diminution,True
z_27.0_-15.0,2025,1,2025-S1,Diminution,58.7,9.0,58.7,32.3,Diminution,True
z_27.0_-15.0,2025,2,2025-S2,Diminution,68.5,3.6,68.5,27.9,Diminution,True
z_27.0_-16.5,2023,1,2023-S1,Augmentation,67.0,67.0,10.3,22.7,Diminution,False
z_27.0_-16.5,2023,2,2023-S2,Augmentation,57.1,57.1,17.1,25.8,Diminution,False
z_27.0_-16.5,2024,1,2024-S1,Augmentation,54.2,54.2,25.8,20.0,Augmentation,True
z_27.0_-16.5,2024,2,2024-S2,Augmentation,56.2,56.2,18.2,25.6,Augmentation,True
z_27.0_-16.5,2025,1,2025-S1,Augmentation,59.3,59.3,13.3,27.3,Augmentation,True
z_27.0_-16.5,2025,2,2025-S2,Augmentation,58.5,58.5,14.3,27.2,Diminution,False
z_28.5_-13.5,2023,1,2023-S1,Diminution,80.3,1.9,80.3,17.9,Diminution,True
z_28.5_-13.5,2023,2,2023-S2,Diminution,75.7,2.5,75.7,21.8,Diminution,True
z_28.5_-13.5,2024,1,2024-S1,Diminution,80.3,1.9,80.3,17.9,Stable,False
z_28.5_-13.5,2024,2,2024-S2,Diminution,77.0,3.9,77.0,19.1,Diminution,True
z_28.5_-13.5,2025,1,2025-S1,Diminution,70.4,2.7,70.4,27.0,Diminution,True
z_28.5_-13.5,2025,2,2025-S2,Diminution,73.6,7.2,73.6,19.2,Diminution,True
z_28.5_-15.0,2023,1,2023-S1,Diminution,50.9,22.7,50.9,26.4,Diminution,True
z_28.5_-15.0,2023,2,2023-S2,Stable,43.3,19.0,37.7,43.3,Augmentation,False
z_28.5_-15.0,2024,1,2024-S1,Augmentation,31.3,31.3,37.5,31.2,Diminution,False
z_28.5_-15.0,2024,2,2024-S2,Augmentation,34.2,34.2,27.7,38.1,Stable,False
z_28.5_-15.0,2025,1,2025-S1,Diminution,40.2,28.3,40.2,31.5,Stable,False
z_28.5_-15.0,2025,2,2025-S2,Augmentation,34.3,34.3,26.7,39.0,Diminution,False
z_28.5_-16.5,2023,1,2023-S1,Diminution,43.3,28.5,43.3,28.3,Diminution,True
z_28.5_-16.5,2023,2,2023-S2,Diminution,42.0,18.9,42.0,39.1,Diminution,True
z_28.5_-16.5,2024,1,2024-S1,Diminution,50.4,26.8,50.4,22.9,Diminution,True
z_28.5_-16.5,2024,2,2024-S2,Diminution,38.0,29.6,38.0,32.5,Diminution,True
z_28.5_-16.5,2025,1,2025-S1,Augmentation,43.4,43.4,25.6,31.0,Stable,False
z_28.5_-16.5,2025,2,2025-S2,Augmentation,38.5,38.5,22.1,39.5,Diminution,False
z_30.0_-10.5,2023,1,2023-S1,Diminution,65.8,4.4,65.8,29.8,Diminution,True
z_30.0_-10.5,2023,2,2023-S2,Diminution,73.1,2.9,73.1,24.0,Diminution,True
z_30.0_-10.5,2024,1,2024-S1,Diminution,65.8,4.4,65.8,29.8,Stable,False
z_30.0_-10.5,2024,2,2024-S2,Diminution,61.1,5.2,61.1,33.7,Stable,False
z_30.0_-10.5,2025,1,2025-S1,Diminution,49.4,12.8,49.4,37.7,Diminution,True
z_30.0_-10.5,2025,2,2025-S2,Diminution,50.6,8.2,50.6,41.2,Diminution,True
z_30.0_-13.5,2023,1,2023-S1,Diminution,81.4,4.5,81.4,14.1,Diminution,True
z_30.0_-13.5,2024,1,2024-S1,Diminution,83.2,6.2,83.2,10.7,Diminution,True
z_30.0_-13.5,2025,1,2025-S1,Diminution,76.9,7.8,76.9,15.3,Diminution,True
z_30.0_-15.0,2023,1,2023-S1,Diminution,65.2,11.7,65.2,23.1,Diminution,True
z_30.0_-15.0,2024,1,2024-S1,Diminution,69.5,14.3,69.5,16.1,Diminution,True
z_30.0_-15.0,2025,1,2025-S1,Diminution,77.7,9.2,77.7,13.2,Diminution,True
z_30.0_28.5,2023,1,2023-S1,Diminution,50.2,29.7,50.2,20.1,Stable,False
z_30.0_28.5,2023,2,2023-S2,Augmentation,33.8,33.8,35.8,30.4,Diminution,False
z_30.0_28.5,2024,1,2024-S1,Diminution,40.9,29.8,40.9,29.4,Diminution,True
z_30.0_28.5,2024,2,2024-S2,Diminution,47.3,35.1,47.3,17.6,Diminution,True
z_30.0_28.5,2025,1,2025-S1,Diminution,48.6,31.5,48.6,19.9,Diminution,True
z_30.0_28.5,2025,2,2025-S2,Diminution,44.4,32.3,44.4,23.3,Diminution,True
z_30.0_30.0,2023,1,2023-S1,Diminution,79.6,4.6,79.6,15.9,Diminution,True
z_30.0_30.0,2023,2,2023-S2,Diminution,86.6,3.9,86.6,9.5,Diminution,True
z_30.0_30.0,2024,1,2024-S1,Diminution,83.5,4.1,83.5,12.4,Diminution,True
z_30.0_30.0,2024,2,2024-S2,Diminution,86.0,4.2,86.0,9.8,Diminution,True
z_30.0_30.0,2025,1,2025-S1,Diminution,86.8,1.9,86.8,11.3,Stable,False
z_30.0_30.0,2025,2,2025-S2,Diminution,89.9,1.4,89.9,8.7,Diminution,True
z_30.0_31.5,2023,1,2023-S1,Augmentation,41.5,41.5,22.2,36.4,Augmentation,True
z_30.0_31.5,2023,2,2023-S2,Augmentation,50.2,50.2,22.3,27.5,Stable,False
z_30.0_31.5,2024,1,2024-S1,Augmentation,46.1,46.1,18.3,35.5,Diminution,False
z_30.0_31.5,2024,2,2024-S2,Diminution,47.6,22.4,47.6,30.0,Augmentation,False
z_30.0_31.5,2025,1,2025-S1,Augmentation,49.8,49.8,20.8,29.3,Stable,False
z_30.0_31.5,2025,2,2025-S2,Augmentation,35.7,35.7,29.6,34.7,Diminution,False
z_31.5_-15.0,2023,1,2023-S1,Diminution,76.6,2.2,76.6,21.1,Diminution,True
z_31.5_-15.0,2023,2,2023-S2,Diminution,78.4,4.3,78.4,17.3,Diminution,True
z_31.5_-15.0,2024,1,2024-S1,Diminution,82.5,0.8,82.5,16.7,Diminution,True
z_31.5_-15.0,2024,2,2024-S2,Diminution,81.4,0.8,81.4,17.7,Stable,False
z_31.5_-15.0,2025,1,2025-S1,Diminution,87.6,1.8,87.6,10.7,Diminution,True
z_31.5_-15.0,2025,2,2025-S2,Diminution,80.4,1.4,80.4,18.1,Diminution,True
z_31.5_-18.0,2023,1,2023-S1,Stable,47.6,26.9,25.5,47.6,Diminution,False
z_31.5_-18.0,2023,2,2023-S2,Stable,46.4,26.9,26.7,46.4,Augmentation,False
z_31.5_-18.0,2024,1,2024-S1,Stable,51.7,30.6,17.7,51.7,Diminution,False
z_31.5_-18.0,2024,2,2024-S2,Stable,44.8,21.8,33.5,44.8,Diminution,False
z_31.5_-18.0,2025,1,2025-S1,Stable,37.6,25.2,37.2,37.6,Diminution,False
z_31.5_-18.0,2025,2,2025-S2,Stable,41.0,20.2,38.8,41.0,Diminution,False
z_31.5_31.5,2023,1,2023-S1,Stable,42.9,15.3,41.8,42.9,Diminution,False
z_31.5_31.5,2024,1,2024-S1,Diminution,42.6,19.2,42.6,38.2,Diminution,True
z_31.5_31.5,2025,1,2025-S1,Stable,45.7,15.2,39.1,45.7,Diminution,False
z_33.0_-13.5,2023,1,2023-S1,Diminution,72.1,8.9,72.1,19.0,Stable,False
z_33.0_-13.5,2023,2,2023-S2,Diminution,69.6,10.1,69.6,20.3,Diminution,True
z_33.0_-13.5,2024,1,2024-S1,Diminution,67.5,4.3,67.5,28.2,Diminution,True
z_33.0_-13.5,2024,2,2024-S2,Diminution,73.6,8.9,73.6,17.5,Diminution,True
z_33.0_-13.5,2025,1,2025-S1,Diminution,74.3,5.2,74.3,20.5,Diminution,True
z_33.0_-13.5,2025,2,2025-S2,Diminution,74.9,2.9,74.9,22.2,Diminution,True
z_33.0_-9.0,2023,1,2023-S1,Stable,44.9,15.5,39.6,44.9,Diminution,False
z_33.0_-9.0,2023,2,2023-S2,Stable,53.9,15.6,30.4,53.9,Stable,True
z_33.0_-9.0,2024,1,2024-S1,Stable,52.1,17.8,30.1,52.1,Augmentation,False
z_33.0_-9.0,2024,2,2024-S2,Stable,53.5,25.8,20.7,53.5,Diminution,False
z_33.0_-9.0,2025,1,2025-S1,Stable,64.6,18.0,17.3,64.6,Diminution,False
z_33.0_-9.0,2025,2,2025-S2,Stable,53.5,14.9,31.6,53.5,Augmentation,False
z_33.0_10.5,2023,1,2023-S1,Diminution,91.7,0.6,91.7,7.7,Diminution,True
z_33.0_10.5,2024,1,2024-S1,Diminution,91.7,0.6,91.7,7.7,Diminution,True
z_33.0_10.5,2025,1,2025-S1,Diminution,91.7,0.6,91.7,7.7,Diminution,True
z_33.0_18.0,2023,2,2023-S2,Diminution,92.3,0.4,92.3,7.3,Diminution,True
z_33.0_18.0,2024,2,2024-S2,Diminution,92.3,0.4,92.3,7.3,Stable,False
z_33.0_18.0,2025,2,2025-S2,Diminution,79.8,1.4,79.8,18.8,Diminution,True
z_33.0_25.5,2023,1,2023-S1,Diminution,86.1,1.2,86.1,12.7,Diminution,True
z_33.0_25.5,2024,1,2024-S1,Diminution,86.1,1.2,86.1,12.7,Stable,False
z_33.0_25.5,2025,1,2025-S1,Diminution,76.5,2.3,76.5,21.2,Diminution,True
z_34.5_-1.5,2023,1,2023-S1,Diminution,49.6,14.4,49.6,36.0,Augmentation,False
z_34.5_-1.5,2023,2,2023-S2,Diminution,52.1,11.3,52.1,36.6,Diminution,True
z_34.5_-1.5,2024,1,2024-S1,Stable,54.7,15.4,29.9,54.7,Diminution,False
z_34.5_-1.5,2024,2,2024-S2,Diminution,63.1,3.8,63.1,33.1,Diminution,True
z_34.5_-1.5,2025,1,2025-S1,Diminution,44.2,13.0,44.2,42.8,Diminution,True
z_34.5_-1.5,2025,2,2025-S2,Diminution,65.2,4.6,65.2,30.2,Diminution,True
z_34.5_-10.5,2023,1,2023-S1,Diminution,88.1,1.0,88.1,10.9,Diminution,True
z_34.5_-10.5,2023,2,2023-S2,Diminution,88.5,0.9,88.5,10.6,Diminution,True
z_34.5_-10.5,2024,1,2024-S1,Diminution,88.1,1.0,88.1,10.9,Stable,False
z_34.5_-10.5,2024,2,2024-S2,Diminution,90.8,1.5,90.8,7.7,Diminution,True
z_34.5_-10.5,2025,1,2025-S1,Diminution,76.6,1.2,76.6,22.1,Diminution,True
z_34.5_-10.5,2025,2,2025-S2,Diminution,86.3,3.7,86.3,10.0,Diminution,True
z_34.5_-4.5,2023,1,2023-S1,Stable,51.2,21.1,27.6,51.2,Diminution,False
z_34.5_-4.5,2023,2,2023-S2,Diminution,56.5,16.0,56.5,27.5,Stable,False
z_34.5_-4.5,2024,1,2024-S1,Stable,55.1,18.1,26.7,55.1,Stable,True
z_34.5_-4.5,2024,2,2024-S2,Diminution,57.7,14.6,57.7,27.7,Diminution,True
z_34.5_-4.5,2025,1,2025-S1,Stable,57.3,21.7,20.9,57.3,Stable,True
z_34.5_-4.5,2025,2,2025-S2,Diminution,53.0,18.0,53.0,29.0,Diminution,True
z_34.5_-6.0,2023,1,2023-S1,Diminution,37.8,29.0,37.8,33.2,Diminution,True
z_34.5_-6.0,2023,2,2023-S2,Diminution,40.6,26.8,40.6,32.6,Diminution,True
z_34.5_-6.0,2024,1,2024-S1,Diminution,50.8,19.4,50.8,29.7,Augmentation,False
z_34.5_-6.0,2024,2,2024-S2,Augmentation,37.1,37.1,29.8,33.0,Diminution,False
z_34.5_-6.0,2025,1,2025-S1,Augmentation,45.9,45.9,21.3,32.7,Diminution,False
z_34.5_-6.0,2025,2,2025-S2,Augmentation,41.6,41.6,24.6,33.9,Diminution,False
z_34.5_-7.5,2023,1,2023-S1,Stable,44.7,18.3,37.1,44.7,Stable,True
z_34.5_-7.5,2023,2,2023-S2,Diminution,46.6,21.2,46.6,32.3,Augmentation,False
z_34.5_-7.5,2024,1,2024-S1,Stable,44.6,22.5,32.9,44.6,Diminution,False
z_34.5_-7.5,2024,2,2024-S2,Stable,42.4,16.9,40.7,42.4,Diminution,False
z_34.5_-7.5,2025,1,2025-S1,Stable,43.2,14.2,42.7,43.2,Stable,True
z_34.5_-7.5,2025,2,2025-S2,Diminution,49.7,15.1,49.7,35.1,Stable,False
z_34.5_0.0,2023,1,2023-S1,Diminution,80.6,4.7,80.6,14.7,Diminution,True
z_34.5_0.0,2023,2,2023-S2,Diminution,85.1,2.2,85.1,12.7,Diminution,True
z_34.5_0.0,2024,1,2024-S1,Diminution,79.6,7.3,79.6,13.1,Stable,False
z_34.5_0.0,2024,2,2024-S2,Diminution,92.0,1.8,92.0,6.2,Diminution,True
z_34.5_0.0,2025,1,2025-S1,Diminution,77.6,3.5,77.6,18.9,Diminution,True
z_34.5_0.0,2025,2,2025-S2,Diminution,83.2,5.0,83.2,11.9,Diminution,True
z_34.5_12.0,2023,1,2023-S1,Diminution,54.8,27.4,54.8,17.8,Diminution,True
z_34.5_12.0,2023,2,2023-S2,Stable,43.9,21.3,34.8,43.9,Stable,True
z_34.5_12.0,2024,1,2024-S1,Diminution,51.2,24.2,51.2,24.6,Diminution,True
z_34.5_12.0,2024,2,2024-S2,Stable,42.2,15.9,41.9,42.2,Augmentation,False
z_34.5_12.0,2025,1,2025-S1,Augmentation,33.5,33.5,40.3,26.2,Diminution,False
z_34.5_12.0,2025,2,2025-S2,Stable,40.7,27.4,32.0,40.7,Diminution,False
z_34.5_13.5,2023,1,2023-S1,Augmentation,49.1,49.1,16.3,34.6,Stable,False
z_34.5_13.5,2023,2,2023-S2,Augmentation,56.7,56.7,13.8,29.5,Augmentation,True
z_34.5_13.5,2024,1,2024-S1,Augmentation,46.0,46.0,17.3,36.8,Augmentation,True
z_34.5_13.5,2024,2,2024-S2,Augmentation,56.3,56.3,13.2,30.5,Augmentation,True
z_34.5_13.5,2025,1,2025-S1,Augmentation,58.9,58.9,14.1,27.0,Augmentation,True
z_34.5_13.5,2025,2,2025-S2,Augmentation,62.6,62.6,12.4,24.9,Augmentation,True
z_34.5_16.5,2023,1,2023-S1,Diminution,71.2,8.3,71.2,20.6,Diminution,True
z_34.5_16.5,2024,1,2024-S1,Diminution,76.5,10.3,76.5,13.2,Diminution,True
z_34.5_16.5,2025,1,2025-S1,Diminution,75.3,7.4,75.3,17.3,Diminution,True
z_34.5_18.0,2023,1,2023-S1,Diminution,91.1,0.6,91.1,8.3,Diminution,True
z_34.5_18.0,2024,1,2024-S1,Diminution,91.1,0.6,91.1,8.3,Stable,False
z_34.5_18.0,2025,1,2025-S1,Diminution,76.0,1.3,76.0,22.7,Diminution,True
z_34.5_19.5,2023,1,2023-S1,Diminution,85.7,2.1,85.7,12.2,Diminution,True
z_34.5_19.5,2023,2,2023-S2,Diminution,91.5,0.4,91.5,8.1,Diminution,True
z_34.5_19.5,2024,1,2024-S1,Diminution,85.7,2.1,85.7,12.2,Diminution,True
z_34.5_19.5,2024,2,2024-S2,Diminution,91.7,1.7,91.7,6.6,Diminution,True
z_34.5_19.5,2025,1,2025-S1,Diminution,78.3,3.3,78.3,18.4,Diminution,True
z_34.5_19.5,2025,2,2025-S2,Diminution,87.0,3.3,87.0,9.7,Diminution,True
z_34.5_22.5,2023,1,2023-S1,Stable,57.5,20.3,22.2,57.5,Augmentation,False
z_34.5_22.5,2023,2,2023-S2,Diminution,43.2,26.5,43.2,30.3,Augmentation,False
z_34.5_22.5,2024,1,2024-S1,Stable,48.1,34.6,17.3,48.1,Stable,True
z_34.5_22.5,2024,2,2024-S2,Diminution,37.7,28.1,37.7,34.1,Diminution,True
z_34.5_22.5,2025,1,2025-S1,Stable,45.9,25.6,28.5,45.9,Stable,True
z_34.5_22.5,2025,2,2025-S2,Diminution,49.9,16.4,49.9,33.7,Stable,False
z_34.5_24.0,2023,1,2023-S1,Augmentation,50.3,50.3,17.4,32.3,Stable,False
z_34.5_24.0,2023,2,2023-S2,Augmentation,58.2,58.2,21.6,20.2,Diminution,False
z_34.5_24.0,2024,1,2024-S1,Augmentation,55.3,55.3,17.9,26.8,Augmentation,True
z_34.5_24.0,2024,2,2024-S2,Augmentation,61.4,61.4,16.2,22.4,Diminution,False
z_34.5_24.0,2025,1,2025-S1,Augmentation,52.1,52.1,19.9,27.9,Diminution,False
z_34.5_24.0,2025,2,2025-S2,Augmentation,54.9,54.9,23.1,21.9,Diminution,False
z_34.5_25.5,2023,1,2023-S1,Diminution,48.1,22.4,48.1,29.5,Diminution,True
z_34.5_25.5,2023,2,2023-S2,Diminution,42.4,22.3,42.4,35.3,Augmentation,False
z_34.5_25.5,2024,1,2024-S1,Augmentation,38.9,38.9,26.3,34.8,Diminution,False
z_34.5_25.5,2024,2,2024-S2,Augmentation,39.0,39.0,25.4,35.7,Diminution,False
z_34.5_25.5,2025,1,2025-S1,Diminution,56.0,19.2,56.0,24.9,Diminution,True
z_34.5_25.5,2025,2,2025-S2,Diminution,48.1,23.0,48.1,29.0,Diminution,True
z_34.5_27.0,2023,1,2023-S1,Stable,47.3,33.1,19.6,47.3,Stable,True
z_34.5_27.0,2023,2,2023-S2,Diminution,40.4,20.6,40.4,39.0,Diminution,True
z_34.5_27.0,2024,1,2024-S1,Stable,58.6,22.0,19.4,58.6,Diminution,False
