zone,annee,semestre,semestre_annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_24.0_-18.0,2023,1,2023-S1,Diminution,79.4,1.8,79.4,18.8,Diminution,True
z_24.0_-18.0,2024,1,2024-S1,Diminution,79.4,1.8,79.4,18.8,Diminution,True
z_24.0_-18.0,2025,1,2025-S1,Diminution,85.8,2.2,85.8,12.0,Diminution,True
z_24.0_-19.5,2023,1,2023-S1,Diminution,82.7,0.8,82.7,16.5,Stable,False
z_24.0_-19.5,2024,1,2024-S1,Diminution,73.7,1.4,73.7,24.8,Diminution,True
z_24.0_-19.5,2025,1,2025-S1,Diminution,77.7,3.6,77.7,18.7,Diminution,True
z_27.0_-15.0,2023,1,2023-S1,Diminution,66.1,2.1,66.1,31.8,Augmentation,False
z_27.0_-15.0,2023,2,2023-S2,Diminution,56.4,7.8,56.4,35.8,Diminution,True
z_27.0_-15.0,2024,1,2024-S1,Stable,57.9,7.7,34.4,57.9,Diminution,False
z_27.0_-15.0,2024,2,2024-S2,Diminution,63.1,3.0,63.1,33.9,Diminution,True
z_27.0_-15.0,2025,1,2025-S1,Diminution,54.5,8.6,54.5,37.0,Diminution,True
z_27.0_-15.0,2025,2,2025-S2,Diminution,63.7,3.2,63.7,33.1,Diminution,True
z_27.0_-16.5,2023,1,2023-S1,Augmentation,83.5,83.5,9.4,7.1,Diminution,False
z_27.0_-16.5,2023,2,2023-S2,Augmentation,64.2,64.2,22.2,13.6,Diminution,False
z_27.0_-16.5,2024,1,2024-S1,Augmentation,58.1,58.1,29.1,12.8,Augmentation,True
z_27.0_-16.5,2024,2,2024-S2,Augmentation,68.3,68.3,20.8,11.0,Augmentation,True
z_27.0_-16.5,2025,1,2025-S1,Augmentation,67.0,67.0,15.0,18.0,Augmentation,True
z_27.0_-16.5,2025,2,2025-S2,Augmentation,69.0,69.0,16.7,14.3,Diminution,False
z_28.5_-13.5,2023,1,2023-S1,Diminution,77.3,1.9,77.3,20.7,Diminution,True
z_28.5_-13.5,2023,2,2023-S2,Diminution,72.9,2.5,72.9,24.6,Diminution,True
z_28.5_-13.5,2024,1,2024-S1,Diminution,77.3,1.9,77.3,20.7,Stable,False
z_28.5_-13.5,2024,2,2024-S2,Diminution,73.5,4.6,73.5,21.9,Diminution,True
z_28.5_-13.5,2025,1,2025-S1,Diminution,69.3,2.1,69.3,28.7,Diminution,True
z_28.5_-13.5,2025,2,2025-S2,Diminution,72.3,5.9,72.3,21.8,Diminution,True
z_28.5_-15.0,2023,1,2023-S1,Diminution,51.3,20.9,51.3,27.7,Diminution,True
z_28.5_-15.0,2023,2,2023-S2,Stable,47.9,16.4,35.7,47.9,Augmentation,False
z_28.5_-15.0,2024,1,2024-S1,Diminution,40.0,30.4,40.0,29.6,Diminution,True
z_28.5_-15.0,2024,2,2024-S2,Stable,43.6,30.8,25.6,43.6,Stable,True
z_28.5_-15.0,2025,1,2025-S1,Diminution,39.8,29.0,39.8,31.2,Stable,False
z_28.5_-15.0,2025,2,2025-S2,Stable,46.1,30.7,23.2,46.1,Diminution,False
z_28.5_-16.5,2023,1,2023-S1,Diminution,41.0,29.4,41.0,29.6,Diminution,True
z_28.5_-16.5,2023,2,2023-S2,Diminution,42.4,16.7,42.4,40.8,Diminution,True
z_28.5_-16.5,2024,1,2024-S1,Diminution,51.2,25.3,51.2,23.5,Diminution,True
z_28.5_-16.5,2024,2,2024-S2,Diminution,39.4,26.7,39.4,33.9,Diminution,True
z_28.5_-16.5,2025,1,2025-S1,Augmentation,42.6,42.6,27.6,29.8,Stable,False
z_28.5_-16.5,2025,2,2025-S2,Stable,41.1,35.3,23.6,41.1,Diminution,False
z_30.0_-10.5,2023,1,2023-S1,Diminution,63.3,4.3,63.3,32.5,Diminution,True
z_30.0_-10.5,2023,2,2023-S2,Diminution,68.9,3.0,68.9,28.1,Diminution,True
z_30.0_-10.5,2024,1,2024-S1,Diminution,63.3,4.3,63.3,32.5,Stable,False
z_30.0_-10.5,2024,2,2024-S2,Diminution,56.4,5.5,56.4,38.1,Stable,False
z_30.0_-10.5,2025,1,2025-S1,Diminution,47.7,10.5,47.7,41.8,Diminution,True
z_30.0_-10.5,2025,2,2025-S2,Stable,47.2,7.0,45.8,47.2,Diminution,False
z_30.0_-13.5,2023,1,2023-S1,Diminution,78.1,5.2,78.1,16.7,Diminution,True
z_30.0_-13.5,2024,1,2024-S1,Diminution,82.0,5.2,82.0,12.8,Diminution,True
z_30.0_-13.5,2025,1,2025-S1,Diminution,75.2,6.9,75.2,17.9,Diminution,True
z_30.0_-15.0,2023,1,2023-S1,Diminution,65.1,10.1,65.1,24.8,Diminution,True
z_30.0_-15.0,2024,1,2024-S1,Diminution,69.7,11.8,69.7,18.5,Diminution,True
z_30.0_-15.0,2025,1,2025-S1,Diminution,74.8,9.2,74.8,16.0,Diminution,True
z_30.0_28.5,2023,1,2023-S1,Diminution,51.9,27.8,51.9,20.3,Stable,False
z_30.0_28.5,2023,2,2023-S2,Diminution,34.8,30.9,34.8,34.3,Diminution,True
z_30.0_28.5,2024,1,2024-S1,Diminution,38.6,28.7,38.6,32.6,Diminution,True
z_30.0_28.5,2024,2,2024-S2,Diminution,50.6,30.2,50.6,19.1,Diminution,True
z_30.0_28.5,2025,1,2025-S1,Diminution,54.0,26.1,54.0,19.9,Diminution,True
z_30.0_28.5,2025,2,2025-S2,Diminution,48.1,27.6,48.1,24.3,Diminution,True
z_30.0_30.0,2023,1,2023-S1,Diminution,77.6,4.2,77.6,18.2,Diminution,True
z_30.0_30.0,2023,2,2023-S2,Diminution,85.6,3.2,85.6,11.2,Diminution,True
z_30.0_30.0,2024,1,2024-S1,Diminution,82.0,3.2,82.0,14.8,Diminution,True
z_30.0_30.0,2024,2,2024-S2,Diminution,85.1,3.5,85.1,11.4,Diminution,True
z_30.0_30.0,2025,1,2025-S1,Diminution,83.4,1.7,83.4,14.9,Stable,False
z_30.0_30.0,2025,2,2025-S2,Diminution,88.9,1.4,88.9,9.7,Diminution,True
z_30.0_31.5,2023,1,2023-S1,Stable,41.0,35.3,23.7,41.0,Augmentation,False
z_30.0_31.5,2023,2,2023-S2,Augmentation,48.8,48.8,21.7,29.5,Stable,False
z_30.0_31.5,2024,1,2024-S1,Augmentation,42.0,42.0,18.1,39.9,Diminution,False
z_30.0_31.5,2024,2,2024-S2,Diminution,44.4,22.7,44.4,32.9,Augmentation,False
z_30.0_31.5,2025,1,2025-S1,Augmentation,51.3,51.3,21.4,27.3,Stable,False
z_30.0_31.5,2025,2,2025-S2,Stable,39.9,32.1,28.0,39.9,Diminution,False
z_31.5_-15.0,2023,1,2023-S1,Diminution,74.7,2.2,74.7,23.1,Diminution,True
z_31.5_-15.0,2023,2,2023-S2,Diminution,76.9,3.7,76.9,19.5,Diminution,True
z_31.5_-15.0,2024,1,2024-S1,Diminution,80.8,0.9,80.8,18.3,Diminution,True
z_31.5_-15.0,2024,2,2024-S2,Diminution,79.4,0.9,79.4,19.7,Stable,False
z_31.5_-15.0,2025,1,2025-S1,Diminution,85.8,1.6,85.8,12.7,Diminution,True
z_31.5_-15.0,2025,2,2025-S2,Diminution,75.7,1.5,75.7,22.8,Diminution,True
z_31.5_-18.0,2023,1,2023-S1,Stable,54.2,23.5,22.3,54.2,Diminution,False
z_31.5_-18.0,2023,2,2023-S2,Stable,49.2,23.9,26.9,49.2,Augmentation,False
z_31.5_-18.0,2024,1,2024-S1,Stable,56.7,26.4,16.9,56.7,Diminution,False
z_31.5_-18.0,2024,2,2024-S2,Stable,51.8,18.1,30.1,51.8,Diminution,False
z_31.5_-18.0,2025,1,2025-S1,Stable,43.1,20.7,36.2,43.1,Diminution,False
z_31.5_-18.0,2025,2,2025-S2,Stable,44.8,19.4,35.8,44.8,Diminution,False
z_31.5_31.5,2023,1,2023-S1,Stable,49.7,14.2,36.0,49.7,Diminution,False
