zone,annee,trimestre,trimestre_annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_24.0_-18.0,2023,2,2023-T2,Stable,95.5,0.2,4.2,95.5,Stable,True
z_24.0_-18.0,2024,2,2024-T2,Stable,98.4,0.1,1.6,98.4,Stable,True
z_24.0_-18.0,2025,2,2025-T2,Stable,98.1,0.2,1.7,98.1,Stable,True
z_24.0_-19.5,2023,2,2023-T2,Stable,95.1,0.3,4.6,95.1,Stable,True
z_24.0_-19.5,2024,2,2024-T2,Stable,98.4,0.1,1.5,98.4,Stable,True
z_24.0_-19.5,2025,2,2025-T2,Stable,98.4,0.1,1.5,98.4,Stable,True
z_27.0_-15.0,2023,2,2023-T2,Stable,95.3,0.2,4.4,95.3,Stable,True
z_27.0_-15.0,2023,3,2023-T3,Stable,94.8,0.8,4.4,94.8,Stable,True
z_27.0_-15.0,2024,2,2024-T2,Stable,95.9,1.0,3.1,95.9,Stable,True
z_27.0_-15.0,2024,3,2024-T3,Stable,98.2,0.1,1.8,98.2,Stable,True
z_27.0_-15.0,2025,2,2025-T2,Stable,92.8,0.6,6.7,92.8,Stable,True
z_27.0_-15.0,2025,3,2025-T3,Stable,98.2,0.1,1.8,98.2,Stable,True
z_27.0_-16.5,2023,1,2023-T1,Augmentation,71.6,71.6,16.3,12.1,Stable,False
z_27.0_-16.5,2023,2,2023-T2,Augmentation,66.4,66.4,21.6,12.0,Diminution,False
z_27.0_-16.5,2023,3,2023-T3,Augmentation,50.0,50.0,38.7,11.3,Diminution,False
z_27.0_-16.5,2023,4,2023-T4,Diminution,69.7,15.5,69.7,14.8,Stable,False
z_27.0_-16.5,2024,1,2024-T1,Diminution,63.6,23.2,63.6,13.2,Augmentation,False
z_27.0_-16.5,2024,2,2024-T2,Diminution,58.4,29.2,58.4,12.4,Augmentation,False
z_27.0_-16.5,2024,3,2024-T3,Augmentation,51.8,51.8,36.4,11.8,Stable,False
z_27.0_-16.5,2024,4,2024-T4,Augmentation,65.3,65.3,22.3,12.4,Augmentation,True
z_27.0_-16.5,2025,1,2025-T1,Augmentation,55.5,55.5,27.5,17.1,Augmentation,True
z_27.0_-16.5,2025,2,2025-T2,Augmentation,73.9,73.9,15.6,10.5,Diminution,False
z_27.0_-16.5,2025,3,2025-T3,Augmentation,53.3,53.3,36.7,9.9,Stable,False
z_27.0_-16.5,2025,4,2025-T4,Augmentation,57.3,57.3,27.1,15.7,Diminution,False
z_28.5_-13.5,2023,2,2023-T2,Stable,98.6,0.1,1.4,98.6,Stable,True
z_28.5_-13.5,2023,3,2023-T3,Stable,95.2,0.7,4.1,95.2,Stable,True
z_28.5_-13.5,2024,2,2024-T2,Stable,98.6,0.1,1.4,98.6,Stable,True
z_28.5_-13.5,2024,3,2024-T3,Stable,94.4,0.9,4.8,94.4,Stable,True
z_28.5_-13.5,2025,2,2025-T2,Stable,94.3,1.3,4.4,94.3,Stable,True
z_28.5_-13.5,2025,3,2025-T3,Stable,94.5,1.2,4.3,94.5,Stable,True
z_28.5_-15.0,2023,1,2023-T1,Stable,92.5,2.3,5.2,92.5,Stable,True
z_28.5_-15.0,2023,2,2023-T2,Stable,97.6,0.1,2.3,97.6,Stable,True
z_28.5_-15.0,2023,3,2023-T3,Diminution,86.5,1.0,86.5,12.6,Stable,False
z_28.5_-15.0,2023,4,2023-T4,Stable,88.6,5.4,6.0,88.6,Stable,True
z_28.5_-15.0,2024,1,2024-T1,Stable,82.6,11.2,6.2,82.6,Stable,True
z_28.5_-15.0,2024,2,2024-T2,Stable,91.0,4.8,4.1,91.0,Stable,True
z_28.5_-15.0,2024,3,2024-T3,Diminution,79.3,4.1,79.3,16.5,Stable,False
z_28.5_-15.0,2024,4,2024-T4,Stable,73.1,21.2,5.6,73.1,Stable,True
z_28.5_-15.0,2025,1,2025-T1,Stable,78.3,15.1,6.6,78.3,Stable,True
z_28.5_-15.0,2025,2,2025-T2,Stable,87.8,7.2,5.0,87.8,Stable,True
z_28.5_-15.0,2025,3,2025-T3,Diminution,67.7,12.4,67.7,19.9,Diminution,True
z_28.5_-15.0,2025,4,2025-T4,Stable,79.6,13.9,6.5,79.6,Stable,True
z_28.5_-16.5,2023,1,2023-T1,Stable,64.7,21.6,13.7,64.7,Stable,True
z_28.5_-16.5,2023,3,2023-T3,Diminution,79.9,5.0,79.9,15.1,Stable,False
