zone,annee,trimestre,trimestre_annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_24.0_-18.0,2023,2,2023-T2,Diminution,58.3,7.6,58.3,34.2,Diminution,True
z_24.0_-18.0,2024,2,2024-T2,Diminution,85.1,4.5,85.1,10.4,Diminution,True
z_24.0_-18.0,2025,2,2025-T2,Diminution,74.7,4.3,74.7,21.0,Diminution,True
z_24.0_-19.5,2023,2,2023-T2,Diminution,50.5,5.3,50.5,44.2,Diminution,True
z_24.0_-19.5,2024,2,2024-T2,Diminution,89.7,1.6,89.7,8.7,Diminution,True
z_24.0_-19.5,2025,2,2025-T2,Diminution,89.7,1.6,89.7,8.7,Diminution,True
z_27.0_-15.0,2023,2,2023-T2,Diminution,58.7,5.6,58.7,35.7,Augmentation,False
z_27.0_-15.0,2023,3,2023-T3,Diminution,72.8,2.4,72.8,24.8,Diminution,True
z_27.0_-15.0,2024,2,2024-T2,Diminution,74.3,2.3,74.3,23.4,Diminution,True
z_27.0_-15.0,2024,3,2024-T3,Diminution,87.9,2.4,87.9,9.7,Diminution,True
z_27.0_-15.0,2025,2,2025-T2,Diminution,80.4,5.4,80.4,14.2,Diminution,True
z_27.0_-15.0,2025,3,2025-T3,Diminution,87.9,2.4,87.9,9.7,Diminution,True
z_27.0_-16.5,2023,1,2023-T1,Augmentation,72.8,72.8,10.6,16.5,Augmentation,True
z_27.0_-16.5,2023,2,2023-T2,Augmentation,66.8,66.8,15.1,18.1,Diminution,False
z_27.0_-16.5,2023,3,2023-T3,Augmentation,59.7,59.7,20.0,20.3,Diminution,False
z_27.0_-16.5,2023,4,2023-T4,Diminution,40.2,34.0,40.2,25.8,Stable,False
z_27.0_-16.5,2024,1,2024-T1,Diminution,35.6,35.3,35.6,29.1,Augmentation,False
z_27.0_-16.5,2024,2,2024-T2,Augmentation,52.4,52.4,27.3,20.3,Augmentation,True
z_27.0_-16.5,2024,3,2024-T3,Augmentation,70.0,70.0,14.4,15.6,Diminution,False
z_27.0_-16.5,2024,4,2024-T4,Augmentation,68.1,68.1,15.1,16.8,Augmentation,True
z_27.0_-16.5,2025,1,2025-T1,Augmentation,56.6,56.6,16.9,26.5,Augmentation,True
z_27.0_-16.5,2025,2,2025-T2,Augmentation,75.9,75.9,10.0,14.2,Diminution,False
