zone,annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_24.0_-18.0,2023,Diminution,72.6,5.4,72.6,22.0,Diminution,True
z_24.0_-18.0,2024,Diminution,70.5,9.5,70.5,20.0,Stable,False
z_24.0_-18.0,2025,Diminution,57.3,16.2,57.3,26.5,Diminution,True
z_24.0_-19.5,2023,Diminution,79.1,1.4,79.1,19.5,Stable,False
z_24.0_-19.5,2024,Diminution,63.9,10.5,63.9,25.6,Diminution,True
z_24.0_-19.5,2025,Diminution,74.7,3.2,74.7,22.1,Diminution,True
z_27.0_-15.0,2023,Diminution,54.6,5.3,54.6,40.0,Augmentation,False
z_27.0_-15.0,2024,Diminution,53.1,6.0,53.1,40.9,Diminution,True
z_27.0_-15.0,2025,Diminution,59.1,8.3,59.1,32.5,Diminution,True
z_27.0_-16.5,2023,Augmentation,60.8,60.8,20.0,19.3,Diminution,False
z_27.0_-16.5,2024,Augmentation,55.2,55.2,27.9,16.8,Augmentation,True
z_27.0_-16.5,2025,Augmentation,62.7,62.7,22.2,15.1,Augmentation,True
z_28.5_-13.5,2023,Diminution,78.6,2.5,78.6,18.8,Diminution,True
z_28.5_-13.5,2024,Diminution,78.6,2.5,78.6,18.8,Diminution,True
z_28.5_-13.5,2025,Diminution,71.7,6.1,71.7,22.2,Diminution,True
z_28.5_-15.0,2023,Augmentation,29.5,29.5,31.4,39.1,Augmentation,True
z_28.5_-15.0,2024,Augmentation,27.5,27.5,25.8,46.7,Stable,False
z_28.5_-15.0,2025,Augmentation,33.6,33.6,30.8,35.6,Stable,False
z_28.5_-16.5,2023,Augmentation,47.9,47.9,26.2,25.9,Diminution,False
z_28.5_-16.5,2024,Augmentation,43.2,43.2,26.5,30.3,Stable,False
z_28.5_-16.5,2025,Augmentation,45.1,45.1,27.6,27.3,Stable,False
z_30.0_-10.5,2023,Diminution,32.1,12.9,32.1,55.0,Diminution,True
z_30.0_-10.5,2024,Diminution,37.5,12.0,37.5,50.5,Augmentation,False
z_30.0_-10.5,2025,Diminution,30.4,11.8,30.4,57.8,Diminution,True
z_30.0_-13.5,2023,Diminution,73.0,5.4,73.0,21.6,Diminution,True
z_30.0_-13.5,2024,Diminution,73.3,6.0,73.3,20.7,Diminution,True
z_30.0_-13.5,2025,Diminution,62.1,8.5,62.1,29.3,Diminution,True
z_30.0_-15.0,2023,Diminution,67.4,10.4,67.4,22.2,Diminution,True
z_30.0_-15.0,2024,Diminution,68.0,7.8,68.0,24.2,Diminution,True
z_30.0_-15.0,2025,Diminution,72.3,4.9,72.3,22.7,Diminution,True
z_30.0_28.5,2023,Augmentation,34.9,34.9,27.4,37.7,Diminution,False
z_30.0_28.5,2024,Augmentation,42.0,42.0,20.6,37.4,Diminution,False
z_30.0_28.5,2025,Augmentation,34.3,34.3,28.0,37.7,Diminution,False
z_30.0_30.0,2023,Diminution,47.1,13.3,47.1,39.7,Diminution,True
z_30.0_30.0,2024,Diminution,53.8,7.5,53.8,38.8,Diminution,True
z_30.0_30.0,2025,Diminution,39.9,11.2,39.9,48.9,Stable,False
z_30.0_31.5,2023,Augmentation,46.5,46.5,16.3,37.2,Augmentation,True
z_30.0_31.5,2024,Augmentation,63.0,63.0,15.6,21.4,Augmentation,True
z_30.0_31.5,2025,Augmentation,59.6,59.6,14.4,25.9,Diminution,False
z_31.5_-15.0,2023,Diminution,73.6,1.5,73.6,25.0,Diminution,True
z_31.5_-15.0,2024,Diminution,64.8,4.7,64.8,30.5,Stable,False
z_31.5_-15.0,2025,Diminution,52.4,11.0,52.4,36.7,Diminution,True
z_31.5_-18.0,2023,Augmentation,28.0,28.0,12.7,59.2,Augmentation,True
z_31.5_-18.0,2024,Augmentation,28.5,28.5,14.3,57.1,Diminution,False
z_31.5_-18.0,2025,Augmentation,33.8,33.8,14.4,51.8,Diminution,False
z_31.5_31.5,2023,Augmentation,28.2,28.2,20.5,51.2,Diminution,False
z_31.5_31.5,2024,Augmentation,34.3,34.3,23.1,42.6,Diminution,False
z_31.5_31.5,2025,Augmentation,29.2,29.2,23.0,47.7,Diminution,False
z_33.0_-13.5,2023,Diminution,59.1,7.2,59.1,33.8,Stable,False
z_33.0_-13.5,2024,Diminution,53.9,12.7,53.9,33.3,Diminution,True
z_33.0_-13.5,2025,Diminution,59.1,7.2,59.1,33.8,Diminution,True
z_33.0_-9.0,2023,Augmentation,35.1,35.1,28.2,36.7,Diminution,False
z_33.0_-9.0,2024,Augmentation,39.0,39.0,27.0,34.0,Stable,False
z_33.0_-9.0,2025,Augmentation,31.4,31.4,27.1,41.5,Augmentation,True
z_33.0_10.5,2023,Diminution,78.9,6.7,78.9,14.4,Diminution,True
z_33.0_10.5,2024,Diminution,78.9,6.7,78.9,14.4,Diminution,True
z_33.0_10.5,2025,Diminution,78.9,6.7,78.9,14.4,Stable,False
z_33.0_18.0,2023,Diminution,77.1,6.3,77.1,16.6,Diminution,True
z_33.0_18.0,2024,Diminution,77.1,6.3,77.1,16.6,Stable,False
z_33.0_18.0,2025,Diminution,62.3,13.0,62.3,24.6,Diminution,True
z_33.0_25.5,2023,Diminution,80.8,1.5,80.8,17.6,Diminution,True
z_33.0_25.5,2024,Diminution,80.8,1.5,80.8,17.6,Stable,False
z_33.0_25.5,2025,Diminution,67.0,6.0,67.0,27.0,Diminution,True
z_34.5_-1.5,2023,Diminution,29.9,16.6,29.9,53.4,Augmentation,False
z_34.5_-1.5,2024,Augmentation,29.5,29.5,26.8,43.7,Diminution,False
z_34.5_-1.5,2025,Diminution,34.6,24.6,34.6,40.7,Diminution,True
z_34.5_-10.5,2023,Diminution,72.1,3.1,72.1,24.8,Diminution,True
z_34.5_-10.5,2024,Diminution,72.1,3.1,72.1,24.8,Stable,False
z_34.5_-10.5,2025,Diminution,60.7,9.8,60.7,29.6,Diminution,True
z_34.5_-4.5,2023,Diminution,30.2,22.1,30.2,47.6,Diminution,True
z_34.5_-4.5,2024,Augmentation,21.4,21.4,27.1,51.4,Diminution,False
z_34.5_-4.5,2025,Augmentation,23.4,23.4,28.1,48.5,Diminution,False
z_34.5_-6.0,2023,Augmentation,45.5,45.5,31.8,22.7,Diminution,False
z_34.5_-6.0,2024,Augmentation,37.2,37.2,33.2,29.6,Augmentation,True
z_34.5_-6.0,2025,Augmentation,50.8,50.8,26.9,22.3,Diminution,False
z_34.5_-7.5,2023,Augmentation,27.6,27.6,18.8,53.6,Augmentation,True
z_34.5_-7.5,2024,Augmentation,46.9,46.9,18.9,34.2,Diminution,False
z_34.5_-7.5,2025,Augmentation,36.0,36.0,27.5,36.5,Augmentation,True
z_34.5_0.0,2023,Diminution,56.8,9.5,56.8,33.7,Diminution,True
z_34.5_0.0,2024,Diminution,62.8,5.7,62.8,31.5,Stable,False
z_34.5_0.0,2025,Diminution,48.4,13.3,48.4,38.4,Diminution,True
z_34.5_12.0,2023,Augmentation,26.2,26.2,29.0,44.8,Stable,False
