zone,annee,semestre,semestre_annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_24.0_-18.0,2023,1,2023-S1,Diminution,85.2,1.6,85.2,13.2,Diminution,True
z_24.0_-18.0,2024,1,2024-S1,Diminution,85.2,1.6,85.2,13.2,Diminution,True
z_24.0_-18.0,2025,1,2025-S1,Diminution,89.8,1.8,89.8,8.3,Diminution,True
z_24.0_-19.5,2023,1,2023-S1,Diminution,88.3,0.8,88.3,10.9,Stable,False
z_24.0_-19.5,2024,1,2024-S1,Diminution,76.6,1.3,76.6,22.1,Diminution,True
z_24.0_-19.5,2025,1,2025-S1,Diminution,81.6,4.1,81.6,14.3,Diminution,True
z_27.0_-15.0,2023,1,2023-S1,Diminution,78.7,1.9,78.7,19.4,Augmentation,False
z_27.0_-15.0,2023,2,2023-S2,Diminution,63.1,11.2,63.1,25.7,Diminution,True
z_27.0_-15.0,2024,1,2024-S1,Diminution,44.8,10.6,44.8,44.6,Diminution,True
z_27.0_-15.0,2024,2,2024-S2,Diminution,68.7,2.5,68.7,28.8,Diminution,True
z_27.0_-15.0,2025,1,2025-S1,Diminution,61.7,7.4,61.7,30.9,Diminution,True
z_27.0_-15.0,2025,2,2025-S2,Diminution,74.1,4.1,74.1,21.9,Diminution,True
z_27.0_-16.5,2023,1,2023-S1,Augmentation,68.1,68.1,8.7,23.1,Diminution,False
z_27.0_-16.5,2023,2,2023-S2,Augmentation,56.2,56.2,15.5,28.3,Diminution,False
z_27.0_-16.5,2024,1,2024-S1,Augmentation,57.3,57.3,24.7,18.0,Augmentation,True
z_27.0_-16.5,2024,2,2024-S2,Augmentation,55.2,55.2,16.8,28.0,Augmentation,True
z_27.0_-16.5,2025,1,2025-S1,Augmentation,60.9,60.9,12.8,26.2,Augmentation,True
z_27.0_-16.5,2025,2,2025-S2,Augmentation,59.4,59.4,12.2,28.4,Diminution,False
z_28.5_-13.5,2023,1,2023-S1,Diminution,86.1,1.7,86.1,12.2,Diminution,True
z_28.5_-13.5,2023,2,2023-S2,Diminution,79.6,2.8,79.6,17.6,Diminution,True
z_28.5_-13.5,2024,1,2024-S1,Diminution,86.1,1.7,86.1,12.2,Stable,False
z_28.5_-13.5,2024,2,2024-S2,Diminution,78.5,6.4,78.5,15.1,Diminution,True
z_28.5_-13.5,2025,1,2025-S1,Diminution,75.0,2.6,75.0,22.5,Diminution,True
z_28.5_-13.5,2025,2,2025-S2,Diminution,75.5,8.9,75.5,15.6,Diminution,True
z_28.5_-15.0,2023,1,2023-S1,Diminution,46.9,15.5,46.9,37.6,Diminution,True
z_28.5_-15.0,2023,2,2023-S2,Diminution,42.8,18.4,42.8,38.7,Augmentation,False
z_28.5_-15.0,2024,1,2024-S1,Stable,37.6,26.7,35.7,37.6,Diminution,False
z_28.5_-15.0,2024,2,2024-S2,Stable,40.8,30.1,29.1,40.8,Stable,True
z_28.5_-15.0,2025,1,2025-S1,Diminution,39.4,23.1,39.4,37.6,Stable,False
z_28.5_-15.0,2025,2,2025-S2,Stable,45.1,26.9,28.0,45.1,Diminution,False
z_28.5_-16.5,2023,1,2023-S1,Stable,46.1,28.1,25.8,46.1,Diminution,False
z_28.5_-16.5,2023,2,2023-S2,Stable,42.3,17.1,40.6,42.3,Diminution,False
z_28.5_-16.5,2024,1,2024-S1,Stable,49.4,19.3,31.3,49.4,Diminution,False
z_28.5_-16.5,2024,2,2024-S2,Stable,40.3,22.1,37.6,40.3,Stable,True
z_28.5_-16.5,2025,1,2025-S1,Stable,45.2,36.5,18.3,45.2,Stable,True
z_28.5_-16.5,2025,2,2025-S2,Stable,39.7,39.6,20.7,39.7,Diminution,False
z_30.0_-10.5,2023,1,2023-S1,Diminution,63.3,5.6,63.3,31.0,Diminution,True
z_30.0_-10.5,2023,2,2023-S2,Diminution,79.2,2.5,79.2,18.4,Diminution,True
z_30.0_-10.5,2024,1,2024-S1,Diminution,63.3,5.6,63.3,31.0,Stable,False
z_30.0_-10.5,2024,2,2024-S2,Diminution,67.0,5.1,67.0,27.9,Stable,False
z_30.0_-10.5,2025,1,2025-S1,Diminution,53.1,15.2,53.1,31.7,Diminution,True
z_30.0_-10.5,2025,2,2025-S2,Diminution,56.0,8.2,56.0,35.8,Diminution,True
z_30.0_-13.5,2023,1,2023-S1,Diminution,74.4,3.1,74.4,22.5,Diminution,True
z_30.0_-13.5,2024,1,2024-S1,Diminution,76.4,3.9,76.4,19.7,Stable,False
z_30.0_-13.5,2025,1,2025-S1,Diminution,71.6,5.3,71.6,23.1,Stable,False
z_30.0_-15.0,2023,1,2023-S1,Diminution,57.7,10.4,57.7,31.9,Diminution,True
z_30.0_-15.0,2024,1,2024-S1,Diminution,61.4,5.9,61.4,32.6,Diminution,True
z_30.0_-15.0,2025,1,2025-S1,Diminution,72.8,7.2,72.8,20.0,Stable,False
z_30.0_28.5,2023,1,2023-S1,Diminution,43.3,26.6,43.3,30.1,Stable,False
z_30.0_28.5,2023,2,2023-S2,Stable,36.9,30.7,32.3,36.9,Diminution,False
z_30.0_28.5,2024,1,2024-S1,Stable,37.8,28.4,33.8,37.8,Diminution,False
z_30.0_28.5,2024,2,2024-S2,Diminution,45.9,33.4,45.9,20.8,Diminution,True
z_30.0_28.5,2025,1,2025-S1,Diminution,42.3,29.1,42.3,28.5,Diminution,True
z_30.0_28.5,2025,2,2025-S2,Diminution,42.8,33.7,42.8,23.6,Diminution,True
z_30.0_30.0,2023,1,2023-S1,Diminution,78.0,5.5,78.0,16.4,Diminution,True
z_30.0_30.0,2023,2,2023-S2,Diminution,87.5,4.2,87.5,8.3,Diminution,True
z_30.0_30.0,2024,1,2024-S1,Diminution,82.6,4.2,82.6,13.2,Diminution,True
z_30.0_30.0,2024,2,2024-S2,Diminution,87.3,4.0,87.3,8.7,Diminution,True
z_30.0_30.0,2025,1,2025-S1,Diminution,84.8,2.6,84.8,12.6,Stable,False
z_30.0_30.0,2025,2,2025-S2,Diminution,91.4,1.5,91.4,7.1,Diminution,True
z_30.0_31.5,2023,1,2023-S1,Stable,39.5,35.9,24.5,39.5,Augmentation,False
z_30.0_31.5,2023,2,2023-S2,Augmentation,51.5,51.5,20.3,28.2,Stable,False
z_30.0_31.5,2024,1,2024-S1,Augmentation,46.0,46.0,19.1,34.9,Diminution,False
z_30.0_31.5,2024,2,2024-S2,Stable,40.3,23.0,36.7,40.3,Augmentation,False
z_30.0_31.5,2025,1,2025-S1,Augmentation,49.7,49.7,20.3,30.0,Stable,False
z_30.0_31.5,2025,2,2025-S2,Stable,41.4,30.8,27.9,41.4,Diminution,False
z_31.5_-15.0,2023,1,2023-S1,Diminution,81.7,2.4,81.7,15.9,Diminution,True
z_31.5_-15.0,2023,2,2023-S2,Diminution,81.4,3.5,81.4,15.1,Diminution,True
z_31.5_-15.0,2024,1,2024-S1,Diminution,86.4,0.9,86.4,12.8,Diminution,True
z_31.5_-15.0,2024,2,2024-S2,Diminution,84.9,0.8,84.9,14.3,Stable,False
z_31.5_-15.0,2025,1,2025-S1,Diminution,89.9,1.8,89.9,8.3,Diminution,True
z_31.5_-15.0,2025,2,2025-S2,Diminution,78.3,1.6,78.3,20.1,Diminution,True
z_31.5_-18.0,2023,1,2023-S1,Stable,44.7,27.8,27.5,44.7,Diminution,False
z_31.5_-18.0,2023,2,2023-S2,Stable,41.1,27.0,31.9,41.1,Augmentation,False
z_31.5_-18.0,2024,1,2024-S1,Stable,49.7,30.8,19.4,49.7,Diminution,False
z_31.5_-18.0,2024,2,2024-S2,Stable,44.6,20.2,35.3,44.6,Diminution,False
z_31.5_-18.0,2025,1,2025-S1,Diminution,36.3,29.6,36.3,34.1,Diminution,True
z_31.5_-18.0,2025,2,2025-S2,Stable,42.9,19.8,37.4,42.9,Diminution,False
z_31.5_31.5,2023,1,2023-S1,Diminution,47.3,15.6,47.3,37.2,Diminution,True
z_31.5_31.5,2024,1,2024-S1,Diminution,45.4,20.1,45.4,34.4,Diminution,True
z_31.5_31.5,2025,1,2025-S1,Diminution,44.8,17.6,44.8,37.7,Diminution,True
z_33.0_-13.5,2023,1,2023-S1,Diminution,74.1,10.4,74.1,15.5,Stable,False
z_33.0_-13.5,2023,2,2023-S2,Diminution,71.2,10.8,71.2,18.0,Diminution,True
z_33.0_-13.5,2024,1,2024-S1,Diminution,67.7,3.9,67.7,28.4,Diminution,True
z_33.0_-13.5,2024,2,2024-S2,Diminution,75.0,8.5,75.0,16.6,Diminution,True
z_33.0_-13.5,2025,1,2025-S1,Diminution,77.9,4.8,77.9,17.3,Diminution,True
z_33.0_-13.5,2025,2,2025-S2,Diminution,80.0,3.1,80.0,16.8,Diminution,True
z_33.0_-9.0,2023,1,2023-S1,Diminution,43.9,15.8,43.9,40.3,Diminution,True
z_33.0_-9.0,2023,2,2023-S2,Stable,45.7,16.3,38.0,45.7,Stable,True
z_33.0_-9.0,2024,1,2024-S1,Stable,53.0,17.0,30.0,53.0,Augmentation,False
z_33.0_-9.0,2024,2,2024-S2,Stable,56.3,22.9,20.8,56.3,Diminution,False
z_33.0_-9.0,2025,1,2025-S1,Stable,60.2,19.7,20.1,60.2,Diminution,False
z_33.0_-9.0,2025,2,2025-S2,Stable,42.2,17.1,40.7,42.2,Augmentation,False
z_33.0_10.5,2023,1,2023-S1,Diminution,93.3,0.6,93.3,6.1,Diminution,True
z_33.0_10.5,2024,1,2024-S1,Diminution,93.3,0.6,93.3,6.1,Diminution,True
z_33.0_10.5,2025,1,2025-S1,Diminution,93.3,0.6,93.3,6.1,Diminution,True
z_33.0_18.0,2023,2,2023-S2,Diminution,93.5,0.5,93.5,6.0,Diminution,True
z_33.0_18.0,2024,2,2024-S2,Diminution,93.5,0.5,93.5,6.0,Stable,False
z_33.0_18.0,2025,2,2025-S2,Diminution,82.1,1.5,82.1,16.5,Diminution,True
z_33.0_25.5,2023,1,2023-S1,Diminution,89.7,0.9,89.7,9.4,Diminution,True
z_33.0_25.5,2024,1,2024-S1,Diminution,89.7,0.9,89.7,9.4,Stable,False
z_33.0_25.5,2025,1,2025-S1,Diminution,77.1,1.9,77.1,20.9,Diminution,True
z_34.5_-1.5,2023,1,2023-S1,Diminution,52.6,17.5,52.6,29.9,Augmentation,False
z_34.5_-1.5,2023,2,2023-S2,Diminution,50.3,16.2,50.3,33.5,Diminution,True
z_34.5_-1.5,2024,1,2024-S1,Stable,46.8,18.5,34.7,46.8,Diminution,False
z_34.5_-1.5,2024,2,2024-S2,Diminution,59.7,3.7,59.7,36.6,Diminution,True
z_34.5_-1.5,2025,1,2025-S1,Diminution,45.6,14.2,45.6,40.2,Diminution,True
z_34.5_-1.5,2025,2,2025-S2,Diminution,70.5,4.6,70.5,25.0,Diminution,True
z_34.5_-10.5,2023,1,2023-S1,Diminution,91.1,0.8,91.1,8.1,Diminution,True
z_34.5_-10.5,2023,2,2023-S2,Diminution,91.1,0.7,91.1,8.3,Diminution,True
z_34.5_-10.5,2024,1,2024-S1,Diminution,91.1,0.8,91.1,8.1,Stable,False
z_34.5_-10.5,2024,2,2024-S2,Diminution,92.0,1.5,92.0,6.5,Diminution,True
z_34.5_-10.5,2025,1,2025-S1,Diminution,77.6,1.3,77.6,21.1,Diminution,True
z_34.5_-10.5,2025,2,2025-S2,Diminution,87.5,4.6,87.5,8.0,Diminution,True
z_34.5_-4.5,2023,1,2023-S1,Stable,43.9,25.5,30.6,43.9,Diminution,False
z_34.5_-4.5,2023,2,2023-S2,Diminution,48.6,17.1,48.6,34.3,Stable,False
z_34.5_-4.5,2024,1,2024-S1,Stable,46.6,22.1,31.3,46.6,Stable,True
z_34.5_-4.5,2024,2,2024-S2,Diminution,53.6,15.2,53.6,31.2,Diminution,True
z_34.5_-4.5,2025,1,2025-S1,Stable,48.3,26.3,25.4,48.3,Stable,True
z_34.5_-4.5,2025,2,2025-S2,Diminution,51.0,15.8,51.0,33.2,Diminution,True
z_34.5_-6.0,2023,1,2023-S1,Stable,36.8,26.8,36.4,36.8,Diminution,False
z_34.5_-6.0,2023,2,2023-S2,Stable,36.2,28.7,35.1,36.2,Diminution,False
z_34.5_-6.0,2024,1,2024-S1,Diminution,45.0,20.8,45.0,34.3,Augmentation,False
z_34.5_-6.0,2024,2,2024-S2,Stable,41.4,30.2,28.3,41.4,Diminution,False
z_34.5_-6.0,2025,1,2025-S1,Augmentation,48.2,48.2,18.0,33.8,Diminution,False
z_34.5_-6.0,2025,2,2025-S2,Augmentation,40.8,40.8,26.6,32.6,Diminution,False
z_34.5_-7.5,2023,1,2023-S1,Diminution,41.8,21.6,41.8,36.6,Stable,False
z_34.5_-7.5,2023,2,2023-S2,Diminution,53.1,20.9,53.1,26.0,Augmentation,False
z_34.5_-7.5,2024,1,2024-S1,Stable,38.0,24.9,37.1,38.0,Diminution,False
z_34.5_-7.5,2024,2,2024-S2,Diminution,46.4,19.1,46.4,34.5,Diminution,True
z_34.5_-7.5,2025,1,2025-S1,Diminution,44.0,15.6,44.0,40.4,Stable,False
z_34.5_-7.5,2025,2,2025-S2,Diminution,51.6,13.9,51.6,34.5,Stable,False
