zone,annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_33.0_-13.5,2023,Diminution,63.3,6.6,63.3,30.1,Stable,False
z_33.0_-13.5,2024,Diminution,54.0,13.8,54.0,32.2,Diminution,True
z_33.0_-13.5,2025,Diminution,63.3,6.6,63.3,30.1,Diminution,True
z_33.0_-9.0,2023,Stable,38.1,34.1,27.7,38.1,Diminution,False
z_33.0_-9.0,2024,Stable,41.3,31.9,26.8,41.3,Stable,True
z_33.0_-9.0,2025,Stable,45.5,26.5,28.0,45.5,Augmentation,False
z_33.0_10.5,2023,Diminution,79.8,7.0,79.8,13.2,Diminution,True
z_33.0_10.5,2024,Diminution,79.8,7.0,79.8,13.2,Diminution,True
z_33.0_10.5,2025,Diminution,79.8,7.0,79.8,13.2,Stable,False
z_33.0_18.0,2023,Diminution,79.1,6.4,79.1,14.4,Diminution,True
z_33.0_18.0,2024,Diminution,79.1,6.4,79.1,14.4,Stable,False
z_33.0_18.0,2025,Diminution,67.0,13.4,67.0,19.6,Diminution,True
z_33.0_25.5,2023,Diminution,82.6,1.4,82.6,16.0,Diminution,True
z_33.0_25.5,2024,Diminution,82.6,1.4,82.6,16.0,Stable,False
z_33.0_25.5,2025,Diminution,68.1,6.9,68.1,25.1,Diminution,True
z_34.5_-1.5,2023,Stable,52.6,15.6,31.8,52.6,Augmentation,False
z_34.5_-1.5,2024,Stable,40.7,29.3,30.1,40.7,Diminution,False
z_34.5_-1.5,2025,Stable,39.3,27.2,33.5,39.3,Diminution,False
z_34.5_-10.5,2023,Diminution,71.7,4.2,71.7,24.1,Diminution,True
z_34.5_-10.5,2024,Diminution,71.7,4.2,71.7,24.1,Stable,False
z_34.5_-10.5,2025,Diminution,63.2,10.3,63.2,26.5,Diminution,True
z_34.5_-4.5,2023,Stable,58.1,15.7,26.1,58.1,Stable,True
z_34.5_-4.5,2024,Stable,60.1,16.2,23.7,60.1,Stable,True
z_34.5_-4.5,2025,Stable,53.3,19.1,27.6,53.3,Stable,True
z_34.5_-6.0,2023,Augmentation,41.0,41.0,31.1,27.9,Diminution,False
z_34.5_-6.0,2024,Stable,36.0,31.0,33.0,36.0,Augmentation,False
z_34.5_-6.0,2025,Augmentation,48.3,48.3,27.1,24.7,Diminution,False
z_34.5_-7.5,2023,Stable,53.2,25.2,21.6,53.2,Augmentation,False
z_34.5_-7.5,2024,Augmentation,44.2,44.2,19.3,36.5,Diminution,False
z_34.5_-7.5,2025,Stable,44.4,29.9,25.7,44.4,Augmentation,False
z_34.5_0.0,2023,Diminution,58.5,9.5,58.5,32.0,Diminution,True
z_34.5_0.0,2024,Diminution,65.6,5.4,65.6,29.0,Stable,False
z_34.5_0.0,2025,Diminution,50.6,13.2,50.6,36.2,Diminution,True
z_34.5_12.0,2023,Stable,49.3,20.0,30.7,49.3,Stable,True
z_34.5_12.0,2024,Stable,38.8,28.1,33.1,38.8,Stable,True
z_34.5_12.0,2025,Stable,43.8,31.1,25.1,43.8,Diminution,False
z_34.5_13.5,2023,Augmentation,55.9,55.9,31.1,13.0,Stable,False
z_34.5_13.5,2024,Augmentation,54.5,54.5,31.6,13.9,Augmentation,True
z_34.5_13.5,2025,Augmentation,56.2,56.2,28.6,15.2,Augmentation,True
z_34.5_16.5,2023,Diminution,57.7,5.6,57.7,36.7,Diminution,True
z_34.5_16.5,2024,Diminution,64.3,6.1,64.3,29.6,Diminution,True
z_34.5_16.5,2025,Diminution,68.5,3.4,68.5,28.0,Stable,False
z_34.5_18.0,2023,Diminution,84.3,1.6,84.3,14.1,Diminution,True
z_34.5_18.0,2024,Diminution,84.3,1.6,84.3,14.1,Stable,False
z_34.5_18.0,2025,Diminution,68.7,7.7,68.7,23.6,Diminution,True
z_34.5_19.5,2023,Diminution,60.9,9.7,60.9,29.4,Diminution,True
z_34.5_19.5,2024,Diminution,62.6,6.7,62.6,30.7,Stable,False
z_34.5_19.5,2025,Diminution,53.5,12.8,53.5,33.8,Diminution,True
z_34.5_22.5,2023,Stable,54.2,31.6,14.2,54.2,Augmentation,False
z_34.5_22.5,2024,Augmentation,55.7,55.7,18.4,25.9,Stable,False
z_34.5_22.5,2025,Stable,52.0,28.8,19.2,52.0,Augmentation,False
z_34.5_24.0,2023,Augmentation,43.3,43.3,34.8,21.9,Stable,False
z_34.5_24.0,2024,Augmentation,43.8,43.8,31.2,25.0,Diminution,False
z_34.5_24.0,2025,Augmentation,41.6,41.6,29.2,29.2,Diminution,False
z_34.5_25.5,2023,Stable,37.4,31.5,31.1,37.4,Stable,True
z_34.5_25.5,2024,Augmentation,54.4,54.4,26.5,19.2,Diminution,False
z_34.5_25.5,2025,Stable,45.2,26.9,28.0,45.2,Diminution,False
z_34.5_27.0,2023,Stable,50.7,28.4,20.8,50.7,Diminution,False
z_34.5_27.0,2024,Stable,46.6,28.1,25.3,46.6,Diminution,False
z_34.5_27.0,2025,Stable,46.6,26.3,27.1,46.6,Diminution,False
z_34.5_31.5,2023,Stable,42.3,36.1,21.6,42.3,Augmentation,False
z_34.5_31.5,2024,Augmentation,61.5,61.5,12.1,26.4,Diminution,False
z_34.5_31.5,2025,Stable,40.4,36.6,23.0,40.4,Diminution,False
z_34.5_33.0,2023,Augmentation,70.2,70.2,17.5,12.3,Augmentation,True
z_34.5_33.0,2024,Augmentation,69.5,69.5,16.9,13.6,Stable,False
z_34.5_33.0,2025,Augmentation,69.1,69.1,17.2,13.8,Stable,False
z_36.0_-1.5,2023,Stable,39.5,35.3,25.2,39.5,Diminution,False
z_36.0_-1.5,2024,Stable,50.9,20.5,28.6,50.9,Diminution,False
z_36.0_-1.5,2025,Stable,42.7,26.9,30.4,42.7,Diminution,False
z_36.0_-10.5,2023,Stable,42.8,41.4,15.8,42.8,Augmentation,False
z_36.0_-10.5,2024,Stable,44.2,41.7,14.2,44.2,Augmentation,False
z_36.0_-10.5,2025,Augmentation,45.3,45.3,15.0,39.7,Augmentation,True
z_36.0_-12.0,2023,Diminution,80.4,2.6,80.4,17.0,Stable,False
z_36.0_-12.0,2024,Diminution,63.6,10.0,63.6,26.4,Diminution,True
z_36.0_-12.0,2025,Diminution,76.8,2.9,76.8,20.3,Diminution,True
z_36.0_-3.0,2023,Augmentation,71.6,71.6,10.9,17.5,Augmentation,True
z_36.0_-3.0,2024,Augmentation,70.3,70.3,13.9,15.9,Stable,False
z_36.0_-3.0,2025,Augmentation,59.5,59.5,15.4,25.1,Augmentation,True
z_36.0_-4.5,2023,Stable,46.1,38.5,15.4,46.1,Augmentation,False
z_36.0_-4.5,2024,Augmentation,60.7,60.7,12.9,26.3,Stable,False
z_36.0_-4.5,2025,Stable,44.8,38.1,17.1,44.8,Diminution,False
z_36.0_-6.0,2023,Augmentation,57.9,57.9,19.9,22.2,Diminution,False
z_36.0_-6.0,2024,Augmentation,47.3,47.3,21.5,31.2,Diminution,False
z_36.0_-6.0,2025,Augmentation,43.7,43.7,28.8,27.5,Diminution,False
z_36.0_-7.5,2023,Augmentation,74.2,74.2,12.2,13.6,Augmentation,True
z_36.0_-7.5,2024,Augmentation,77.9,77.9,11.7,10.5,Augmentation,True
z_36.0_-7.5,2025,Augmentation,69.7,69.7,12.1,18.2,Augmentation,True
z_36.0_-9.0,2023,Stable,43.7,39.9,16.5,43.7,Augmentation,False
z_36.0_-9.0,2024,Augmentation,49.0,49.0,16.7,34.3,Augmentation,True
z_36.0_-9.0,2025,Augmentation,53.1,53.1,15.8,31.1,Diminution,False
z_36.0_0.0,2023,Stable,53.6,18.2,28.2,53.6,Diminution,False
z_36.0_0.0,2024,Stable,46.8,17.1,36.1,46.8,Stable,True
z_36.0_0.0,2025,Stable,59.3,14.9,25.8,59.3,Diminution,False
z_36.0_10.5,2023,Augmentation,44.3,44.3,15.2,40.5,Stable,False
z_36.0_10.5,2024,Stable,49.2,33.8,17.0,49.2,Diminution,False
z_36.0_10.5,2025,Stable,48.9,36.9,14.2,48.9,Stable,True
z_36.0_12.0,2023,Stable,43.6,35.8,20.6,43.6,Stable,True
z_36.0_12.0,2024,Stable,40.2,40.1,19.7,40.2,Augmentation,False
z_36.0_12.0,2025,Augmentation,66.3,66.3,11.4,22.3,Stable,False
z_36.0_13.5,2023,Stable,41.0,40.3,18.6,41.0,Augmentation,False
z_36.0_13.5,2024,Augmentation,56.3,56.3,21.6,22.1,Augmentation,True
z_36.0_13.5,2025,Augmentation,64.2,64.2,14.2,21.6,Diminution,False
z_36.0_15.0,2023,Augmentation,51.1,51.1,20.7,28.3,Diminution,False
z_36.0_15.0,2024,Augmentation,52.4,52.4,24.3,23.4,Augmentation,True
z_36.0_15.0,2025,Augmentation,59.2,59.2,14.8,26.0,Augmentation,True
z_36.0_16.5,2023,Stable,40.7,22.5,36.8,40.7,Stable,True
z_36.0_16.5,2024,Stable,39.3,29.0,31.7,39.3,Stable,True
z_36.0_16.5,2025,Stable,49.8,17.0,33.2,49.8,Stable,True
z_36.0_18.0,2023,Stable,50.3,23.3,26.4,50.3,Stable,True
z_36.0_18.0,2024,Stable,39.8,34.9,25.3,39.8,Diminution,False
z_36.0_18.0,2025,Stable,42.7,30.3,26.9,42.7,Diminution,False
z_36.0_19.5,2023,Stable,44.4,11.2,44.3,44.4,Diminution,False
z_36.0_19.5,2024,Stable,43.6,17.2,39.2,43.6,Diminution,False
z_36.0_19.5,2025,Stable,48.7,8.1,43.2,48.7,Stable,True
z_36.0_21.0,2023,Augmentation,37.0,37.0,27.7,35.3,Diminution,False
z_36.0_21.0,2024,Augmentation,38.0,38.0,26.7,35.2,Stable,False
z_36.0_21.0,2025,Augmentation,43.7,43.7,22.9,33.4,Diminution,False
z_36.0_22.5,2023,Augmentation,49.1,49.1,32.4,18.5,Augmentation,True
z_36.0_22.5,2024,Augmentation,60.7,60.7,27.9,11.5,Stable,False
z_36.0_22.5,2025,Augmentation,57.5,57.5,23.0,19.5,Diminution,False
z_36.0_24.0,2023,Augmentation,57.7,57.7,31.3,10.9,Augmentation,True
z_36.0_24.0,2024,Augmentation,68.8,68.8,21.8,9.4,Augmentation,True
z_36.0_24.0,2025,Augmentation,70.3,70.3,19.8,9.9,Augmentation,True
z_36.0_25.5,2023,Augmentation,62.2,62.2,26.6,11.2,Augmentation,True
z_36.0_25.5,2024,Augmentation,52.5,52.5,32.5,15.0,Diminution,False
z_36.0_25.5,2025,Augmentation,50.6,50.6,27.7,21.7,Augmentation,True
z_36.0_27.0,2023,Augmentation,40.5,40.5,29.3,30.2,Diminution,False
z_36.0_27.0,2024,Augmentation,50.3,50.3,29.7,19.9,Diminution,False
z_36.0_27.0,2025,Augmentation,50.6,50.6,27.2,22.2,Diminution,False
z_36.0_30.0,2023,Stable,53.8,20.3,25.9,53.8,Diminution,False
z_36.0_30.0,2024,Stable,45.4,24.0,30.6,45.4,Diminution,False
z_36.0_30.0,2025,Stable,47.9,18.7,33.4,47.9,Stable,True
z_36.0_34.5,2023,Augmentation,56.7,56.7,14.3,29.0,Stable,False
z_36.0_34.5,2024,Stable,36.8,33.4,29.9,36.8,Stable,True
z_36.0_34.5,2025,Stable,48.4,32.2,19.5,48.4,Diminution,False
z_36.0_36.0,2023,Diminution,56.1,6.1,56.1,37.8,Diminution,True
z_36.0_36.0,2024,Diminution,52.9,5.2,52.9,41.9,Diminution,True
z_36.0_36.0,2025,Diminution,52.9,5.2,52.9,41.9,Stable,False
z_36.0_4.5,2023,Stable,55.7,12.3,32.0,55.7,Diminution,False
z_36.0_4.5,2024,Stable,45.5,25.6,28.9,45.5,Stable,True
z_36.0_4.5,2025,Stable,43.8,17.8,38.4,43.8,Diminution,False
z_36.0_9.0,2023,Stable,52.6,19.9,27.5,52.6,Augmentation,False
z_36.0_9.0,2024,Stable,43.6,27.3,29.1,43.6,Stable,True
z_36.0_9.0,2025,Stable,56.6,19.2,24.3,56.6,Diminution,False
z_37.5_-1.5,2023,Augmentation,54.5,54.5,21.0,24.4,Augmentation,True
z_37.5_-1.5,2024,Augmentation,65.0,65.0,16.8,18.2,Augmentation,True
z_37.5_-1.5,2025,Augmentation,49.1,49.1,15.8,35.1,Augmentation,True
z_37.5_-10.5,2023,Augmentation,64.8,64.8,15.8,19.4,Augmentation,True
z_37.5_-10.5,2024,Augmentation,80.4,80.4,9.4,10.2,Augmentation,True
z_37.5_-10.5,2025,Augmentation,72.6,72.6,11.6,15.9,Augmentation,True
z_37.5_-13.5,2023,Diminution,62.3,7.6,62.3,30.0,Diminution,True
z_37.5_-13.5,2024,Diminution,62.3,7.6,62.3,30.0,Stable,False
z_37.5_-13.5,2025,Diminution,51.3,14.1,51.3,34.6,Diminution,True
z_37.5_-22.5,2023,Diminution,85.7,1.7,85.7,12.6,Stable,False
z_37.5_-22.5,2024,Diminution,67.2,8.4,67.2,24.4,Diminution,True
z_37.5_-22.5,2025,Diminution,80.4,3.1,80.4,16.4,Stable,False
z_37.5_-25.5,2023,Diminution,58.7,12.1,58.7,29.2,Diminution,True
z_37.5_-25.5,2024,Diminution,74.7,4.9,74.7,20.4,Diminution,True
z_37.5_-25.5,2025,Diminution,64.6,8.4,64.6,27.0,Stable,False
z_37.5_-27.0,2023,Stable,53.3,20.2,26.6,53.3,Diminution,False
z_37.5_-27.0,2024,Stable,53.7,25.4,20.8,53.7,Diminution,False
z_37.5_-27.0,2025,Stable,56.4,18.4,25.2,56.4,Augmentation,False
z_37.5_-28.5,2023,Stable,34.9,32.6,32.5,34.9,Stable,True
z_37.5_-28.5,2024,Stable,42.5,21.7,35.8,42.5,Augmentation,False
z_37.5_-28.5,2025,Stable,45.2,16.1,38.7,45.2,Stable,True
z_37.5_-30.0,2023,Stable,46.4,12.9,40.8,46.4,Diminution,False
z_37.5_-30.0,2024,Stable,45.3,14.4,40.4,45.3,Diminution,False
z_37.5_-30.0,2025,Stable,45.3,14.4,40.4,45.3,Stable,True
z_37.5_-9.0,2023,Augmentation,52.9,52.9,22.6,24.5,Augmentation,True
z_37.5_-9.0,2024,Augmentation,57.6,57.6,19.8,22.6,Augmentation,True
z_37.5_-9.0,2025,Augmentation,51.3,51.3,22.0,26.7,Diminution,False
z_37.5_0.0,2023,Stable,46.6,34.0,19.4,46.6,Stable,True
z_37.5_0.0,2024,Augmentation,42.2,42.2,19.3,38.5,Diminution,False
z_37.5_0.0,2025,Stable,47.8,33.2,19.0,47.8,Diminution,False
z_37.5_1.5,2023,Diminution,61.3,6.4,61.3,32.3,Diminution,True
z_37.5_1.5,2024,Diminution,48.9,5.8,48.9,45.3,Diminution,True
z_37.5_1.5,2025,Diminution,60.6,5.0,60.6,34.4,Stable,False
z_37.5_10.5,2023,Stable,61.1,16.6,22.3,61.1,Stable,True
z_37.5_10.5,2024,Stable,44.2,26.8,29.0,44.2,Diminution,False
z_37.5_10.5,2025,Stable,48.7,20.4,30.9,48.7,Stable,True
z_37.5_12.0,2023,Stable,46.7,30.1,23.2,46.7,Augmentation,False
z_37.5_12.0,2024,Augmentation,48.2,48.2,18.7,33.1,Diminution,False
z_37.5_12.0,2025,Augmentation,40.0,40.0,23.3,36.6,Stable,False
z_37.5_13.5,2023,Stable,55.5,28.8,15.7,55.5,Augmentation,False
z_37.5_13.5,2024,Stable,43.1,41.3,15.6,43.1,Augmentation,False
z_37.5_13.5,2025,Stable,47.7,39.8,12.5,47.7,Augmentation,False
z_37.5_15.0,2023,Augmentation,41.1,41.1,33.5,25.4,Augmentation,True
z_37.5_15.0,2024,Augmentation,48.0,48.0,27.5,24.5,Augmentation,True
z_37.5_15.0,2025,Augmentation,51.7,51.7,22.8,25.4,Augmentation,True
z_37.5_16.5,2023,Augmentation,37.3,37.3,25.9,36.8,Diminution,False
z_37.5_16.5,2024,Stable,58.8,18.7,22.5,58.8,Diminution,False
z_37.5_16.5,2025,Stable,42.6,35.5,21.9,42.6,Augmentation,False
z_37.5_19.5,2023,Augmentation,43.2,43.2,25.1,31.7,Stable,False
z_37.5_19.5,2024,Augmentation,58.4,58.4,22.4,19.2,Diminution,False
z_37.5_19.5,2025,Augmentation,49.4,49.4,22.5,28.0,Diminution,False
z_37.5_21.0,2023,Augmentation,47.9,47.9,29.6,22.5,Augmentation,True
z_37.5_21.0,2024,Augmentation,57.2,57.2,22.5,20.3,Diminution,False
z_37.5_21.0,2025,Augmentation,51.7,51.7,26.1,22.2,Diminution,False
z_37.5_22.5,2023,Augmentation,47.9,47.9,19.9,32.1,Augmentation,True
z_37.5_22.5,2024,Augmentation,50.3,50.3,21.0,28.6,Augmentation,True
z_37.5_22.5,2025,Augmentation,58.9,58.9,15.9,25.3,Diminution,False
z_37.5_24.0,2023,Augmentation,47.6,47.6,33.9,18.4,Diminution,False
z_37.5_24.0,2024,Augmentation,63.3,63.3,23.8,12.9,Diminution,False
z_37.5_24.0,2025,Augmentation,55.0,55.0,27.7,17.3,Diminution,False
z_37.5_25.5,2023,Augmentation,46.1,46.1,26.7,27.2,Augmentation,True
z_37.5_25.5,2024,Augmentation,47.7,47.7,24.7,27.6,Diminution,False
z_37.5_25.5,2025,Augmentation,41.2,41.2,27.3,31.5,Diminution,False
z_37.5_27.0,2023,Stable,50.1,26.3,23.6,50.1,Diminution,False
z_37.5_27.0,2024,Stable,56.4,23.5,20.0,56.4,Diminution,False
z_37.5_27.0,2025,Stable,44.7,30.9,24.5,44.7,Stable,True
z_37.5_4.5,2023,Diminution,44.1,14.7,44.1,41.2,Stable,False
z_37.5_4.5,2024,Stable,40.2,20.5,39.2,40.2,Diminution,False
z_37.5_4.5,2025,Stable,42.7,16.2,41.0,42.7,Diminution,False
z_37.5_6.0,2023,Diminution,54.6,14.5,54.6,30.9,Diminution,True
z_37.5_6.0,2024,Diminution,54.9,9.1,54.9,36.0,Stable,False
z_37.5_6.0,2025,Diminution,56.3,14.4,56.3,29.3,Diminution,True
z_37.5_7.5,2023,Stable,62.8,22.4,14.8,62.8,Diminution,False
z_37.5_7.5,2024,Stable,46.7,33.1,20.2,46.7,Stable,True
z_37.5_7.5,2025,Stable,57.9,24.7,17.3,57.9,Stable,True
z_37.5_9.0,2023,Stable,40.8,35.8,23.5,40.8,Diminution,False
z_37.5_9.0,2024,Stable,48.1,38.0,13.9,48.1,Augmentation,False
z_37.5_9.0,2025,Stable,43.4,39.8,16.8,43.4,Diminution,False
z_39.0_-1.5,2023,Augmentation,68.9,68.9,14.6,16.5,Augmentation,True
z_39.0_-1.5,2024,Augmentation,72.3,72.3,10.8,16.9,Stable,False
z_39.0_-1.5,2025,Augmentation,54.6,54.6,16.3,29.1,Augmentation,True
z_39.0_-10.5,2023,Augmentation,44.7,44.7,16.4,38.9,Augmentation,True
z_39.0_-10.5,2024,Augmentation,64.1,64.1,10.9,25.1,Diminution,False
z_39.0_-10.5,2025,Stable,36.7,36.6,26.6,36.7,Augmentation,False
z_39.0_-31.5,2023,Diminution,68.0,9.2,68.0,22.8,Diminution,True
z_39.0_-31.5,2024,Diminution,68.9,3.7,68.9,27.4,Diminution,True
z_39.0_-31.5,2025,Diminution,80.5,2.0,80.5,17.5,Stable,False
z_39.0_-9.0,2023,Augmentation,46.8,46.8,16.3,36.9,Diminution,False
z_39.0_-9.0,2024,Augmentation,41.9,41.9,18.2,39.9,Augmentation,True
z_39.0_-9.0,2025,Stable,42.2,39.5,18.3,42.2,Augmentation,False
z_39.0_0.0,2023,Augmentation,41.3,41.3,20.9,37.8,Augmentation,True
z_39.0_0.0,2024,Augmentation,44.8,44.8,17.9,37.3,Augmentation,True
z_39.0_0.0,2025,Augmentation,45.2,45.2,13.1,41.7,Diminution,False
z_39.0_1.5,2023,Augmentation,56.2,56.2,18.8,25.0,Augmentation,True
z_39.0_1.5,2024,Augmentation,55.4,55.4,16.9,27.7,Diminution,False
z_39.0_1.5,2025,Stable,35.4,34.1,30.4,35.4,Stable,True
z_39.0_10.5,2023,Diminution,48.3,12.9,48.3,38.7,Stable,False
z_39.0_10.5,2024,Diminution,45.6,12.2,45.6,42.1,Diminution,True
z_39.0_10.5,2025,Diminution,50.0,12.5,50.0,37.5,Diminution,True
z_39.0_13.5,2023,Stable,59.3,22.6,18.1,59.3,Diminution,False
z_39.0_13.5,2024,Stable,46.0,33.4,20.6,46.0,Diminution,False
z_39.0_13.5,2025,Stable,45.3,34.6,20.0,45.3,Augmentation,False
z_39.0_15.0,2023,Augmentation,39.2,39.2,23.8,37.0,Stable,False
z_39.0_15.0,2024,Stable,52.4,27.7,19.9,52.4,Diminution,False
z_39.0_15.0,2025,Augmentation,40.4,40.4,23.9,35.7,Stable,False
z_39.0_16.5,2023,Stable,47.8,33.4,18.8,47.8,Stable,True
z_39.0_16.5,2024,Augmentation,49.0,49.0,20.8,30.2,Stable,False
z_39.0_16.5,2025,Augmentation,41.7,41.7,17.6,40.8,Augmentation,True
z_39.0_18.0,2023,Augmentation,56.1,56.1,15.4,28.5,Diminution,False
z_39.0_18.0,2024,Stable,41.0,40.4,18.6,41.0,Augmentation,False
z_39.0_18.0,2025,Augmentation,55.4,55.4,15.5,29.1,Diminution,False
z_39.0_19.5,2023,Augmentation,49.6,49.6,30.3,20.0,Diminution,False
z_39.0_19.5,2024,Augmentation,53.9,53.9,23.2,22.9,Diminution,False
z_39.0_19.5,2025,Augmentation,58.5,58.5,25.2,16.3,Diminution,False
z_39.0_22.5,2023,Augmentation,51.0,51.0,25.5,23.6,Stable,False
z_39.0_22.5,2024,Augmentation,58.9,58.9,23.8,17.2,Diminution,False
z_39.0_22.5,2025,Augmentation,49.2,49.2,23.4,27.4,Diminution,False
z_39.0_24.0,2023,Augmentation,50.2,50.2,23.8,26.0,Diminution,False
z_39.0_24.0,2024,Augmentation,52.2,52.2,21.1,26.6,Augmentation,True
z_39.0_24.0,2025,Augmentation,63.7,63.7,17.8,18.5,Diminution,False
z_39.0_25.5,2023,Augmentation,60.5,60.5,17.1,22.4,Diminution,False
z_39.0_25.5,2024,Augmentation,55.7,55.7,17.7,26.6,Diminution,False
z_39.0_25.5,2025,Augmentation,48.4,48.4,12.1,39.5,Diminution,False
z_39.0_3.0,2023,Augmentation,64.2,64.2,13.4,22.4,Augmentation,True
z_39.0_3.0,2024,Augmentation,61.7,61.7,18.4,19.8,Stable,False
z_39.0_3.0,2025,Augmentation,49.0,49.0,18.9,32.1,Diminution,False
z_39.0_4.5,2023,Stable,69.1,12.6,18.3,69.1,Diminution,False
z_39.0_4.5,2024,Stable,46.3,19.4,34.4,46.3,Augmentation,False
z_39.0_4.5,2025,Stable,54.9,16.6,28.5,54.9,Diminution,False
z_39.0_6.0,2023,Diminution,81.9,1.4,81.9,16.7,Stable,False
z_39.0_6.0,2024,Diminution,67.7,6.5,67.7,25.8,Diminution,True
z_39.0_6.0,2025,Diminution,57.9,13.7,57.9,28.3,Diminution,True
z_39.0_7.5,2023,Stable,42.9,30.3,26.8,42.9,Diminution,False
z_39.0_7.5,2024,Stable,37.8,33.8,28.4,37.8,Diminution,False
z_39.0_7.5,2025,Augmentation,36.9,36.9,30.1,33.0,Diminution,False
z_39.0_9.0,2023,Stable,44.7,36.1,19.2,44.7,Augmentation,False
z_39.0_9.0,2024,Augmentation,47.9,47.9,20.1,32.0,Augmentation,True
z_39.0_9.0,2025,Augmentation,52.7,52.7,15.5,31.8,Diminution,False
z_40.5_-10.5,2023,Stable,47.8,34.4,17.9,47.8,Stable,True
z_40.5_-10.5,2024,Stable,44.8,36.4,18.8,44.8,Diminution,False
z_40.5_-10.5,2025,Stable,44.7,31.5,23.8,44.7,Diminution,False
z_40.5_-36.0,2023,Diminution,78.6,2.6,78.6,18.9,Diminution,True
z_40.5_-36.0,2024,Diminution,78.6,2.6,78.6,18.9,Stable,False
z_40.5_-36.0,2025,Diminution,63.7,10.6,63.7,25.8,Diminution,True
