zone,annee,trimestre,trimestre_annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_24.0_-18.0,2023,2,2023-T2,Stable,96.2,0.2,3.6,96.2,Stable,True
z_24.0_-18.0,2024,2,2024-T2,Stable,98.1,0.0,1.8,98.1,Stable,True
z_24.0_-18.0,2025,2,2025-T2,Stable,97.1,0.3,2.7,97.1,Stable,True
z_24.0_-19.5,2023,2,2023-T2,Stable,95.4,0.6,4.1,95.4,Stable,True
z_24.0_-19.5,2024,2,2024-T2,Stable,98.4,0.0,1.6,98.4,Stable,True
z_24.0_-19.5,2025,2,2025-T2,Stable,98.4,0.0,1.6,98.4,Stable,True
z_27.0_-15.0,2023,2,2023-T2,Stable,96.5,0.2,3.2,96.5,Stable,True
z_27.0_-15.0,2023,3,2023-T3,Stable,95.2,0.7,4.2,95.2,Stable,True
z_27.0_-15.0,2024,2,2024-T2,Stable,96.4,0.9,2.7,96.4,Stable,True
z_27.0_-15.0,2024,3,2024-T3,Stable,97.9,0.1,2.0,97.9,Stable,True
z_27.0_-15.0,2025,2,2025-T2,Stable,93.7,0.7,5.6,93.7,Stable,True
z_27.0_-15.0,2025,3,2025-T3,Stable,97.9,0.1,2.0,97.9,Stable,True
z_27.0_-16.5,2023,1,2023-T1,Augmentation,71.1,71.1,16.0,12.9,Stable,False
z_27.0_-16.5,2023,2,2023-T2,Augmentation,65.7,65.7,23.3,11.0,Diminution,False
z_27.0_-16.5,2023,3,2023-T3,Augmentation,50.6,50.6,38.2,11.2,Diminution,False
z_27.0_-16.5,2023,4,2023-T4,Diminution,70.1,14.8,70.1,15.1,Stable,False
z_27.0_-16.5,2024,1,2024-T1,Diminution,61.9,23.7,61.9,14.4,Augmentation,False
z_27.0_-16.5,2024,2,2024-T2,Diminution,60.6,28.1,60.6,11.3,Augmentation,False
z_27.0_-16.5,2024,3,2024-T3,Augmentation,52.4,52.4,36.6,11.0,Stable,False
z_27.0_-16.5,2024,4,2024-T4,Augmentation,64.2,64.2,23.3,12.5,Augmentation,True
z_27.0_-16.5,2025,1,2025-T1,Augmentation,53.1,53.1,27.9,18.9,Augmentation,True
z_27.0_-16.5,2025,2,2025-T2,Augmentation,71.5,71.5,16.3,12.3,Diminution,False
z_27.0_-16.5,2025,3,2025-T3,Augmentation,52.2,52.2,37.0,10.8,Stable,False
z_27.0_-16.5,2025,4,2025-T4,Augmentation,56.9,56.9,27.8,15.2,Diminution,False
z_28.5_-13.5,2023,2,2023-T2,Stable,98.4,0.0,1.5,98.4,Stable,True
z_28.5_-13.5,2023,3,2023-T3,Stable,95.9,0.7,3.4,95.9,Stable,True
z_28.5_-13.5,2024,2,2024-T2,Stable,98.4,0.0,1.5,98.4,Stable,True
z_28.5_-13.5,2024,3,2024-T3,Stable,95.4,0.8,3.9,95.4,Stable,True
z_28.5_-13.5,2025,2,2025-T2,Stable,93.9,1.0,5.1,93.9,Stable,True
z_28.5_-13.5,2025,3,2025-T3,Stable,94.8,1.2,4.0,94.8,Stable,True
z_28.5_-15.0,2023,1,2023-T1,Stable,93.2,2.0,4.9,93.2,Stable,True
z_28.5_-15.0,2023,2,2023-T2,Stable,97.9,0.1,2.0,97.9,Stable,True
z_28.5_-15.0,2023,3,2023-T3,Diminution,85.6,1.4,85.6,13.0,Stable,False
z_28.5_-15.0,2023,4,2023-T4,Stable,89.1,5.2,5.6,89.1,Stable,True
z_28.5_-15.0,2024,1,2024-T1,Stable,81.8,10.8,7.4,81.8,Stable,True
z_28.5_-15.0,2024,2,2024-T2,Stable,91.7,4.5,3.8,91.7,Stable,True
z_28.5_-15.0,2024,3,2024-T3,Diminution,78.6,4.2,78.6,17.3,Stable,False
z_28.5_-15.0,2024,4,2024-T4,Stable,71.0,23.0,6.0,71.0,Stable,True
z_28.5_-15.0,2025,1,2025-T1,Stable,77.4,15.4,7.2,77.4,Stable,True
z_28.5_-15.0,2025,2,2025-T2,Stable,88.5,7.2,4.3,88.5,Stable,True
z_28.5_-15.0,2025,3,2025-T3,Diminution,65.7,14.2,65.7,20.1,Diminution,True
z_28.5_-15.0,2025,4,2025-T4,Stable,81.7,13.2,5.1,81.7,Stable,True
z_28.5_-16.5,2023,1,2023-T1,Stable,65.6,20.7,13.7,65.6,Stable,True
z_28.5_-16.5,2023,3,2023-T3,Diminution,77.9,4.5,77.9,17.6,Stable,False
z_28.5_-16.5,2023,4,2023-T4,Stable,60.7,23.0,16.3,60.7,Stable,True
z_28.5_-16.5,2024,1,2024-T1,Stable,72.4,17.0,10.6,72.4,Stable,True
z_28.5_-16.5,2024,3,2024-T3,Diminution,66.8,13.3,66.8,19.9,Stable,False
z_28.5_-16.5,2024,4,2024-T4,Stable,61.3,30.6,8.0,61.3,Stable,True
z_28.5_-16.5,2025,1,2025-T1,Stable,53.4,36.9,9.7,53.4,Stable,True
z_28.5_-16.5,2025,3,2025-T3,Diminution,60.5,17.5,60.5,22.1,Stable,False
z_28.5_-16.5,2025,4,2025-T4,Stable,57.5,34.9,7.7,57.5,Stable,True
z_30.0_-10.5,2023,2,2023-T2,Stable,93.9,2.8,3.3,93.9,Stable,True
z_30.0_-10.5,2023,3,2023-T3,Stable,93.6,2.4,4.0,93.6,Stable,True
z_30.0_-10.5,2024,2,2024-T2,Stable,93.0,3.5,3.5,93.0,Stable,True
z_30.0_-10.5,2024,3,2024-T3,Stable,91.6,4.7,3.7,91.6,Stable,True
z_30.0_-10.5,2025,2,2025-T2,Stable,94.8,2.2,3.0,94.8,Stable,True
z_30.0_-10.5,2025,3,2025-T3,Stable,89.9,5.4,4.6,89.9,Stable,True
z_30.0_-13.5,2023,1,2023-T1,Stable,94.8,1.8,3.4,94.8,Stable,True
z_30.0_-13.5,2023,2,2023-T2,Stable,98.5,0.0,1.5,98.5,Stable,True
z_30.0_-13.5,2024,1,2024-T1,Stable,95.7,0.9,3.5,95.7,Stable,True
z_30.0_-13.5,2024,2,2024-T2,Stable,97.9,0.1,2.0,97.9,Stable,True
z_30.0_-13.5,2025,1,2025-T1,Stable,93.9,2.0,4.1,93.9,Stable,True
z_30.0_-13.5,2025,2,2025-T2,Stable,98.5,0.0,1.5,98.5,Stable,True
z_30.0_-15.0,2023,1,2023-T1,Diminution,86.4,0.7,86.4,13.0,Diminution,True
z_30.0_-15.0,2023,2,2023-T2,Stable,96.5,0.0,3.4,96.5,Stable,True
z_30.0_-15.0,2024,1,2024-T1,Diminution,86.0,0.7,86.0,13.3,Diminution,True
z_30.0_-15.0,2024,2,2024-T2,Stable,97.7,0.2,2.1,97.7,Stable,True
z_30.0_-15.0,2025,1,2025-T1,Diminution,87.0,0.8,87.0,12.2,Stable,False
z_30.0_-15.0,2025,2,2025-T2,Stable,94.9,0.6,4.5,94.9,Stable,True
z_30.0_28.5,2023,1,2023-T1,Diminution,82.4,3.6,82.4,14.0,Diminution,True
z_30.0_28.5,2023,2,2023-T2,Diminution,84.0,2.0,84.0,14.0,Stable,False
z_30.0_28.5,2023,3,2023-T3,Stable,91.3,2.6,6.1,91.3,Stable,True
z_30.0_28.5,2023,4,2023-T4,Diminution,77.3,5.1,77.3,17.5,Diminution,True
z_30.0_28.5,2024,1,2024-T1,Diminution,73.6,11.8,73.6,14.6,Diminution,True
z_30.0_28.5,2024,2,2024-T2,Diminution,83.5,2.1,83.5,14.3,Diminution,True
z_30.0_28.5,2024,3,2024-T3,Stable,96.4,0.9,2.6,96.4,Stable,True
z_30.0_28.5,2024,4,2024-T4,Diminution,86.9,2.1,86.9,11.0,Diminution,True
z_30.0_28.5,2025,1,2025-T1,Diminution,84.2,2.5,84.2,13.3,Stable,False
z_30.0_28.5,2025,2,2025-T2,Diminution,80.2,2.1,80.2,17.7,Diminution,True
z_30.0_28.5,2025,3,2025-T3,Stable,94.8,1.7,3.4,94.8,Stable,True
z_30.0_28.5,2025,4,2025-T4,Diminution,85.4,2.9,85.4,11.8,Stable,False
z_30.0_30.0,2023,1,2023-T1,Stable,94.0,1.4,4.6,94.0,Stable,True
z_30.0_30.0,2023,3,2023-T3,Stable,97.4,0.1,2.5,97.4,Stable,True
z_30.0_30.0,2024,1,2024-T1,Stable,95.7,0.8,3.5,95.7,Stable,True
z_30.0_30.0,2024,3,2024-T3,Stable,96.4,0.1,3.5,96.4,Stable,True
z_30.0_30.0,2025,1,2025-T1,Stable,95.7,0.8,3.5,95.7,Stable,True
z_30.0_30.0,2025,3,2025-T3,Stable,96.1,0.1,3.7,96.1,Stable,True
z_30.0_31.5,2023,1,2023-T1,Stable,55.5,36.1,8.4,55.5,Stable,True
z_30.0_31.5,2023,2,2023-T2,Stable,60.3,33.8,5.9,60.3,Stable,True
z_30.0_31.5,2023,3,2023-T3,Stable,52.6,40.6,6.8,52.6,Stable,True
z_30.0_31.5,2023,4,2023-T4,Diminution,55.3,26.4,55.3,18.3,Stable,False
