zone,annee,semestre,semestre_annee,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_24.0_-18.0,2023,1,2023-S1,Stable,98.9,0.1,1.0,98.9,Stable,True
z_24.0_-18.0,2024,1,2024-S1,Stable,98.9,0.1,1.0,98.9,Stable,True
z_24.0_-18.0,2025,1,2025-S1,Stable,98.7,0.4,0.9,98.7,Stable,True
z_24.0_-19.5,2023,1,2023-S1,Stable,99.2,0.1,0.7,99.2,Stable,True
z_24.0_-19.5,2024,1,2024-S1,Stable,96.3,2.0,1.7,96.3,Stable,True
z_24.0_-19.5,2025,1,2025-S1,Stable,98.9,0.1,1.0,98.9,Stable,True
z_27.0_-15.0,2023,1,2023-S1,Stable,98.2,0.1,1.7,98.2,Stable,True
z_27.0_-15.0,2023,2,2023-S2,Stable,65.0,22.5,12.5,65.0,Stable,True
z_27.0_-15.0,2024,1,2024-S1,Stable,85.3,10.5,4.3,85.3,Stable,True
z_27.0_-15.0,2024,2,2024-S2,Stable,80.8,3.2,15.9,80.8,Stable,True
z_27.0_-15.0,2025,1,2025-S1,Stable,98.0,0.3,1.7,98.0,Stable,True
z_27.0_-15.0,2025,2,2025-S2,Stable,85.0,0.5,14.4,85.0,Stable,True
z_27.0_-16.5,2023,1,2023-S1,Augmentation,76.3,76.3,15.5,8.2,Stable,False
z_27.0_-16.5,2023,2,2023-S2,Augmentation,52.3,52.3,37.0,10.7,Diminution,False
z_27.0_-16.5,2024,1,2024-S1,Augmentation,49.0,49.0,40.9,10.1,Augmentation,True
z_27.0_-16.5,2024,2,2024-S2,Augmentation,45.0,45.0,44.1,10.9,Augmentation,True
z_27.0_-16.5,2025,1,2025-S1,Augmentation,68.4,68.4,21.5,10.1,Augmentation,True
z_27.0_-16.5,2025,2,2025-S2,Augmentation,64.6,64.6,26.7,8.8,Diminution,False
z_28.5_-13.5,2023,1,2023-S1,Stable,98.8,0.1,1.0,98.8,Stable,True
z_28.5_-13.5,2023,2,2023-S2,Stable,99.0,0.3,0.7,99.0,Stable,True
z_28.5_-13.5,2024,1,2024-S1,Stable,98.8,0.1,1.0,98.8,Stable,True
z_28.5_-13.5,2024,2,2024-S2,Stable,98.0,1.2,0.8,98.0,Stable,True
z_28.5_-13.5,2025,1,2025-S1,Stable,95.4,2.7,1.9,95.4,Stable,True
z_28.5_-13.5,2025,2,2025-S2,Stable,97.6,1.7,0.7,97.6,Stable,True
z_28.5_-15.0,2023,1,2023-S1,Diminution,75.8,5.0,75.8,19.2,Stable,False
z_28.5_-15.0,2023,2,2023-S2,Stable,82.9,8.9,8.2,82.9,Stable,True
z_28.5_-15.0,2024,1,2024-S1,Diminution,63.1,15.0,63.1,21.8,Stable,False
z_28.5_-15.0,2024,2,2024-S2,Stable,55.9,42.4,1.7,55.9,Stable,True
z_28.5_-15.0,2025,1,2025-S1,Diminution,74.5,9.1,74.5,16.4,Stable,False
z_28.5_-15.0,2025,2,2025-S2,Stable,55.4,40.9,3.7,55.4,Stable,True
z_28.5_-16.5,2023,1,2023-S1,Stable,54.0,27.5,18.6,54.0,Stable,True
z_28.5_-16.5,2023,2,2023-S2,Diminution,80.5,5.7,80.5,13.7,Stable,False
z_28.5_-16.5,2024,1,2024-S1,Stable,69.0,22.6,8.4,69.0,Stable,True
